'Observatory-Adriantown                                      ','Partially Cloudy','Good',0.350,'New',53.66,'High','Active','12.0143 ',21.20,60.700,22.60,1017.3
'Observatory-Lake Heather                                    ','Clear','Excellent',0.710,'New',74.58,'Moderate','Storm','20.5915 ',16.70,4.100,18.10,983.9
'Observatory-Sergioton                                       ','Clear','Excellent',0.490,'New',14.94,'High','Active','1.9515  ',7.80,67.100,15.50,1000.6
'Observatory-New Stephaniehaven                              ','Cloudy','Good',0.710,'Full',157.29,'Moderate','Active','9.1923  ',27.30,41.600,1.10,1002.7
'Observatory-Melissahaven                                    ','Clear','Excellent',0.360,'Last Quarter',12.54,'High','Storm','23.3873 ',-6.60,93.100,8.80,1027.2
'Observatory-Ericburgh                                       ','Partially Cloudy','Excellent',0.650,'New',173.77,'Moderate','Quiet','20.6712 ',24.30,30.900,19.20,1023.3
'Observatory-Port Jesse                                      ','Clear','Good',0.140,'Last Quarter',86.38,'High','Quiet','10.7475 ',-2.70,34.900,24.00,1004.9
'Observatory-Kimborough                                      ','Clear','Excellent',0.730,'Full',155.96,'Low','Storm','20.3309 ',32.70,83.000,2.40,1020.5
'Observatory-Kimberlyborough                                 ','Partially Cloudy','Good',0.340,'First Quarter',97.67,'Moderate','Storm','0.8552  ',20.60,51.200,8.60,1023.1
'Observatory-Jamesberg                                       ','Clear','Excellent',0.800,'Full',31.98,'Moderate','Quiet','23.2591 ',-3.10,0.600,5.80,999.1
'Observatory-East Pamelaburgh                                ','Partially Cloudy','Excellent',0.120,'Full',163.04,'Low','Active','18.0144 ',6.00,66.400,21.30,997.4
'Observatory-South Alexandra                                 ','Clear','Good',0.140,'Last Quarter',144.92,'Low','Active','15.4454 ',-5.00,0.000,2.40,1001.9
'Observatory-South Amberbury                                 ','Cloudy','Poor',0.230,'Last Quarter',111.13,'High','Quiet','15.7418 ',-2.30,93.900,12.20,1018.3
'Observatory-Christopherside                                 ','Partially Cloudy','Poor',0.270,'Last Quarter',94.66,'Moderate','Active','2.3864  ',0.50,16.900,1.50,1011.1
'Observatory-Lake Courtneyfurt                               ','Clear','Excellent',0.420,'Last Quarter',4.10,'High','Storm','9.17    ',-3.60,94.600,10.50,1029.4
'Observatory-Fergusonborough                                 ','Partially Cloudy','Poor',0.290,'Full',28.20,'Moderate','Active','14.0861 ',-7.20,95.300,6.70,1009.9
'Observatory-Christinaside                                   ','Clear','Excellent',0.230,'First Quarter',45.70,'Moderate','Storm','18.1073 ',-7.20,18.400,10.80,984.5
'Observatory-East Ryanburgh                                  ','Cloudy','Poor',0.720,'First Quarter',148.29,'Moderate','Active','16.0782 ',-14.90,1.800,28.30,1000.5
'Observatory-Jasonbury                                       ','Cloudy','Poor',0.790,'Last Quarter',34.56,'Low','Active','6.1294  ',12.00,53.400,26.50,991.2
'Observatory-Wagnerfort                                      ','Cloudy','Poor',0.860,'Full',39.42,'Moderate','Quiet','21.9439 ',9.20,72.700,19.90,1017.2
'Observatory-Jeffberg                                        ','Partially Cloudy','Excellent',0.630,'Full',128.43,'Low','Storm','17.6889 ',24.40,45.900,15.40,1013.0
'Observatory-Allisonstad                                     ','Cloudy','Excellent',0.840,'New',131.39,'High','Storm','16.6096 ',23.90,16.100,29.60,996.9
'Observatory-Robertton                                       ','Clear','Excellent',0.130,'New',124.34,'Moderate','Storm','8.3914  ',1.10,56.000,4.60,992.2
'Observatory-North Michaelbury                               ','Cloudy','Good',0.840,'Last Quarter',75.20,'Moderate','Active','2.2897  ',0.70,32.200,22.20,1013.4
'Observatory-Sandraberg                                      ','Clear','Excellent',0.450,'Last Quarter',56.28,'High','Quiet','23.1824 ',24.90,81.600,27.00,1004.1
'Observatory-Chenview                                        ','Clear','Poor',0.670,'First Quarter',121.88,'Low','Quiet','0.4126  ',-5.00,45.700,26.60,1020.2
'Observatory-South Wayne                                     ','Partially Cloudy','Poor',0.050,'Full',56.42,'Moderate','Active','3.4881  ',23.40,18.100,18.00,999.1
'Observatory-North Elizabethfort                             ','Cloudy','Poor',0.300,'New',78.30,'High','Active','10.6052 ',13.00,75.600,28.90,1012.4
'Observatory-Robinsonshire                                   ','Cloudy','Excellent',0.460,'First Quarter',19.97,'Moderate','Quiet','20.0423 ',-16.30,13.400,21.90,991.9
'Observatory-Port Shannonmouth                               ','Cloudy','Good',0.530,'Last Quarter',119.54,'Moderate','Quiet','5.2242  ',17.90,52.100,11.60,1022.3
'Observatory-Tracyfurt                                       ','Cloudy','Excellent',0.260,'Last Quarter',62.52,'Moderate','Storm','18.958  ',3.10,16.800,7.30,991.5
'Observatory-South Williamstad                               ','Clear','Good',0.270,'Last Quarter',48.98,'Moderate','Quiet','14.5251 ',-6.00,7.300,27.40,1015.1
'Observatory-Port Beverly                                    ','Clear','Good',0.920,'New',11.00,'High','Quiet','22.1506 ',6.40,25.300,7.10,985.5
'Observatory-Hansentown                                      ','Cloudy','Poor',0.960,'Last Quarter',70.30,'Moderate','Storm','8.6549  ',-0.30,86.800,20.50,985.8
'Observatory-Port Nathaniel                                  ','Clear','Excellent',0.700,'New',72.91,'Moderate','Storm','6.2814  ',27.00,95.200,14.00,982.6
'Observatory-Michaelville                                    ','Clear','Excellent',0.970,'Last Quarter',65.26,'Moderate','Quiet','16.3686 ',7.30,20.600,13.10,1024.0
'Observatory-Sheilahaven                                     ','Clear','Good',0.150,'Last Quarter',62.69,'Low','Storm','18.2233 ',-8.30,36.300,29.80,1022.7
'Observatory-New Catherine                                   ','Cloudy','Good',0.920,'First Quarter',40.99,'Low','Active','4.6413  ',18.60,79.300,11.20,981.3
'Observatory-Rodriguezshire                                  ','Cloudy','Poor',0.690,'Full',92.26,'Moderate','Quiet','22.4424 ',12.90,34.200,2.80,1002.6
'Observatory-West Juan                                       ','Clear','Excellent',0.160,'New',26.09,'Low','Quiet','3.3181  ',39.80,81.600,13.80,1020.5
'Observatory-Rodriguezview                                   ','Cloudy','Poor',0.670,'New',39.96,'Low','Active','0.2703  ',32.50,41.500,19.30,1009.2
'Observatory-Evelynland                                      ','Cloudy','Good',0.950,'Last Quarter',112.98,'Low','Quiet','6.0602  ',35.50,70.800,24.40,1016.9
'Observatory-New Briannashire                                ','Clear','Good',0.100,'First Quarter',70.85,'High','Active','12.6729 ',34.30,83.800,28.90,1023.3
'Observatory-West Matthewberg                                ','Clear','Excellent',0.880,'Full',137.28,'High','Quiet','20.8516 ',-18.60,34.200,21.20,981.5
'Observatory-Vincentberg                                     ','Partially Cloudy','Good',0.480,'First Quarter',165.17,'Moderate','Active','8.6128  ',-10.90,1.400,16.50,995.8
'Observatory-Houstonmouth                                    ','Partially Cloudy','Good',0.270,'New',120.05,'High','Quiet','4.6357  ',-4.80,2.400,0.20,1012.7
'Observatory-East Ryanfurt                                   ','Cloudy','Good',0.710,'Last Quarter',118.98,'Moderate','Storm','9.7993  ',-7.80,19.700,18.00,1010.9
'Observatory-Kristyland                                      ','Cloudy','Good',0.030,'New',119.19,'Low','Quiet','1.2626  ',11.00,69.000,13.00,981.1
'Observatory-New Ashleymouth                                 ','Clear','Poor',0.340,'New',154.95,'Low','Active','12.4365 ',10.70,62.400,14.70,1006.2
'Observatory-Lake Kathryn                                    ','Clear','Excellent',0.080,'Full',16.05,'Low','Storm','0.388   ',16.70,49.600,8.90,990.4
'Observatory-West Kenneth                                    ','Partially Cloudy','Excellent',0.760,'First Quarter',15.72,'Moderate','Storm','19.9871 ',34.00,16.000,22.50,999.7
'Observatory-Riveraberg                                      ','Cloudy','Excellent',0.690,'Full',125.10,'High','Quiet','8.2834  ',21.50,39.700,28.50,980.9
'Observatory-Changfort                                       ','Cloudy','Excellent',0.910,'First Quarter',157.72,'Moderate','Quiet','11.7608 ',34.90,77.300,16.50,1003.0
'Observatory-Deannafort                                      ','Clear','Poor',0.570,'Last Quarter',178.72,'Low','Storm','14.0586 ',-6.10,22.700,15.70,1024.0
'Observatory-Elizabethbury                                   ','Clear','Poor',0.420,'Last Quarter',128.65,'Low','Storm','9.916   ',0.80,45.800,27.60,1006.7
'Observatory-Lake Karen                                      ','Clear','Excellent',0.450,'Last Quarter',134.50,'High','Quiet','12.9601 ',15.60,89.000,10.70,1001.3
'Observatory-North Jamesfort                                 ','Clear','Excellent',0.450,'Full',177.54,'High','Active','19.228  ',6.20,51.900,7.20,982.3
'Observatory-Stewartville                                    ','Cloudy','Excellent',0.870,'Last Quarter',178.75,'Moderate','Storm','8.144   ',-7.60,98.700,20.20,980.5
'Observatory-Harrellland                                     ','Cloudy','Excellent',0.420,'Full',10.58,'High','Active','13.2019 ',14.30,34.900,8.20,1002.5
'Observatory-Port Joseph                                     ','Clear','Good',0.110,'New',53.86,'Moderate','Active','14.207  ',-13.70,9.200,24.30,982.2
'Observatory-Tonyville                                       ','Cloudy','Good',0.780,'Full',168.03,'Moderate','Storm','5.6593  ',32.40,0.400,10.10,986.6
'Observatory-Port Daniellefort                               ','Clear','Excellent',0.770,'New',48.66,'Moderate','Storm','11.3249 ',14.90,80.400,9.10,1003.1
'Observatory-Lake Brandon                                    ','Partially Cloudy','Good',0.400,'Last Quarter',137.06,'High','Storm','11.854  ',14.80,16.300,12.90,987.4
'Observatory-Emilyborough                                    ','Cloudy','Good',0.450,'Last Quarter',106.19,'Low','Storm','19.2825 ',10.40,60.500,25.30,980.5
'Observatory-Port Linda                                      ','Partially Cloudy','Poor',0.060,'First Quarter',146.60,'Moderate','Storm','12.1705 ',6.20,96.800,18.80,1020.0
'Observatory-Kennethbury                                     ','Clear','Poor',0.950,'Full',124.93,'Moderate','Quiet','17.6033 ',15.20,51.800,19.60,1007.8
'Observatory-Tylerberg                                       ','Clear','Good',0.440,'Last Quarter',99.95,'High','Storm','17.2516 ',32.00,24.800,1.60,1019.6
'Observatory-New Timothyhaven                                ','Partially Cloudy','Excellent',0.060,'Full',35.10,'High','Quiet','7.4455  ',36.90,16.400,17.70,990.8
'Observatory-North Tamaraport                                ','Clear','Excellent',0.550,'Last Quarter',167.16,'Low','Quiet','1.291   ',6.40,3.400,29.80,1003.6
'Observatory-South Teresahaven                               ','Partially Cloudy','Poor',0.750,'New',167.10,'Low','Active','14.1561 ',38.70,32.800,3.20,1009.0
'Observatory-Kelseyshire                                     ','Clear','Good',0.260,'Last Quarter',21.18,'Moderate','Quiet','8.1434  ',-7.30,85.600,16.60,1001.8
'Observatory-Lake Christopher                                ','Partially Cloudy','Excellent',0.640,'Last Quarter',160.15,'Low','Active','2.0749  ',-5.20,41.900,22.00,997.1
'Observatory-North Michelleside                              ','Cloudy','Poor',0.740,'Full',50.08,'Moderate','Active','4.9362  ',-7.50,45.500,24.90,1020.5
'Observatory-Port Matthew                                    ','Partially Cloudy','Excellent',0.360,'Last Quarter',114.45,'Low','Storm','20.5016 ',-9.60,11.200,21.00,1006.2
'Observatory-Bennetthaven                                    ','Partially Cloudy','Poor',0.750,'Full',119.91,'High','Active','11.706  ',0.70,98.000,29.20,1022.7
'Observatory-Stephenbury                                     ','Clear','Good',0.280,'Last Quarter',93.31,'Low','Quiet','2.6445  ',23.20,98.700,2.20,988.6
'Observatory-Robertmouth                                     ','Cloudy','Good',0.500,'New',54.00,'Moderate','Active','8.1582  ',23.00,95.400,5.40,1020.2
'Observatory-Colemanshire                                    ','Cloudy','Good',0.890,'Full',142.91,'Low','Storm','19.4368 ',3.00,34.700,14.90,992.0
'Observatory-East Christopherberg                            ','Clear','Good',0.690,'Last Quarter',160.33,'Low','Active','18.9307 ',31.80,74.500,24.10,987.0
'Observatory-South Renee                                     ','Partially Cloudy','Excellent',0.570,'First Quarter',49.91,'Moderate','Active','7.0479  ',35.20,48.800,26.70,1016.3
'Observatory-North Steven                                    ','Cloudy','Good',0.130,'Full',143.62,'Moderate','Quiet','20.2227 ',3.50,67.700,6.00,1006.8
'Observatory-New Scottland                                   ','Partially Cloudy','Good',0.720,'Last Quarter',80.36,'High','Active','10.6707 ',14.50,44.300,2.70,992.2
'Observatory-Costamouth                                      ','Clear','Excellent',0.990,'Full',36.74,'Low','Active','14.5139 ',23.40,25.400,20.10,989.2
'Observatory-East Sierra                                     ','Clear','Good',0.900,'Last Quarter',139.99,'Low','Storm','15.3291 ',13.60,11.900,21.50,995.8
'Observatory-Melissastad                                     ','Cloudy','Good',0.630,'Full',98.45,'Moderate','Quiet','23.7129 ',38.00,35.900,1.10,996.2
'Observatory-Mendezmouth                                     ','Cloudy','Excellent',0.420,'First Quarter',27.48,'High','Storm','10.7477 ',37.90,54.200,15.60,985.2
'Observatory-West Christopher                                ','Partially Cloudy','Poor',0.090,'Last Quarter',173.60,'High','Storm','16.1431 ',9.80,24.900,18.00,985.5
'Observatory-North Sophiaport                                ','Cloudy','Excellent',0.010,'New',89.35,'Moderate','Storm','4.5339  ',13.00,93.900,14.30,1024.6
'Observatory-Robinsonbury                                    ','Clear','Good',0.230,'Last Quarter',134.96,'High','Quiet','5.4713  ',25.10,6.200,6.10,999.2
'Observatory-Maryberg                                        ','Cloudy','Excellent',0.720,'Full',27.00,'High','Quiet','10.9241 ',25.70,70.400,14.90,1000.5
'Observatory-Charleston                                      ','Clear','Excellent',0.210,'First Quarter',168.08,'Low','Storm','7.5719  ',3.20,31.000,9.20,1019.7
'Observatory-West Brianfurt                                  ','Cloudy','Good',0.870,'Last Quarter',7.81,'High','Active','10.8342 ',16.10,55.700,20.30,987.9
'Observatory-West Timothyhaven                               ','Partially Cloudy','Good',0.420,'Last Quarter',0.07,'High','Quiet','16.6703 ',11.30,80.600,24.10,995.1
'Observatory-Samuelchester                                   ','Clear','Poor',0.420,'First Quarter',23.43,'High','Active','9.5238  ',34.50,84.400,19.40,1009.0
'Observatory-West Pamelatown                                 ','Clear','Excellent',0.560,'Full',17.05,'Moderate','Active','1.3725  ',30.80,5.900,21.60,1001.7
'Observatory-Rebeccashire                                    ','Cloudy','Poor',0.090,'Last Quarter',73.91,'High','Quiet','4.3166  ',23.80,6.500,13.40,991.4
'Observatory-South Belindashire                              ','Clear','Good',0.350,'First Quarter',84.79,'Moderate','Storm','23.4244 ',13.10,69.600,14.90,1027.3
'Observatory-Johnschester                                    ','Clear','Excellent',0.400,'Last Quarter',24.33,'Moderate','Storm','10.4601 ',-0.50,54.400,27.70,1021.1
'Observatory-Davidton                                        ','Cloudy','Excellent',0.730,'First Quarter',132.70,'High','Active','10.2198 ',29.10,3.100,4.90,1022.5
'Observatory-Andersonstad                                    ','Clear','Poor',0.050,'Full',32.74,'High','Storm','8.2893  ',-15.90,74.100,7.50,990.7
'Observatory-North Kathryn                                   ','Clear','Good',0.780,'Last Quarter',89.30,'High','Quiet','9.4927  ',6.30,34.200,21.90,1029.9
'Observatory-Allenshire                                      ','Cloudy','Excellent',0.240,'Last Quarter',88.36,'Moderate','Active','15.3673 ',30.10,49.400,18.80,986.2
'Observatory-North Darius                                    ','Partially Cloudy','Good',0.590,'Last Quarter',31.51,'High','Quiet','1.7861  ',24.30,29.500,1.30,1020.7
'Observatory-Sanderston                                      ','Cloudy','Good',0.960,'Last Quarter',80.87,'Moderate','Quiet','20.9488 ',-1.90,54.600,23.20,994.2
'Observatory-West Natashastad                                ','Clear','Excellent',0.760,'Full',112.69,'High','Quiet','18.8861 ',36.50,60.500,14.40,1023.3
'Observatory-East Sean                                       ','Clear','Poor',0.740,'Last Quarter',56.54,'Low','Active','18.8037 ',21.60,47.700,19.00,1000.2
'Observatory-Clarkborough                                    ','Cloudy','Excellent',0.710,'Last Quarter',152.78,'High','Active','17.9016 ',-10.20,88.400,29.20,1026.7
'Observatory-North Rebeccachester                            ','Partially Cloudy','Good',0.040,'Full',146.81,'Moderate','Storm','8.2904  ',-6.70,60.100,4.50,1016.7
'Observatory-West Laurenstad                                 ','Partially Cloudy','Excellent',0.360,'Last Quarter',34.84,'Low','Active','19.9691 ',4.70,77.200,19.70,1018.8
'Observatory-Dixonshire                                      ','Clear','Good',0.290,'Last Quarter',3.68,'High','Storm','1.702   ',31.80,43.900,11.80,1006.8
'Observatory-Nguyentown                                      ','Cloudy','Good',0.070,'Full',69.06,'High','Storm','11.1213 ',9.30,28.200,26.40,1005.4
'Observatory-Lake Michelleshire                              ','Partially Cloudy','Good',0.620,'Full',118.18,'Low','Quiet','12.13   ',2.30,19.000,5.10,986.2
'Observatory-Wilsonborough                                   ','Cloudy','Good',0.320,'First Quarter',89.44,'Low','Active','22.8276 ',-15.80,7.400,15.70,983.3
'Observatory-Jerryfurt                                       ','Cloudy','Good',0.800,'New',163.89,'Moderate','Quiet','9.6747  ',-0.60,85.300,18.10,1019.0
'Observatory-New Alex                                        ','Clear','Good',0.350,'Last Quarter',125.50,'High','Storm','22.5123 ',-3.40,48.700,18.50,1010.2
'Observatory-East Brianatown                                 ','Partially Cloudy','Poor',0.700,'Full',100.50,'High','Storm','4.4686  ',33.70,69.100,15.00,981.6
'Observatory-Port Emilyview                                  ','Cloudy','Good',0.140,'Full',158.11,'Low','Quiet','15.4858 ',29.60,50.900,17.80,1003.8
'Observatory-Rebeccaton                                      ','Clear','Poor',0.610,'Last Quarter',121.82,'Moderate','Storm','2.9002  ',33.80,76.700,18.40,1002.9
'Observatory-North James                                     ','Clear','Poor',0.530,'New',120.45,'High','Quiet','5.5168  ',-16.50,80.700,8.80,990.4
'Observatory-Greenburgh                                      ','Clear','Excellent',0.450,'Full',91.85,'High','Active','11.6942 ',6.90,87.300,6.80,1005.6
'Observatory-Stephenmouth                                    ','Cloudy','Excellent',0.530,'Full',65.23,'Low','Quiet','3.5399  ',36.70,44.000,22.20,996.0
'Observatory-Port Justinchester                              ','Partially Cloudy','Good',0.850,'Full',32.98,'High','Active','1.5438  ',15.50,7.200,7.10,993.6
'Observatory-Lake Juan                                       ','Clear','Poor',0.100,'First Quarter',94.59,'Low','Active','8.5487  ',2.90,54.000,19.30,1020.3
'Observatory-New Tiffanyport                                 ','Partially Cloudy','Good',0.780,'First Quarter',19.49,'Low','Storm','21.6727 ',23.00,28.000,3.90,1004.0
'Observatory-South Justinstad                                ','Cloudy','Poor',0.240,'Full',109.49,'High','Storm','6.961   ',15.80,30.900,2.70,998.2
'Observatory-Lake Jackberg                                   ','Partially Cloudy','Poor',0.990,'New',130.67,'Low','Storm','7.8146  ',5.20,34.400,11.80,1015.5
'Observatory-Christopherbury                                 ','Cloudy','Poor',0.500,'New',17.12,'High','Quiet','5.1697  ',-13.20,13.400,16.50,990.7
'Observatory-Susanstad                                       ','Clear','Good',0.800,'First Quarter',7.74,'High','Active','4.355   ',-9.00,54.100,4.50,995.0
'Observatory-Alexanderville                                  ','Cloudy','Poor',0.170,'New',82.44,'Low','Quiet','2.8145  ',14.50,10.300,10.50,1018.1
'Observatory-Meltonport                                      ','Clear','Poor',0.750,'Last Quarter',112.33,'Low','Storm','9.8197  ',15.30,56.100,1.60,994.5
'Observatory-Port Peter                                      ','Cloudy','Poor',0.320,'Last Quarter',120.28,'Moderate','Quiet','2.6351  ',23.60,20.100,11.20,1021.2
'Observatory-Port Andrew                                     ','Clear','Excellent',0.490,'First Quarter',157.93,'Moderate','Quiet','23.4066 ',28.40,12.900,27.50,1028.6
'Observatory-Harmonburgh                                     ','Cloudy','Good',0.820,'First Quarter',62.85,'High','Active','8.3689  ',25.90,2.200,13.00,991.7
'Observatory-Port Amyview                                    ','Partially Cloudy','Excellent',0.300,'Last Quarter',61.72,'Low','Active','5.9732  ',25.30,13.600,11.60,1015.4
'Observatory-West David                                      ','Partially Cloudy','Excellent',0.300,'Full',169.29,'Low','Active','7.6647  ',8.20,43.900,19.90,988.7
'Observatory-Port Samuel                                     ','Partially Cloudy','Good',0.720,'Last Quarter',177.03,'Low','Quiet','23.825  ',-19.60,4.100,12.10,999.3
'Observatory-Kempton                                         ','Partially Cloudy','Poor',0.540,'First Quarter',96.22,'Moderate','Storm','11.4785 ',10.10,4.300,15.70,1022.7
'Observatory-Kellyview                                       ','Clear','Excellent',0.800,'Last Quarter',86.26,'Low','Quiet','13.1077 ',27.40,64.300,9.80,1027.9
'Observatory-Miguelbury                                      ','Cloudy','Excellent',0.870,'Last Quarter',82.92,'High','Active','13.5988 ',-3.80,23.300,19.40,990.8
'Observatory-Bradleystad                                     ','Clear','Good',0.720,'Last Quarter',109.72,'Low','Storm','10.4632 ',-19.50,65.900,28.90,1004.4
'Observatory-Ryanland                                        ','Clear','Poor',0.360,'Full',166.56,'Low','Quiet','19.6815 ',37.10,2.700,15.20,995.8
'Observatory-Johnsonchester                                  ','Cloudy','Good',0.960,'First Quarter',128.38,'Low','Quiet','8.3663  ',-5.80,65.600,12.30,984.2
'Observatory-Lake Kathyland                                  ','Partially Cloudy','Excellent',0.980,'First Quarter',73.14,'Low','Quiet','4.1196  ',-16.20,0.800,27.10,988.9
'Observatory-Yangside                                        ','Clear','Excellent',0.340,'Last Quarter',73.00,'Moderate','Active','5.0158  ',38.90,47.900,6.70,992.8
'Observatory-Jamesland                                       ','Clear','Excellent',0.610,'First Quarter',162.16,'High','Active','13.6222 ',28.10,59.400,26.00,1016.7
'Observatory-Tracyberg                                       ','Cloudy','Good',0.940,'Last Quarter',103.33,'Moderate','Active','7.4721  ',0.50,44.300,26.40,1016.1
'Observatory-Thomasmouth                                     ','Cloudy','Excellent',0.510,'First Quarter',11.70,'Low','Active','3.8606  ',17.60,31.400,5.90,994.1
'Observatory-Jocelynfort                                     ','Cloudy','Poor',0.930,'New',87.36,'High','Quiet','18.9051 ',23.00,85.500,10.60,1023.2
'Observatory-South Megan                                     ','Clear','Poor',0.120,'First Quarter',144.39,'Low','Storm','8.3294  ',5.60,0.200,3.00,995.8
'Observatory-North Patricia                                  ','Partially Cloudy','Good',0.510,'Full',65.72,'Low','Storm','12.2026 ',20.10,21.900,13.50,1010.4
'Observatory-Mannberg                                        ','Clear','Excellent',0.890,'Full',84.72,'Low','Storm','17.8546 ',-11.50,47.300,16.70,999.4
'Observatory-Davidmouth                                      ','Clear','Good',0.130,'First Quarter',75.90,'Low','Storm','2.2826  ',-3.10,69.800,25.40,1025.6
'Observatory-East Dwayne                                     ','Clear','Poor',0.470,'Last Quarter',148.92,'Low','Active','23.4511 ',12.00,87.500,23.00,983.4
'Observatory-West Keithfort                                  ','Cloudy','Excellent',0.510,'New',133.72,'Low','Quiet','16.6132 ',28.80,18.900,10.60,1022.8
'Observatory-Kennethview                                     ','Clear','Excellent',0.350,'Last Quarter',109.64,'Low','Quiet','13.0169 ',31.00,67.800,26.80,1012.7
'Observatory-Carolynview                                     ','Cloudy','Excellent',0.570,'First Quarter',17.84,'Moderate','Storm','15.4524 ',4.10,30.900,16.80,1013.1
'Observatory-Marissahaven                                    ','Cloudy','Good',0.490,'Last Quarter',141.97,'High','Storm','15.8677 ',34.60,94.900,3.20,997.3
'Observatory-Jenniferhaven                                   ','Partially Cloudy','Good',0.000,'Full',25.58,'Low','Quiet','21.2003 ',28.40,27.500,22.20,1020.1
'Observatory-North Alexanderburgh                            ','Partially Cloudy','Good',0.210,'First Quarter',31.41,'High','Active','2.5299  ',-12.80,3.200,7.90,1007.5
'Observatory-New Allen                                       ','Partially Cloudy','Good',0.410,'Full',56.73,'Moderate','Active','5.0404  ',3.00,17.800,10.00,1019.7
'Observatory-Lake Kiara                                      ','Cloudy','Poor',0.980,'Last Quarter',56.36,'Moderate','Quiet','13.2953 ',3.60,12.900,13.80,1024.2
'Observatory-Robertstad                                      ','Clear','Good',0.910,'First Quarter',74.96,'Moderate','Quiet','18.251  ',-7.60,60.800,29.00,1027.1
'Observatory-Barryburgh                                      ','Cloudy','Excellent',0.700,'New',119.63,'Moderate','Quiet','22.9485 ',19.30,3.300,14.50,994.6
'Observatory-Vincentbury                                     ','Cloudy','Poor',0.090,'Full',51.80,'Low','Storm','4.6609  ',-13.70,15.000,6.60,992.3
'Observatory-East Christopherland                            ','Clear','Good',0.960,'New',119.00,'Moderate','Storm','8.3766  ',20.20,23.600,22.60,994.7
'Observatory-North Paulabury                                 ','Clear','Good',0.930,'Full',94.00,'Low','Quiet','17.9741 ',-3.70,9.500,5.80,980.7
'Observatory-Justinland                                      ','Partially Cloudy','Excellent',0.750,'New',112.58,'High','Storm','1.843   ',23.60,42.400,6.90,1023.4
'Observatory-West Stacy                                      ','Partially Cloudy','Excellent',0.780,'Last Quarter',32.05,'Moderate','Active','15.6356 ',26.60,72.500,22.40,1000.9
'Observatory-Lake Aliciaville                                ','Clear','Poor',0.340,'New',8.38,'Moderate','Storm','11.83   ',33.60,30.400,12.50,1019.8
'Observatory-Port Shane                                      ','Clear','Good',0.820,'First Quarter',123.99,'High','Storm','1.7515  ',-14.40,31.600,27.70,1019.5
'Observatory-East Richardhaven                               ','Clear','Poor',0.920,'Full',163.05,'High','Active','3.579   ',38.10,21.000,25.50,1004.3
'Observatory-Port Jennifertown                               ','Partially Cloudy','Poor',0.050,'First Quarter',33.17,'Low','Quiet','16.9606 ',-9.00,56.300,5.80,1023.3
'Observatory-Lake Janetchester                               ','Cloudy','Poor',0.820,'Full',104.76,'Moderate','Quiet','1.0528  ',15.40,41.300,8.60,1010.5
'Observatory-New Michaelville                                ','Cloudy','Excellent',0.480,'First Quarter',21.36,'Low','Active','16.9723 ',-2.10,79.400,3.70,1008.6
'Observatory-New Kathyland                                   ','Clear','Excellent',0.530,'New',85.27,'High','Quiet','21.4067 ',30.30,10.200,23.30,1006.4
'Observatory-Gomezshire                                      ','Clear','Good',0.040,'First Quarter',140.74,'Low','Quiet','22.506  ',10.00,98.700,11.90,982.2
'Observatory-West Pamela                                     ','Partially Cloudy','Poor',0.820,'New',173.08,'High','Storm','1.0122  ',-5.80,52.000,8.60,1021.4
'Observatory-West Scottmouth                                 ','Partially Cloudy','Excellent',0.660,'New',69.79,'Low','Active','17.8549 ',14.90,90.500,4.20,1022.7
'Observatory-North Donnahaven                                ','Cloudy','Poor',0.740,'Last Quarter',54.05,'High','Active','17.8778 ',21.40,95.500,15.80,1018.8
'Observatory-Lake Austinmouth                                ','Clear','Good',0.780,'Full',178.63,'High','Storm','2.8266  ',39.90,49.900,22.90,986.3
'Observatory-West Joshua                                     ','Cloudy','Good',0.900,'Full',121.67,'Low','Quiet','3.0054  ',-13.90,77.200,5.00,1018.7
'Observatory-Lanceville                                      ','Clear','Excellent',0.470,'Last Quarter',22.93,'Moderate','Quiet','7.3492  ',39.60,88.500,0.80,1005.0
'Observatory-Robertborough                                   ','Partially Cloudy','Poor',0.550,'Last Quarter',131.33,'Low','Quiet','1.8946  ',12.20,44.400,23.40,1001.0
'Observatory-Port Kendra                                     ','Partially Cloudy','Excellent',0.270,'First Quarter',128.74,'High','Active','5.543   ',36.40,24.900,5.40,1006.9
'Observatory-Sandraport                                      ','Clear','Good',0.520,'New',115.99,'High','Storm','3.6075  ',32.10,15.400,23.30,1018.2
'Observatory-North Sara                                      ','Cloudy','Good',0.340,'First Quarter',129.43,'Low','Active','19.6924 ',36.00,29.300,12.40,1026.3
'Observatory-Lake Donald                                     ','Cloudy','Poor',0.150,'First Quarter',139.28,'Moderate','Quiet','3.3571  ',12.40,59.000,23.20,992.2
'Observatory-Marcside                                        ','Cloudy','Excellent',0.800,'First Quarter',110.93,'Low','Storm','6.4779  ',24.80,87.500,8.50,1014.9
'Observatory-Stokesview                                      ','Cloudy','Excellent',0.160,'New',19.94,'High','Active','22.2396 ',-7.80,40.500,6.40,1021.6
'Observatory-West Tammybury                                  ','Cloudy','Excellent',0.680,'New',68.91,'Moderate','Active','7.8784  ',15.40,50.500,0.50,990.2
'Observatory-Port Tiffanyhaven                               ','Cloudy','Excellent',0.020,'Full',122.66,'Low','Quiet','18.9178 ',-14.10,6.400,15.50,1005.6
'Observatory-Andersonburgh                                   ','Clear','Good',0.220,'Last Quarter',109.00,'Low','Quiet','13.2913 ',-18.40,74.400,2.40,1026.3
