'AS213706                            ',0.7610,0.8960,0.6730,0.8020,0.125,0.4710,0.43,0.635,0.1
'AS493069                            ',0.0550,0.8400,0.6320,0.9160,0.938,0.6540,0.32,0.373,0.3
'AS633557                            ',0.2570,0.3610,0.5660,-0.2740,0.826,0.1550,0.76,0.662,0.9
'AS421080                            ',0.0500,0.3940,0.6740,-0.8300,0.497,0.3100,0.33,0.780,0.7
'AS963347                            ',0.9900,0.0900,0.4040,-0.3790,0.212,0.7380,0.54,0.439,0.6
'AS737727                            ',0.9860,0.0030,0.5870,0.9620,0.017,0.6790,0.04,0.613,0.4
'AS120451                            ',0.5330,0.9850,0.6440,0.3760,0.46,0.9950,0.15,0.476,1.0
'AS142704                            ',0.6710,0.7860,0.4060,-0.7050,0.838,0.6060,0.46,0.780,0.6
'AS772450                            ',0.9580,0.7470,0.6890,0.8570,0.008,0.5190,0.38,0.378,0.8
'AS315100                            ',0.9400,0.3810,0.8310,-0.8650,0.83,0.9920,0.21,0.165,0.6
'AS801094                            ',0.7860,0.9050,0.6940,-0.3050,0.44,0.4570,0.68,0.143,0.4
'AS177071                            ',0.6900,0.4820,0.0040,0.8430,0.803,0.4870,0.91,0.557,0.1
'AS485251                            ',0.0090,0.2520,0.5210,-0.3430,0.514,0.6110,0.18,0.127,0.5
'AS998976                            ',0.0810,0.1660,0.3640,-0.7320,0.478,0.3630,0.59,0.518,0.5
'AS750367                            ',0.7690,0.4980,0.7000,0.7980,0.787,0.4380,0.95,0.840,0.3
'AS603156                            ',0.9550,0.7490,0.2930,-0.0880,0.221,0.3790,0.84,0.442,0.4
'AS829924                            ',0.3600,0.1390,0.4270,0.1640,0.855,0.4070,0.49,0.696,0.3
'AS287324                            ',0.0760,0.4180,0.4120,-0.5010,0.189,0.2990,0.82,0.098,0.8
'AS858185                            ',0.5700,0.7200,0.7800,-0.1690,0.786,0.6500,0.16,0.106,0.7
'AS351612                            ',0.2000,0.9360,0.8810,0.0590,0.427,0.5920,0.06,0.156,1.0
'AS613327                            ',0.1820,0.2650,0.4050,0.1560,0.158,0.6180,0.54,0.299,0.4
'AS727293                            ',0.5430,0.1330,0.2170,0.2730,0.167,0.2080,0.40,0.402,0.9
'AS563686                            ',0.9530,0.7910,0.9950,-0.2870,0.794,0.7700,0.07,0.155,0.3
'AS707656                            ',0.0770,0.0750,0.4750,-0.6110,0.974,0.0120,0.96,0.629,0.4
'AS604563                            ',0.0700,0.4080,0.7110,-0.3970,0.327,0.5510,0.27,0.276,0.0
'AS206986                            ',0.2000,0.9600,0.2910,0.4320,0.334,0.7190,0.33,0.450,0.8
'AS967474                            ',0.6390,0.9300,0.8780,0.6210,0.232,0.7080,0.41,0.049,0.5
'AS865019                            ',0.4270,0.1360,0.0970,-0.8000,0.897,0.5990,0.30,0.471,0.7
'AS944965                            ',0.5840,0.7320,0.9200,-0.2350,0.964,0.2150,0.00,0.633,1.0
'AS476925                            ',0.2790,0.2800,0.9260,-0.1410,0.558,0.9870,0.97,0.971,0.8
'AS196978                            ',0.8230,0.0590,0.3680,-0.4170,0.799,0.7200,0.16,0.892,0.1
'AS784060                            ',0.7470,0.1160,0.1610,-0.2660,0.432,0.5380,0.77,0.429,0.5
'AS421846                            ',0.3070,0.3130,0.7180,0.6250,0.699,0.1000,0.45,0.643,0.4
'AS276655                            ',0.4230,0.0140,0.5030,0.5700,0.536,0.0950,0.32,0.118,1.0
'AS948516                            ',0.2650,0.5850,0.2670,-0.3100,0.909,0.1650,0.16,0.629,0.1
'AS579727                            ',0.8890,0.6360,0.4910,0.4290,0.395,0.8770,0.15,0.079,0.4
'AS633018                            ',0.6200,0.0320,0.3660,0.9340,0.914,0.3120,0.21,0.541,0.4
'AS414398                            ',0.2050,0.9930,0.7060,-0.8270,0.41,0.9050,0.99,0.810,1.0
'AS195817                            ',0.0300,0.4430,0.3580,-0.3520,0.287,0.0510,0.01,0.439,1.0
'AS467089                            ',0.9750,0.6790,0.6450,-0.4650,0.742,0.5430,0.76,0.688,0.2
'AS568306                            ',0.7990,0.7950,0.5890,-0.6620,0.764,0.9010,0.53,0.228,0.7
'AS109943                            ',0.9980,0.0040,0.0770,0.2850,0.54,0.2390,0.14,0.797,0.9
'AS420717                            ',0.7490,0.1850,0.3430,-0.5500,0.607,0.6810,0.23,0.268,0.8
'AS828825                            ',0.7010,0.8620,0.2730,-0.4350,0.202,0.0620,0.81,0.461,0.3
'AS178942                            ',0.5700,0.6110,0.7710,-0.1290,0.553,0.7020,0.69,0.730,0.3
'AS354213                            ',0.0620,0.2120,0.8050,-0.2080,0.263,0.8770,0.73,0.103,0.4
'AS646501                            ',0.7540,0.3630,0.2590,-0.6400,0.791,0.3370,0.97,0.023,0.5
'AS491205                            ',0.5010,0.9990,0.0200,0.7680,0.341,0.0880,0.72,0.068,0.9
'AS579540                            ',0.4500,0.7300,0.9210,0.6990,0.045,0.1330,0.46,0.874,0.9
'AS844894                            ',0.5510,0.7910,0.6520,0.5590,0.261,0.0860,0.96,0.021,0.8
'AS897293                            ',0.1260,0.2840,0.6370,0.5390,0.408,0.0580,0.18,0.670,0.6
'AS289692                            ',0.4560,0.6350,0.5750,0.7900,0.879,0.0360,0.62,0.156,0.5
'AS183970                            ',0.3380,0.4130,0.0250,0.6300,0.968,0.4550,0.45,0.601,0.8
'AS664489                            ',0.8730,0.5610,0.6590,-0.5500,0.814,0.2340,0.14,0.644,0.3
'AS823000                            ',0.5040,0.9400,0.1140,-0.8760,0.081,0.2040,0.10,0.740,0.3
'AS944140                            ',0.8790,0.3630,0.7180,-0.8110,0.405,0.8550,0.01,0.049,0.6
'AS598253                            ',0.6940,0.9340,0.0150,-0.2300,0.491,0.2470,0.14,0.881,0.9
'AS314508                            ',0.8820,0.7840,0.3910,-0.1290,0.829,0.6940,0.29,0.621,0.1
'AS771521                            ',0.2120,0.6910,0.4580,-0.7400,0.88,0.0440,0.47,0.525,0.2
'AS931657                            ',0.6210,0.7940,0.5980,-0.3410,0.745,0.5280,1.00,0.609,0.6
'AS281516                            ',0.2720,0.4780,0.9000,-0.3900,0.997,0.1230,0.45,0.369,0.2
'AS725425                            ',0.1610,0.2330,0.8960,0.7530,0.26,0.9340,0.40,0.794,0.7
'AS877633                            ',0.9310,0.1010,0.8170,0.1310,0.452,0.5220,0.60,0.133,0.9
'AS492381                            ',0.8110,0.8500,0.0220,-0.8870,0.765,0.7030,0.66,0.037,0.1
'AS677015                            ',0.9090,0.8290,0.8760,0.5370,0.079,0.6660,0.14,0.711,0.6
'AS917146                            ',0.1660,0.5490,0.7490,-0.7510,0.384,0.9240,0.91,0.415,0.1
'AS581457                            ',0.4960,0.0100,0.9110,-0.0710,0.121,0.4190,0.34,0.648,0.9
'AS786449                            ',0.4170,0.5350,0.1580,0.8880,0.237,0.3840,0.69,0.180,0.9
'AS819895                            ',0.3810,0.9480,0.7330,0.7040,0.548,0.0860,0.68,0.462,0.2
'AS866338                            ',0.1110,0.4560,0.9870,0.9110,0.07,0.0960,0.32,0.271,0.2
'AS798018                            ',0.4820,0.2950,0.1230,-0.7590,0.969,0.5180,0.61,0.628,0.1
'AS494781                            ',0.0480,0.4400,0.3280,0.4750,0.993,0.2870,0.46,0.911,0.9
'AS718260                            ',0.6890,0.2480,0.8250,0.7790,0.435,0.3660,0.77,0.251,0.3
'AS791281                            ',0.0810,0.4000,0.0720,0.5630,0.772,0.6470,0.84,0.220,1.0
'AS757104                            ',0.1430,0.8940,0.4950,0.5140,0.339,0.7600,0.36,0.385,0.8
'AS280586                            ',0.4660,0.6900,0.7040,-0.5060,0.019,0.3700,0.99,0.937,0.6
'AS877796                            ',0.2630,0.5130,0.4200,0.2160,0.199,0.4470,0.88,0.920,0.3
'AS879054                            ',0.5750,0.1010,0.1670,0.6060,0.608,0.4100,0.62,0.365,0.9
'AS711331                            ',0.2120,0.4030,0.8780,0.7480,0.531,0.8230,0.55,0.883,1.0
'AS930407                            ',0.3070,0.7880,0.7330,-0.3190,0.397,0.3020,0.46,0.158,0.8
'AS757990                            ',0.3320,0.3480,0.4740,0.6770,0.701,0.4340,0.16,0.760,1.0
'AS180056                            ',0.6410,0.5850,0.6340,-0.7760,0.606,0.7410,0.96,0.694,0.9
'AS509619                            ',0.0550,0.7480,0.2970,0.4740,0.513,0.6990,0.16,0.540,0.9
'AS773038                            ',0.7360,0.0880,0.3860,0.5690,0.042,0.6750,0.44,0.567,0.3
'AS317201                            ',0.1220,0.2500,0.5330,-0.2510,0.857,0.5630,0.73,0.336,0.2
'AS625481                            ',0.0880,0.9910,0.1550,0.3300,0.937,0.9740,0.98,0.448,0.9
'AS748882                            ',0.7090,0.9070,0.5880,0.9890,0.475,0.2740,0.75,0.587,0.1
'AS474617                            ',0.7520,0.3450,0.3840,0.0970,0.45,0.5460,0.08,0.192,0.4
'AS916366                            ',0.6800,0.7630,0.5330,-0.5530,0.638,0.0970,0.02,0.631,0.0
'AS799087                            ',0.3310,0.6310,0.1950,0.9770,0.982,0.5880,0.64,0.811,0.4
'AS658204                            ',0.7430,0.1300,0.0140,-0.2780,0.925,0.3520,0.09,0.836,0.8
'AS388824                            ',0.3400,0.4660,0.9330,0.1790,0.575,0.7910,0.17,0.740,0.5
'AS538952                            ',0.7720,0.1050,0.1940,0.3560,0.415,0.8440,0.61,0.582,0.7
'AS490194                            ',0.8390,0.3710,0.5350,0.7920,0.291,0.6810,0.67,0.550,0.9
'AS851013                            ',0.0040,0.9520,0.8730,0.1580,0.366,0.0480,0.22,0.062,0.9
'AS149122                            ',0.2660,0.2830,0.5960,0.8740,0.708,0.5460,0.47,0.665,0.6
'AS482801                            ',0.2350,0.1000,0.1000,0.3040,0.54,0.0560,0.52,0.763,0.9
'AS107907                            ',0.0840,0.9190,0.1140,0.5120,0.428,0.0860,0.13,0.008,0.9
'AS515104                            ',0.3150,0.5880,0.8260,-0.1140,0.102,0.5160,0.19,0.405,0.5
'AS949745                            ',0.9920,0.5530,0.9230,-0.8730,0.844,0.4390,0.02,0.113,0.1
'AS458927                            ',0.8040,0.6110,0.2340,0.1720,0.956,0.0050,0.62,0.747,0.2
'AS519518                            ',0.7820,0.8170,0.4390,0.5990,0.13,0.0570,0.84,0.350,0.7
'AS291049                            ',0.3410,0.8360,0.0370,-0.3000,0.75,0.4230,0.53,0.962,0.8
'AS435198                            ',0.6570,0.1450,0.5950,0.6280,0.032,0.8900,0.15,0.645,0.8
'AS554430                            ',0.7290,0.2250,0.8740,0.6290,0.897,0.7150,0.17,0.058,0.4
'AS958811                            ',0.2000,0.0260,0.6680,0.2640,0.35,0.6500,0.60,0.283,0.6
'AS249683                            ',0.7890,0.9070,0.8970,-0.9980,0.316,0.0980,0.14,0.153,0.2
'AS609890                            ',0.1760,0.3450,0.5810,0.5410,0.512,0.7430,0.83,0.299,0.2
'AS943319                            ',0.6140,0.1370,0.7780,-0.2710,0.863,0.6120,0.95,0.461,0.4
'AS418390                            ',0.1730,0.8380,0.7480,-0.4720,0.742,0.3470,0.70,0.601,0.5
'AS829199                            ',0.7710,0.0460,0.1770,0.2420,0.659,0.2490,0.57,0.313,0.6
'AS314325                            ',0.3110,0.2650,0.1320,-0.6730,0.886,0.3120,0.87,0.991,0.3
'AS342053                            ',0.1160,0.9100,0.4820,0.7400,0.72,0.0070,0.99,0.977,0.3
'AS257418                            ',0.9980,0.8580,0.7530,0.3420,0.537,0.1390,0.49,0.654,0.1
'AS812598                            ',0.2880,0.0020,0.7230,-0.1980,0.604,0.3970,0.23,0.518,0.5
'AS716128                            ',0.7510,0.5170,0.3430,-0.9790,0.434,0.1340,0.59,0.199,0.4
'AS151372                            ',0.8900,0.0580,0.2560,-0.1720,0.561,0.9970,0.12,0.027,0.0
'AS691793                            ',0.4420,0.1170,0.5410,0.2130,0.913,0.0990,0.34,0.993,0.7
'AS975548                            ',0.5910,0.8200,0.4460,0.8600,0.473,0.4570,0.97,0.490,0.5
'AS886234                            ',0.6860,0.2120,0.5970,-0.6640,0.824,0.4550,0.09,0.889,0.9
'AS253389                            ',0.6080,0.9020,0.8290,-0.6910,0.905,0.4910,0.74,0.259,0.8
'AS721250                            ',0.2460,0.1670,0.8220,-0.5190,0.344,0.6590,0.23,0.671,0.5
'AS136833                            ',0.1530,0.3250,0.9950,0.9890,0.357,0.5930,0.72,0.050,0.0
'AS515416                            ',0.2070,0.2590,0.3590,0.2130,0.674,0.6980,0.24,0.648,0.5
'AS781400                            ',0.8030,0.9110,0.0740,-0.9330,0.459,0.1090,0.85,0.540,0.1
'AS323646                            ',0.6610,0.6030,0.0180,0.5450,0.814,0.4670,0.83,0.572,0.7
'AS433934                            ',0.2790,0.4970,0.6910,0.7870,0.77,0.5650,0.60,0.135,0.5
'AS953219                            ',0.6980,0.0340,0.3760,-0.9560,0.682,0.7420,0.95,0.603,0.6
'AS190304                            ',0.0020,0.7460,0.1000,0.4740,0.423,0.4060,0.66,0.231,0.6
'AS870648                            ',0.8340,0.2110,0.8320,0.0820,0.085,0.2230,0.26,0.457,0.2
'AS613390                            ',0.9320,0.2850,0.1440,-0.2870,0.172,0.1930,0.03,0.465,0.4
'AS364483                            ',0.8240,0.7880,0.4460,0.3870,0.948,0.8390,0.84,0.359,0.6
'AS497787                            ',0.1770,0.5530,0.1960,0.2650,0.919,0.3040,0.48,0.771,0.6
'AS396267                            ',0.3410,0.6430,0.1210,0.0690,0.43,0.5940,0.84,0.287,0.4
'AS600665                            ',0.3540,0.5820,0.5710,0.5650,0.56,0.3890,0.62,0.287,0.4
'AS967804                            ',0.8800,0.1450,0.8170,0.6030,0.196,0.9850,0.40,0.233,0.7
'AS397175                            ',0.5910,0.9900,0.0360,0.8210,0.48,0.1460,0.09,0.343,0.8
'AS971458                            ',0.1210,0.5740,0.8560,0.1880,0.445,0.8570,0.55,0.005,0.1
'AS213677                            ',0.6160,0.7540,0.1180,0.9120,0.648,0.5160,0.40,0.393,0.7
'AS506752                            ',0.3410,0.2130,0.7410,-0.1730,0.828,0.7300,0.52,0.758,0.1
'AS399730                            ',0.8380,0.4140,0.7730,-0.8190,0.131,0.2020,0.96,0.150,0.1
'AS720512                            ',0.6170,0.1220,0.9590,0.4020,0.401,0.2040,0.39,0.716,0.6
'AS179011                            ',0.9440,0.1790,0.2510,-0.2860,0.146,0.4830,0.38,0.439,0.8
'AS101100                            ',0.5620,0.6720,0.2530,0.1970,0.289,0.9300,0.97,0.298,0.1
'AS679706                            ',0.2260,0.1040,0.5270,0.1920,0.535,0.9000,0.29,0.914,0.1
'AS350064                            ',0.6180,0.8020,0.1420,-0.9670,0.827,0.6430,0.22,0.882,0.3
'AS175408                            ',0.9020,0.4020,0.8070,0.1960,0.057,0.1160,0.05,0.565,0.9
'AS336075                            ',0.7500,0.9220,0.8010,0.7770,0.147,0.7170,0.65,0.560,0.3
'AS461651                            ',0.0390,0.8140,0.6930,-0.5270,0.258,0.6000,0.55,0.051,0.2
'AS220545                            ',0.7500,0.2440,0.5400,0.3790,0.064,0.0480,0.30,0.472,0.7
'AS465405                            ',0.0150,0.9260,0.2080,-0.1890,0.263,0.6760,0.85,0.658,0.9
'AS184646                            ',0.9360,0.2870,0.3800,-0.5600,0.617,0.9770,0.75,0.772,0.7
'AS316714                            ',0.4650,0.5080,0.9120,0.1530,0.189,0.7360,0.53,0.940,0.3
'AS439932                            ',0.3170,0.2340,0.7790,-0.2490,0.245,0.8030,0.69,0.373,0.0
'AS654407                            ',0.4680,0.1690,0.3210,-0.4140,0.246,0.3840,0.97,0.410,0.5
'AS839314                            ',0.0180,0.9910,0.3390,0.0630,0.885,0.8570,0.03,0.088,0.0
'AS250541                            ',0.3210,0.3930,0.3460,-0.2400,0.557,0.5140,0.34,0.461,0.9
'AS662338                            ',0.9440,0.6430,0.8920,-0.0920,0.458,0.8950,0.76,0.777,0.8
'AS466402                            ',0.2140,0.9970,0.6730,0.8190,0.94,0.6450,0.42,0.108,0.5
'AS271740                            ',0.7780,0.5550,0.1260,-0.9620,0.78,0.2780,0.03,0.259,1.0
'AS826187                            ',0.7780,0.3510,0.7240,-0.9960,0.01,0.2670,0.87,0.602,0.5
'AS748943                            ',0.6770,0.8130,0.7930,-0.7090,0.801,0.4630,0.40,0.307,0.8
'AS558969                            ',0.8090,0.5700,0.4530,-0.7900,0.437,0.6000,0.69,0.317,0.3
'AS178830                            ',0.1140,0.8900,0.6560,0.6900,0.277,0.9780,0.47,0.882,0.5
'AS692765                            ',0.1220,0.6270,0.3520,-0.9040,0.858,0.9570,0.48,0.821,0.4
'AS594579                            ',0.0740,0.8980,0.0520,0.6040,0.106,0.1660,0.21,0.603,0.8
'AS914485                            ',0.9890,0.1790,0.4200,0.4970,0.087,0.7680,0.02,0.129,0.7
'AS244115                            ',0.0810,0.4950,0.3300,0.7090,0.893,0.4420,0.55,0.502,0.3
'AS868645                            ',0.6900,0.3050,0.5240,0.7450,0.597,0.2110,0.91,0.108,0.4
'AS932441                            ',0.9900,0.9710,0.3100,-0.9680,0.933,0.5470,0.84,0.466,0.8
'AS383088                            ',0.8920,0.4780,0.6360,0.6750,0.007,0.3500,0.81,0.037,0.7
'AS397610                            ',0.0120,0.5890,0.3060,-0.5970,0.99,0.9670,0.33,0.134,0.3
'AS363428                            ',0.3670,0.3700,0.4350,0.3230,0.352,0.2620,0.17,0.739,0.2
'AS965348                            ',0.7170,0.5810,0.5260,-0.1020,0.457,0.7930,0.70,0.651,0.8
'AS797921                            ',0.2720,0.3400,0.7560,0.8810,0.559,0.1980,0.46,0.533,0.8
'AS856306                            ',0.8240,0.4910,0.0670,0.0460,0.137,1.0000,0.80,0.521,1.0
'AS867470                            ',0.9450,0.0310,0.6870,-0.3100,0.558,0.1920,0.58,0.262,0.3
'AS358449                            ',0.3720,0.4860,0.6110,0.0070,0.143,0.2620,0.79,0.800,0.7
'AS547114                            ',0.7780,0.0500,0.4010,-0.4550,0.821,0.2840,0.99,0.766,0.7
'AS739184                            ',0.1280,0.5440,0.0010,-0.4770,0.979,0.4230,0.95,0.971,0.3
'AS556262                            ',0.1720,0.1430,0.4570,0.8870,0.938,0.3440,0.35,0.587,0.2
'AS786213                            ',0.0530,0.8450,0.6640,-0.4630,0.778,0.1900,0.19,0.537,0.6
'AS177597                            ',0.0310,0.9880,0.4360,-0.7760,0.258,0.9250,0.80,0.504,0.2
'AS750047                            ',0.7270,0.9850,0.7040,0.0360,0.681,0.6060,0.83,0.997,0.8
'AS685568                            ',0.6710,0.6190,0.9280,0.5550,0.98,0.3920,0.22,0.481,0.2
'AS918367                            ',0.3700,0.1630,0.5410,0.3310,0.451,0.1540,0.06,0.056,0.0
'AS631247                            ',0.6380,0.6790,0.3600,-0.5030,0.814,0.4300,0.92,0.695,0.7
'AS680523                            ',0.9410,0.9710,0.8710,-0.2030,0.501,0.4410,0.23,0.187,0.2
'AS691484                            ',0.3050,0.2070,0.5230,0.3040,0.039,0.7480,0.35,0.157,0.3
'AS305143                            ',0.8500,0.1680,0.4710,-0.7690,0.75,0.6740,0.22,0.694,0.6
'AS189498                            ',0.8790,0.7280,0.8170,-0.8030,0.802,0.6700,0.90,0.226,0.1
'AS759341                            ',0.7350,0.1620,0.8090,0.2600,0.134,0.5760,0.39,0.975,0.6
'AS814778                            ',0.7500,0.8560,0.3760,-0.2750,0.186,0.8950,0.45,0.549,0.6
'AS311662                            ',0.3760,0.6390,0.0630,0.5100,0.333,0.6710,0.35,0.472,0.2
'AS901354                            ',0.1790,0.5980,0.6600,0.5700,0.347,0.5330,0.73,0.266,0.9
'AS998083                            ',0.4640,0.6270,0.6620,0.8780,0.494,0.5390,0.12,0.708,0.2
'AS787604                            ',0.3200,0.1990,0.0870,-0.6980,0.909,0.6740,0.67,0.696,0.9
'AS324260                            ',0.6220,0.6930,0.9170,0.8920,0.006,0.9750,0.35,0.076,0.8
'AS221079                            ',0.5490,0.8870,0.3980,-0.5270,0.772,0.7000,0.37,0.259,1.0
'AS214840                            ',0.6760,0.2630,0.5830,0.7440,0.124,0.4180,0.68,0.829,0.1
'AS441598                            ',0.8260,0.2460,0.1360,0.7270,0.138,0.4990,0.61,0.945,0.8
'AS747860                            ',0.3990,0.8060,0.2060,0.8420,0.062,0.8670,0.45,0.568,0.9
'AS163798                            ',0.3950,0.1790,0.2170,0.5420,0.111,0.6420,0.82,0.332,0.1
'AS139599                            ',0.6610,0.4610,0.3610,-0.7830,0.69,0.0820,0.74,0.299,0.3
'AS474450                            ',0.7350,0.7990,0.4590,0.4960,0.255,0.6360,0.48,0.740,0.7
'AS907448                            ',0.9890,0.3170,0.5350,0.0640,0.69,0.3750,0.96,0.183,0.0
'AS161807                            ',0.0050,0.0440,0.2740,0.7180,0.861,0.1560,0.64,0.074,0.9
'AS716041                            ',0.9780,0.3500,0.9210,0.0010,0.019,0.2800,0.44,0.208,0.8
'AS883822                            ',0.0310,0.9540,0.0060,0.7190,0.465,0.2380,0.47,0.056,0.0
'AS792146                            ',0.0350,0.9490,0.6790,0.4650,0.283,0.2940,0.21,0.791,0.4
'AS899889                            ',0.1350,0.8730,0.4240,-0.5880,0.115,0.5340,0.02,0.195,1.0
'AS650177                            ',0.0030,0.1190,0.9270,0.1090,0.471,0.5600,0.02,0.887,0.9
'AS114757                            ',0.9230,0.7030,0.9820,0.8980,0.138,0.3570,0.09,0.402,0.0
'AS444771                            ',0.8240,0.1310,0.3040,-0.2470,0.598,0.3940,1.00,0.422,0.1
'AS313787                            ',0.9470,0.2310,0.2230,-0.3980,0.266,0.4030,0.13,0.511,0.5
'AS652106                            ',0.9360,0.5270,0.0320,-0.7220,0.517,0.8110,0.69,0.229,0.7
'AS612937                            ',0.8710,0.6120,0.0250,0.4790,0.278,0.9440,0.65,0.997,0.3
'AS152313                            ',0.5350,0.9450,0.9750,0.1440,0.234,0.2250,0.81,0.447,0.3
'AS158608                            ',0.0720,0.3920,0.8230,-0.9870,0.458,0.5630,0.65,0.032,0.4
'AS973480                            ',0.9340,0.6210,0.0690,-0.6800,0.143,0.5220,0.91,0.392,0.5
'AS382669                            ',0.2700,0.0480,0.2630,0.3960,0.306,0.1410,0.98,0.645,0.4
'AS898488                            ',0.2120,0.6490,0.5850,-0.7510,0.963,0.4460,0.72,0.010,0.7
'AS143623                            ',0.6910,0.5040,0.2260,-0.0950,0.391,0.8920,0.01,0.240,0.1
'AS395700                            ',0.7160,0.1530,0.2150,-0.4020,0.599,0.6120,0.41,0.227,0.1
'AS842575                            ',0.7790,0.6240,0.1600,-0.9100,0.59,0.5120,0.87,0.970,0.0
'AS366353                            ',0.4840,0.1350,0.0660,0.7180,0.201,0.3590,0.37,0.048,0.2
'AS946251                            ',0.9370,0.4830,0.1270,-0.4990,0.799,0.3620,0.25,0.176,0.2
'AS800451                            ',0.3260,0.9170,0.9850,0.1780,0.441,0.7370,0.68,0.161,0.1
'AS539880                            ',0.8420,0.0580,0.6330,0.4320,0.103,0.8040,0.27,0.474,0.9
'AS758680                            ',0.1200,0.7050,0.6560,-0.7810,0.98,0.4030,0.48,0.730,0.9
'AS493077                            ',0.0790,0.6010,0.9660,0.9830,0.261,0.6660,0.53,0.887,0.3
'AS935763                            ',0.0990,0.9570,0.9840,0.0790,0.341,0.1830,0.93,0.580,0.5
'AS914648                            ',0.7670,0.9520,0.1400,0.3580,0.832,0.9540,0.62,0.680,0.2
'AS714989                            ',0.8150,0.6290,0.3400,0.7650,0.145,0.6030,0.93,0.344,0.9
'AS974349                            ',0.8410,0.7660,0.5840,-0.0580,0.347,0.8120,1.00,0.819,0.2
'AS291151                            ',0.6770,0.0600,0.6020,-0.9270,0.651,0.2570,0.89,0.029,0.4
'AS142735                            ',0.6500,0.3080,0.9220,-0.7950,0.146,0.6090,0.88,0.491,0.2
'AS242659                            ',0.3330,0.0550,0.1690,-0.2510,0.201,0.2270,0.38,0.633,0.2
'AS930691                            ',0.2820,0.6330,0.4040,-0.3120,0.549,0.9690,0.76,0.471,0.5
'AS816750                            ',0.9060,0.9150,0.5020,-0.4010,0.462,0.8560,0.76,0.245,0.3
'AS727123                            ',0.4530,0.3760,0.2020,0.0120,0.292,0.8430,0.75,0.227,0.4
'AS519159                            ',0.5430,0.1320,0.4440,0.4080,0.205,0.2700,0.94,0.404,0.9
'AS647087                            ',0.7830,0.4000,0.6550,-0.0350,0.592,0.7380,0.61,0.812,0.4
'AS357851                            ',0.0710,0.8830,0.7500,0.4100,0.822,0.6650,0.07,0.164,0.8
'AS352076                            ',0.4210,0.5490,0.3090,-0.8800,0.914,0.1410,0.44,0.003,0.3
'AS838025                            ',0.6250,0.3030,0.5850,-0.1780,0.889,0.1160,0.23,0.606,0.2
'AS545129                            ',0.6800,0.6070,0.1190,0.1850,0.315,0.2500,0.64,0.813,0.4
'AS184101                            ',0.4230,0.0120,0.0170,0.6600,0.991,0.3140,0.89,0.076,0.9
'AS587485                            ',0.4790,0.0300,0.5840,0.4790,0.296,0.1370,0.63,0.798,0.4
'AS118013                            ',0.5900,0.2720,0.4450,0.1160,0.67,0.9680,0.34,0.782,0.9
'AS233947                            ',0.1910,0.7090,0.0980,0.9760,0.575,0.2350,0.79,0.514,0.4
'AS196418                            ',0.9520,0.8790,0.3860,-0.4390,0.375,0.5690,0.52,0.374,0.8
'AS212447                            ',0.1280,0.2950,0.6980,-0.8670,0.392,0.3860,0.96,0.434,0.9
'AS124580                            ',0.1300,0.0580,0.7380,0.4850,0.756,0.3350,0.88,0.396,0.2
'AS328835                            ',0.2680,0.9330,0.3910,0.7610,0.333,0.6590,0.21,0.828,0.4
'AS249041                            ',0.2340,0.8910,0.1810,0.7920,0.083,0.5760,0.76,0.948,0.1
'AS435124                            ',0.1060,0.4030,0.1010,-0.7750,0.865,0.4960,0.60,0.082,0.2
'AS159145                            ',0.1240,0.8350,0.4970,-0.8740,0.941,0.7950,0.94,0.136,0.7
'AS760761                            ',0.9570,0.8160,0.0720,-0.4280,0.953,0.4170,0.60,0.145,0.2
'AS598797                            ',0.0180,0.1940,0.7680,-0.2970,0.271,0.8130,0.60,0.209,0.5
'AS268543                            ',0.0900,0.1090,0.5920,0.7460,0.44,0.9390,0.70,0.100,0.5
'AS271874                            ',0.3980,0.4550,0.9800,0.0370,0.546,0.8430,0.85,0.448,0.7
'AS107126                            ',0.3170,0.7580,0.5130,-0.7430,0.947,0.2630,0.06,0.105,0.2
'AS822297                            ',0.0190,0.9290,0.3390,0.4000,0.506,0.7450,0.91,0.197,1.0
'AS230545                            ',0.6030,0.2060,0.7330,0.8210,0.52,0.5070,0.23,0.562,0.2
'AS629943                            ',0.4710,0.9470,0.3700,0.6070,0.0,0.2940,0.19,0.351,0.3
'AS459527                            ',0.2010,0.2360,0.5410,0.2920,0.119,0.7160,0.63,0.054,0.1
'AS937165                            ',0.9750,0.2890,0.4310,0.5730,0.89,0.5330,0.59,0.646,0.9
'AS684452                            ',0.1970,0.3630,0.7150,0.2360,0.914,0.4300,0.35,0.887,0.6
'AS465919                            ',0.3500,0.4970,0.8170,0.2720,0.232,0.9100,0.22,0.278,0.8
'AS637685                            ',0.0870,0.3710,0.9570,0.5130,0.624,0.4000,0.85,0.414,0.2
'AS300354                            ',0.6660,0.9760,0.0260,-0.9890,0.864,0.3600,0.50,0.295,0.5
'AS346351                            ',0.4180,0.3140,0.3560,0.7650,0.327,0.8350,0.56,0.391,0.2
'AS494738                            ',0.1110,0.2280,0.4030,-0.5710,0.311,0.6480,0.09,0.314,0.0
'AS660019                            ',0.7610,0.6270,0.3820,-0.5410,0.599,0.1350,0.09,0.184,0.7
'AS189405                            ',0.5120,0.5070,0.8120,-0.4070,0.031,0.8260,0.37,0.176,0.8
'AS562205                            ',0.0480,0.4240,0.3460,0.6630,0.723,0.6310,0.43,0.894,0.2
