'SUP_1HU09','FI727481','PREF_1OKK',0,2,25,'Active','No',5,3,4.8,10
'SUP_4YMX1','FI872172','PREF_WC62',13,10,21,'Occasional','Yes',9,5,2.5,9
'SUP_K2SC0','FI540113','PREF_6VJW',20,3,8,'Active','Yes',11,14,3.8,0
'SUP_UO5IB','FI197188','PREF_KDEF',11,0,17,'Active','No',2,6,1.2,7
'SUP_7KS2L','FI180833','PREF_HLJM',16,9,8,'Active','No',20,8,3.8,3
'SUP_B7V3L','FI362164','PREF_2F2U',14,9,13,'Occasional','Yes',13,8,2.1,0
'SUP_FQG44','FI425497','PREF_6F5M',6,6,26,'Never','No',13,6,2.9,3
'SUP_N9EED','FI729869','PREF_G88S',5,7,23,'Active','No',15,7,2.4,2
'SUP_V11Q0','FI419726','PREF_6615',15,0,30,'Active','Former',17,4,4.1,5
'SUP_HH1LS','FI747244','PREF_YCSC',13,3,16,'Occasional','No',11,4,2.7,4
'SUP_QLBTQ','FI629249','PREF_5C98',19,9,20,'Occasional','Former',17,1,2.0,2
'SUP_I6F65','FI186937','PREF_22NM',5,6,19,'Occasional','No',9,6,2.8,6
'SUP_IP2AR','FI143560','PREF_9L1L',7,0,9,'Occasional','Former',9,4,3.6,5
'SUP_I9XF1','FI545172','PREF_HGVO',5,10,0,'Occasional','Yes',14,10,1.2,3
'SUP_HDQ6E','FI171231','PREF_3ZDG',2,3,4,'Never','Former',5,9,1.7,5
'SUP_EOEPS','FI592325','PREF_6DH6',17,8,14,'Active','Yes',11,13,4.0,1
'SUP_E08UD','FI167725','PREF_OXV0',17,3,18,'Active','Yes',15,13,3.1,4
'SUP_QZVVZ','FI597314','PREF_F8DI',4,10,1,'Occasional','No',20,12,1.3,4
'SUP_UZCPP','FI637031','PREF_HH6I',13,4,7,'Occasional','Former',11,10,1.1,2
'SUP_ZHN9Y','FI585655','PREF_O7GY',11,3,16,'Occasional','Former',9,1,2.8,7
'SUP_VZNDM','FI529842','PREF_OG84',12,7,12,'Occasional','Yes',9,9,1.2,10
'SUP_LHI89','FI502045','PREF_NILR',7,7,21,'Active','No',9,13,3.4,5
'SUP_591QR','FI167934','PREF_7E2D',12,7,23,'Occasional','No',14,5,3.8,1
'SUP_Y2N7S','FI921469','PREF_3HU3',15,2,25,'Never','Former',7,14,2.3,8
'SUP_UJN54','FI346276','PREF_EIL5',0,7,8,'Never','Yes',12,9,4.7,7
'SUP_RFSEM','FI160434','PREF_4A6G',9,9,22,'Occasional','Former',0,14,1.4,8
'SUP_VWGPG','FI580506','PREF_VQL6',18,5,27,'Active','Former',4,11,1.5,5
'SUP_YE5T7','FI920518','PREF_O2NX',1,0,10,'Occasional','No',8,9,3.4,10
'SUP_618P9','FI335418','PREF_UVOY',2,6,17,'Active','Former',16,5,2.5,0
'SUP_JOAWU','FI974749','PREF_Y96M',19,9,29,'Occasional','Former',10,3,2.1,0
'SUP_RLV6K','FI840673','PREF_VWGW',11,0,15,'Active','No',16,15,1.1,3
'SUP_9M1K9','FI256232','PREF_RTSX',1,0,29,'Occasional','Former',18,4,4.1,3
'SUP_1YNC5','FI137553','PREF_4F05',15,9,16,'Never','Former',19,2,2.2,1
'SUP_NBZRX','FI909171','PREF_5CKH',14,7,23,'Occasional','Yes',1,8,4.8,1
'SUP_947QI','FI975581','PREF_MI9P',1,0,22,'Occasional','Former',0,1,2.4,0
'SUP_I5DJT','FI676598','PREF_ZQ3H',3,0,3,'Active','Yes',8,9,3.9,2
'SUP_KG56C','FI922535','PREF_QSLF',19,3,18,'Active','Former',19,11,2.0,1
'SUP_EWSHD','FI994417','PREF_MV0V',20,2,18,'Active','Former',14,4,1.6,2
'SUP_5FGUN','FI503128','PREF_9EG0',0,10,23,'Occasional','Yes',3,12,1.5,4
'SUP_U6RIV','FI601807','PREF_K1RC',16,6,29,'Occasional','Yes',11,8,1.1,0
'SUP_MGMI3','FI599812','PREF_14CA',15,1,18,'Never','No',13,15,2.5,9
'SUP_FNJLR','FI201640','PREF_0005',17,4,1,'Active','Former',9,12,2.0,3
'SUP_CMNDT','FI961285','PREF_OSAZ',6,1,17,'Never','Former',2,2,4.7,7
'SUP_VK4TO','FI706151','PREF_6FNN',2,7,25,'Active','Former',2,9,3.0,1
'SUP_ZGN1F','FI968239','PREF_PBUN',4,9,9,'Never','Former',4,12,3.3,10
'SUP_NV4CC','FI455555','PREF_5M97',18,2,6,'Active','Former',4,6,2.7,4
'SUP_5CA8I','FI304686','PREF_6JJO',3,7,24,'Occasional','Yes',17,11,3.4,5
'SUP_QA2AQ','FI258660','PREF_XEWZ',6,6,25,'Active','Former',13,12,1.2,10
'SUP_EUOUH','FI867678','PREF_15UF',0,7,22,'Occasional','Former',16,3,1.2,10
'SUP_ESH6A','FI469102','PREF_WCKU',0,10,9,'Active','No',9,8,3.4,6
'SUP_7ZHTH','FI968046','PREF_P6NB',4,2,9,'Never','Yes',15,10,4.4,2
'SUP_39Y7X','FI446313','PREF_44NC',3,5,27,'Occasional','Yes',17,13,3.5,8
'SUP_2QSZO','FI290993','PREF_7FI0',1,5,10,'Active','No',17,0,3.1,3
'SUP_98OJK','FI491802','PREF_C1HR',11,2,0,'Never','Yes',18,14,3.2,1
'SUP_T407N','FI924290','PREF_2V2C',6,1,10,'Active','No',9,1,2.9,5
'SUP_FKKRP','FI814567','PREF_MR3O',8,5,3,'Occasional','No',3,5,1.6,7
'SUP_95HVO','FI534166','PREF_PDHS',7,6,4,'Occasional','No',14,11,2.1,2
'SUP_YUGUV','FI928433','PREF_3EZO',9,7,19,'Active','Yes',7,14,2.3,3
'SUP_82U8B','FI599973','PREF_VBOO',13,10,9,'Occasional','No',12,12,3.5,0
'SUP_KAG85','FI895418','PREF_5RVW',7,1,4,'Never','No',20,14,3.4,5
'SUP_29H10','FI234681','PREF_S6TS',13,0,23,'Occasional','No',16,15,3.5,2
'SUP_A6RIN','FI448159','PREF_JW8K',9,3,12,'Occasional','Yes',19,14,2.3,7
'SUP_O16P9','FI683782','PREF_HDWA',16,8,1,'Occasional','Yes',13,15,2.8,7
'SUP_52OUC','FI297199','PREF_CJS6',17,5,27,'Active','No',9,4,4.3,7
'SUP_9PL6W','FI462093','PREF_5XYO',6,0,19,'Occasional','Yes',18,4,1.7,1
'SUP_RPPN9','FI895778','PREF_P3NB',3,2,29,'Never','No',15,13,1.9,8
'SUP_YECBM','FI583872','PREF_86GB',17,8,5,'Occasional','Former',18,2,4.6,2
'SUP_FYD67','FI749860','PREF_P1W3',20,7,13,'Never','Former',7,11,3.8,8
'SUP_E55XO','FI195342','PREF_FTLB',0,8,22,'Occasional','No',11,14,3.4,7
'SUP_SQE1Y','FI782567','PREF_ZMNJ',2,2,20,'Never','No',0,5,2.7,0
'SUP_COKPK','FI512964','PREF_SPQ4',4,2,24,'Never','Yes',12,7,3.7,8
'SUP_14HCZ','FI159539','PREF_70UL',12,9,7,'Active','Former',7,13,3.5,10
'SUP_K00IB','FI958782','PREF_0RZY',20,1,3,'Never','Former',10,12,1.5,3
'SUP_MPOJD','FI571520','PREF_QI7K',17,1,21,'Active','Former',18,2,2.9,7
'SUP_O8UP7','FI821348','PREF_3EDN',10,0,22,'Never','Yes',8,1,1.6,4
'SUP_90OD5','FI189044','PREF_1FU0',0,3,28,'Active','No',17,11,2.5,4
'SUP_XTQDI','FI159151','PREF_9XR7',2,5,14,'Never','No',11,10,3.6,9
'SUP_MQUS8','FI113621','PREF_STQM',8,3,21,'Occasional','Yes',12,8,2.4,8
'SUP_GV73Q','FI530250','PREF_UZZ6',3,7,28,'Never','Former',13,13,1.6,6
'SUP_ZJZHD','FI255426','PREF_FDFP',1,6,23,'Active','Yes',1,4,1.9,8
'SUP_PY3ZO','FI711581','PREF_0C0E',17,1,0,'Never','Former',15,11,3.5,0
'SUP_GLOK9','FI769374','PREF_YQC4',3,3,23,'Never','Yes',3,9,3.0,8
'SUP_NEQ6P','FI639297','PREF_OYAR',4,7,2,'Active','Former',5,2,2.9,1
'SUP_RJBRR','FI898969','PREF_EVRB',13,2,28,'Never','No',20,5,2.1,7
'SUP_YO7YJ','FI390862','PREF_RCP0',9,4,0,'Occasional','No',19,10,1.6,6
'SUP_VF90S','FI286120','PREF_KREN',17,6,29,'Never','No',4,8,1.8,0
'SUP_VVBNN','FI617249','PREF_3IA6',12,8,29,'Never','Yes',17,15,3.8,2
'SUP_NM7L1','FI210790','PREF_CNLP',16,1,29,'Never','Yes',1,8,4.4,2
'SUP_7M0QZ','FI182968','PREF_R0NK',3,1,19,'Occasional','Yes',15,12,1.7,3
'SUP_NGTHE','FI517656','PREF_FI3E',11,8,19,'Active','Former',5,15,1.9,1
'SUP_VI0B9','FI610425','PREF_Z6S2',14,3,14,'Occasional','Yes',16,0,3.1,3
'SUP_C1KCX','FI447180','PREF_1EW6',6,1,4,'Never','Yes',8,11,4.9,1
'SUP_CSBZA','FI942291','PREF_FHQX',14,9,8,'Never','Former',9,4,2.1,5
'SUP_SRQD6','FI277600','PREF_3M1K',3,0,16,'Active','No',3,11,3.4,10
'SUP_G2ADG','FI501741','PREF_I1H2',12,5,19,'Active','Former',13,2,1.4,6
'SUP_I6C2Y','FI806520','PREF_W4I7',7,1,15,'Occasional','No',1,1,2.9,2
'SUP_UWNUC','FI964831','PREF_LZFI',5,8,3,'Never','Yes',20,1,2.8,10
'SUP_A5U9Q','FI981637','PREF_04BT',1,9,19,'Occasional','Former',16,2,2.2,9
'SUP_E17YQ','FI790782','PREF_YTB6',12,8,6,'Active','Former',8,10,4.4,10
'SUP_GSC95','FI795453','PREF_0PAM',2,2,27,'Never','No',19,12,2.6,5
'SUP_WLSYK','FI297552','PREF_WUZI',9,7,13,'Occasional','No',8,7,4.3,0
'SUP_A27NB','FI378055','PREF_9H8X',17,10,7,'Active','Yes',1,10,1.4,4
'SUP_M2RWW','FI562845','PREF_JRR7',18,6,2,'Never','Former',17,3,2.0,6
'SUP_GMRJ4','FI695336','PREF_PZ1Z',6,1,1,'Occasional','Former',17,12,3.1,10
'SUP_V302Y','FI916900','PREF_ACHD',8,2,21,'Never','Yes',18,7,4.8,4
'SUP_MM6KT','FI463771','PREF_SC31',17,6,10,'Occasional','Yes',16,14,3.7,3
'SUP_YXBEU','FI483531','PREF_4K1E',6,10,14,'Never','Former',14,13,4.5,6
'SUP_FTJLB','FI990539','PREF_KKW6',9,7,17,'Never','Former',1,2,2.4,0
'SUP_K3A9U','FI248349','PREF_0M2E',14,4,8,'Never','Yes',14,6,4.8,9
'SUP_DYH4I','FI159956','PREF_T4LA',6,9,24,'Active','Former',8,5,3.4,3
'SUP_JTFLG','FI765953','PREF_TLDC',12,6,28,'Active','Former',18,8,4.6,5
'SUP_YXF75','FI357023','PREF_9LQD',0,1,25,'Never','No',16,11,4.5,5
'SUP_D3JF8','FI409231','PREF_24IU',10,4,25,'Occasional','No',6,8,1.5,5
'SUP_WSG3E','FI225232','PREF_T1UL',0,2,20,'Occasional','Former',4,14,1.1,3
'SUP_EBPLT','FI163638','PREF_908S',18,10,17,'Occasional','Yes',11,15,2.7,8
'SUP_GCLOH','FI728635','PREF_V8ZA',13,4,30,'Occasional','Yes',12,0,3.1,10
'SUP_L9CGR','FI108189','PREF_6746',8,4,21,'Active','Yes',17,0,1.7,5
'SUP_VJBS1','FI857121','PREF_QH98',10,9,18,'Never','Yes',13,13,1.5,2
'SUP_GZAC2','FI567015','PREF_YFSE',7,10,22,'Active','Former',13,4,3.6,5
'SUP_4LNEZ','FI421091','PREF_A39L',2,9,1,'Occasional','Former',18,6,3.2,2
'SUP_GU8O2','FI105337','PREF_XMJ5',19,8,23,'Occasional','No',20,14,3.5,4
'SUP_WRUA0','FI771697','PREF_4O5I',14,1,22,'Never','Yes',16,5,4.8,6
'SUP_RIGJ9','FI464721','PREF_ZZUW',1,5,4,'Active','Yes',3,5,4.8,4
'SUP_UBJ2L','FI743326','PREF_4QF1',14,0,3,'Occasional','Yes',8,3,4.8,3
'SUP_MUR4L','FI746099','PREF_PP93',14,10,29,'Active','No',12,2,2.9,7
'SUP_U8BY4','FI255821','PREF_G7VX',15,2,27,'Occasional','Yes',9,15,4.0,6
'SUP_8U8Q3','FI458566','PREF_7QC4',12,10,10,'Occasional','No',18,4,2.2,0
'SUP_NCK31','FI947614','PREF_96W0',7,7,22,'Occasional','Former',9,9,1.6,2
'SUP_9OSDC','FI779694','PREF_25VQ',0,3,15,'Active','No',6,0,3.1,8
'SUP_FM1VQ','FI180643','PREF_S3VR',3,1,1,'Never','No',11,2,4.7,3
'SUP_2Z96Y','FI550353','PREF_A3Z9',1,4,20,'Occasional','Yes',17,6,3.9,8
'SUP_MAZ3M','FI200094','PREF_FLSA',20,1,9,'Never','Yes',3,8,3.8,10
'SUP_Y3V2E','FI647648','PREF_5X9R',19,7,8,'Active','No',7,15,4.4,8
'SUP_YL3BQ','FI401427','PREF_G6WJ',8,3,20,'Active','Yes',10,11,4.6,7
'SUP_5IJI2','FI712472','PREF_EGQN',3,1,0,'Never','Yes',12,0,1.2,5
'SUP_A1G4E','FI714065','PREF_TB2R',5,1,27,'Active','No',13,2,2.4,1
'SUP_J6SDK','FI321753','PREF_169G',5,0,6,'Occasional','Yes',5,2,3.9,9
'SUP_JJAB1','FI279511','PREF_UAYN',1,5,28,'Never','Former',4,0,4.1,10
'SUP_DB2UG','FI916622','PREF_K3CO',3,7,19,'Never','No',2,3,2.3,1
'SUP_YGFC0','FI146556','PREF_1DER',8,9,30,'Never','Yes',6,8,1.9,0
'SUP_8WV46','FI394314','PREF_A7F7',17,5,7,'Active','Yes',8,0,3.1,5
'SUP_ZQL9W','FI891745','PREF_GSMI',15,2,3,'Never','No',3,10,2.0,10
'SUP_IFHGE','FI808783','PREF_O41H',9,1,11,'Active','Yes',3,13,1.9,9
'SUP_KDR6G','FI350612','PREF_MCAK',9,6,16,'Never','Yes',1,1,2.3,2
'SUP_D3P2U','FI597175','PREF_CSST',12,2,7,'Active','No',4,9,3.9,6
'SUP_9Q5WX','FI242589','PREF_E0ER',15,10,12,'Active','Former',1,12,4.6,2
'SUP_KU5AA','FI917962','PREF_YD7D',12,4,30,'Occasional','Former',12,5,2.0,2
'SUP_E48G0','FI583463','PREF_Z1KS',16,8,28,'Never','No',18,4,2.1,10
'SUP_J53D6','FI989317','PREF_46XN',16,0,23,'Never','No',7,8,3.5,5
'SUP_KD6KT','FI846827','PREF_HWEQ',2,4,11,'Never','No',9,9,2.6,0
'SUP_9P29T','FI206862','PREF_ITE0',13,6,23,'Active','Former',15,14,2.6,0
'SUP_7DEWL','FI805675','PREF_60C6',4,7,2,'Occasional','Former',10,13,2.0,5
'SUP_ZXWJP','FI216192','PREF_NNY0',6,9,30,'Occasional','Yes',4,2,2.9,4
'SUP_SZEYW','FI943938','PREF_VDI3',16,3,6,'Never','No',19,10,2.3,4
'SUP_TI75Z','FI680080','PREF_80VS',3,8,14,'Active','Yes',14,2,1.2,1
'SUP_UDTMX','FI823788','PREF_7UXX',8,6,2,'Occasional','Yes',13,1,2.0,5
'SUP_WD61O','FI803652','PREF_4RZI',5,6,2,'Active','Former',6,6,1.8,1
'SUP_LGBTH','FI294585','PREF_TS6G',14,1,0,'Active','Former',15,14,1.6,5
'SUP_IQTHU','FI412708','PREF_GUOS',2,1,30,'Occasional','Former',1,8,2.7,8
'SUP_Y1RTL','FI914494','PREF_K1DH',11,9,24,'Occasional','Former',11,12,1.3,0
'SUP_G3A3W','FI978351','PREF_6DHV',11,4,0,'Occasional','Yes',14,1,2.1,4
'SUP_XQO1E','FI138146','PREF_USDN',0,0,7,'Occasional','Yes',11,11,2.3,2
'SUP_AKLDP','FI135381','PREF_2LZF',13,0,13,'Active','Yes',10,14,4.8,10
'SUP_CG705','FI499929','PREF_HXFS',12,6,20,'Occasional','Yes',7,1,3.0,7
'SUP_JU8Q2','FI380207','PREF_V8NO',18,9,4,'Occasional','Former',11,3,4.9,5
'SUP_KP2EN','FI542594','PREF_EIPO',6,6,30,'Occasional','Former',2,5,4.2,4
'SUP_PJNTD','FI756290','PREF_GVNT',15,2,11,'Occasional','No',20,6,4.5,7
'SUP_76TXC','FI547918','PREF_VNVP',18,0,5,'Never','Former',11,10,3.5,0
'SUP_4IIYB','FI598234','PREF_DKA6',2,2,16,'Active','Yes',1,10,2.4,8
'SUP_Q1GTM','FI792777','PREF_IW1Q',19,7,19,'Occasional','Former',7,9,3.1,4
'SUP_VYZBB','FI746799','PREF_TLXK',14,6,21,'Never','Yes',15,8,4.7,9
'SUP_7OCBZ','FI686616','PREF_YJZ1',15,8,2,'Occasional','Former',0,0,4.6,2
'SUP_TY9SA','FI474213','PREF_APV8',1,0,25,'Occasional','Yes',19,12,4.1,1
'SUP_VF5Y5','FI703771','PREF_XJX5',14,9,24,'Never','Yes',15,10,2.3,5
'SUP_9NVU9','FI599298','PREF_YGQS',4,8,5,'Occasional','Former',3,15,3.5,3
'SUP_TQU6M','FI362231','PREF_TMV1',8,0,21,'Never','Yes',19,10,4.6,9
'SUP_HBJIG','FI931506','PREF_EDYI',6,0,15,'Active','Former',7,4,4.2,3
'SUP_IJ5RK','FI302212','PREF_DAJ3',16,3,6,'Active','Yes',12,6,2.8,0
'SUP_SV8J7','FI772847','PREF_ZYQI',18,4,19,'Never','Yes',8,5,5.0,2
'SUP_1E14M','FI446142','PREF_2M6X',3,2,28,'Never','Former',3,12,4.5,4
'SUP_IK9FT','FI706881','PREF_E7WZ',8,1,9,'Occasional','Yes',8,8,1.9,7
'SUP_LWA9D','FI432208','PREF_EU1Y',5,10,13,'Never','No',0,14,1.5,8
'SUP_L6CWS','FI969913','PREF_CHOV',8,4,27,'Never','No',10,2,3.4,5
'SUP_9G8U7','FI624541','PREF_P6OU',19,10,7,'Never','Former',14,1,2.3,8
'SUP_F9ECS','FI387549','PREF_UQZ2',9,5,25,'Never','Yes',14,11,1.2,2
'SUP_S071E','FI329926','PREF_WXIL',20,3,27,'Occasional','Former',15,3,2.2,7
'SUP_A1HI1','FI557851','PREF_NGV1',5,10,24,'Never','No',8,8,3.1,3
'SUP_NDKHI','FI994821','PREF_9L2Q',4,4,15,'Active','Yes',20,13,4.0,6
'SUP_M4U63','FI300292','PREF_48H8',15,10,12,'Occasional','Former',2,10,3.4,5
'SUP_RFUT0','FI656944','PREF_LANL',11,3,16,'Active','Yes',4,11,4.1,6
'SUP_CKLSM','FI611433','PREF_PZR5',20,5,21,'Occasional','Former',3,1,3.0,6
'SUP_IY8IF','FI290284','PREF_K8Q8',6,8,2,'Active','Former',14,8,3.0,10
'SUP_GCK7I','FI669642','PREF_D3S5',18,2,1,'Never','No',11,14,4.3,4
'SUP_2CSSG','FI927755','PREF_42JA',18,8,1,'Never','No',9,12,4.0,3
'SUP_BP8J5','FI631693','PREF_197Z',5,2,27,'Never','Former',0,5,3.2,4
'SUP_2UEZ5','FI130694','PREF_HJHH',11,7,7,'Never','Former',2,0,2.1,3
'SUP_BK3QX','FI194889','PREF_VNG6',14,9,26,'Never','Yes',0,0,1.3,4
'SUP_0HSDI','FI244939','PREF_A6XM',12,10,23,'Active','No',15,8,4.7,4
'SUP_L3JKR','FI887898','PREF_9CDT',5,9,4,'Never','Former',6,12,2.6,6
'SUP_4EKG3','FI281510','PREF_3JT3',5,4,17,'Active','Yes',11,2,1.4,7
'SUP_JXKAM','FI734329','PREF_K252',16,9,18,'Occasional','Former',1,13,3.9,1
'SUP_VOKG8','FI585253','PREF_JAOV',1,0,17,'Occasional','Former',13,1,2.5,2
'SUP_J4B4G','FI348635','PREF_OXQX',15,7,1,'Occasional','No',10,6,3.0,0
'SUP_L4INT','FI484732','PREF_ORVW',0,2,22,'Active','No',17,13,4.2,2
'SUP_Q0Z38','FI609521','PREF_TV4A',8,10,10,'Never','No',2,6,2.5,10
'SUP_G8ZQC','FI417125','PREF_WBV3',4,4,14,'Occasional','No',1,14,4.9,6
'SUP_OVUKC','FI838295','PREF_O77M',10,1,4,'Never','Yes',17,15,4.3,5
'SUP_8KTN6','FI335416','PREF_LRCI',9,4,12,'Active','Former',20,1,4.9,10
'SUP_5KYBI','FI548772','PREF_ST8B',2,1,24,'Occasional','Former',18,15,2.9,0
'SUP_DOVFV','FI464133','PREF_R0B2',16,1,16,'Active','No',4,11,1.9,3
'SUP_11FWF','FI782423','PREF_AVB2',20,10,20,'Never','Yes',4,5,2.3,7
'SUP_X0YGN','FI920082','PREF_HUDI',3,6,27,'Never','Yes',12,14,2.0,8
'SUP_T7LAE','FI519122','PREF_S2UM',18,5,16,'Occasional','Yes',19,9,4.5,7
'SUP_86ZDJ','FI295027','PREF_6KT0',18,6,16,'Occasional','No',16,10,2.8,10
'SUP_855IM','FI367618','PREF_YUUC',6,1,24,'Occasional','No',14,7,2.4,2
'SUP_69GTW','FI661350','PREF_AOM4',2,5,27,'Active','No',14,1,3.9,9
'SUP_HKSL0','FI492252','PREF_KLBD',2,0,4,'Active','Yes',15,14,1.4,7
'SUP_4HXLY','FI993978','PREF_H8DU',10,2,8,'Never','Former',11,11,4.0,7
'SUP_1JDF2','FI289078','PREF_DHT5',17,10,3,'Occasional','Yes',3,1,4.9,3
'SUP_CGHTD','FI736123','PREF_0QIC',17,9,13,'Active','No',17,5,2.2,2
'SUP_BS6JE','FI317549','PREF_NV3U',14,3,22,'Occasional','Former',12,4,2.1,2
'SUP_E9GFG','FI122575','PREF_MCAO',1,4,0,'Occasional','Former',17,6,3.3,10
'SUP_IQK6D','FI852901','PREF_A8KR',9,2,18,'Active','Former',10,8,2.9,7
'SUP_HWF5J','FI606113','PREF_N2DU',16,8,9,'Active','Former',11,14,4.9,6
'SUP_J2H46','FI488096','PREF_CSBP',19,5,2,'Active','Yes',1,11,1.6,6
'SUP_NR7IZ','FI625048','PREF_SK0T',2,1,16,'Active','Former',10,8,1.5,10
'SUP_7ZAKS','FI352726','PREF_9FJX',11,9,17,'Occasional','No',5,7,1.0,8
'SUP_990LZ','FI345338','PREF_6V52',5,1,19,'Active','Former',9,7,1.5,4
'SUP_HMU6E','FI829371','PREF_2GZ9',12,7,18,'Active','Former',11,6,4.4,10
'SUP_2K3OH','FI807584','PREF_393B',8,5,28,'Occasional','Yes',15,9,1.4,4
'SUP_THIBR','FI805365','PREF_3GMH',16,8,9,'Occasional','Yes',19,12,1.8,7
'SUP_L67JV','FI208494','PREF_0JGK',7,3,25,'Occasional','Yes',19,15,3.8,6
'SUP_28JEO','FI945441','PREF_ICJ6',3,5,30,'Never','Former',6,9,2.9,4
'SUP_2MFQ2','FI497197','PREF_DTC6',14,7,18,'Never','Former',1,12,3.9,10
'SUP_FST0J','FI325448','PREF_GUDC',2,8,10,'Never','No',13,5,4.6,1
'SUP_4QAII','FI499957','PREF_S5S6',9,2,1,'Never','Yes',0,12,3.1,9
'SUP_22JJ5','FI912302','PREF_4KQE',0,7,0,'Occasional','Former',11,0,3.6,2
'SUP_B1C5R','FI681528','PREF_OBTH',16,10,14,'Occasional','Yes',11,3,3.2,2
'SUP_UJ4E8','FI306550','PREF_ZQPJ',10,9,26,'Active','No',4,2,2.0,8
'SUP_JX5Q5','FI694350','PREF_LW4X',8,6,30,'Active','Former',11,5,3.8,0
'SUP_P7XD5','FI989036','PREF_WVTG',3,10,17,'Occasional','Yes',2,14,1.6,8
'SUP_HGNU6','FI332411','PREF_KMF4',4,8,30,'Occasional','Yes',4,13,1.3,6
'SUP_7SY49','FI130255','PREF_VLAS',11,3,17,'Never','No',1,10,2.8,8
'SUP_UIGNG','FI826255','PREF_U0AY',2,2,19,'Occasional','Former',15,9,1.5,10
'SUP_SDFEI','FI129548','PREF_GU5O',7,9,17,'Occasional','Yes',7,5,4.5,6
'SUP_1D8EM','FI278572','PREF_CDT2',18,6,24,'Active','No',17,10,4.3,1
'SUP_V8KG4','FI782113','PREF_DKPW',5,6,4,'Never','Former',0,7,2.3,10
'SUP_KGXDY','FI105371','PREF_RPB4',11,1,19,'Never','Yes',10,3,3.7,8
'SUP_8YT8M','FI479847','PREF_F08P',20,3,19,'Occasional','No',11,5,2.4,1
'SUP_TMJZG','FI115574','PREF_5FAF',17,3,26,'Never','No',6,5,1.7,10
'SUP_GUVW2','FI341783','PREF_45ZS',6,8,29,'Occasional','Former',6,0,3.1,5
'SUP_PKD5Q','FI293719','PREF_9LNJ',1,9,29,'Active','No',9,11,2.9,2
'SUP_FGXDR','FI718993','PREF_2W0R',13,10,21,'Active','No',5,3,4.9,1
'SUP_T5QKC','FI397120','PREF_H8SR',2,7,12,'Never','Former',5,12,3.5,6
'SUP_S6UMY','FI404456','PREF_KJUR',19,9,30,'Active','Former',18,2,2.9,5
'SUP_6HSP0','FI570714','PREF_39XM',15,6,1,'Occasional','Yes',20,6,4.0,4
'SUP_0HR7P','FI696661','PREF_UAPE',0,5,29,'Active','Yes',19,5,3.3,4
'SUP_23LY7','FI435289','PREF_6BO9',11,9,14,'Active','Yes',8,1,2.6,8
'SUP_K64NY','FI337408','PREF_Y36Q',17,7,14,'Occasional','Former',5,11,2.1,8
'SUP_OMX2D','FI133074','PREF_HE6T',0,3,14,'Active','Yes',1,4,4.9,7
'SUP_UWWTA','FI245254','PREF_U1X4',12,2,16,'Never','No',11,1,3.7,8
'SUP_OMM02','FI890992','PREF_40TY',17,10,23,'Never','Yes',18,15,1.4,5
'SUP_GOQI5','FI460011','PREF_3T71',7,2,12,'Occasional','No',5,8,1.2,0
'SUP_H0UJZ','FI896242','PREF_FW45',3,1,12,'Occasional','No',4,12,2.3,4
'SUP_W87V9','FI820047','PREF_LNN9',2,9,4,'Never','Yes',18,6,1.9,8
'SUP_E94TU','FI330231','PREF_NEP8',10,10,20,'Never','Yes',19,7,1.4,3
'SUP_RCQ7X','FI709548','PREF_38IY',7,9,17,'Occasional','Former',15,3,2.4,10
'SUP_JQJRF','FI496866','PREF_IMN4',9,6,14,'Active','Yes',9,0,4.2,4
'SUP_QEFR6','FI262820','PREF_40EV',6,5,21,'Never','Yes',20,9,4.2,6
'SUP_I1V8F','FI916820','PREF_BTP4',11,0,26,'Occasional','No',12,6,2.5,10
'SUP_EZJDA','FI273054','PREF_QT5Y',12,2,1,'Never','Former',6,6,3.3,0
'SUP_PT1WG','FI594444','PREF_P6P9',3,9,4,'Never','Yes',3,1,4.9,8
'SUP_H8RNL','FI234862','PREF_FH17',0,2,1,'Occasional','No',11,12,2.6,10
'SUP_7VX18','FI771224','PREF_34VG',20,10,22,'Active','Former',13,1,4.1,5
'SUP_NRSYY','FI759323','PREF_1G1I',14,5,28,'Active','Former',10,6,4.4,4
'SUP_3NBS9','FI631038','PREF_PEZL',20,2,8,'Never','Yes',17,6,1.1,6
'SUP_FM73R','FI300542','PREF_WS75',8,0,13,'Never','Former',3,4,3.1,1
'SUP_LO2H7','FI240846','PREF_WJV9',19,0,10,'Occasional','No',19,15,4.5,7
'SUP_I3KY9','FI934163','PREF_CPY3',6,3,15,'Active','No',10,3,4.8,5
'SUP_3YAU4','FI783329','PREF_8MBE',5,0,20,'Never','Former',13,14,3.2,5
'SUP_4CZA8','FI797688','PREF_TNGT',20,5,25,'Never','Yes',18,15,4.1,9
'SUP_XDBYB','FI114549','PREF_Q58Y',12,6,15,'Occasional','No',6,12,4.9,9
'SUP_JJA18','FI608160','PREF_INRE',4,4,16,'Never','Former',20,2,3.8,6
'SUP_AN2K0','FI237674','PREF_FIFU',4,10,27,'Active','No',17,1,1.0,3
'SUP_MNB3B','FI799728','PREF_7HJG',13,2,14,'Active','No',6,3,3.3,3
'SUP_MQ0AP','FI743457','PREF_IMQI',20,4,25,'Active','Yes',16,0,3.6,2
'SUP_OBDD4','FI818771','PREF_U89R',17,7,4,'Active','Yes',0,3,4.4,4
