'PREF_TAND','MEM_LADX5','SOC_TI97K','Public','Full','All','SMS','Opted In','Translated','Custom',4,'Daily','2025-02-04',569,4863,164,5,0.75,0.70,'Excellent'
'PREF_MNMQ','MEM_3SI0N','SOC_ABTIO','Friends Only','Full','All','Email','Opted Out','Auto','Enhanced',2,'Weekly','2025-02-11',663,1767,166,4,0.15,0.83,'Excellent'
'PREF_58PB','MEM_13LKG','SOC_8GQM9','Private','Full','All','SMS','Opted In','Translated','Enhanced',2,'Monthly','2025-01-22',935,1636,184,4,0.26,0.29,'Poor'
'PREF_XIHB','MEM_LAOJJ','SOC_ZYNAN','Private','Full','Important','SMS','Opted Out','Auto','Custom',2,'Daily','2025-01-22',963,1047,110,2,0.48,0.18,'Good'
'PREF_4ZE1','MEM_R53XP','SOC_XVSGH','Friends Only','Minimal','Important','SMS','Opted Out','Original','Enhanced',1,'Daily','2025-01-28',543,4399,124,2,0.75,0.37,'Poor'
'PREF_F1CS','MEM_G17UF','SOC_IFML9','Friends Only','Partial','All','SMS','Opted In','Original','Enhanced',1,'Rare','2025-01-26',228,2635,266,5,0.03,0.05,'Fair'
'PREF_ZVSM','MEM_Y1Z8R','SOC_YQQMS','Public','Partial','All','Email','Opted Out','Translated','Enhanced',5,'Daily','2025-02-03',106,4203,11,2,0.28,0.21,'Excellent'
'PREF_YQ21','MEM_WXMNS','SOC_UD38C','Private','Full','Important','SMS','Opted Out','Auto','Custom',5,'Monthly','2025-02-17',810,4799,97,1,0.81,0.11,'Poor'
'PREF_I25S','MEM_RGH9H','SOC_KQ2MI','Private','Minimal','Important','Email','Opted In','Translated','Standard',1,'Daily','2025-01-21',747,2933,96,1,0.41,0.85,'Excellent'
'PREF_N5JF','MEM_LRW16','SOC_NY6RM','Friends Only','Full','Important','SMS','Opted In','Auto','Custom',2,'Weekly','2025-02-04',542,1498,42,1,0.75,0.77,'Good'
'PREF_30XP','MEM_J6KY2','SOC_34NTR','Public','Partial','All','Email','Opted In','Translated','Custom',2,'Daily','2025-02-03',685,259,255,5,0.41,0.71,'Poor'
'PREF_NPKU','MEM_BRMKF','SOC_XW9AB','Friends Only','Minimal','Important','Email','Selective','Auto','Standard',4,'Monthly','2025-01-23',456,4868,61,2,0.97,0.44,'Poor'
'PREF_21XW','MEM_4W9ZE','SOC_XM90M','Public','Minimal','Important','SMS','Opted In','Auto','Standard',5,'Daily','2025-01-22',717,4738,189,1,0.64,0.33,'Poor'
'PREF_QFMY','MEM_9LFHO','SOC_US5L0','Public','Minimal','Important','Push','Selective','Translated','Enhanced',5,'Monthly','2025-01-29',12,957,265,2,0.22,0.56,'Poor'
'PREF_YWIL','MEM_VT809','SOC_PUZCG','Private','Minimal','Important','Email','Opted Out','Auto','Custom',2,'Weekly','2025-01-24',615,4653,27,5,0.53,0.85,'Poor'
'PREF_A661','MEM_ZGAZK','SOC_BJCAP','Friends Only','Full','Important','SMS','Selective','Original','Enhanced',4,'Weekly','2025-01-24',791,655,108,3,0.05,0.83,'Poor'
'PREF_49K3','MEM_2IQB2','SOC_BXF2L','Friends Only','Minimal','Important','Push','Opted In','Translated','Enhanced',4,'Daily','2025-02-05',359,3456,147,1,0.99,0.03,'Excellent'
'PREF_9MMX','MEM_864U2','SOC_MDBT6','Private','Full','Important','SMS','Opted Out','Original','Custom',3,'Rare','2025-02-03',525,1547,294,5,0.43,0.21,'Excellent'
'PREF_0XGH','MEM_T4XY8','SOC_277NI','Private','Partial','Important','SMS','Opted In','Auto','Standard',4,'Weekly','2025-02-03',466,3011,309,5,0.43,0.83,'Fair'
'PREF_LVJI','MEM_BFBN2','SOC_TBC88','Private','Full','Important','Push','Selective','Auto','Standard',1,'Rare','2025-02-11',780,1402,333,5,0.80,0.06,'Fair'
'PREF_2AEA','MEM_VZ7BQ','SOC_WVCD1','Friends Only','Minimal','Important','Push','Opted Out','Translated','Custom',1,'Daily','2025-02-12',428,2720,329,3,0.34,0.16,'Good'
'PREF_IMEF','MEM_FXZ2W','SOC_ONX6E','Public','Minimal','Important','Push','Opted In','Original','Custom',1,'Monthly','2025-02-08',531,64,305,5,0.86,0.98,'Poor'
'PREF_4VDL','MEM_C71BK','SOC_ZC1YC','Private','Minimal','Important','SMS','Opted Out','Auto','Custom',3,'Rare','2025-01-30',511,1540,326,2,0.96,0.30,'Excellent'
'PREF_NSHF','MEM_23JSG','SOC_NBW5P','Private','Partial','All','SMS','Opted Out','Translated','Standard',4,'Rare','2025-02-15',573,1898,359,2,0.33,0.14,'Poor'
'PREF_54Y4','MEM_9QZBG','SOC_DJFTW','Private','Full','All','Push','Opted Out','Original','Standard',3,'Monthly','2025-02-16',80,645,296,2,0.42,0.82,'Fair'
'PREF_QFUV','MEM_BG2I2','SOC_B9UC0','Public','Full','Important','SMS','Opted In','Original','Standard',4,'Weekly','2025-02-05',407,346,358,3,0.87,0.12,'Fair'
'PREF_9I37','MEM_99IK9','SOC_V790D','Private','Minimal','Important','SMS','Selective','Original','Enhanced',1,'Monthly','2025-01-30',259,4274,201,5,0.50,0.79,'Poor'
'PREF_BR5E','MEM_0AILU','SOC_GCYR5','Friends Only','Partial','Important','Push','Opted Out','Original','Standard',1,'Rare','2025-02-14',836,65,134,5,0.01,0.70,'Good'
'PREF_Z4WP','MEM_B3LSG','SOC_ERBZO','Public','Minimal','All','SMS','Opted In','Auto','Standard',3,'Rare','2025-02-13',874,1422,3,5,0.05,0.57,'Poor'
'PREF_HC7J','MEM_JU1HK','SOC_6U4YV','Public','Full','All','SMS','Opted In','Auto','Custom',1,'Rare','2025-01-28',508,4827,199,1,0.87,0.36,'Fair'
'PREF_GV5C','MEM_MGFTQ','SOC_AYB5P','Public','Minimal','Important','Push','Opted Out','Original','Enhanced',5,'Monthly','2025-02-15',984,655,139,4,0.73,0.59,'Excellent'
'PREF_QHVF','MEM_DJN4L','SOC_RPBPS','Friends Only','Partial','Important','Email','Opted Out','Original','Custom',5,'Rare','2025-02-08',224,3442,171,2,0.06,0.17,'Poor'
'PREF_77GC','MEM_WNKIY','SOC_KE3X4','Public','Full','Important','SMS','Opted Out','Auto','Custom',2,'Rare','2025-02-18',370,4087,182,2,0.97,0.84,'Excellent'
'PREF_N9AL','MEM_1GGEU','SOC_03A1C','Friends Only','Full','All','SMS','Opted Out','Auto','Custom',2,'Weekly','2025-01-23',748,4297,125,3,0.97,0.64,'Good'
'PREF_REJ7','MEM_1SCB0','SOC_XTWOW','Private','Partial','Important','Email','Opted In','Auto','Standard',5,'Rare','2025-01-25',554,4141,301,5,0.43,0.06,'Good'
'PREF_Q370','MEM_OLCZ8','SOC_U68NS','Friends Only','Partial','All','SMS','Opted Out','Original','Enhanced',1,'Monthly','2025-01-29',253,3539,193,1,0.09,0.19,'Poor'
'PREF_9L4F','MEM_DQCIT','SOC_KNS9Y','Private','Minimal','Important','SMS','Opted Out','Original','Enhanced',2,'Daily','2025-02-11',385,1187,244,1,0.88,0.51,'Good'
'PREF_JJVT','MEM_4D1SE','SOC_7B62U','Private','Full','Important','SMS','Opted Out','Translated','Enhanced',5,'Weekly','2025-01-24',631,2705,150,4,0.38,0.71,'Good'
'PREF_EDTN','MEM_BS7Z5','SOC_3K9AQ','Public','Partial','Important','SMS','Selective','Auto','Standard',2,'Weekly','2025-02-07',976,2238,17,3,0.80,0.50,'Fair'
'PREF_P9V5','MEM_1AXRV','SOC_83XF8','Public','Full','Important','SMS','Opted Out','Auto','Custom',4,'Monthly','2025-01-30',24,514,300,1,0.99,0.96,'Excellent'
'PREF_7LE6','MEM_S5MDL','SOC_E6Q70','Friends Only','Full','Important','SMS','Selective','Original','Custom',2,'Monthly','2025-01-31',423,1679,123,4,0.20,0.70,'Fair'
'PREF_5TK8','MEM_ZB5YO','SOC_XW7JH','Public','Partial','Important','Email','Opted In','Auto','Standard',4,'Weekly','2025-01-28',671,2538,183,3,0.33,0.79,'Poor'
'PREF_EEAS','MEM_DAG4O','SOC_BPOPU','Public','Partial','Important','Push','Selective','Auto','Standard',1,'Daily','2025-01-27',861,3283,160,3,0.47,0.88,'Good'
'PREF_MM8M','MEM_DFJMW','SOC_7VB7M','Private','Full','Important','Push','Opted Out','Original','Standard',3,'Monthly','2025-01-28',484,4824,303,1,0.85,0.31,'Fair'
'PREF_SQIH','MEM_S62Y5','SOC_YFT73','Friends Only','Minimal','Important','SMS','Opted In','Original','Custom',5,'Weekly','2025-02-03',268,4530,229,4,0.23,0.22,'Good'
'PREF_4FIV','MEM_NCWOP','SOC_C3KQY','Private','Minimal','All','Push','Opted In','Translated','Enhanced',3,'Daily','2025-02-17',370,3778,341,5,0.23,0.20,'Good'
'PREF_64K3','MEM_RCQQ8','SOC_CKDQO','Friends Only','Minimal','Important','Email','Opted In','Translated','Standard',4,'Monthly','2025-02-08',98,3645,65,5,0.41,0.55,'Excellent'
'PREF_32YJ','MEM_RFXWR','SOC_3HK4A','Friends Only','Partial','Important','SMS','Opted Out','Auto','Enhanced',1,'Rare','2025-01-22',188,3229,33,5,0.97,0.38,'Poor'
'PREF_8QYR','MEM_LRYGZ','SOC_2WAWV','Public','Minimal','Important','SMS','Opted In','Auto','Standard',2,'Weekly','2025-02-04',949,3524,49,4,0.66,0.82,'Poor'
'PREF_0UAN','MEM_3VZD4','SOC_FLY6N','Private','Minimal','Important','SMS','Selective','Translated','Standard',2,'Rare','2025-01-21',980,1339,271,5,0.58,0.86,'Poor'
'PREF_FZ0S','MEM_93RT1','SOC_X1C9I','Friends Only','Partial','Important','SMS','Opted Out','Original','Enhanced',5,'Weekly','2025-02-11',73,4742,118,4,0.41,0.11,'Poor'
'PREF_9JSQ','MEM_M8TOY','SOC_4BG1N','Friends Only','Minimal','Important','SMS','Opted Out','Original','Enhanced',1,'Weekly','2025-02-17',925,3707,253,2,0.94,0.55,'Fair'
'PREF_GIJZ','MEM_QSA9J','SOC_U5N8V','Private','Minimal','All','SMS','Selective','Original','Enhanced',1,'Weekly','2025-02-16',444,2069,91,2,0.70,0.56,'Fair'
'PREF_TWL7','MEM_7VOXZ','SOC_O0TXH','Private','Minimal','Important','Push','Opted Out','Translated','Enhanced',3,'Weekly','2025-02-06',798,2399,347,5,0.00,0.15,'Poor'
'PREF_3RVA','MEM_0R580','SOC_96AHB','Private','Partial','Important','SMS','Opted In','Original','Enhanced',3,'Rare','2025-02-10',462,3109,344,1,0.02,0.08,'Poor'
'PREF_1XV9','MEM_WUTCD','SOC_Y1K96','Private','Full','Important','Email','Opted Out','Translated','Enhanced',5,'Rare','2025-02-18',521,3256,243,5,0.64,0.65,'Excellent'
'PREF_MUAG','MEM_PV4D1','SOC_ZR3AX','Friends Only','Minimal','Important','SMS','Opted In','Original','Standard',5,'Weekly','2025-02-10',454,86,81,4,0.86,0.54,'Excellent'
'PREF_DK7V','MEM_XLVA5','SOC_4IE0K','Public','Minimal','Important','Email','Selective','Translated','Enhanced',4,'Rare','2025-02-18',278,4259,20,1,0.41,0.93,'Fair'
'PREF_XQMD','MEM_88GR6','SOC_GZ0WF','Public','Minimal','Important','Email','Selective','Translated','Enhanced',4,'Daily','2025-02-01',64,2436,343,3,0.42,0.18,'Poor'
'PREF_H1JX','MEM_WSTN7','SOC_C0Q5F','Private','Partial','Important','Push','Opted Out','Original','Standard',3,'Rare','2025-02-17',481,123,57,5,0.74,0.95,'Poor'
'PREF_2RF7','MEM_C5WFD','SOC_PAW52','Private','Full','Important','SMS','Opted In','Auto','Custom',5,'Rare','2025-02-03',163,4652,323,1,0.20,0.98,'Poor'
'PREF_BV8D','MEM_30OPO','SOC_WFROS','Public','Minimal','Important','Push','Selective','Auto','Custom',2,'Weekly','2025-02-14',926,2260,79,2,0.37,0.93,'Good'
'PREF_GF85','MEM_YAPST','SOC_MNEE3','Friends Only','Full','Important','Push','Opted In','Translated','Standard',3,'Weekly','2025-02-13',967,917,306,5,0.19,0.23,'Fair'
'PREF_L6P0','MEM_NNH9Q','SOC_CK05D','Public','Full','Important','Email','Selective','Auto','Enhanced',1,'Daily','2025-02-17',654,4952,338,1,0.76,0.40,'Good'
'PREF_O9R9','MEM_NDDVO','SOC_UHILL','Public','Minimal','All','Email','Selective','Translated','Enhanced',1,'Monthly','2025-02-02',120,4546,180,1,0.72,0.60,'Fair'
'PREF_U4SP','MEM_JQKM2','SOC_PMZQK','Public','Full','Important','SMS','Opted In','Original','Custom',3,'Rare','2025-01-21',528,1572,70,4,0.18,0.39,'Excellent'
'PREF_RD2K','MEM_7AMJP','SOC_4YU7F','Friends Only','Full','Important','SMS','Opted Out','Auto','Standard',5,'Weekly','2025-01-21',489,1422,6,2,0.49,0.91,'Good'
'PREF_6F78','MEM_OGKGZ','SOC_3SXHW','Public','Minimal','Important','Email','Opted Out','Auto','Custom',4,'Monthly','2025-01-30',143,4826,291,1,0.31,0.57,'Poor'
'PREF_2G9P','MEM_1VTEA','SOC_CVCGF','Private','Full','Important','Email','Opted Out','Translated','Standard',5,'Daily','2025-01-24',441,4941,324,1,0.80,0.40,'Good'
'PREF_Q8GX','MEM_0CMZ1','SOC_SG9TD','Public','Partial','Important','SMS','Opted In','Translated','Standard',1,'Rare','2025-02-12',24,2569,275,2,0.35,0.04,'Good'
'PREF_OEZ3','MEM_O8NET','SOC_DT0NJ','Private','Partial','All','Email','Opted Out','Auto','Standard',4,'Rare','2025-02-09',384,4356,28,4,0.24,0.47,'Good'
'PREF_74FH','MEM_BTY0W','SOC_9F7IH','Friends Only','Full','Important','SMS','Selective','Translated','Enhanced',2,'Weekly','2025-02-17',251,3925,44,4,0.72,0.65,'Excellent'
'PREF_H2OG','MEM_KOJC1','SOC_5Y1SQ','Friends Only','Full','All','Push','Opted In','Original','Enhanced',5,'Daily','2025-01-22',101,4907,338,5,0.62,0.87,'Good'
'PREF_EVFI','MEM_O9CMG','SOC_1T8XB','Friends Only','Full','Important','Email','Opted Out','Auto','Standard',4,'Daily','2025-02-15',745,811,112,2,0.40,0.28,'Fair'
'PREF_FJVO','MEM_X3CKD','SOC_5VKRD','Friends Only','Partial','All','SMS','Opted In','Auto','Standard',1,'Monthly','2025-01-24',35,545,304,5,0.43,0.48,'Excellent'
'PREF_ZIEG','MEM_Y56L7','SOC_K262O','Public','Partial','Important','SMS','Opted In','Auto','Enhanced',4,'Monthly','2025-01-27',826,1063,14,5,0.96,0.67,'Excellent'
'PREF_YY0B','MEM_4CG3V','SOC_8TPVZ','Private','Minimal','Important','SMS','Opted Out','Original','Standard',2,'Monthly','2025-01-29',959,2297,79,1,0.22,0.74,'Excellent'
'PREF_7PB9','MEM_AU7MJ','SOC_K8OOH','Private','Partial','Important','Email','Opted In','Translated','Standard',5,'Rare','2025-02-10',757,3316,326,5,0.39,0.05,'Excellent'
'PREF_UJUI','MEM_WOEOE','SOC_W9351','Public','Minimal','All','Push','Opted In','Translated','Enhanced',4,'Rare','2025-02-01',708,1267,264,1,0.11,0.54,'Poor'
'PREF_3JL9','MEM_WLVV1','SOC_RBOHU','Public','Minimal','Important','SMS','Opted Out','Original','Custom',5,'Rare','2025-02-13',650,2232,5,4,0.16,0.45,'Excellent'
'PREF_PRF7','MEM_RQGUI','SOC_BUJTQ','Public','Full','All','SMS','Opted Out','Translated','Custom',5,'Daily','2025-02-14',993,70,271,1,0.11,0.56,'Good'
'PREF_8CBL','MEM_L6AA5','SOC_7OX8G','Private','Minimal','Important','SMS','Selective','Original','Standard',4,'Rare','2025-01-28',338,2863,280,3,0.76,0.60,'Poor'
'PREF_1UOK','MEM_G0OB3','SOC_CIX88','Public','Minimal','Important','SMS','Selective','Translated','Standard',2,'Rare','2025-01-23',194,2038,187,2,0.32,0.30,'Good'
'PREF_3GGN','MEM_SQDEF','SOC_HDU75','Friends Only','Minimal','Important','SMS','Selective','Translated','Standard',3,'Daily','2025-01-23',809,2083,322,2,0.68,0.83,'Fair'
'PREF_MSP6','MEM_4114O','SOC_FU7CP','Friends Only','Full','Important','SMS','Selective','Translated','Standard',2,'Daily','2025-02-19',338,2511,191,4,0.00,0.15,'Poor'
'PREF_M56S','MEM_11VIH','SOC_21X4T','Public','Full','Important','Push','Opted In','Auto','Enhanced',3,'Rare','2025-02-10',147,3412,161,5,0.01,0.78,'Fair'
'PREF_77M0','MEM_DWJQN','SOC_0QYL6','Friends Only','Full','Important','SMS','Selective','Original','Standard',1,'Monthly','2025-01-22',296,1377,214,5,0.39,0.47,'Poor'
'PREF_5JFV','MEM_4WIR7','SOC_716GO','Private','Partial','All','Email','Opted In','Original','Enhanced',1,'Monthly','2025-02-07',747,1842,12,2,0.80,0.20,'Fair'
'PREF_5WS8','MEM_4AEPL','SOC_M07U1','Private','Full','Important','Email','Opted Out','Translated','Enhanced',5,'Weekly','2025-01-30',355,685,305,3,0.63,0.23,'Excellent'
'PREF_AUB4','MEM_0MHPE','SOC_G89GN','Friends Only','Minimal','All','Email','Opted Out','Original','Enhanced',4,'Daily','2025-01-24',509,190,36,4,0.26,0.99,'Excellent'
'PREF_KVL4','MEM_4QAIT','SOC_BDHJ2','Public','Full','Important','SMS','Selective','Auto','Custom',3,'Rare','2025-02-13',768,4213,118,5,0.99,0.47,'Fair'
'PREF_9V97','MEM_AVNSB','SOC_TBGL9','Private','Partial','Important','SMS','Selective','Auto','Enhanced',1,'Daily','2025-02-15',814,4311,105,4,0.47,0.03,'Fair'
'PREF_V5GX','MEM_YG2UD','SOC_XQH60','Friends Only','Partial','Important','Push','Opted Out','Translated','Custom',5,'Monthly','2025-01-25',388,1464,69,5,0.64,0.47,'Excellent'
'PREF_IYKV','MEM_BFOR2','SOC_6RV7I','Private','Minimal','All','SMS','Opted Out','Auto','Standard',4,'Weekly','2025-02-11',666,1785,127,4,0.32,0.80,'Poor'
'PREF_PPIH','MEM_I15I8','SOC_W5PMY','Public','Full','All','Push','Selective','Original','Standard',1,'Weekly','2025-01-26',838,1765,255,5,0.06,0.09,'Poor'
'PREF_22FS','MEM_KZETK','SOC_YEV6A','Private','Minimal','Important','SMS','Opted Out','Original','Standard',1,'Daily','2025-02-01',918,657,216,3,0.31,0.21,'Good'
'PREF_1GFE','MEM_UZJSD','SOC_R6DO8','Public','Full','Important','SMS','Selective','Auto','Standard',4,'Daily','2025-02-05',627,1292,109,3,0.98,0.47,'Poor'
'PREF_K4EK','MEM_3L83Y','SOC_4GBHL','Public','Minimal','Important','Email','Selective','Original','Custom',5,'Monthly','2025-02-16',480,4569,208,3,0.66,0.43,'Excellent'
'PREF_DTIX','MEM_3RE2C','SOC_96T75','Public','Minimal','All','Email','Opted In','Auto','Enhanced',4,'Daily','2025-02-12',213,3512,202,2,0.05,0.46,'Good'
'PREF_W8KM','MEM_DWJSZ','SOC_ZE4UQ','Private','Minimal','Important','SMS','Opted In','Auto','Standard',2,'Daily','2025-02-04',451,868,313,5,0.72,0.59,'Fair'
'PREF_ALC2','MEM_8JHCW','SOC_4KQB7','Private','Minimal','Important','SMS','Selective','Auto','Standard',3,'Weekly','2025-02-16',761,418,76,5,0.89,0.36,'Fair'
'PREF_3GIR','MEM_5T2YH','SOC_VIHSM','Friends Only','Partial','All','Push','Selective','Auto','Custom',5,'Rare','2025-01-25',231,441,320,4,0.16,0.53,'Fair'
'PREF_9TQH','MEM_524I8','SOC_NNW4Q','Friends Only','Full','Important','Push','Opted Out','Original','Enhanced',2,'Weekly','2025-02-10',584,3212,287,1,0.35,0.39,'Poor'
'PREF_BEYR','MEM_D89EF','SOC_IS22P','Public','Full','All','Email','Opted Out','Original','Standard',5,'Monthly','2025-02-03',264,701,6,5,0.18,0.82,'Good'
'PREF_SITC','MEM_6YCUP','SOC_R3PLT','Friends Only','Full','All','Push','Selective','Auto','Enhanced',4,'Daily','2025-01-26',911,1872,76,2,0.31,0.14,'Fair'
'PREF_6RYR','MEM_427ZD','SOC_JRSZ2','Private','Partial','Important','SMS','Opted Out','Auto','Standard',2,'Rare','2025-02-09',225,3687,355,4,0.60,0.79,'Fair'
'PREF_3YLE','MEM_6MTHP','SOC_2XYFL','Friends Only','Minimal','Important','Email','Selective','Translated','Enhanced',2,'Rare','2025-01-26',986,1017,14,4,0.28,0.48,'Poor'
'PREF_IHWM','MEM_BR7LG','SOC_F9K91','Private','Minimal','Important','Email','Opted Out','Original','Enhanced',3,'Monthly','2025-02-13',747,2400,115,4,0.50,0.74,'Fair'
'PREF_HH66','MEM_0EJEY','SOC_PR19G','Public','Full','Important','SMS','Opted Out','Original','Custom',5,'Weekly','2025-02-14',131,4840,9,4,0.60,0.87,'Good'
'PREF_GO8T','MEM_NUDWU','SOC_I50H9','Private','Full','Important','SMS','Opted In','Auto','Custom',4,'Rare','2025-02-11',465,1570,20,4,0.91,0.67,'Poor'
'PREF_WII8','MEM_JQW0D','SOC_ITUYR','Friends Only','Minimal','Important','Push','Opted Out','Original','Standard',1,'Weekly','2025-01-25',553,2029,246,1,0.85,0.54,'Good'
'PREF_BWHI','MEM_6OVHT','SOC_MMQPF','Friends Only','Partial','All','Push','Opted In','Auto','Standard',1,'Monthly','2025-02-19',167,2303,179,4,0.09,0.65,'Fair'
'PREF_NCTA','MEM_NBJRD','SOC_IT9HX','Private','Partial','Important','SMS','Opted In','Translated','Enhanced',4,'Daily','2025-02-12',462,3234,298,5,0.93,0.44,'Good'
'PREF_DBVW','MEM_7KGUZ','SOC_IB1Q2','Private','Full','Important','SMS','Selective','Auto','Enhanced',2,'Monthly','2025-01-29',834,2533,130,4,0.14,0.47,'Excellent'
'PREF_MXKW','MEM_XATKF','SOC_S12RT','Public','Minimal','Important','SMS','Opted Out','Translated','Custom',1,'Daily','2025-02-01',530,2184,19,4,0.92,0.43,'Fair'
'PREF_2XFY','MEM_GXBSO','SOC_F86WI','Friends Only','Minimal','Important','SMS','Opted Out','Auto','Standard',3,'Monthly','2025-02-12',668,1358,246,3,0.51,0.90,'Excellent'
'PREF_XWQ9','MEM_7MXV3','SOC_D4SNS','Private','Minimal','All','SMS','Opted Out','Original','Enhanced',4,'Weekly','2025-01-29',95,2967,184,1,0.04,0.28,'Excellent'
'PREF_0XOM','MEM_DTYRN','SOC_B7JRM','Public','Minimal','Important','Push','Selective','Auto','Standard',2,'Daily','2025-01-26',714,1353,272,4,0.00,0.62,'Poor'
'PREF_XV5I','MEM_HFFMV','SOC_72AAS','Private','Full','Important','Email','Selective','Translated','Enhanced',1,'Weekly','2025-02-08',875,3153,138,5,0.42,0.05,'Good'
'PREF_9QAX','MEM_Q16VK','SOC_CJUA5','Private','Minimal','Important','Push','Opted Out','Original','Standard',3,'Daily','2025-02-08',141,4980,44,2,0.75,0.65,'Poor'
'PREF_M7PB','MEM_5R30L','SOC_O6Q29','Public','Full','Important','SMS','Opted Out','Auto','Custom',3,'Rare','2025-02-06',365,2164,213,3,0.93,0.95,'Fair'
'PREF_WDZ3','MEM_WHG8O','SOC_CAWQ8','Public','Minimal','Important','SMS','Selective','Auto','Enhanced',4,'Monthly','2025-01-26',734,352,125,5,0.33,0.78,'Fair'
'PREF_45QG','MEM_2S7FP','SOC_7M28J','Friends Only','Minimal','Important','SMS','Opted Out','Original','Standard',4,'Rare','2025-01-22',38,3156,19,5,0.21,0.76,'Excellent'
'PREF_TU5Y','MEM_XCFY5','SOC_H1UNK','Private','Partial','All','Email','Selective','Translated','Standard',5,'Rare','2025-01-28',695,1627,9,3,0.71,0.98,'Good'
'PREF_MUQQ','MEM_ZNNIS','SOC_FVAQQ','Friends Only','Minimal','Important','Push','Opted Out','Auto','Custom',3,'Weekly','2025-02-13',783,3648,269,1,0.87,0.79,'Fair'
'PREF_GROA','MEM_T1CPW','SOC_4E7WR','Private','Full','Important','SMS','Selective','Auto','Standard',2,'Daily','2025-02-13',312,4411,156,4,0.32,0.02,'Poor'
'PREF_71LL','MEM_NDAZB','SOC_ZTTF8','Public','Minimal','Important','SMS','Selective','Translated','Enhanced',4,'Rare','2025-02-06',501,898,175,3,0.99,0.66,'Fair'
'PREF_ZA3G','MEM_IM67P','SOC_PQ9M6','Public','Partial','Important','Push','Opted Out','Original','Enhanced',5,'Rare','2025-01-27',655,1832,139,2,0.10,0.42,'Excellent'
'PREF_Z090','MEM_SDIVZ','SOC_N787Z','Public','Partial','Important','Email','Opted In','Translated','Custom',3,'Daily','2025-01-26',67,1340,17,3,0.57,0.09,'Fair'
'PREF_ACIT','MEM_EHM2R','SOC_8JX0A','Private','Minimal','All','SMS','Selective','Auto','Enhanced',2,'Rare','2025-02-08',566,1236,83,5,0.51,0.07,'Good'
'PREF_EIU9','MEM_5CJ1V','SOC_B6WAZ','Friends Only','Minimal','All','Push','Opted Out','Original','Standard',2,'Monthly','2025-01-23',147,1928,106,5,0.44,0.14,'Fair'
'PREF_GOFD','MEM_NJ7OY','SOC_2IRTW','Public','Minimal','Important','Push','Opted Out','Auto','Custom',5,'Monthly','2025-02-12',325,3693,19,5,0.58,0.98,'Poor'
'PREF_7GPE','MEM_W3OKB','SOC_8CSFP','Private','Minimal','Important','SMS','Selective','Original','Custom',4,'Daily','2025-02-09',364,3386,248,3,0.92,0.12,'Fair'
'PREF_WOHI','MEM_1J14T','SOC_K9K6L','Public','Partial','All','SMS','Opted Out','Original','Enhanced',2,'Weekly','2025-02-10',524,3469,358,3,0.63,0.42,'Poor'
'PREF_VO4T','MEM_AEU59','SOC_9SIP2','Public','Partial','All','Push','Selective','Original','Standard',2,'Daily','2025-01-22',350,2317,310,2,0.85,0.41,'Excellent'
'PREF_J96P','MEM_SAKLA','SOC_9KHKX','Friends Only','Partial','All','SMS','Opted Out','Auto','Standard',3,'Daily','2025-02-04',400,3496,158,5,0.18,0.00,'Poor'
'PREF_Z90K','MEM_UYQAB','SOC_1QT8P','Public','Partial','Important','SMS','Opted Out','Translated','Custom',4,'Monthly','2025-01-30',704,2455,313,3,0.05,0.54,'Good'
'PREF_GTTZ','MEM_7N6OY','SOC_7VR7V','Friends Only','Partial','Important','Email','Opted In','Translated','Standard',1,'Weekly','2025-02-12',911,2717,94,4,0.11,0.09,'Excellent'
'PREF_IGQ6','MEM_ZQMVM','SOC_LHPP3','Private','Minimal','Important','Push','Selective','Translated','Custom',4,'Monthly','2025-02-05',69,304,265,3,0.26,0.14,'Excellent'
'PREF_5D24','MEM_VSEQ3','SOC_L9ULI','Private','Minimal','Important','Push','Opted In','Translated','Custom',5,'Weekly','2025-02-14',278,4714,323,5,0.61,0.89,'Excellent'
'PREF_J1MO','MEM_HQMYO','SOC_TS62U','Friends Only','Full','Important','SMS','Selective','Original','Standard',3,'Daily','2025-01-29',88,962,109,3,0.35,0.88,'Fair'
'PREF_4VF1','MEM_O6NI5','SOC_HRU4V','Public','Partial','Important','Push','Selective','Translated','Enhanced',4,'Daily','2025-02-17',36,246,114,4,0.81,0.25,'Good'
'PREF_1OKK','MEM_NO089','SOC_JGSU1','Private','Partial','Important','SMS','Opted In','Original','Enhanced',1,'Monthly','2025-02-11',806,3470,339,5,0.57,0.31,'Excellent'
'PREF_WC62','MEM_RS0IH','SOC_EIY43','Private','Full','Important','SMS','Selective','Original','Enhanced',4,'Rare','2025-01-28',897,4138,295,1,0.05,0.26,'Good'
'PREF_6VJW','MEM_R6G09','SOC_HHMB6','Friends Only','Full','All','Push','Opted Out','Translated','Enhanced',2,'Daily','2025-02-13',313,4890,33,5,0.76,0.48,'Good'
'PREF_KDEF','MEM_TCUJ4','SOC_AWOV1','Friends Only','Full','All','Push','Selective','Auto','Enhanced',4,'Monthly','2025-02-14',386,4664,183,1,0.33,0.26,'Fair'
'PREF_HLJM','MEM_2VE78','SOC_WQX5V','Friends Only','Partial','All','Email','Selective','Original','Custom',5,'Rare','2025-02-14',534,2321,191,4,0.46,0.22,'Good'
