'PE593707','Shelter','Model-925','Lee, Meyers and Hamilton',4,53.00,97.800,72.80,47.1,75.900,36.7
'PE548693','Scientific','Model-590','Austin Ltd',14,31.00,79.900,11.70,95.5,0.400,57.5
'PE586253','Generator','Model-686','Walker-Hill',18,0.00,7.600,9.60,38.2,80.000,27.3
'PE927775','Communication','Model-276','Blackwell-Smith',15,20.00,17.700,69.90,87.3,78.900,28.4
'PE736761','Scientific','Model-806','Nichols, Donovan and Watts',17,55.00,16.300,27.50,93.1,10.300,42.3
'PE712363','Shelter','Model-222','Coleman, Zamora and Kelly',13,21.00,33.600,78.20,99.9,7.000,76.8
'PE559673','Shelter','Model-689','Brown LLC',7,61.00,29.400,16.70,58.1,47.200,35.1
'PE908109','Shelter','Model-375','Meza, Rice and Stone',16,98.00,84.500,76.80,88.4,7.200,39.9
'PE992136','Generator','Model-151','Meyer, Martinez and Baker',11,81.00,0.600,72.60,3.5,83.700,53.1
'PE606905','Scientific','Model-976','Anderson Inc',2,35.00,21.000,28.60,69.6,5.100,27.0
'PE608964','Scientific','Model-539','Long-Anderson',6,30.00,93.900,83.50,2.9,78.100,83.4
'PE373248','Communication','Model-858','Walker-Miller',16,12.00,87.200,63.60,91.0,7.400,62.6
'PE109485','Scientific','Model-529','Mcintyre, Turner and Huber',3,90.00,33.000,81.10,47.3,5.500,96.7
'PE800690','Safety','Model-443','Wilson Inc',5,58.00,45.200,41.00,4.9,59.100,3.5
'PE786432','Communication','Model-502','Schneider PLC',10,59.00,74.800,3.50,3.5,28.500,50.0
'PE316033','Generator','Model-424','Trujillo, Compton and Fernandez',13,23.00,86.400,6.40,35.5,65.700,45.4
'PE962947','Communication','Model-913','Riggs and Sons',3,63.00,37.300,71.70,68.0,34.800,19.8
'PE653204','Vehicle','Model-961','Buchanan Group',9,1.00,4.600,98.00,7.7,3.600,75.8
'PE437920','Scientific','Model-837','Holt-Castillo',15,31.00,97.300,20.00,37.3,72.500,96.6
'PE882248','Scientific','Model-564','Heath-Anderson',5,87.00,26.000,9.70,71.1,2.600,67.9
'PE271569','Generator','Model-199','King-Hall',9,25.00,34.200,4.90,16.2,16.200,11.6
'PE119335','Communication','Model-938','Campbell PLC',12,94.00,98.100,30.60,52.6,12.300,32.6
'PE997441','Safety','Model-739','Turner Ltd',7,93.00,56.900,37.30,48.1,84.700,70.4
'PE249591','Shelter','Model-795','Ramsey-Roman',10,82.00,5.600,84.90,72.8,33.100,61.5
'PE957668','Safety','Model-242','Lewis-Lee',19,2.00,78.100,69.20,74.4,34.900,3.8
'PE735734','Scientific','Model-206','Schwartz, Clements and Thomas',2,49.00,20.100,64.50,35.5,8.700,75.8
'PE604823','Scientific','Model-330','Moore-Quinn',17,99.00,84.400,5.40,97.5,74.800,74.0
'PE579705','Scientific','Model-419','Frey-Anderson',9,35.00,23.000,44.50,98.7,88.700,37.0
'PE249672','Scientific','Model-932','Allen, White and Williams',20,10.00,43.600,27.30,45.2,66.900,69.4
'PE745059','Vehicle','Model-774','Bartlett-Lambert',9,88.00,48.500,81.20,13.0,78.900,75.1
'PE136703','Safety','Model-819','Brooks Group',1,22.00,9.100,61.60,2.6,25.000,17.6
'PE971856','Shelter','Model-195','Ford, Sanders and Fernandez',8,60.00,78.200,15.20,89.6,28.200,4.5
'PE661956','Shelter','Model-829','Schultz, Stanley and Harris',8,39.00,17.000,10.90,53.4,79.200,79.1
'PE153293','Shelter','Model-104','Roy-Graves',11,37.00,94.100,26.80,44.3,20.900,98.6
'PE905646','Vehicle','Model-602','Mason Group',9,83.00,28.400,11.70,67.5,79.800,27.9
'PE236948','Scientific','Model-702','Williams, Parker and Lawson',15,93.00,44.800,87.50,36.2,93.300,96.3
'PE999284','Communication','Model-483','Davis-Faulkner',5,55.00,5.600,67.60,58.9,55.000,5.5
'PE287042','Scientific','Model-104','Collins LLC',4,47.00,92.500,34.50,86.3,64.800,87.4
'PE889981','Communication','Model-535','Clark-Scott',19,73.00,96.600,74.20,72.9,93.000,51.9
'PE475577','Vehicle','Model-976','Jones, Strickland and Ortiz',6,46.00,58.000,13.70,89.3,2.200,68.5
'PE904093','Scientific','Model-848','Martin Ltd',5,24.00,16.500,3.70,19.9,80.700,52.4
'PE904206','Scientific','Model-567','Keller-Richardson',13,80.00,49.000,81.90,50.4,6.100,78.0
'PE872089','Communication','Model-943','Andrews Inc',1,18.00,17.300,32.80,21.9,55.600,84.2
'PE995456','Shelter','Model-723','Martinez, Thomas and Sloan',9,24.00,30.100,42.50,60.8,5.400,15.3
'PE444143','Shelter','Model-622','Schwartz, Maldonado and Steele',15,100.00,45.200,64.60,19.4,6.100,73.6
'PE129290','Communication','Model-320','Rangel, Duncan and Bradford',2,23.00,91.700,56.40,37.9,97.300,6.5
'PE989754','Generator','Model-983','Bailey PLC',14,4.00,42.500,40.80,58.3,6.400,10.0
'PE940761','Shelter','Model-844','Rowe PLC',13,60.00,18.900,25.20,77.2,6.700,28.3
'PE811290','Safety','Model-635','Ryan, Tran and Stewart',13,12.00,44.300,6.00,90.9,7.000,78.7
'PE846922','Shelter','Model-661','Chavez, Gibbs and Perez',9,49.00,21.500,69.30,61.6,0.200,96.4
'PE741095','Scientific','Model-493','Sanchez-Rodriguez',3,25.00,15.900,30.00,5.3,36.400,85.1
'PE326018','Shelter','Model-735','Brown-Barker',11,94.00,19.600,91.90,42.7,16.000,97.5
'PE470955','Safety','Model-690','Christensen, Hill and Harrison',7,17.00,51.300,39.80,32.5,50.900,25.3
'PE294526','Communication','Model-197','Colon, Zavala and Wright',20,91.00,26.500,83.70,94.3,50.000,33.4
'PE123808','Generator','Model-581','Marshall and Sons',18,82.00,28.500,93.30,22.0,59.200,89.5
'PE885518','Safety','Model-447','Beck Ltd',14,91.00,27.500,12.00,61.9,41.000,74.6
'PE218332','Generator','Model-484','Harris-Hall',19,88.00,61.000,1.90,30.3,85.400,41.8
'PE498370','Communication','Model-895','Singh, Blake and Hardy',12,81.00,78.900,45.30,24.8,0.900,69.7
'PE740790','Shelter','Model-268','Villarreal, Harris and Stephens',5,75.00,31.100,44.00,0.1,84.900,78.1
'PE542355','Safety','Model-422','Ray-Johnson',5,28.00,56.500,56.70,44.5,86.400,22.2
'PE111523','Generator','Model-766','Gonzalez-Crawford',4,92.00,52.000,84.10,41.1,36.100,4.3
'PE653961','Vehicle','Model-157','Garcia LLC',14,62.00,87.900,76.50,64.1,23.200,18.9
'PE168255','Generator','Model-905','Green, Stafford and Brock',19,41.00,62.300,27.90,20.5,48.000,14.0
'PE411773','Shelter','Model-394','Koch-Peterson',18,74.00,8.200,33.70,28.4,96.900,80.5
'PE106144','Generator','Model-643','Harris, Sampson and Shields',6,74.00,16.500,5.30,26.7,28.000,83.2
'PE178542','Generator','Model-750','Meyers-Wilson',8,87.00,94.700,58.20,13.6,44.700,45.6
'PE972074','Scientific','Model-300','Melton, Hernandez and Cox',10,70.00,91.000,53.50,66.1,8.200,21.0
'PE582272','Vehicle','Model-466','Terry-Miller',19,1.00,79.800,47.30,93.8,83.500,48.7
'PE369481','Vehicle','Model-575','Jenkins-Brown',6,89.00,27.000,95.70,61.5,0.600,60.2
'PE874814','Shelter','Model-406','Stewart, Morales and White',19,63.00,38.000,58.00,38.2,92.100,86.9
'PE402382','Communication','Model-869','Jennings, Ho and Taylor',8,1.00,57.400,38.70,53.5,59.200,23.1
'PE721907','Communication','Model-304','Moyer, Howe and Williams',8,55.00,16.500,16.70,85.6,99.500,50.7
'PE959907','Generator','Model-339','Fields, Edwards and Torres',15,83.00,81.500,41.10,52.0,20.900,61.9
'PE966860','Safety','Model-351','Castro Inc',15,15.00,70.100,10.80,76.2,41.800,42.5
'PE120206','Scientific','Model-247','Smith, Smith and Merritt',7,76.00,6.800,16.20,52.5,53.400,65.4
'PE851955','Vehicle','Model-110','Parker Ltd',18,90.00,82.300,55.00,31.2,29.400,77.8
'PE448501','Safety','Model-107','Jenkins-Richardson',9,31.00,83.300,5.00,30.6,83.300,75.7
'PE751850','Shelter','Model-216','Wright-Roberts',18,2.00,21.700,16.50,15.9,96.000,27.3
'PE940386','Communication','Model-162','Robertson, Oconnor and Becker',6,87.00,56.900,31.30,72.2,58.900,1.0
'PE935107','Scientific','Model-257','Hunter, Bailey and Jones',14,58.00,39.700,31.00,86.1,10.300,26.5
'PE168467','Shelter','Model-193','Robinson-Campbell',1,74.00,37.700,90.80,18.0,20.200,99.4
'PE205729','Safety','Model-176','Johnson-Rodriguez',7,36.00,60.700,23.80,84.8,92.300,74.4
'PE380888','Vehicle','Model-947','Daniel LLC',12,77.00,47.400,74.40,96.8,57.200,89.4
'PE678875','Scientific','Model-520','Fisher, Martinez and Evans',1,90.00,3.100,40.40,88.2,39.500,48.7
'PE576815','Vehicle','Model-882','Lewis, Rose and Espinoza',15,95.00,96.000,13.70,61.8,35.500,73.5
'PE854794','Generator','Model-906','Ramos Inc',17,93.00,13.200,14.10,82.1,12.600,17.1
'PE723243','Safety','Model-470','Andrews, Scott and Perez',9,33.00,65.400,35.00,42.2,17.600,78.1
'PE354079','Scientific','Model-522','Snow PLC',11,81.00,48.300,11.30,96.4,56.800,24.7
'PE742142','Scientific','Model-854','Little-Long',20,67.00,43.000,29.60,59.3,66.200,57.7
'PE502654','Generator','Model-463','Campbell-Nelson',13,24.00,29.900,57.90,98.9,86.600,65.8
'PE724905','Generator','Model-587','May LLC',17,52.00,65.400,53.90,52.4,52.500,3.5
'PE480883','Generator','Model-126','Brown PLC',15,6.00,74.000,84.20,13.2,50.500,32.7
'PE499908','Vehicle','Model-998','Lambert Group',20,31.00,31.400,1.10,75.5,91.700,39.2
'PE932066','Generator','Model-621','Jackson PLC',13,7.00,48.100,34.00,30.7,9.600,13.4
'PE426097','Safety','Model-956','Dawson and Sons',16,34.00,37.200,34.40,72.5,21.400,5.8
'PE817993','Shelter','Model-405','Mitchell-Erickson',20,32.00,41.600,72.00,21.9,47.300,21.4
'PE811959','Generator','Model-971','Nguyen-Miller',13,31.00,97.000,30.10,65.6,34.300,85.0
'PE646953','Generator','Model-544','Smith-Pham',7,12.00,54.800,28.80,27.7,17.700,80.2
'PE403429','Shelter','Model-532','Daniels, Edwards and Martin',7,7.00,56.500,27.10,21.0,48.300,96.4
'PE976810','Communication','Model-113','Barrera Inc',1,87.00,42.500,98.20,76.4,23.300,1.7
'PE213596','Scientific','Model-518','Parks, Sloan and Byrd',15,1.00,12.200,75.60,98.9,48.500,10.0
'PE379461','Shelter','Model-987','Thompson Group',5,47.00,58.300,34.50,62.0,60.300,40.8
'PE107100','Generator','Model-679','Owens-Hart',14,90.00,1.700,72.80,59.0,56.000,56.8
'PE639135','Communication','Model-996','Vasquez Ltd',6,29.00,60.400,47.40,31.7,89.100,16.8
'PE784771','Safety','Model-553','Jones-Dennis',16,47.00,38.200,16.80,59.7,60.800,81.3
'PE307535','Shelter','Model-993','Gates, Cook and Smith',1,92.00,1.300,6.00,60.3,80.900,70.3
'PE964916','Vehicle','Model-614','Diaz-Garrett',6,39.00,86.000,70.80,97.6,45.900,49.8
'PE899565','Safety','Model-547','Buck-Nguyen',4,7.00,58.000,43.90,22.0,40.900,93.8
'PE534126','Scientific','Model-977','Wagner-Taylor',18,51.00,0.100,60.50,82.6,88.300,62.1
'PE680241','Generator','Model-320','Smith, Smith and Glass',1,4.00,55.400,83.70,88.7,78.300,95.5
'PE271752','Vehicle','Model-833','Roberts-Warren',18,69.00,99.000,73.40,69.9,99.300,91.3
'PE120449','Generator','Model-850','Thornton Group',10,10.00,16.300,96.70,87.2,20.600,40.3
'PE869102','Scientific','Model-230','Reed-Barrett',1,94.00,11.700,41.30,24.0,90.800,74.7
'PE305349','Shelter','Model-507','Burnett and Sons',3,43.00,82.300,53.20,35.9,56.200,91.0
'PE455470','Scientific','Model-168','Richard Ltd',19,19.00,62.700,99.40,45.1,78.900,13.2
'PE422034','Scientific','Model-896','Franklin Ltd',9,53.00,83.400,18.60,90.3,70.700,1.3
'PE514961','Shelter','Model-350','Wilson-Gamble',7,35.00,20.300,68.40,36.2,19.400,77.2
'PE438479','Shelter','Model-159','Ingram-Allen',13,32.00,75.900,24.60,73.6,45.900,92.7
'PE252509','Generator','Model-282','Cooper Ltd',6,62.00,69.600,8.50,58.9,70.600,21.1
'PE625261','Shelter','Model-457','Morgan, Davis and Miranda',13,87.00,80.800,51.70,53.4,29.600,10.8
'PE470105','Safety','Model-724','Johnson-Lee',10,70.00,98.900,90.70,49.1,16.500,78.5
'PE518914','Communication','Model-865','Larsen Inc',18,49.00,67.100,10.50,86.5,87.400,15.7
'PE794667','Scientific','Model-267','Jennings Group',2,26.00,43.300,42.80,25.0,51.200,26.8
'PE706636','Vehicle','Model-743','Smith, Reynolds and Bowman',1,20.00,51.700,5.60,90.1,0.700,15.3
'PE475611','Generator','Model-650','Wilson PLC',9,54.00,68.900,42.00,44.6,84.900,33.3
'PE680104','Safety','Model-707','Ray-Lynch',5,2.00,8.400,68.60,10.4,19.100,34.9
'PE765811','Scientific','Model-134','Carter, Scott and Wade',19,87.00,15.800,62.20,13.0,5.600,24.7
'PE823422','Scientific','Model-492','Green, Matthews and Smith',11,68.00,46.600,13.00,10.5,70.400,52.5
'PE258636','Shelter','Model-634','Bell Group',15,99.00,15.100,66.90,23.0,27.600,16.4
'PE168076','Shelter','Model-636','Chen, Randolph and Meyer',16,94.00,78.200,2.40,12.9,33.400,37.4
'PE546124','Shelter','Model-766','Phillips, Ball and Torres',18,90.00,66.000,17.80,11.3,31.300,37.0
'PE174173','Safety','Model-533','Cunningham LLC',14,53.00,41.400,97.60,98.9,73.300,11.9
'PE918682','Safety','Model-704','Thomas PLC',8,52.00,42.700,40.80,85.8,93.200,6.3
'PE163523','Vehicle','Model-564','Hoffman-Goodwin',1,15.00,97.400,80.60,19.6,35.400,42.8
'PE857857','Safety','Model-747','Cervantes, Rodgers and Dodson',5,21.00,64.000,91.10,7.6,76.100,8.2
'PE602689','Shelter','Model-814','Petersen-Hill',3,80.00,86.800,90.20,28.4,76.400,71.9
'PE990293','Communication','Model-399','Long, Franklin and Bailey',3,97.00,79.100,47.90,97.3,28.400,10.3
'PE140956','Vehicle','Model-646','James PLC',10,35.00,36.200,64.60,96.9,91.900,61.7
'PE627309','Safety','Model-164','Carr, Martinez and Lambert',5,44.00,46.700,71.60,36.0,28.900,21.3
'PE299061','Vehicle','Model-445','Stokes Inc',7,19.00,83.800,26.80,19.4,17.000,10.6
'PE260437','Safety','Model-863','Rodgers-Peck',13,57.00,65.400,88.70,66.0,34.000,72.1
'PE807219','Scientific','Model-751','Rodriguez-Patterson',7,80.00,0.000,29.30,2.7,66.400,52.1
'PE166729','Generator','Model-777','Turner-Robinson',10,93.00,41.700,96.60,20.0,8.000,4.3
'PE785084','Communication','Model-634','Sutton-Jones',1,59.00,73.700,39.50,93.5,42.400,93.8
'PE945228','Generator','Model-316','Brandt, Smith and Huang',12,88.00,17.000,10.90,39.9,71.500,52.0
'PE262844','Shelter','Model-876','Schwartz PLC',9,65.00,80.000,86.70,27.3,29.200,16.4
'PE104652','Communication','Model-902','Smith, Ortiz and Smith',3,85.00,94.300,30.10,93.0,28.700,28.2
'PE198602','Scientific','Model-834','Clark, Martinez and Rodriguez',20,83.00,71.300,19.60,85.6,3.700,83.0
'PE230204','Vehicle','Model-481','Moon, Cortez and Hughes',9,62.00,3.700,28.40,96.6,59.400,19.6
'PE712978','Scientific','Model-667','Martin-Graham',3,82.00,92.400,92.00,80.4,77.900,2.0
'PE895172','Safety','Model-578','Medina, Mack and Gutierrez',12,16.00,29.400,6.90,88.9,82.000,25.8
'PE156918','Shelter','Model-829','Davidson, Andersen and Gonzalez',15,87.00,41.600,79.50,96.4,4.600,42.4
'PE700634','Safety','Model-585','Martinez, Martinez and Figueroa',18,34.00,85.300,89.80,26.5,85.100,73.9
'PE495353','Safety','Model-890','Goodwin and Sons',14,4.00,52.800,22.30,46.5,31.000,16.4
'PE789903','Vehicle','Model-965','Davis, Hill and Sloan',3,17.00,60.400,30.30,4.7,67.500,11.2
'PE744218','Safety','Model-977','Orozco, Petersen and Soto',16,30.00,41.500,43.70,76.6,49.400,79.0
'PE881382','Generator','Model-161','Mitchell, Smith and Turner',19,68.00,18.400,38.80,8.7,76.300,70.3
'PE800668','Communication','Model-506','Johnson-Moore',8,3.00,59.800,100.00,65.1,37.200,88.5
'PE777367','Shelter','Model-379','Williams-Cunningham',8,24.00,50.600,2.90,71.7,21.700,7.6
'PE677642','Vehicle','Model-111','Kramer, Herrera and Williams',10,19.00,20.400,49.90,79.2,25.500,15.4
'PE100139','Safety','Model-975','Smith, Guzman and Smith',12,7.00,60.400,53.90,19.7,0.400,48.0
'PE543448','Communication','Model-857','Rocha and Sons',11,86.00,45.300,88.10,3.9,6.600,93.3
'PE464925','Generator','Model-435','Rodriguez, James and Cook',19,85.00,2.700,33.80,98.3,64.100,74.4
'PE628735','Safety','Model-656','Irwin, Jones and Brown',11,61.00,51.000,24.30,23.6,74.400,46.6
'PE739460','Vehicle','Model-176','Rosales Group',18,62.00,57.300,5.50,56.8,36.500,18.6
'PE898508','Communication','Model-107','Lambert-Cameron',12,7.00,43.100,16.90,2.4,87.700,46.8
'PE548165','Generator','Model-532','Manning-Pugh',7,54.00,94.900,6.80,7.8,16.300,92.8
'PE668525','Safety','Model-622','Nichols, Horton and Ware',12,6.00,43.100,21.10,83.6,27.800,89.0
'PE456305','Generator','Model-884','Davis LLC',3,55.00,81.100,48.60,46.9,12.000,14.2
'PE277401','Scientific','Model-608','Marquez-Hernandez',9,28.00,14.100,64.70,78.3,80.000,20.3
'PE515247','Shelter','Model-984','Davidson-Robinson',20,8.00,25.600,99.10,97.2,91.300,33.2
'PE770831','Vehicle','Model-655','Carter and Sons',2,0.00,54.800,88.10,11.8,80.400,74.9
'PE256715','Shelter','Model-286','Mitchell, Wright and Mcdonald',10,83.00,10.500,28.70,16.6,10.500,71.0
'PE888609','Safety','Model-294','Gardner, Franklin and Fisher',9,17.00,61.700,92.80,44.5,83.700,93.6
'PE610584','Safety','Model-835','Bryant-Cook',7,87.00,15.400,57.70,28.0,26.500,12.3
'PE489405','Vehicle','Model-362','Ramos and Sons',1,74.00,86.500,63.50,24.2,34.000,84.5
'PE930016','Generator','Model-245','Gomez, Mcbride and Jones',17,24.00,24.200,53.90,21.5,34.100,81.9
'PE950490','Generator','Model-182','Carlson LLC',10,55.00,90.100,16.90,93.3,93.600,36.8
'PE748155','Shelter','Model-994','Cooke, Dominguez and Williams',5,68.00,71.500,18.20,15.8,28.800,39.9
'PE543051','Scientific','Model-368','Williams-Price',17,63.00,66.200,95.00,22.3,29.800,62.0
'PE811908','Safety','Model-537','Becker Ltd',16,59.00,4.500,25.80,64.1,53.200,70.7
'PE268200','Vehicle','Model-345','Anderson, Morris and Small',13,47.00,11.600,77.30,50.2,65.900,70.5
'PE568607','Vehicle','Model-291','Evans and Sons',14,66.00,92.500,76.20,40.8,69.400,73.8
'PE646815','Generator','Model-271','Johnson, Diaz and Smith',10,74.00,92.400,35.60,9.8,75.800,91.1
'PE464469','Generator','Model-993','Villarreal, Ellison and Chambers',17,66.00,27.100,90.20,18.1,4.400,6.6
'PE843515','Safety','Model-525','Warren-Gonzalez',13,75.00,58.900,66.90,96.3,17.700,55.7
'PE219267','Generator','Model-443','Moore-Williams',2,56.00,1.900,85.90,31.5,78.400,28.8
'PE958553','Scientific','Model-407','Fowler-Ortega',2,14.00,98.200,10.90,76.9,85.400,88.6
'PE145889','Safety','Model-394','Bond, Pittman and Schmidt',3,30.00,12.500,83.80,11.5,37.000,90.5
'PE520780','Vehicle','Model-561','Lawrence and Sons',5,100.00,93.300,14.60,76.2,7.400,96.4
'PE664174','Generator','Model-947','Bender, Lee and York',18,93.00,12.500,35.30,40.0,2.400,99.1
'PE999765','Shelter','Model-187','Smith, Russell and Jefferson',4,30.00,70.900,86.70,41.9,36.300,33.2
'PE173173','Generator','Model-653','Johnson-Lopez',16,4.00,84.400,46.80,32.9,92.300,15.3
'PE809695','Shelter','Model-492','Crawford PLC',12,74.00,86.000,50.20,24.9,93.200,52.0
'PE960284','Shelter','Model-694','Shaw, Benson and Lewis',5,57.00,88.800,1.30,91.6,48.000,18.5
'PE946776','Communication','Model-761','Pope-Wheeler',1,64.00,20.600,73.70,61.4,18.900,38.6
'PE858422','Shelter','Model-102','Mitchell-Wong',2,26.00,28.500,40.70,38.5,51.800,79.7
'PE535439','Vehicle','Model-285','Powell-Espinoza',15,22.00,41.100,70.80,41.7,6.600,67.6
'PE405249','Vehicle','Model-171','Wilson and Sons',6,75.00,78.000,93.50,3.6,22.300,64.7
'PE472923','Generator','Model-879','Richardson-Campbell',16,32.00,29.700,46.90,93.4,43.400,96.4
'PE254474','Communication','Model-653','Hartman LLC',18,94.00,45.100,33.20,64.4,36.100,57.0
'PE581295','Scientific','Model-635','Fletcher-Franco',18,48.00,33.600,95.20,97.8,73.600,44.0
'PE250691','Shelter','Model-606','Collins-Hobbs',4,3.00,47.700,1.50,9.6,41.900,88.2
'PE354704','Communication','Model-610','Mccarthy-Jarvis',15,42.00,54.000,42.80,94.6,52.900,47.7
'PE993170','Generator','Model-887','Lewis LLC',5,44.00,13.400,80.10,99.1,50.100,50.1
'PE573789','Safety','Model-516','Thomas, Scott and Mendoza',11,27.00,99.300,45.30,58.1,17.600,74.2
'PE386970','Shelter','Model-348','Ramirez-Hardy',6,33.00,51.400,24.20,7.7,4.700,42.0
'PE926551','Vehicle','Model-340','James-Carter',1,63.00,33.800,26.00,13.6,85.500,58.0
'PE319331','Shelter','Model-346','Roberts-Johnson',7,5.00,99.200,36.50,44.9,61.700,73.3
'PE209064','Shelter','Model-182','Moore-Walker',20,90.00,88.200,43.20,86.1,64.100,84.9
'PE746378','Scientific','Model-565','Thompson-Simmons',4,87.00,31.300,24.90,73.1,28.800,41.7
'PE178110','Scientific','Model-642','Carroll-Brown',4,37.00,30.700,50.10,51.1,64.200,66.7
'PE350365','Scientific','Model-605','Grant-Kennedy',4,55.00,56.000,91.10,46.4,65.000,25.6
'PE661187','Generator','Model-545','Stephenson and Sons',6,23.00,54.500,98.00,16.1,97.400,49.1
'PE196985','Generator','Model-643','Sanchez LLC',13,16.00,44.000,31.90,81.3,39.900,94.5
'PE362019','Scientific','Model-848','Hamilton-Richmond',20,79.00,42.500,35.20,37.0,20.500,24.0
'PE467423','Scientific','Model-521','Robles-Giles',18,45.00,30.800,79.40,39.4,82.700,61.1
'PE390259','Vehicle','Model-947','Mendez Ltd',11,15.00,75.600,51.90,86.2,66.600,3.5
'PE107721','Vehicle','Model-789','Anderson, Johnson and Huber',9,95.00,73.800,98.40,41.2,71.700,18.2
'PE190585','Safety','Model-226','Pearson, Hernandez and Johnson',20,79.00,9.900,76.50,72.2,89.700,80.4
'PE767921','Generator','Model-736','Kelly-Solis',5,49.00,55.900,56.10,62.9,57.600,47.9
'PE670226','Vehicle','Model-231','Ramos, Brown and Parker',16,90.00,56.800,75.10,22.3,92.900,6.9
'PE833843','Generator','Model-655','Browning, Johnson and Warren',4,4.00,94.500,97.00,12.4,83.900,72.7
'PE108370','Communication','Model-276','Ward LLC',11,89.00,84.900,67.10,94.2,71.100,91.6
'PE590045','Vehicle','Model-360','Flores and Sons',7,22.00,7.000,32.40,46.2,69.000,75.7
'PE387531','Safety','Model-245','Walker, Morales and Wilson',13,87.00,85.900,21.80,80.9,86.100,82.1
'PE623402','Shelter','Model-487','Torres Inc',2,88.00,27.000,74.10,96.5,90.900,77.6
'PE519571','Generator','Model-960','Torres, Matthews and Adams',3,21.00,49.900,36.50,44.0,25.000,63.7
'PE244711','Safety','Model-690','Wise Group',15,6.00,7.400,64.40,90.9,77.500,16.9
'PE391334','Shelter','Model-373','Morales-Wright',20,30.00,75.600,0.00,0.2,25.800,78.3
'PE727886','Scientific','Model-382','Rice-Short',4,3.00,3.100,88.40,25.8,39.500,82.2
'PE777200','Safety','Model-944','Banks, Garner and Hughes',7,89.00,43.000,88.50,33.1,72.100,60.9
'PE671281','Communication','Model-863','Santiago, Yoder and Cox',15,37.00,69.000,40.50,95.8,1.400,98.7
'PE633692','Vehicle','Model-400','Barnett-Miller',12,95.00,21.900,9.10,98.3,4.600,86.9
'PE227279','Generator','Model-455','Bradley-Robinson',4,84.00,39.000,37.50,27.8,98.800,58.2
'PE988304','Shelter','Model-262','Rogers, Fisher and Estrada',7,84.00,66.100,56.30,60.7,57.900,28.6
'PE418195','Generator','Model-484','Rice, Simmons and Fry',10,57.00,65.800,63.00,91.4,30.400,90.8
'PE644854','Vehicle','Model-663','Morris LLC',2,31.00,83.600,64.20,22.1,6.800,93.9
'PE529770','Shelter','Model-950','Strickland-Blair',8,33.00,76.600,80.30,43.3,11.600,35.3
'PE795196','Vehicle','Model-598','Anderson-Stark',4,87.00,15.600,15.60,46.8,87.200,49.3
'PE720266','Scientific','Model-178','Hill-Stephens',20,16.00,30.400,62.20,19.1,96.000,26.6
'PE271508','Vehicle','Model-887','Martin, Hebert and Baird',20,80.00,1.600,37.60,57.6,13.700,30.5
'PE829481','Communication','Model-946','Weber, Miller and Wilson',7,20.00,17.400,83.70,19.2,43.800,88.2
'PE997728','Scientific','Model-994','Massey-Caldwell',10,90.00,24.400,97.00,65.9,46.300,60.8
'PE188719','Vehicle','Model-390','James, Byrd and Hall',3,91.00,20.200,83.20,90.5,33.000,22.8
'PE735175','Scientific','Model-774','Frederick, Roth and Murphy',4,73.00,87.900,17.80,73.0,42.000,34.8
'PE850189','Safety','Model-495','Singleton, Johnson and Fisher',9,51.00,7.400,39.30,93.4,22.800,10.9
'PE587352','Safety','Model-260','Sharp Inc',7,38.00,50.900,38.20,45.4,19.500,41.0
'PE427632','Scientific','Model-773','Bowers-Martinez',18,24.00,33.100,79.80,37.1,72.500,29.5
'PE734689','Shelter','Model-268','Villanueva, Todd and Bradley',5,82.00,43.600,69.90,41.0,91.800,28.7
'PE380667','Communication','Model-410','Solis-Lee',16,4.00,63.500,31.00,94.9,54.900,83.7
'PE106529','Communication','Model-978','Sanchez Group',13,73.00,10.800,9.10,84.7,32.400,26.8
'PE145016','Vehicle','Model-788','Davis-Rodriguez',7,33.00,5.500,62.50,36.7,3.100,14.2
'PE926202','Shelter','Model-529','Anthony Ltd',14,10.00,86.100,31.00,61.8,34.700,59.0
'PE612040','Vehicle','Model-382','Ward Ltd',8,23.00,39.300,96.90,53.5,40.900,52.1
'PE410549','Communication','Model-999','Barrett-Smith',12,37.00,73.900,62.70,56.3,5.800,86.9
'PE987265','Scientific','Model-310','Woods PLC',11,5.00,21.500,39.70,68.2,31.400,51.8
'PE514288','Vehicle','Model-122','Ramirez and Sons',2,82.00,0.400,33.80,71.2,85.100,77.8
'PE402379','Shelter','Model-178','Smith-Curtis',2,44.00,81.400,19.10,56.1,66.600,99.2
'PE640712','Shelter','Model-441','Campbell-Frank',10,46.00,84.700,92.30,26.5,18.100,92.2
'PE318032','Communication','Model-917','Pineda Group',14,52.00,70.900,24.40,80.3,49.100,71.7
'PE175904','Scientific','Model-626','Williams, Mcclain and Walker',11,99.00,47.600,89.50,0.9,21.300,88.3
'PE603870','Generator','Model-118','Simpson, Jones and Mayer',2,44.00,63.200,57.90,10.9,93.100,65.9
'PE435516','Scientific','Model-431','Kelly, Reyes and Munoz',4,79.00,98.500,31.90,94.6,86.600,87.4
'PE665364','Communication','Model-138','Miller LLC',20,43.00,26.000,69.20,78.7,4.200,14.1
'PE697994','Communication','Model-465','Ellis and Sons',1,42.00,89.700,98.90,17.7,80.700,91.7
'PE388240','Shelter','Model-339','Castaneda-Clements',20,52.00,46.900,30.50,73.3,57.100,24.7
'PE772342','Scientific','Model-187','Long Group',16,61.00,35.700,1.10,34.5,17.200,1.5
