'RISK_2FB31',0.917,'High',10,5,32.00,575,17747.87,14.360,7.30,6.0,3.6,4.0,'COMM_ZGXPO','TX_L1GJX','{"network_analysis": {"centrality_score": 32.898, "cluster_coefficient": null, "connection_diversity": 43.64}, "behavioral_analysis": {"geo_distribution_score": 41.1, "temporal_pattern_score": 97.28, "behavior_consistency_score": 80.43}, "transaction_pattern_category": "Normal"}'
'RISK_XG0RS',0.406,'Low',4,10,97.90,698,86195.47,13.270,44.50,7.6,6.2,0.0,'COMM_1IXJB','TX_B0MU1','{"network_analysis": {"centrality_score": 37.990, "cluster_coefficient": null, "connection_diversity": 70.83}, "behavioral_analysis": {"geo_distribution_score": 11.8, "temporal_pattern_score": 33.72, "behavior_consistency_score": 90.65}, "transaction_pattern_category": "High-risk"}'
'RISK_733K4',0.436,'Low',2,2,30.00,63,33293.76,23.660,93.60,5.7,2.7,9.4,'COMM_KZV42','TX_KJIP1','{"network_analysis": {"centrality_score": 7.241, "cluster_coefficient": null, "connection_diversity": 52.70}, "behavioral_analysis": {"geo_distribution_score": 90.1, "temporal_pattern_score": 61.15, "behavior_consistency_score": 74.87}, "transaction_pattern_category": "Suspicious"}'
'RISK_LOSLM',0.875,'Medium',36,1,55.10,939,65362.27,49.950,61.10,8.6,4.9,2.9,'COMM_CRRJ9','TX_VLDNF','{"network_analysis": {"centrality_score": 92.486, "cluster_coefficient": null, "connection_diversity": 51.94}, "behavioral_analysis": {"geo_distribution_score": 60.3, "temporal_pattern_score": 31.69, "behavior_consistency_score": 93.04}, "transaction_pattern_category": "High-risk"}'
'RISK_AH0CC',0.102,'Medium',3,10,62.80,829,61940.89,13.630,73.00,1.7,2.3,1.7,'COMM_1AQ8H','TX_GQKNA','{"network_analysis": {"centrality_score": 46.794, "cluster_coefficient": null, "connection_diversity": 94.65}, "behavioral_analysis": {"geo_distribution_score": 98.5, "temporal_pattern_score": 8.91, "behavior_consistency_score": 22.25}, "transaction_pattern_category": "High-risk"}'
'RISK_CQDY9',0.432,'Unknown',45,10,11.10,745,98559.70,3.040,26.20,5.6,2.1,1.3,'COMM_IJLRQ','TX_ZVC43','{"network_analysis": {"centrality_score": 63.017, "cluster_coefficient": null, "connection_diversity": 98.88}, "behavioral_analysis": {"geo_distribution_score": 42.0, "temporal_pattern_score": 9.06, "behavior_consistency_score": 49.13}, "transaction_pattern_category": "High-risk"}'
'RISK_UH9N6',0.298,'Unknown',32,8,33.50,615,75132.93,19.990,89.20,2.2,4.6,8.7,'COMM_7Y7MO','TX_SUU62','{"network_analysis": {"centrality_score": 71.212, "cluster_coefficient": null, "connection_diversity": 90.07}, "behavioral_analysis": {"geo_distribution_score": 9.8, "temporal_pattern_score": 77.32, "behavior_consistency_score": 63.94}, "transaction_pattern_category": "Suspicious"}'
'RISK_S5N2H',0.523,'Unknown',46,5,77.20,455,49763.32,15.360,6.10,3.2,8.1,8.9,'COMM_DNBZ8','TX_7T8IG','{"network_analysis": {"centrality_score": 56.788, "cluster_coefficient": null, "connection_diversity": 26.20}, "behavioral_analysis": {"geo_distribution_score": 24.4, "temporal_pattern_score": 1.07, "behavior_consistency_score": 82.86}, "transaction_pattern_category": "Normal"}'
'RISK_RERY4',0.702,'High',20,7,29.00,258,19129.33,40.790,91.00,0.5,2.5,7.4,'COMM_CVT5E','TX_4FIJD','{"network_analysis": {"centrality_score": 81.635, "cluster_coefficient": null, "connection_diversity": 95.32}, "behavioral_analysis": {"geo_distribution_score": 94.2, "temporal_pattern_score": 2.88, "behavior_consistency_score": 21.22}, "transaction_pattern_category": "Normal"}'
'RISK_VG3IF',0.545,'High',3,7,45.90,588,22277.08,36.940,24.90,7.7,5.2,3.3,'COMM_DBAK9','TX_83HP3','{"network_analysis": {"centrality_score": 32.772, "cluster_coefficient": null, "connection_diversity": 46.85}, "behavioral_analysis": {"geo_distribution_score": 99.4, "temporal_pattern_score": 84.79, "behavior_consistency_score": 86.20}, "transaction_pattern_category": "Normal"}'
'RISK_V56L4',0.803,'Low',49,7,99.20,881,17301.23,40.800,90.10,5.3,6.5,7.6,'COMM_1NE1C','TX_31UFK','{"network_analysis": {"centrality_score": 89.403, "cluster_coefficient": null, "connection_diversity": 22.00}, "behavioral_analysis": {"geo_distribution_score": 52.1, "temporal_pattern_score": 71.90, "behavior_consistency_score": 11.71}, "transaction_pattern_category": "Normal"}'
'RISK_XOJU5',0.707,'Unknown',22,10,80.40,221,41440.51,40.330,22.60,9.4,3.6,8.1,'COMM_IXJOJ','TX_VP1RM','{"network_analysis": {"centrality_score": 66.704, "cluster_coefficient": null, "connection_diversity": 7.25}, "behavioral_analysis": {"geo_distribution_score": 24.7, "temporal_pattern_score": 77.69, "behavior_consistency_score": 28.83}, "transaction_pattern_category": "Suspicious"}'
'RISK_TSATL',0.963,'Unknown',9,2,18.20,71,67797.70,26.860,84.90,1.8,2.8,6.0,'COMM_LHOC3','TX_A5FBH','{"network_analysis": {"centrality_score": 54.695, "cluster_coefficient": null, "connection_diversity": 6.85}, "behavioral_analysis": {"geo_distribution_score": 84.2, "temporal_pattern_score": 25.63, "behavior_consistency_score": 59.28}, "transaction_pattern_category": "Normal"}'
'RISK_94TQR',0.452,'Medium',15,10,57.20,235,83393.88,8.100,75.60,1.8,10.0,0.5,'COMM_78UXQ','TX_CHWWL','{"network_analysis": {"centrality_score": 75.764, "cluster_coefficient": null, "connection_diversity": 24.78}, "behavioral_analysis": {"geo_distribution_score": 70.5, "temporal_pattern_score": 10.91, "behavior_consistency_score": 44.66}, "transaction_pattern_category": "High-risk"}'
'RISK_58X6T',0.684,'Unknown',25,2,76.80,948,71825.00,21.140,28.60,8.1,5.0,9.0,'COMM_1CEBQ','TX_XSY4G','{"network_analysis": {"centrality_score": 31.256, "cluster_coefficient": null, "connection_diversity": 20.02}, "behavioral_analysis": {"geo_distribution_score": 86.3, "temporal_pattern_score": 34.20, "behavior_consistency_score": 48.36}, "transaction_pattern_category": "Normal"}'
'RISK_VZUCQ',0.609,'High',45,6,95.30,882,89095.81,43.720,38.10,2.9,7.0,6.0,'COMM_AR8X7','TX_8SRZ1','{"network_analysis": {"centrality_score": 54.338, "cluster_coefficient": null, "connection_diversity": 39.71}, "behavioral_analysis": {"geo_distribution_score": 37.7, "temporal_pattern_score": 98.77, "behavior_consistency_score": 73.42}, "transaction_pattern_category": "High-risk"}'
'RISK_00D4V',0.541,'High',40,2,40.50,861,54731.24,39.790,22.30,3.2,2.0,1.3,'COMM_OWKN8','TX_YMO0Z','{"network_analysis": {"centrality_score": 87.962, "cluster_coefficient": null, "connection_diversity": 30.26}, "behavioral_analysis": {"geo_distribution_score": 88.3, "temporal_pattern_score": 31.02, "behavior_consistency_score": 78.04}, "transaction_pattern_category": "High-risk"}'
'RISK_NMW5U',0.411,'High',28,10,87.70,672,66996.08,12.500,98.60,5.3,9.1,5.7,'COMM_5CFPK','TX_U4AP1','{"network_analysis": {"centrality_score": 65.534, "cluster_coefficient": null, "connection_diversity": 22.69}, "behavioral_analysis": {"geo_distribution_score": 83.6, "temporal_pattern_score": 43.59, "behavior_consistency_score": 67.87}, "transaction_pattern_category": "Normal"}'
'RISK_7YLB9',0.083,'High',39,2,88.70,117,32574.98,7.960,51.50,7.4,2.7,7.2,'COMM_RN65A','TX_AFK1Y','{"network_analysis": {"centrality_score": 35.410, "cluster_coefficient": null, "connection_diversity": 34.79}, "behavioral_analysis": {"geo_distribution_score": 89.4, "temporal_pattern_score": 3.12, "behavior_consistency_score": 13.32}, "transaction_pattern_category": "Suspicious"}'
'RISK_061J2',0.306,'Low',20,8,23.80,225,82267.68,30.510,76.00,0.4,1.7,5.6,'COMM_IKTT0','TX_15K02','{"network_analysis": {"centrality_score": 90.686, "cluster_coefficient": 0.0488, "connection_diversity": 29.23}, "behavioral_analysis": {"geo_distribution_score": 40.9, "temporal_pattern_score": 34.49, "behavior_consistency_score": 8.40}, "transaction_pattern_category": "Normal"}'
'RISK_W2VUK',0.600,'Unknown',46,2,39.90,852,34143.29,13.640,49.00,3.1,5.5,9.3,'COMM_RPDCL','TX_33IPO','{"network_analysis": {"centrality_score": 53.290, "cluster_coefficient": null, "connection_diversity": 27.09}, "behavioral_analysis": {"geo_distribution_score": 68.2, "temporal_pattern_score": 43.11, "behavior_consistency_score": 27.31}, "transaction_pattern_category": "Normal"}'
'RISK_41CKY',0.216,'Low',20,3,7.90,530,85410.59,29.050,69.70,8.9,3.9,5.1,'COMM_27JWB','TX_LDAM4','{"network_analysis": {"centrality_score": 74.165, "cluster_coefficient": null, "connection_diversity": 0.15}, "behavioral_analysis": {"geo_distribution_score": 56.1, "temporal_pattern_score": 78.82, "behavior_consistency_score": 17.61}, "transaction_pattern_category": "Normal"}'
'RISK_AB8EU',0.591,'Low',2,6,2.90,994,11446.17,0.890,46.30,9.5,1.1,9.6,'COMM_23DPP','TX_HF5JB','{"network_analysis": {"centrality_score": 26.939, "cluster_coefficient": null, "connection_diversity": 0.69}, "behavioral_analysis": {"geo_distribution_score": 16.6, "temporal_pattern_score": 50.36, "behavior_consistency_score": 35.20}, "transaction_pattern_category": "High-risk"}'
'RISK_7KBO1',0.084,'High',38,8,72.50,347,29789.15,20.970,63.30,3.4,6.4,1.7,'COMM_WJZ4P','TX_BXJPH','{"network_analysis": {"centrality_score": 4.792, "cluster_coefficient": null, "connection_diversity": 35.39}, "behavioral_analysis": {"geo_distribution_score": 44.9, "temporal_pattern_score": 68.15, "behavior_consistency_score": 93.95}, "transaction_pattern_category": "Suspicious"}'
'RISK_I1ZI3',0.833,'Medium',27,5,81.90,7,99060.55,30.780,65.00,5.3,9.0,8.7,'COMM_WXFKQ','TX_7UZBI','{"network_analysis": {"centrality_score": 40.735, "cluster_coefficient": null, "connection_diversity": 9.38}, "behavioral_analysis": {"geo_distribution_score": 7.3, "temporal_pattern_score": 89.70, "behavior_consistency_score": 86.69}, "transaction_pattern_category": "Normal"}'
'RISK_DQ2HR',0.117,'Unknown',17,9,46.10,198,46830.07,37.220,57.00,6.7,2.3,3.6,'COMM_T947I','TX_YI4LN','{"network_analysis": {"centrality_score": 89.400, "cluster_coefficient": null, "connection_diversity": 59.26}, "behavioral_analysis": {"geo_distribution_score": 58.7, "temporal_pattern_score": 93.19, "behavior_consistency_score": 20.28}, "transaction_pattern_category": "High-risk"}'
'RISK_FGRWF',0.232,'Low',20,9,40.00,9,23357.41,24.860,24.60,7.0,0.7,7.5,'COMM_YTB8D','TX_AZF6Q','{"network_analysis": {"centrality_score": 36.692, "cluster_coefficient": null, "connection_diversity": 83.49}, "behavioral_analysis": {"geo_distribution_score": 47.2, "temporal_pattern_score": 11.62, "behavior_consistency_score": 66.82}, "transaction_pattern_category": "High-risk"}'
'RISK_E1ULP',0.506,'Low',16,5,28.10,43,85454.95,37.360,2.30,1.4,3.8,3.4,'COMM_YCO1X','TX_YFU3H','{"network_analysis": {"centrality_score": 7.886, "cluster_coefficient": null, "connection_diversity": 85.98}, "behavioral_analysis": {"geo_distribution_score": 57.7, "temporal_pattern_score": 95.09, "behavior_consistency_score": 99.29}, "transaction_pattern_category": "High-risk"}'
'RISK_CHCRH',0.624,'Low',32,7,53.90,37,10848.04,49.180,21.40,9.6,2.7,1.9,'COMM_9QUT4','TX_IDG6C','{"network_analysis": {"centrality_score": 3.418, "cluster_coefficient": null, "connection_diversity": 58.06}, "behavioral_analysis": {"geo_distribution_score": 12.6, "temporal_pattern_score": 74.50, "behavior_consistency_score": 89.42}, "transaction_pattern_category": "Normal"}'
'RISK_WVGHV',0.905,'Medium',34,4,53.70,461,74098.93,23.000,39.30,8.6,8.6,2.2,'COMM_QF7P4','TX_TNQEV','{"network_analysis": {"centrality_score": 46.344, "cluster_coefficient": 0.0911, "connection_diversity": 29.64}, "behavioral_analysis": {"geo_distribution_score": 32.0, "temporal_pattern_score": 67.26, "behavior_consistency_score": 86.96}, "transaction_pattern_category": "High-risk"}'
'RISK_8JE5S',0.995,'Low',38,5,25.40,963,87633.89,43.750,39.10,8.4,2.3,2.2,'COMM_HTUG4','TX_5W5VQ','{"network_analysis": {"centrality_score": 37.228, "cluster_coefficient": null, "connection_diversity": 95.99}, "behavioral_analysis": {"geo_distribution_score": 26.4, "temporal_pattern_score": 43.00, "behavior_consistency_score": 88.21}, "transaction_pattern_category": "Normal"}'
'RISK_VVAHB',0.345,'High',2,1,13.10,224,29647.55,11.080,82.90,8.5,3.0,5.7,'COMM_RSQXW','TX_D1JBQ','{"network_analysis": {"centrality_score": 1.833, "cluster_coefficient": null, "connection_diversity": 25.60}, "behavioral_analysis": {"geo_distribution_score": 46.3, "temporal_pattern_score": 48.32, "behavior_consistency_score": 90.07}, "transaction_pattern_category": "Suspicious"}'
'RISK_Q4AUM',0.365,'High',48,5,55.30,352,48173.66,3.920,44.50,6.1,8.7,0.8,'COMM_NRGXV','TX_7XNMR','{"network_analysis": {"centrality_score": 20.678, "cluster_coefficient": null, "connection_diversity": 22.93}, "behavioral_analysis": {"geo_distribution_score": 66.5, "temporal_pattern_score": 90.50, "behavior_consistency_score": 1.42}, "transaction_pattern_category": "Normal"}'
'RISK_EPQVW',0.266,'Low',18,5,84.50,731,18601.66,2.620,69.50,2.6,1.7,3.2,'COMM_A08TM','TX_9KFGJ','{"network_analysis": {"centrality_score": 36.318, "cluster_coefficient": null, "connection_diversity": 21.98}, "behavioral_analysis": {"geo_distribution_score": 93.5, "temporal_pattern_score": 45.76, "behavior_consistency_score": 46.27}, "transaction_pattern_category": "Normal"}'
'RISK_LNA32',0.177,'Unknown',1,3,78.90,711,1273.51,19.020,57.70,5.7,8.2,6.5,'COMM_MLXBU','TX_FFAKI','{"network_analysis": {"centrality_score": 58.420, "cluster_coefficient": null, "connection_diversity": 40.60}, "behavioral_analysis": {"geo_distribution_score": 0.4, "temporal_pattern_score": 35.84, "behavior_consistency_score": 37.50}, "transaction_pattern_category": "Normal"}'
'RISK_J04XX',0.756,'Low',5,8,97.70,576,93000.32,48.090,60.20,9.2,9.4,0.2,'COMM_ESVAG','TX_HSW6Z','{"network_analysis": {"centrality_score": 84.454, "cluster_coefficient": null, "connection_diversity": 37.46}, "behavioral_analysis": {"geo_distribution_score": 32.3, "temporal_pattern_score": 19.23, "behavior_consistency_score": 95.20}, "transaction_pattern_category": "Normal"}'
'RISK_BUB9B',0.656,'Unknown',39,10,42.30,276,72689.71,48.850,53.80,2.1,5.4,8.3,'COMM_LX7NI','TX_XEFEE','{"network_analysis": {"centrality_score": 21.740, "cluster_coefficient": null, "connection_diversity": 74.21}, "behavioral_analysis": {"geo_distribution_score": 68.3, "temporal_pattern_score": 2.21, "behavior_consistency_score": 6.85}, "transaction_pattern_category": "High-risk"}'
'RISK_6UCLI',0.540,'Medium',24,9,8.10,60,18747.20,27.450,90.70,0.8,2.7,5.2,'COMM_XKMEN','TX_Z5T2D','{"network_analysis": {"centrality_score": 48.678, "cluster_coefficient": null, "connection_diversity": 92.73}, "behavioral_analysis": {"geo_distribution_score": 50.5, "temporal_pattern_score": 3.23, "behavior_consistency_score": 97.56}, "transaction_pattern_category": "Suspicious"}'
'RISK_1DOML',0.476,'Medium',10,8,41.00,218,73367.10,31.130,38.10,1.5,6.3,4.0,'COMM_CE8VB','TX_Y0W1T','{"network_analysis": {"centrality_score": 93.474, "cluster_coefficient": null, "connection_diversity": 69.24}, "behavioral_analysis": {"geo_distribution_score": 11.4, "temporal_pattern_score": 50.83, "behavior_consistency_score": 58.61}, "transaction_pattern_category": "Suspicious"}'
'RISK_USO1O',0.739,'Low',29,10,70.30,779,61305.10,17.830,8.80,4.1,0.8,0.8,'COMM_OHVM2','TX_GFGEO','{"network_analysis": {"centrality_score": 10.917, "cluster_coefficient": null, "connection_diversity": 45.23}, "behavioral_analysis": {"geo_distribution_score": 77.8, "temporal_pattern_score": 19.48, "behavior_consistency_score": 51.04}, "transaction_pattern_category": "High-risk"}'
'RISK_PLQVJ',0.430,'Unknown',20,7,89.40,379,86826.45,6.680,31.80,5.8,6.7,4.1,'COMM_3WK36','TX_U1XH0','{"network_analysis": {"centrality_score": 3.715, "cluster_coefficient": null, "connection_diversity": 39.70}, "behavioral_analysis": {"geo_distribution_score": 80.2, "temporal_pattern_score": 74.17, "behavior_consistency_score": 90.03}, "transaction_pattern_category": "High-risk"}'
'RISK_U8O3E',0.190,'High',35,2,91.20,948,24260.70,40.880,74.50,1.5,7.5,1.3,'COMM_KC3BU','TX_1AXOM','{"network_analysis": {"centrality_score": 47.265, "cluster_coefficient": null, "connection_diversity": 55.57}, "behavioral_analysis": {"geo_distribution_score": 77.8, "temporal_pattern_score": 42.16, "behavior_consistency_score": 26.67}, "transaction_pattern_category": "Normal"}'
'RISK_E1ZIN',0.401,'Low',20,9,98.30,842,32552.03,40.460,36.00,1.9,3.1,9.7,'COMM_GV7I7','TX_K1A5T','{"network_analysis": {"centrality_score": 15.472, "cluster_coefficient": null, "connection_diversity": 26.05}, "behavioral_analysis": {"geo_distribution_score": 76.2, "temporal_pattern_score": 25.48, "behavior_consistency_score": 78.53}, "transaction_pattern_category": "Suspicious"}'
'RISK_2Z6D2',0.526,'Medium',49,6,89.10,13,90912.19,31.300,28.60,2.1,3.0,4.8,'COMM_I85V3','TX_AQNHI','{"network_analysis": {"centrality_score": 83.705, "cluster_coefficient": null, "connection_diversity": 2.70}, "behavioral_analysis": {"geo_distribution_score": 23.7, "temporal_pattern_score": 79.35, "behavior_consistency_score": 54.70}, "transaction_pattern_category": "High-risk"}'
'RISK_MVRJL',0.931,'Unknown',42,3,31.70,392,9897.90,48.790,17.60,9.7,1.2,9.9,'COMM_29QUC','TX_XTV9P','{"network_analysis": {"centrality_score": 51.335, "cluster_coefficient": null, "connection_diversity": 18.26}, "behavioral_analysis": {"geo_distribution_score": 23.0, "temporal_pattern_score": 14.85, "behavior_consistency_score": 39.63}, "transaction_pattern_category": "Normal"}'
'RISK_HVRN6',0.178,'Medium',31,4,91.40,218,86669.78,24.400,6.10,1.8,9.2,1.3,'COMM_X7OWI','TX_NGJKN','{"network_analysis": {"centrality_score": 8.681, "cluster_coefficient": null, "connection_diversity": 33.13}, "behavioral_analysis": {"geo_distribution_score": 63.3, "temporal_pattern_score": 28.14, "behavior_consistency_score": 34.28}, "transaction_pattern_category": "Normal"}'
'RISK_9PI7Q',0.859,'Low',22,9,96.50,647,62528.94,8.830,48.70,9.9,2.3,2.2,'COMM_0M2FM','TX_ZALWL','{"network_analysis": {"centrality_score": 43.893, "cluster_coefficient": null, "connection_diversity": 54.14}, "behavioral_analysis": {"geo_distribution_score": 98.4, "temporal_pattern_score": 67.52, "behavior_consistency_score": 28.41}, "transaction_pattern_category": "Normal"}'
'RISK_8SPXH',0.699,'Medium',9,9,99.70,128,14514.65,46.150,32.30,2.4,4.0,4.5,'COMM_UA8EC','TX_YIPKB','{"network_analysis": {"centrality_score": 79.904, "cluster_coefficient": null, "connection_diversity": 98.56}, "behavioral_analysis": {"geo_distribution_score": 90.2, "temporal_pattern_score": 10.32, "behavior_consistency_score": 3.16}, "transaction_pattern_category": "Suspicious"}'
'RISK_P76UB',0.433,'Low',26,5,8.10,197,56725.94,8.160,37.00,7.4,0.4,7.1,'COMM_3D8QG','TX_A0SMU','{"network_analysis": {"centrality_score": 13.535, "cluster_coefficient": null, "connection_diversity": 31.55}, "behavioral_analysis": {"geo_distribution_score": 29.6, "temporal_pattern_score": 39.15, "behavior_consistency_score": 30.94}, "transaction_pattern_category": "Suspicious"}'
'RISK_CAF15',0.757,'High',2,7,82.60,41,95817.77,44.130,13.90,7.2,4.2,5.2,'COMM_9MKND','TX_TM4O8','{"network_analysis": {"centrality_score": 20.144, "cluster_coefficient": null, "connection_diversity": 65.42}, "behavioral_analysis": {"geo_distribution_score": 97.2, "temporal_pattern_score": 78.99, "behavior_consistency_score": 79.80}, "transaction_pattern_category": "High-risk"}'
'RISK_3413O',0.557,'Unknown',28,2,62.40,724,24759.37,5.390,44.70,9.9,0.5,9.0,'COMM_JHX9I','TX_6VC7U','{"network_analysis": {"centrality_score": 24.152, "cluster_coefficient": null, "connection_diversity": 32.17}, "behavioral_analysis": {"geo_distribution_score": 31.8, "temporal_pattern_score": 74.92, "behavior_consistency_score": 72.97}, "transaction_pattern_category": "High-risk"}'
'RISK_U9709',0.877,'Medium',31,7,51.50,806,22033.91,38.150,95.20,9.3,0.9,1.9,'COMM_MM4WN','TX_QFI27','{"network_analysis": {"centrality_score": 68.473, "cluster_coefficient": null, "connection_diversity": 88.03}, "behavioral_analysis": {"geo_distribution_score": 39.3, "temporal_pattern_score": 38.11, "behavior_consistency_score": 99.68}, "transaction_pattern_category": "Normal"}'
'RISK_2URDU',0.164,'Unknown',39,7,58.00,454,16187.77,42.180,85.50,4.0,4.3,4.1,'COMM_E1WI0','TX_4PJB0','{"network_analysis": {"centrality_score": 23.579, "cluster_coefficient": null, "connection_diversity": 1.10}, "behavioral_analysis": {"geo_distribution_score": 74.8, "temporal_pattern_score": 93.01, "behavior_consistency_score": 30.92}, "transaction_pattern_category": "Normal"}'
'RISK_Z642Q',0.722,'Unknown',37,10,44.60,20,32571.45,14.380,86.80,6.5,4.6,5.0,'COMM_NY6PZ','TX_GXG4I','{"network_analysis": {"centrality_score": 16.245, "cluster_coefficient": null, "connection_diversity": 45.39}, "behavioral_analysis": {"geo_distribution_score": 5.3, "temporal_pattern_score": 43.36, "behavior_consistency_score": 52.16}, "transaction_pattern_category": "Suspicious"}'
'RISK_TVMU2',0.382,'High',2,8,22.10,137,73977.02,43.850,2.70,2.2,1.7,9.5,'COMM_KVN16','TX_3S7EY','{"network_analysis": {"centrality_score": 56.918, "cluster_coefficient": null, "connection_diversity": 5.93}, "behavioral_analysis": {"geo_distribution_score": 24.0, "temporal_pattern_score": 51.38, "behavior_consistency_score": 62.02}, "transaction_pattern_category": "High-risk"}'
'RISK_VPSQD',0.826,'High',29,9,22.60,308,29015.44,45.850,32.80,7.1,3.9,2.3,'COMM_XP4DQ','TX_G2O4U','{"network_analysis": {"centrality_score": 84.661, "cluster_coefficient": null, "connection_diversity": 7.36}, "behavioral_analysis": {"geo_distribution_score": 70.8, "temporal_pattern_score": 79.88, "behavior_consistency_score": 92.50}, "transaction_pattern_category": "Suspicious"}'
'RISK_SY7XF',0.616,'High',13,9,9.00,805,9023.25,5.800,35.30,9.1,2.0,7.0,'COMM_QKCZD','TX_0SWTO','{"network_analysis": {"centrality_score": 25.751, "cluster_coefficient": null, "connection_diversity": 3.11}, "behavioral_analysis": {"geo_distribution_score": 91.3, "temporal_pattern_score": 13.26, "behavior_consistency_score": 79.43}, "transaction_pattern_category": "High-risk"}'
'RISK_UK3K1',0.178,'Unknown',29,8,77.50,309,64555.24,20.090,72.60,0.8,3.8,5.8,'COMM_9M1F3','TX_FJT19','{"network_analysis": {"centrality_score": 20.837, "cluster_coefficient": null, "connection_diversity": 11.45}, "behavioral_analysis": {"geo_distribution_score": 85.3, "temporal_pattern_score": 72.37, "behavior_consistency_score": 27.15}, "transaction_pattern_category": "Suspicious"}'
'RISK_PAZMU',0.849,'High',30,8,8.70,758,81884.85,24.580,6.30,8.0,7.7,6.1,'COMM_FZZRY','TX_V10UI','{"network_analysis": {"centrality_score": 75.250, "cluster_coefficient": null, "connection_diversity": 96.49}, "behavioral_analysis": {"geo_distribution_score": 94.1, "temporal_pattern_score": 89.59, "behavior_consistency_score": 48.61}, "transaction_pattern_category": "High-risk"}'
'RISK_ARWXF',0.986,'High',39,4,21.40,176,20640.40,42.160,84.90,3.6,1.9,8.2,'COMM_WL6Z3','TX_MOWAY','{"network_analysis": {"centrality_score": 52.106, "cluster_coefficient": null, "connection_diversity": 78.52}, "behavioral_analysis": {"geo_distribution_score": 46.4, "temporal_pattern_score": 32.34, "behavior_consistency_score": 3.32}, "transaction_pattern_category": "High-risk"}'
'RISK_3A3MT',0.177,'Low',21,7,2.20,125,28562.64,10.300,0.20,4.8,8.7,3.4,'COMM_VTL8U','TX_I3MQ8','{"network_analysis": {"centrality_score": 39.462, "cluster_coefficient": null, "connection_diversity": 80.66}, "behavioral_analysis": {"geo_distribution_score": 97.9, "temporal_pattern_score": 42.19, "behavior_consistency_score": 19.47}, "transaction_pattern_category": "Normal"}'
'RISK_4RFNY',0.108,'Medium',13,1,5.80,11,20190.47,28.070,12.40,2.7,2.4,0.6,'COMM_AAELS','TX_XXFQ0','{"network_analysis": {"centrality_score": 86.479, "cluster_coefficient": null, "connection_diversity": 63.70}, "behavioral_analysis": {"geo_distribution_score": 55.4, "temporal_pattern_score": 63.88, "behavior_consistency_score": 0.22}, "transaction_pattern_category": "Suspicious"}'
'RISK_8QKYX',0.942,'High',22,4,92.20,586,83218.17,39.560,96.90,9.0,6.3,5.1,'COMM_L9T80','TX_LFLDN','{"network_analysis": {"centrality_score": 86.292, "cluster_coefficient": null, "connection_diversity": 24.45}, "behavioral_analysis": {"geo_distribution_score": 53.6, "temporal_pattern_score": 16.69, "behavior_consistency_score": 25.36}, "transaction_pattern_category": "Suspicious"}'
'RISK_EZEO4',0.738,'High',12,7,94.20,584,40160.53,18.870,54.60,9.5,7.2,3.8,'COMM_WQE2Z','TX_PK8IN','{"network_analysis": {"centrality_score": 99.387, "cluster_coefficient": 0.7081, "connection_diversity": 62.13}, "behavioral_analysis": {"geo_distribution_score": 19.8, "temporal_pattern_score": 22.39, "behavior_consistency_score": 70.50}, "transaction_pattern_category": "Normal"}'
'RISK_3JYF3',0.226,'High',39,5,31.40,467,86244.49,1.050,12.20,8.5,6.8,6.2,'COMM_6C7IF','TX_ORX25','{"network_analysis": {"centrality_score": 75.386, "cluster_coefficient": 0.2540, "connection_diversity": 57.85}, "behavioral_analysis": {"geo_distribution_score": 77.0, "temporal_pattern_score": 44.44, "behavior_consistency_score": 29.88}, "transaction_pattern_category": "High-risk"}'
'RISK_G13I3',0.442,'High',33,7,9.60,944,47822.97,4.970,7.30,8.2,9.6,3.4,'COMM_9K0BM','TX_GJUVR','{"network_analysis": {"centrality_score": 68.007, "cluster_coefficient": null, "connection_diversity": 19.35}, "behavioral_analysis": {"geo_distribution_score": 7.3, "temporal_pattern_score": 11.51, "behavior_consistency_score": 34.41}, "transaction_pattern_category": "Suspicious"}'
'RISK_0T11E',0.490,'High',18,8,19.50,168,68560.51,43.640,0.90,0.5,8.4,8.3,'COMM_05RMT','TX_1KD1Q','{"network_analysis": {"centrality_score": 37.519, "cluster_coefficient": null, "connection_diversity": 15.89}, "behavioral_analysis": {"geo_distribution_score": 71.3, "temporal_pattern_score": 72.27, "behavior_consistency_score": 5.92}, "transaction_pattern_category": "Normal"}'
'RISK_YV006',0.797,'Medium',44,7,52.20,503,35116.45,10.790,93.30,3.9,3.0,8.3,'COMM_UA9U9','TX_V0C06','{"network_analysis": {"centrality_score": 0.013, "cluster_coefficient": null, "connection_diversity": 24.92}, "behavioral_analysis": {"geo_distribution_score": 55.2, "temporal_pattern_score": 11.05, "behavior_consistency_score": 25.80}, "transaction_pattern_category": "High-risk"}'
'RISK_OL1N2',0.843,'Low',33,10,10.70,738,76686.74,0.340,17.40,9.6,0.8,1.6,'COMM_78QER','TX_L5DDJ','{"network_analysis": {"centrality_score": 31.395, "cluster_coefficient": null, "connection_diversity": 27.32}, "behavioral_analysis": {"geo_distribution_score": 67.9, "temporal_pattern_score": 17.53, "behavior_consistency_score": 44.75}, "transaction_pattern_category": "Suspicious"}'
