'COMM_PMX46',8,44,'Suspected',18.200,9.125,48.66,'Standard','Internal',7,'Low','Variable',0.402,12,48.13,12,'TX_RMD75','PROD_FS36R'
'COMM_KT4TA',1,70,'No',70.100,6.594,28.31,'Standard','Mixed',34,'Low','Consistent',0.310,7,49.86,9,'TX_F9935','PROD_OPQ6D'
'COMM_ZF884',7,84,'No',22.400,2.776,3.62,'Standard','Mixed',39,'Low','Consistent',0.689,19,95.09,5,'TX_382IO','PROD_50MK0'
'COMM_I20X4',9,72,'Yes',13.500,8.813,27.00,'Enhanced','Internal',20,'Low','Consistent',0.085,61,48.00,15,'TX_H8E38','PROD_CSN3M'
'COMM_0IO3N',10,70,'Yes',92.600,9.956,14.24,'Enhanced','External',30,'Medium','Variable',0.434,68,25.66,4,'TX_WU7IN','PROD_O5HVI'
'COMM_P58FN',2,60,'Yes',94.400,8.568,18.54,'Custom','Internal',33,'Medium','Consistent',0.533,68,63.45,36,'TX_NEOKB','PROD_JW3C0'
'COMM_S4BIH',9,35,'No',76.300,8.676,41.87,'Enhanced','Mixed',19,'Low','Suspicious',0.740,32,63.95,32,'TX_EOXJ3','PROD_Z5SND'
'COMM_KVUWJ',2,13,'Yes',81.800,1.091,31.23,'Standard','Internal',26,'High','Suspicious',0.211,73,11.90,27,'TX_4ESWA','PROD_NA44W'
'COMM_IFW29',4,70,'No',74.200,2.814,46.24,'Enhanced','External',16,'Medium','Consistent',0.295,72,32.62,10,'TX_U1QKV','PROD_4BXFS'
'COMM_HBF7Z',2,4,'Suspected',75.300,0.743,82.07,'Enhanced','Mixed',37,'Medium','Suspicious',0.390,64,30.05,27,'TX_578KF','PROD_1IIV9'
'COMM_BP7SE',6,38,'Yes',32.300,8.537,76.82,'Standard','Mixed',50,'High','Suspicious',0.556,26,88.43,16,'TX_X0AN0','PROD_GO69M'
'COMM_DDAEL',3,58,'No',81.500,2.957,76.17,'Standard','Mixed',41,'High','Suspicious',0.950,56,23.14,14,'TX_Z7BDH','PROD_NUQF4'
'COMM_BE6A4',10,69,'No',82.600,0.194,4.92,'Custom','Internal',7,'Low','Variable',0.393,40,70.39,49,'TX_MJAFA','PROD_Z9G83'
'COMM_400NR',2,97,'No',86.600,6.672,64.60,'Enhanced','Internal',0,'Low','Variable',0.097,49,80.29,10,'TX_1H1UC','PROD_8EWY2'
'COMM_ADGBK',6,49,'Yes',76.900,1.562,40.34,'Custom','External',33,'Low','Consistent',0.668,59,80.81,7,'TX_80FD5','PROD_E9963'
'COMM_WKL7K',1,59,'Yes',51.500,6.028,41.28,'Standard','Internal',10,'High','Suspicious',0.385,61,11.29,31,'TX_6S26P','PROD_BSERE'
'COMM_DZSZL',1,52,'No',37.400,8.276,53.59,'Custom','Internal',45,'Low','Consistent',0.669,15,99.86,35,'TX_3X65Z','PROD_UIPED'
'COMM_5N5UA',7,36,'Suspected',42.000,3.432,74.46,'Enhanced','Internal',15,'Medium','Consistent',0.532,87,57.24,35,'TX_N4QEJ','PROD_PPX3S'
'COMM_RYHTZ',4,2,'Yes',41.900,6.245,51.32,'Custom','External',8,'Low','Suspicious',0.550,1,17.08,50,'TX_583P5','PROD_6KSJQ'
'COMM_JMQXV',3,77,'No',59.800,1.876,6.24,'Enhanced','External',46,'Low','Variable',0.372,82,32.12,35,'TX_0YFC4','PROD_5PQSO'
'COMM_A0EM6',7,6,'No',95.000,4.814,47.31,'Enhanced','Internal',43,'High','Consistent',0.384,59,21.92,31,'TX_4YRR4','PROD_JRBX8'
'COMM_5E62K',7,47,'Yes',5.500,7.213,52.59,'Custom','Internal',15,'High','Variable',0.770,28,96.93,39,'TX_HTVIR','PROD_M3A5X'
'COMM_SYKJI',7,10,'No',33.500,4.684,83.86,'Enhanced','Internal',46,'Low','Consistent',0.683,9,71.34,50,'TX_TWKY7','PROD_LM40Y'
'COMM_HSORT',1,32,'Yes',97.400,7.046,83.03,'Standard','Mixed',31,'High','Suspicious',0.902,38,29.57,13,'TX_Q0544','PROD_4OIKN'
'COMM_OSEOR',9,56,'Suspected',31.200,8.062,23.36,'Custom','Mixed',43,'Low','Consistent',0.474,78,74.95,42,'TX_TBXMC','PROD_SQN76'
'COMM_PBM6V',7,33,'Yes',13.200,4.196,7.53,'Standard','External',23,'Low','Suspicious',0.830,0,41.62,44,'TX_MJF44','PROD_PE4W1'
'COMM_5T3UI',8,20,'Yes',20.900,3.480,54.88,'Custom','Mixed',33,'Low','Suspicious',0.498,38,68.43,26,'TX_YDLB4','PROD_32YPV'
'COMM_LLDFN',1,49,'Suspected',29.400,8.544,1.70,'Standard','Mixed',9,'Low','Suspicious',0.573,5,69.64,33,'TX_IEH20','PROD_8UD3D'
'COMM_85WG3',5,88,'Suspected',87.700,5.982,74.60,'Custom','External',11,'High','Suspicious',0.972,16,86.64,48,'TX_184FV','PROD_WUXW0'
'COMM_IOWYC',9,43,'Suspected',24.000,5.732,87.78,'Custom','Mixed',21,'Medium','Consistent',0.718,0,20.26,37,'TX_9FR9U','PROD_YF29Q'
'COMM_CI3DW',10,94,'No',6.900,7.347,33.02,'Standard','Mixed',27,'Medium','Consistent',0.467,59,16.81,6,'TX_TR6GU','PROD_TLRU2'
'COMM_6HLH0',8,97,'Suspected',77.300,9.848,6.17,'Standard','External',1,'High','Variable',0.067,45,98.88,4,'TX_TRWUX','PROD_UHNKY'
'COMM_LSXYO',9,83,'Yes',79.700,7.684,21.23,'Custom','External',34,'Medium','Variable',0.169,59,39.65,43,'TX_LRDEX','PROD_5TD5P'
'COMM_8IEKH',8,77,'Yes',12.700,5.759,46.63,'Enhanced','Internal',3,'High','Suspicious',0.900,34,78.28,40,'TX_HT9VQ','PROD_D85BA'
'COMM_MK2JR',3,93,'Yes',71.800,4.867,32.69,'Custom','External',11,'Medium','Variable',0.331,1,89.84,33,'TX_OHBUM','PROD_ET13X'
'COMM_BM3TP',1,23,'No',54.500,1.856,61.14,'Custom','External',28,'Medium','Suspicious',0.839,92,84.80,21,'TX_K7C3S','PROD_9BPRV'
'COMM_YI7W4',5,86,'No',68.500,6.683,40.58,'Enhanced','Internal',9,'High','Consistent',0.109,93,36.20,45,'TX_3Q7JJ','PROD_WCDBG'
'COMM_H7KH6',10,32,'Yes',31.900,5.440,32.92,'Enhanced','Mixed',31,'Medium','Suspicious',0.462,17,39.30,33,'TX_772LB','PROD_SVQXE'
'COMM_HIIIU',8,52,'Suspected',62.300,0.981,57.66,'Enhanced','Mixed',17,'High','Variable',0.629,27,92.31,4,'TX_Y5XO7','PROD_08AVL'
'COMM_W0UDM',4,69,'Suspected',69.500,6.139,43.74,'Standard','External',12,'Medium','Consistent',0.221,8,59.92,31,'TX_PUUHY','PROD_ZAWUW'
'COMM_9XOAP',7,60,'Suspected',57.700,1.796,24.55,'Standard','External',42,'High','Suspicious',0.833,76,67.52,14,'TX_U9WX5','PROD_STRZL'
'COMM_5SKD2',9,66,'Suspected',85.500,6.329,99.20,'Custom','External',29,'Medium','Variable',0.975,79,31.91,19,'TX_H9M5I','PROD_RDSNT'
'COMM_EM5VR',10,58,'No',96.700,6.872,17.79,'Standard','Mixed',43,'Low','Consistent',0.168,88,30.41,43,'TX_NPR6H','PROD_SFL4Q'
'COMM_TVJ4Q',6,0,'Suspected',46.200,6.697,10.13,'Standard','Mixed',28,'Medium','Variable',0.534,81,84.52,22,'TX_SCZLN','PROD_QX3FF'
'COMM_LPB41',8,43,'Suspected',78.600,8.350,46.32,'Standard','Mixed',50,'Medium','Variable',0.703,15,87.52,16,'TX_DE8M0','PROD_R9NGL'
'COMM_T4PCP',5,6,'Suspected',23.100,3.673,57.56,'Custom','External',32,'High','Variable',0.029,65,50.45,45,'TX_Q0DCI','PROD_JYYCM'
'COMM_ZGXPO',8,24,'Suspected',79.700,0.179,46.29,'Custom','Internal',50,'High','Suspicious',0.095,25,68.53,19,'TX_L1GJX','PROD_BI752'
'COMM_1IXJB',5,49,'Suspected',90.700,6.202,32.10,'Custom','External',5,'High','Suspicious',0.457,100,63.21,22,'TX_B0MU1','PROD_5XWK5'
'COMM_KZV42',4,50,'No',88.000,8.021,57.31,'Custom','Internal',9,'Low','Suspicious',0.596,23,54.11,32,'TX_KJIP1','PROD_RHEHR'
'COMM_CRRJ9',3,63,'Suspected',27.300,5.833,86.67,'Enhanced','Mixed',3,'Medium','Consistent',0.442,40,50.93,10,'TX_VLDNF','PROD_8Q81K'
'COMM_1AQ8H',5,29,'No',91.200,0.193,99.82,'Standard','External',36,'High','Suspicious',0.581,35,2.18,3,'TX_GQKNA','PROD_LDYXW'
'COMM_I9579',8,74,'No',44.200,0.496,7.50,'Standard','External',1,'High','Consistent',0.055,52,60.50,43,'TX_OB63Q','PROD_M8OEW'
'COMM_IJLRQ',2,73,'No',76.300,4.991,20.74,'Custom','Internal',32,'Medium','Suspicious',0.902,51,54.96,50,'TX_ZVC43','PROD_VWEHH'
'COMM_BXOVB',3,21,'No',46.000,2.038,48.15,'Custom','Internal',15,'Medium','Consistent',0.182,93,66.35,26,'TX_EPMPZ','PROD_WUDLG'
'COMM_7Y7MO',9,53,'Suspected',32.400,3.483,20.19,'Enhanced','Mixed',31,'Medium','Suspicious',0.440,1,78.00,29,'TX_SUU62','PROD_UDWNV'
'COMM_DNBZ8',10,97,'No',93.800,3.728,71.01,'Custom','Mixed',36,'High','Suspicious',0.754,59,58.48,45,'TX_7T8IG','PROD_RO3FY'
'COMM_SAYAI',7,53,'Suspected',16.400,8.781,25.29,'Standard','External',14,'Low','Variable',0.591,80,77.62,23,'TX_09D8I','PROD_4E32L'
'COMM_CVT5E',3,46,'Suspected',41.900,4.343,35.19,'Custom','Internal',18,'Low','Consistent',0.965,19,9.61,30,'TX_4FIJD','PROD_8CAJS'
'COMM_DBAK9',9,75,'Suspected',57.800,4.970,79.21,'Enhanced','Internal',9,'High','Variable',0.387,30,19.58,15,'TX_83HP3','PROD_4TK73'
'COMM_1NE1C',6,42,'No',26.000,7.601,21.24,'Standard','Internal',26,'Low','Suspicious',0.179,41,85.84,44,'TX_31UFK','PROD_T9PSE'
'COMM_IXJOJ',9,76,'Yes',13.800,7.516,22.69,'Standard','External',5,'High','Suspicious',0.354,30,4.19,41,'TX_VP1RM','PROD_B9ZPA'
'COMM_LHOC3',1,78,'Suspected',65.900,2.929,89.17,'Enhanced','Internal',40,'Medium','Consistent',0.367,82,28.10,42,'TX_A5FBH','PROD_FCIYN'
'COMM_2DQQX',2,65,'Suspected',14.600,4.609,46.88,'Standard','External',49,'Low','Suspicious',0.590,15,23.36,28,'TX_TZWOK','PROD_NZYGW'
'COMM_78UXQ',9,69,'Yes',14.000,1.443,17.39,'Standard','Internal',17,'Medium','Suspicious',0.677,7,59.49,29,'TX_CHWWL','PROD_PAWYL'
'COMM_1CEBQ',9,12,'Yes',63.400,5.751,83.35,'Enhanced','External',25,'Low','Variable',0.853,97,24.42,24,'TX_XSY4G','PROD_NARLI'
'COMM_AR8X7',5,97,'Suspected',56.800,5.927,75.51,'Custom','Mixed',0,'Medium','Variable',0.008,8,50.46,35,'TX_8SRZ1','PROD_DLWX1'
'COMM_OWKN8',1,46,'Yes',37.000,5.256,39.87,'Custom','Mixed',41,'Low','Consistent',0.053,92,92.26,14,'TX_YMO0Z','PROD_LP5UT'
'COMM_5CFPK',9,44,'Suspected',43.200,2.932,81.44,'Standard','Internal',4,'Medium','Consistent',0.720,34,32.87,10,'TX_U4AP1','PROD_GP0FX'
'COMM_RN65A',1,20,'No',56.500,7.911,30.75,'Standard','External',29,'Low','Variable',0.947,18,36.33,11,'TX_AFK1Y','PROD_TDWVE'
'COMM_RPDCL',4,46,'Yes',5.400,6.739,53.09,'Standard','Mixed',37,'Low','Variable',0.391,34,1.06,17,'TX_33IPO','PROD_LIV0D'
'COMM_27JWB',10,57,'Yes',0.300,6.395,96.46,'Custom','Mixed',6,'Medium','Consistent',0.775,83,0.35,27,'TX_LDAM4','PROD_Y7OH4'
'COMM_23DPP',3,52,'No',40.800,6.099,98.72,'Custom','Internal',21,'Low','Suspicious',0.581,88,61.81,46,'TX_HF5JB','PROD_P8DNP'
'COMM_WJZ4P',8,36,'Suspected',83.100,4.344,36.45,'Enhanced','External',38,'Medium','Suspicious',0.381,35,94.86,44,'TX_BXJPH','PROD_7RN3I'
'COMM_WXFKQ',8,20,'No',73.300,9.236,66.08,'Standard','Mixed',44,'Medium','Suspicious',0.579,38,20.85,23,'TX_7UZBI','PROD_GRV1E'
'COMM_T947I',8,89,'Suspected',99.700,8.790,80.57,'Custom','External',30,'High','Suspicious',0.269,6,1.39,25,'TX_YI4LN','PROD_DER62'
'COMM_YTB8D',10,54,'Suspected',75.300,9.513,11.73,'Standard','Internal',28,'Medium','Consistent',0.311,80,32.42,35,'TX_AZF6Q','PROD_WOV8O'
'COMM_YCO1X',2,69,'No',75.500,5.976,93.70,'Custom','Internal',30,'Medium','Suspicious',0.715,43,45.07,41,'TX_YFU3H','PROD_KRGGL'
'COMM_9QUT4',6,66,'Suspected',62.200,5.775,82.38,'Standard','Internal',50,'Low','Consistent',0.860,71,32.65,22,'TX_IDG6C','PROD_L6FEI'
'COMM_HTUG4',9,29,'Yes',79.600,4.629,6.41,'Enhanced','External',13,'High','Consistent',0.491,99,94.20,29,'TX_5W5VQ','PROD_CLY5V'
'COMM_RSQXW',3,29,'Suspected',38.400,1.358,12.55,'Standard','Internal',21,'High','Variable',0.180,67,66.77,6,'TX_D1JBQ','PROD_W3IE2'
'COMM_NRGXV',9,1,'Suspected',41.500,2.522,16.77,'Enhanced','External',25,'Low','Suspicious',0.836,92,63.30,46,'TX_7XNMR','PROD_6Z75M'
'COMM_A08TM',5,21,'Yes',3.800,2.616,1.21,'Enhanced','External',23,'Low','Suspicious',0.048,19,53.69,16,'TX_9KFGJ','PROD_BD9HQ'
'COMM_MLXBU',2,20,'No',76.900,9.404,58.88,'Custom','External',29,'Medium','Suspicious',0.699,57,47.07,46,'TX_FFAKI','PROD_PBSVB'
'COMM_ESVAG',6,31,'No',54.900,3.302,15.16,'Standard','Internal',26,'Low','Suspicious',0.018,47,1.52,48,'TX_HSW6Z','PROD_XZ4G7'
'COMM_LX7NI',10,4,'Suspected',19.700,0.096,45.53,'Enhanced','External',23,'High','Suspicious',0.341,66,41.13,32,'TX_XEFEE','PROD_6D1YB'
'COMM_IKTT0',6,90,'No',13.600,0.909,21.47,'Custom','External',3,'Medium','Suspicious',0.059,72,69.88,14,'TX_15K02','PROD_QRI2I'
'COMM_XKMEN',6,89,'No',81.400,3.718,9.57,'Custom','Internal',41,'Medium','Suspicious',0.507,54,81.25,50,'TX_Z5T2D','PROD_5VK9J'
'COMM_CE8VB',4,8,'No',87.000,3.069,10.23,'Enhanced','Internal',4,'Medium','Suspicious',0.236,77,29.50,10,'TX_Y0W1T','PROD_A0JA5'
'COMM_OHVM2',5,86,'Yes',8.400,4.853,43.19,'Standard','External',39,'Low','Variable',0.150,51,6.27,14,'TX_GFGEO','PROD_MKL1P'
'COMM_3WK36',2,87,'No',40.900,8.483,51.11,'Standard','Internal',39,'Low','Suspicious',0.211,36,26.70,9,'TX_U1XH0','PROD_4JDVS'
'COMM_KC3BU',8,47,'No',99.600,3.889,53.17,'Standard','Mixed',10,'Medium','Suspicious',0.830,66,98.14,22,'TX_1AXOM','PROD_945JL'
'COMM_GV7I7',7,28,'No',75.400,8.425,34.99,'Standard','Internal',40,'High','Consistent',0.728,59,91.89,24,'TX_K1A5T','PROD_R2LIA'
'COMM_I85V3',9,28,'No',95.100,5.507,39.30,'Standard','Mixed',18,'High','Consistent',0.215,88,28.55,19,'TX_AQNHI','PROD_ZRZ2V'
'COMM_29QUC',8,9,'Suspected',90.900,7.520,23.09,'Custom','Internal',8,'Medium','Variable',0.914,58,32.42,15,'TX_XTV9P','PROD_H24DR'
'COMM_X7OWI',5,0,'Suspected',50.900,3.057,96.39,'Enhanced','Internal',1,'Low','Suspicious',0.771,26,85.98,42,'TX_NGJKN','PROD_EUBKV'
'COMM_QF7P4',8,79,'Yes',47.200,0.879,91.30,'Enhanced','Mixed',45,'Medium','Consistent',0.299,50,27.53,37,'TX_TNQEV','PROD_3AJYA'
'COMM_0M2FM',4,88,'Yes',82.000,0.846,2.26,'Standard','Mixed',40,'High','Consistent',0.980,21,84.20,33,'TX_ZALWL','PROD_GGY94'
'COMM_UA8EC',8,99,'No',32.500,8.970,44.48,'Standard','Internal',43,'High','Suspicious',0.882,41,14.50,13,'TX_YIPKB','PROD_BSBOH'
'COMM_3D8QG',5,70,'Suspected',15.800,4.383,73.97,'Standard','Internal',7,'Low','Suspicious',0.136,78,9.78,21,'TX_A0SMU','PROD_7J74L'
'COMM_9MKND',3,69,'Suspected',42.700,3.618,85.51,'Standard','External',19,'Low','Consistent',0.234,87,56.60,29,'TX_TM4O8','PROD_46IT8'
'COMM_JHX9I',3,85,'Suspected',31.100,7.111,71.22,'Custom','Mixed',43,'High','Suspicious',0.849,100,0.46,11,'TX_6VC7U','PROD_5ZR9C'
'COMM_MM4WN',8,60,'No',67.100,1.482,70.41,'Custom','Mixed',12,'Medium','Suspicious',0.398,85,54.89,34,'TX_QFI27','PROD_I7NR3'
'COMM_E1WI0',9,65,'Suspected',86.500,9.943,59.53,'Enhanced','External',6,'High','Consistent',0.486,41,18.98,6,'TX_4PJB0','PROD_0EOCS'
'COMM_NY6PZ',2,8,'No',55.000,4.718,3.22,'Standard','Mixed',22,'Low','Suspicious',0.514,17,37.04,42,'TX_GXG4I','PROD_CWNFC'
'COMM_KVN16',5,61,'Suspected',66.700,3.321,15.90,'Enhanced','Internal',3,'Low','Consistent',0.114,5,16.35,23,'TX_3S7EY','PROD_M9B04'
'COMM_XP4DQ',1,93,'Yes',58.500,4.059,70.88,'Standard','Mixed',15,'Low','Consistent',0.710,33,85.66,42,'TX_G2O4U','PROD_C53JZ'
'COMM_QKCZD',3,78,'No',22.000,9.797,82.75,'Enhanced','Internal',22,'Medium','Consistent',0.207,6,15.33,39,'TX_0SWTO','PROD_EQ3CX'
'COMM_9M1F3',7,96,'No',92.200,7.509,15.43,'Standard','Mixed',34,'Medium','Consistent',0.556,10,99.77,39,'TX_FJT19','PROD_F1H41'
'COMM_FZZRY',6,31,'Yes',25.300,0.638,62.28,'Enhanced','Mixed',38,'High','Suspicious',0.532,21,95.33,31,'TX_V10UI','PROD_DF06A'
'COMM_WL6Z3',1,58,'Suspected',82.200,0.531,41.23,'Enhanced','External',28,'High','Suspicious',0.586,27,6.38,12,'TX_MOWAY','PROD_LN9N3'
'COMM_VTL8U',2,96,'Yes',97.900,9.171,1.03,'Standard','External',18,'Low','Consistent',0.944,40,47.91,24,'TX_I3MQ8','PROD_AKQGR'
'COMM_AAELS',1,0,'Yes',86.400,6.315,20.93,'Standard','Mixed',39,'Low','Consistent',0.908,11,78.46,25,'TX_XXFQ0','PROD_C6J84'
'COMM_L9T80',1,35,'No',58.900,8.790,5.77,'Custom','Internal',26,'Low','Consistent',0.929,69,74.99,40,'TX_LFLDN','PROD_JM812'
'COMM_9K0BM',2,37,'Suspected',88.900,1.351,40.52,'Standard','External',8,'Medium','Variable',0.165,2,76.93,15,'TX_GJUVR','PROD_XYT8Y'
'COMM_05RMT',5,11,'Yes',34.000,9.741,96.90,'Enhanced','Internal',34,'High','Consistent',0.830,15,91.23,44,'TX_1KD1Q','PROD_JSII5'
'COMM_UA9U9',7,39,'Yes',42.900,4.998,23.79,'Standard','External',38,'Medium','Consistent',0.514,76,99.94,32,'TX_V0C06','PROD_6DCWB'
'COMM_78QER',6,92,'No',57.200,1.188,93.94,'Custom','Internal',48,'Medium','Variable',0.010,17,51.92,18,'TX_L5DDJ','PROD_L4VC3'
'COMM_QIW7G',6,57,'Suspected',77.200,3.694,79.78,'Enhanced','Internal',37,'High','Suspicious',0.627,17,0.17,45,'TX_0AAZK','PROD_MQJR9'
'COMM_5HS09',7,20,'Suspected',36.900,6.665,41.64,'Custom','Mixed',48,'Low','Suspicious',0.185,97,60.89,43,'TX_0MY41','PROD_76FGN'
'COMM_Y7IWW',6,65,'Yes',50.100,3.315,9.80,'Enhanced','Internal',40,'Low','Variable',0.675,87,98.30,20,'TX_W35M1','PROD_TDFS0'
'COMM_G8FU9',6,80,'Suspected',95.200,3.581,5.65,'Custom','Mixed',17,'Low','Variable',0.522,81,9.40,28,'TX_UW900','PROD_L184P'
'COMM_69E2F',10,58,'No',43.500,6.621,20.20,'Custom','Internal',7,'Medium','Variable',0.175,99,9.28,46,'TX_70PZ2','PROD_9ZZUQ'
'COMM_H27D2',9,98,'Suspected',8.400,0.943,49.94,'Enhanced','Internal',8,'Low','Consistent',0.830,12,94.20,46,'TX_N5G03','PROD_86HGQ'
'COMM_G0GUS',6,39,'No',90.100,1.061,11.86,'Enhanced','External',38,'Medium','Consistent',0.882,53,97.84,35,'TX_3KT6K','PROD_PNVMD'
'COMM_OKBOZ',8,78,'Suspected',74.700,7.794,46.24,'Standard','Internal',31,'High','Variable',0.752,81,55.88,49,'TX_XTWVM','PROD_4FLQ7'
'COMM_K742L',6,100,'No',62.600,0.751,74.05,'Enhanced','Mixed',8,'Low','Suspicious',0.957,63,19.47,14,'TX_YZ93N','PROD_YXGT0'
'COMM_GD6HL',10,57,'Suspected',46.000,0.648,96.89,'Enhanced','Internal',18,'Medium','Suspicious',0.993,89,9.06,44,'TX_EZ2HL','PROD_9SKIX'
'COMM_ZLTAU',1,9,'No',42.700,4.388,97.13,'Enhanced','External',46,'Medium','Consistent',0.745,42,71.79,48,'TX_EPNB3','PROD_PCDY4'
'COMM_OD7MQ',10,3,'No',44.500,9.676,25.93,'Enhanced','Internal',3,'High','Variable',0.644,77,76.18,16,'TX_S98KD','PROD_DKCXF'
'COMM_WQE2Z',5,79,'No',57.600,4.888,55.88,'Custom','Mixed',0,'Medium','Consistent',0.055,27,62.47,34,'TX_PK8IN','PROD_T660I'
'COMM_6D77L',10,24,'No',95.800,0.829,69.56,'Standard','Internal',17,'High','Variable',0.118,44,2.58,31,'TX_KW279','PROD_LTQMM'
'COMM_6C7IF',6,25,'Yes',26.100,3.584,86.99,'Standard','External',23,'Low','Variable',0.503,18,65.38,33,'TX_ORX25','PROD_LH10I'
'COMM_64EGW',6,49,'Yes',59.600,9.951,9.23,'Standard','Internal',4,'High','Variable',0.936,65,22.48,44,'TX_EFXGG','PROD_P2P6A'
'COMM_2SYRV',5,35,'Yes',82.200,8.764,41.59,'Custom','Internal',15,'Low','Variable',0.493,13,82.48,23,'TX_CMDMU','PROD_9TQ58'
'COMM_MIX5L',5,23,'Yes',32.700,0.829,76.27,'Standard','Internal',11,'High','Variable',0.242,97,6.97,25,'TX_5JHCF','PROD_CQPTX'
'COMM_H3JWK',10,29,'No',87.200,1.855,73.73,'Enhanced','External',24,'High','Consistent',0.173,81,44.01,11,'TX_NMK4B','PROD_UJOF2'
'COMM_PAZNL',1,66,'No',54.500,5.336,78.73,'Custom','Mixed',17,'Medium','Variable',0.821,3,19.70,42,'TX_CUO0P','PROD_SG3JX'
'COMM_5GORU',8,16,'Yes',4.900,0.042,95.80,'Standard','External',19,'Medium','Variable',0.973,78,66.24,50,'TX_5C7JJ','PROD_60VXL'
'COMM_K6Q49',9,9,'No',43.800,2.263,0.62,'Standard','External',26,'High','Variable',0.222,34,47.83,44,'TX_LSZ08','PROD_4MWVN'
'COMM_RYSJ8',8,80,'No',45.200,2.298,23.66,'Standard','External',46,'Medium','Variable',0.752,63,94.07,14,'TX_EQ8MG','PROD_CJG3B'
'COMM_2WY0Z',2,42,'Suspected',80.600,8.523,35.46,'Standard','Mixed',48,'Medium','Consistent',0.967,4,14.58,50,'TX_A1BF7','PROD_DGZ4E'
'COMM_HOMXM',1,45,'Yes',4.300,3.161,27.16,'Custom','Mixed',1,'Low','Suspicious',0.336,54,30.30,11,'TX_RPZP4','PROD_LHNAH'
'COMM_IJLTS',1,23,'No',3.800,9.743,95.34,'Custom','External',14,'High','Consistent',0.646,12,79.92,34,'TX_LAUJX','PROD_AA1HL'
'COMM_W1JRA',3,39,'Suspected',6.100,7.440,55.40,'Enhanced','Internal',8,'Medium','Consistent',0.246,8,68.16,9,'TX_Z2HGW','PROD_W4OYL'
'COMM_LEGQI',9,34,'Yes',78.100,1.567,23.60,'Custom','Internal',23,'Low','Consistent',0.003,32,15.33,22,'TX_F09RJ','PROD_J3C4K'
'COMM_BJ6GZ',4,81,'Suspected',67.200,2.512,27.48,'Enhanced','External',46,'Low','Suspicious',0.993,31,79.37,8,'TX_BMDX3','PROD_FL0QN'
'COMM_EH4PH',10,90,'No',72.200,8.627,60.70,'Enhanced','External',15,'Low','Variable',0.294,64,62.77,19,'TX_ZSRWD','PROD_NGHUN'
'COMM_FAV7D',7,96,'Yes',87.200,3.663,22.75,'Standard','External',46,'High','Suspicious',0.046,78,20.77,29,'TX_I031Y','PROD_O0NMX'
'COMM_L5RV3',7,7,'No',90.300,7.928,90.56,'Custom','Mixed',4,'High','Variable',0.475,93,95.05,24,'TX_AU8EL','PROD_TAJ47'
'COMM_POZ8Y',8,40,'No',7.800,8.954,92.52,'Custom','Internal',22,'Low','Consistent',0.407,11,29.27,13,'TX_ISS9V','PROD_G9VR3'
'COMM_4RLRB',9,33,'Yes',11.100,1.260,80.17,'Standard','Internal',35,'Low','Variable',0.330,100,74.76,10,'TX_T77LJ','PROD_A0299'
'COMM_OSIHU',7,95,'Yes',27.300,6.578,34.48,'Standard','Mixed',41,'Medium','Suspicious',0.669,90,96.36,26,'TX_VQANB','PROD_9WWZ3'
'COMM_AJDBR',1,48,'Yes',70.300,1.462,73.73,'Enhanced','External',9,'Medium','Suspicious',0.907,23,88.19,6,'TX_61PBB','PROD_TQZKF'
'COMM_DLWOM',2,39,'No',6.300,2.564,84.81,'Enhanced','Mixed',22,'Low','Consistent',0.963,36,33.13,14,'TX_1UJA3','PROD_Z8EQM'
'COMM_O1XM6',5,97,'Suspected',44.500,4.210,10.21,'Enhanced','External',47,'High','Variable',0.560,41,62.47,13,'TX_Q4M46','PROD_HWA1X'
'COMM_PK381',2,22,'Yes',90.300,1.921,92.70,'Custom','Internal',1,'Medium','Suspicious',0.420,21,43.11,11,'TX_NVELX','PROD_XX2RW'
'COMM_5BT9D',5,76,'Suspected',22.900,9.349,86.40,'Custom','Mixed',6,'Medium','Suspicious',0.578,96,33.89,46,'TX_RK5BO','PROD_AGXWV'
'COMM_6JC4Y',8,63,'Yes',62.400,5.589,83.85,'Standard','External',50,'Medium','Suspicious',0.978,1,39.65,26,'TX_E1RG7','PROD_W00EZ'
'COMM_NI56Z',9,8,'Yes',23.400,1.960,64.56,'Standard','Internal',35,'High','Consistent',0.960,25,82.43,40,'TX_3TQMY','PROD_B8MGH'
'COMM_SRRL5',10,5,'Yes',2.300,1.530,57.12,'Custom','External',5,'Low','Suspicious',0.879,94,75.21,44,'TX_WLP0F','PROD_1R8WK'
'COMM_OJAQZ',10,15,'Suspected',98.400,9.571,3.38,'Enhanced','External',45,'Medium','Variable',0.088,1,94.99,41,'TX_FJKPK','PROD_6CTMZ'
'COMM_NN1ZQ',4,2,'Suspected',20.900,2.196,92.64,'Custom','Internal',10,'Medium','Suspicious',0.666,42,34.59,49,'TX_2LYL9','PROD_8E4O0'
'COMM_DEZCD',5,54,'Suspected',31.400,5.406,62.87,'Enhanced','Mixed',22,'High','Suspicious',0.570,89,49.83,13,'TX_6Q7C4','PROD_2DZW5'
'COMM_ONYLJ',4,56,'No',70.100,8.547,30.77,'Custom','Mixed',4,'Low','Consistent',0.779,68,42.90,20,'TX_0G6BB','PROD_NDT3M'
'COMM_Y3OBP',1,42,'Yes',60.300,1.206,86.38,'Custom','Mixed',17,'Medium','Suspicious',0.817,26,41.77,31,'TX_WS3VF','PROD_3YP68'
