'ENV_KNT4','DIST_3LJ3S','High','Limited',50.5,104.700,95.10,87.30,69.000,'High','Adequate',42.600,'Limited'
'ENV_GORI','DIST_WQXDW','Low','Adequate',54.3,426.600,17.50,19.90,26.700,'Medium','Limited',96.600,'Available'
'ENV_CO7J','DIST_0PLGM','High','Adequate',48.1,979.000,49.30,97.10,49.500,'High','Adequate',75.600,'Available'
'ENV_RMJE','DIST_YD771','Low','Limited',34.2,393.600,44.90,54.10,97.200,'Low','Limited',73.300,'Available'
'ENV_TSK7','DIST_Q8BUY','High','Adequate',15.7,919.800,16.70,99.10,37.900,'Low','Critical',23.700,'Available'
'ENV_MP1L','DIST_6W75V','Low','Critical',39.6,416.600,82.80,54.90,39.600,'High','Adequate',64.400,'Available'
'ENV_P7Q7','DIST_YEMSO','High','Limited',65.0,618.000,12.70,25.60,41.900,'High','Limited',30.900,'Available'
'ENV_B3RY','DIST_QXBKZ','Medium','Limited',18.0,793.800,67.00,46.70,64.700,'High','Adequate',25.400,'Available'
'ENV_O6GP','DIST_NNXTH','Low','Adequate',0.7,682.200,91.70,82.50,66.100,'Medium','Limited',62.500,'Available'
'ENV_KZJC','DIST_6ATB4','High','Adequate',83.8,671.100,81.70,73.60,30.100,'Medium','Limited',48.000,'Limited'
'ENV_T3TA','DIST_YGVYJ','Low','Adequate',83.1,702.900,37.80,26.70,96.100,'High','Critical',1.300,'Available'
'ENV_GGTX','DIST_90GIZ','High','Critical',84.9,563.800,52.50,86.40,89.400,'Medium','Adequate',72.200,'Available'
'ENV_9IWB','DIST_GKE94','High','Adequate',60.3,437.600,99.90,8.60,99.200,'Low','Adequate',96.800,'Limited'
'ENV_7B66','DIST_GZAH0','High','Limited',50.8,86.300,98.10,14.10,40.000,'High','Critical',11.500,'Available'
'ENV_MBSX','DIST_83J7Y','Medium','Limited',95.0,702.800,24.40,1.10,48.600,'Low','Adequate',5.000,'Available'
'ENV_HTA1','DIST_M2CJ6','Low','Limited',14.3,425.800,41.80,77.00,41.500,'Medium','Limited',51.400,'Limited'
'ENV_PQMU','DIST_F3WNH','Medium','Adequate',31.1,720.100,93.60,27.10,22.900,'Medium','Limited',45.300,'Available'
'ENV_9UPS','DIST_LCFOO','Low','Limited',80.2,81.000,35.70,17.70,94.300,'High','Critical',62.600,'Available'
'ENV_JB3K','DIST_7V1GP','Medium','Limited',96.5,687.600,25.80,61.00,24.100,'Medium','Limited',2.900,'Limited'
'ENV_PYYQ','DIST_41NC7','High','Critical',37.0,106.000,0.60,45.70,13.000,'Low','Limited',31.000,'Limited'
'ENV_AJKH','DIST_FHTQ6','Medium','Limited',25.4,167.300,55.40,66.30,78.400,'High','Adequate',82.700,'Available'
'ENV_1DOV','DIST_GXTK1','Medium','Limited',56.2,85.700,68.00,11.40,6.100,'Medium','Critical',91.400,'Available'
'ENV_J0BT','DIST_ESEZH','High','Critical',0.3,496.300,9.90,92.90,79.500,'Medium','Limited',2.000,'Available'
'ENV_9QXF','DIST_CAKP1','Medium','Critical',33.7,975.600,4.00,58.00,51.900,'High','Adequate',19.900,'Limited'
'ENV_PP28','DIST_V8Q25','Medium','Limited',38.0,628.400,62.00,43.90,71.800,'Medium','Critical',21.900,'Limited'
'ENV_4WL8','DIST_EGZWW','Low','Critical',39.8,995.300,35.00,23.50,31.200,'High','Limited',40.000,'Available'
'ENV_HOZM','DIST_BD7NA','Low','Limited',88.2,724.200,76.70,98.40,64.200,'Medium','Limited',29.100,'Available'
'ENV_GIDV','DIST_3PGF5','Low','Limited',73.5,522.000,72.80,1.70,87.700,'High','Critical',51.000,'Available'
'ENV_NREU','DIST_F0X6S','Medium','Limited',48.8,414.500,0.50,18.60,85.400,'High','Adequate',22.200,'Available'
'ENV_IFTX','DIST_QCH6E','Medium','Limited',74.3,312.600,81.40,85.90,41.600,'Low','Adequate',15.400,'Limited'
'ENV_LVHN','DIST_1SI5T','Low','Adequate',34.1,845.000,19.90,67.10,55.700,'Medium','Critical',9.300,'Available'
'ENV_GYTB','DIST_BOI50','High','Adequate',13.5,657.600,1.30,72.60,15.800,'Medium','Limited',0.800,'Limited'
'ENV_WSTA','DIST_L5G62','Low','Adequate',62.5,624.000,29.30,34.60,76.400,'High','Adequate',70.800,'Available'
'ENV_A5CK','DIST_5QCO2','High','Critical',98.0,950.500,59.40,71.50,83.500,'Low','Critical',57.100,'Limited'
'ENV_78QC','DIST_S91EA','High','Adequate',58.5,578.600,67.00,49.90,71.900,'High','Limited',98.300,'Available'
'ENV_4EWZ','DIST_E5EJA','High','Critical',64.6,864.700,20.20,41.50,85.500,'Low','Adequate',6.700,'Limited'
'ENV_8PJZ','DIST_F1NBI','Medium','Adequate',98.2,808.100,87.50,21.60,51.400,'Medium','Limited',39.300,'Available'
'ENV_0S50','DIST_E839I','High','Adequate',38.3,139.600,8.60,92.80,49.200,'Medium','Limited',84.900,'Available'
'ENV_YSE9','DIST_CIOAA','Medium','Limited',68.6,416.200,99.30,90.30,97.000,'Medium','Adequate',6.100,'Limited'
'ENV_DY0L','DIST_02996','Low','Adequate',2.2,664.500,22.60,35.10,8.900,'High','Limited',99.900,'Available'
'ENV_33L8','DIST_PY9N3','Medium','Limited',76.9,474.800,56.20,64.10,32.900,'Medium','Critical',56.800,'Available'
'ENV_DVWU','DIST_A7RJZ','High','Limited',38.2,892.800,25.10,52.80,45.400,'Low','Adequate',11.800,'Available'
'ENV_KKNW','DIST_3STAV','Medium','Limited',52.0,138.600,36.40,26.20,48.200,'High','Limited',55.400,'Limited'
'ENV_7S1G','DIST_SQ7VD','High','Limited',78.6,188.800,75.80,91.40,8.800,'High','Limited',3.900,'Available'
'ENV_R9CD','DIST_CYQD8','Low','Limited',33.6,77.900,54.50,50.30,36.400,'High','Critical',3.700,'Limited'
'ENV_2Y2R','DIST_M662O','High','Critical',18.7,108.900,28.60,49.20,34.700,'High','Adequate',34.200,'Available'
'ENV_CN9D','DIST_68DZ3','Low','Adequate',12.3,360.100,6.20,31.00,44.000,'Medium','Limited',61.300,'Available'
'ENV_RX2Y','DIST_GZFMH','Low','Critical',10.1,954.300,65.70,89.90,89.400,'High','Critical',29.200,'Available'
'ENV_4BS9','DIST_4PRK0','Low','Adequate',3.3,807.100,43.80,14.40,90.500,'Low','Critical',71.200,'Available'
'ENV_B8ZY','DIST_LIN9D','Low','Adequate',15.3,529.900,31.60,86.70,15.600,'Medium','Limited',52.100,'Available'
'ENV_5SHL','DIST_1B0GE','High','Critical',57.4,200.700,59.30,91.40,34.000,'Medium','Adequate',43.400,'Available'
'ENV_A8J7','DIST_XE505','Medium','Limited',39.8,369.400,11.40,49.90,46.500,'Low','Adequate',10.700,'Available'
'ENV_VWDH','DIST_SJVXM','High','Limited',34.0,954.500,40.10,87.10,82.700,'Medium','Limited',63.600,'Limited'
'ENV_U34U','DIST_WQ7QL','Medium','Adequate',61.4,830.600,78.00,27.20,18.500,'Low','Adequate',51.300,'Limited'
'ENV_HZSE','DIST_45IDS','High','Critical',43.1,503.600,48.20,45.00,73.200,'Low','Critical',44.400,'Limited'
'ENV_JBZ1','DIST_KWM69','High','Limited',26.1,651.100,18.00,63.20,93.800,'High','Adequate',23.300,'Available'
'ENV_QJPK','DIST_BBJZ1','Medium','Limited',56.3,410.800,0.20,10.80,21.400,'High','Critical',59.200,'Available'
'ENV_U7DQ','DIST_84HUZ','Low','Limited',92.6,819.400,74.90,41.70,8.700,'Low','Limited',59.400,'Available'
'ENV_X1SU','DIST_AOLY4','High','Adequate',41.7,15.700,63.40,12.00,74.200,'Low','Adequate',81.100,'Limited'
'ENV_8QMO','DIST_09X15','Medium','Critical',82.5,73.300,83.20,50.70,78.800,'Low','Limited',50.000,'Limited'
'ENV_MR6F','DIST_R7ZSV','Low','Adequate',85.1,560.600,20.40,17.60,81.900,'Low','Limited',94.000,'Limited'
'ENV_TBUG','DIST_CF5WQ','Low','Adequate',91.7,906.700,50.10,55.20,64.500,'Low','Adequate',51.000,'Available'
'ENV_W2MC','DIST_EHGGH','High','Adequate',89.9,234.600,72.40,5.10,97.600,'Low','Adequate',68.700,'Available'
'ENV_K1IK','DIST_WTUAN','High','Critical',8.3,174.300,11.10,22.30,90.100,'High','Adequate',53.300,'Available'
'ENV_9XWS','DIST_NMUBB','High','Adequate',53.2,753.700,39.30,48.00,29.600,'Low','Limited',66.500,'Available'
'ENV_MZO6','DIST_WVF8Q','Medium','Critical',24.0,341.300,44.90,8.10,35.800,'Low','Limited',83.800,'Available'
'ENV_78JO','DIST_9A0HK','Medium','Adequate',78.7,425.600,75.00,24.20,54.600,'High','Critical',67.800,'Limited'
'ENV_B8YL','DIST_QCXVB','High','Critical',38.8,358.100,4.90,6.20,75.700,'Medium','Critical',20.500,'Available'
'ENV_7ETS','DIST_YHR63','Low','Adequate',17.6,19.600,67.80,8.20,27.300,'High','Critical',78.900,'Limited'
'ENV_GRSW','DIST_VXB2T','High','Adequate',91.9,682.200,9.60,36.10,92.800,'Low','Critical',85.300,'Limited'
'ENV_JU9V','DIST_ZZ7QZ','High','Adequate',87.5,128.400,77.90,29.10,40.300,'High','Critical',87.100,'Available'
'ENV_9BF2','DIST_PSEGN','Low','Critical',8.2,579.400,5.20,88.50,98.600,'Medium','Limited',76.300,'Available'
'ENV_ZSFC','DIST_3HWKF','Medium','Critical',89.4,10.300,58.60,1.60,88.100,'Low','Adequate',43.200,'Limited'
'ENV_U15C','DIST_KT3DC','Low','Adequate',5.7,887.200,83.80,9.20,49.500,'Low','Limited',28.500,'Limited'
'ENV_CLIK','DIST_OPMPQ','High','Critical',29.9,228.200,84.80,1.30,1.300,'Low','Adequate',14.900,'Available'
'ENV_8U0Q','DIST_3GTPW','High','Adequate',88.5,798.400,15.40,83.00,85.100,'High','Limited',90.700,'Available'
'ENV_GNO2','DIST_MATM4','Low','Adequate',91.6,504.500,52.50,9.50,87.600,'High','Critical',32.000,'Available'
'ENV_B8DQ','DIST_9OOG5','Medium','Limited',78.2,737.300,6.70,58.30,65.300,'Medium','Limited',11.400,'Available'
'ENV_00M0','DIST_3J5TY','Low','Adequate',27.9,995.800,90.30,15.20,53.900,'Medium','Limited',85.500,'Available'
'ENV_LP2D','DIST_0ATJU','High','Critical',75.5,255.500,75.30,63.30,43.800,'High','Limited',70.000,'Available'
'ENV_6UJ9','DIST_0CZB6','Low','Limited',40.9,21.100,70.50,56.10,69.600,'High','Critical',32.800,'Limited'
'ENV_8RAH','DIST_FAR1P','Medium','Adequate',87.2,284.300,32.30,96.90,65.000,'High','Critical',40.000,'Available'
'ENV_EAAL','DIST_8BRF7','High','Limited',78.4,501.600,81.90,0.30,83.200,'Low','Critical',37.200,'Available'
'ENV_AMLV','DIST_VU6CK','Low','Critical',97.4,447.100,72.60,64.50,21.500,'Low','Adequate',91.700,'Available'
'ENV_ZLYM','DIST_IIQF5','Low','Critical',92.2,194.600,16.40,1.80,80.800,'Medium','Limited',74.300,'Limited'
'ENV_KL3V','DIST_TQ0SR','High','Critical',96.3,754.200,38.40,57.10,39.800,'Low','Critical',22.300,'Available'
'ENV_4EV9','DIST_01N7D','Low','Adequate',16.5,389.000,18.80,99.60,80.700,'Low','Critical',72.400,'Available'
'ENV_IE6R','DIST_E1T4U','High','Critical',69.2,702.100,64.00,52.00,35.700,'Low','Critical',91.200,'Available'
'ENV_GIO0','DIST_SFQV4','Medium','Critical',45.7,253.500,16.50,28.50,64.100,'High','Adequate',47.500,'Limited'
'ENV_YTW9','DIST_KM7NC','Medium','Critical',47.6,574.900,23.30,85.60,35.800,'Medium','Adequate',61.800,'Available'
'ENV_X5SR','DIST_889OM','High','Critical',83.0,442.800,79.20,70.60,40.300,'High','Critical',29.700,'Available'
'ENV_GZHH','DIST_OL9YD','Medium','Limited',15.9,194.000,61.50,16.10,50.500,'Medium','Critical',77.500,'Available'
'ENV_HEFZ','DIST_AWQ67','Low','Critical',25.8,411.600,91.50,77.90,40.800,'Medium','Adequate',25.000,'Available'
'ENV_M55O','DIST_FAZJH','Low','Adequate',63.0,297.100,95.80,21.60,31.800,'Medium','Adequate',51.400,'Limited'
'ENV_RCS2','DIST_S7W03','Medium','Critical',47.2,822.600,21.90,4.00,49.800,'High','Limited',77.400,'Available'
'ENV_8U7G','DIST_FS6A5','Low','Limited',16.3,733.400,81.50,60.10,96.600,'Low','Limited',14.700,'Available'
'ENV_06S8','DIST_CNOCJ','Low','Critical',22.5,742.900,59.50,39.10,98.200,'High','Adequate',6.100,'Available'
'ENV_8X1S','DIST_JE6CU','Medium','Critical',4.7,804.000,5.20,54.80,38.500,'Low','Adequate',27.700,'Available'
'ENV_L0WZ','DIST_JUEU0','High','Critical',17.4,746.700,37.40,41.00,50.500,'High','Critical',30.600,'Available'
'ENV_CKQ4','DIST_NJBEO','High','Critical',44.2,897.500,56.40,20.30,48.400,'Medium','Adequate',66.000,'Available'
'ENV_QE1U','DIST_GRVVR','Medium','Limited',88.6,446.900,55.10,55.40,32.100,'Medium','Adequate',79.800,'Available'
'ENV_38QS','DIST_TGKF1','High','Critical',25.3,883.400,98.50,69.00,55.100,'Medium','Critical',43.800,'Limited'
'ENV_NL2Y','DIST_LGF99','High','Adequate',13.1,696.000,50.70,2.10,72.900,'Medium','Limited',87.300,'Limited'
'ENV_UBHP','DIST_LW4YY','High','Limited',7.0,672.600,45.10,70.20,97.100,'High','Adequate',74.500,'Limited'
'ENV_A8HQ','DIST_OCH25','Medium','Adequate',42.8,821.800,83.40,9.80,33.800,'High','Critical',48.100,'Limited'
'ENV_UQ10','DIST_WFD12','High','Critical',90.9,830.300,38.80,76.50,45.300,'Medium','Adequate',77.500,'Limited'
'ENV_EQSK','DIST_C5UHM','High','Limited',73.6,391.900,63.00,93.60,0.400,'Medium','Adequate',13.600,'Limited'
'ENV_HFAF','DIST_1ILXF','Low','Limited',70.6,384.100,25.00,29.70,75.100,'High','Critical',55.500,'Available'
'ENV_IKQI','DIST_II58W','Medium','Critical',65.4,415.300,14.70,1.40,42.000,'Low','Limited',99.700,'Limited'
'ENV_W3SK','DIST_WF6W6','Low','Limited',25.4,116.300,94.80,63.10,17.900,'High','Limited',6.800,'Limited'
'ENV_KYBU','DIST_751UH','High','Adequate',85.9,467.300,87.40,57.50,2.600,'Low','Adequate',45.600,'Available'
'ENV_IYOQ','DIST_O6GEW','Low','Critical',74.9,449.500,30.60,75.00,51.600,'High','Adequate',80.200,'Available'
'ENV_8BL3','DIST_1LS4P','High','Limited',47.2,800.900,76.60,22.50,34.700,'Low','Critical',30.900,'Available'
'ENV_MZNM','DIST_J2VSD','Low','Limited',64.3,228.400,68.20,55.60,94.400,'High','Limited',13.200,'Limited'
'ENV_ITQM','DIST_2784Q','High','Critical',67.8,926.400,49.00,50.70,70.800,'High','Adequate',67.200,'Available'
'ENV_IQ1M','DIST_PAF87','High','Critical',93.8,464.600,3.90,94.00,50.900,'Medium','Adequate',68.300,'Limited'
'ENV_708X','DIST_KTJFK','Medium','Limited',61.7,186.100,51.10,99.20,38.600,'Low','Critical',40.300,'Available'
'ENV_H8U5','DIST_VUH3I','Medium','Limited',53.0,437.900,6.10,62.10,83.000,'Low','Limited',18.600,'Limited'
'ENV_M47A','DIST_RXQQM','Low','Critical',78.7,510.400,38.90,72.30,64.900,'Medium','Critical',84.500,'Limited'
'ENV_WL5C','DIST_GTFBD','High','Adequate',67.6,463.000,87.80,16.70,11.600,'High','Adequate',27.000,'Available'
'ENV_AVI9','DIST_V6KWQ','Medium','Critical',47.8,849.400,38.90,42.50,63.900,'Medium','Limited',79.000,'Available'
'ENV_Z2KF','DIST_UUTAQ','High','Critical',35.7,387.700,37.80,72.30,18.600,'Low','Critical',46.600,'Available'
'ENV_UV04','DIST_MR8XG','Low','Limited',62.1,781.000,41.90,1.70,88.100,'High','Critical',2.500,'Available'
'ENV_6ZBL','DIST_JXYKH','Low','Critical',79.2,621.900,4.10,47.30,65.900,'Medium','Critical',83.700,'Available'
'ENV_EKFY','DIST_IXNM9','Medium','Adequate',37.0,759.000,71.20,36.10,5.500,'High','Critical',52.600,'Limited'
'ENV_PPXL','DIST_IZO2I','High','Adequate',69.4,425.400,47.30,8.90,67.300,'Medium','Critical',37.100,'Available'
'ENV_BW5R','DIST_2YP1L','High','Limited',5.3,395.500,14.80,39.60,1.900,'Low','Adequate',61.300,'Limited'
'ENV_K156','DIST_M87US','Medium','Limited',17.2,499.000,44.70,66.40,16.900,'Medium','Adequate',65.400,'Available'
'ENV_3Q9A','DIST_GFULS','Medium','Limited',1.8,716.000,59.70,76.70,38.000,'High','Adequate',17.000,'Limited'
'ENV_HXPC','DIST_BD72Q','Low','Adequate',15.0,552.400,73.80,53.10,68.400,'Low','Limited',34.900,'Available'
'ENV_PCJT','DIST_N9IJX','High','Critical',84.2,924.100,83.40,13.90,21.800,'Medium','Critical',17.800,'Limited'
'ENV_CWCI','DIST_8JKXX','High','Adequate',79.9,161.800,80.20,30.00,18.800,'Medium','Critical',49.400,'Available'
'ENV_YIS5','DIST_IVHAY','Low','Adequate',5.2,536.100,58.60,46.80,41.100,'Medium','Limited',56.500,'Available'
'ENV_ZNY8','DIST_SIY3B','Medium','Adequate',97.1,260.900,34.20,94.20,47.300,'High','Adequate',7.000,'Available'
'ENV_DEXG','DIST_X3DKS','Medium','Adequate',73.6,150.000,75.90,82.80,43.700,'Low','Limited',27.800,'Available'
'ENV_TYA5','DIST_F4Q7I','Medium','Adequate',13.1,475.600,12.80,58.90,30.500,'Low','Limited',20.600,'Limited'
'ENV_7XHV','DIST_WYKFG','Low','Limited',68.9,116.900,52.60,5.40,99.800,'High','Limited',66.500,'Limited'
'ENV_PSBV','DIST_QKUY9','Medium','Adequate',85.8,393.400,7.30,8.90,48.100,'High','Limited',59.500,'Available'
'ENV_1U6V','DIST_ZB27P','Low','Limited',50.7,379.700,46.40,71.90,61.900,'Low','Limited',22.800,'Available'
'ENV_4JOV','DIST_X4EIM','Medium','Adequate',46.0,255.500,91.80,93.40,51.300,'Low','Adequate',16.800,'Limited'
'ENV_XT2U','DIST_IZOVX','High','Limited',19.5,610.900,89.40,69.10,46.400,'High','Critical',97.700,'Limited'
'ENV_QZVB','DIST_WALUU','Medium','Adequate',43.4,48.200,1.90,19.80,26.300,'Low','Adequate',99.400,'Limited'
'ENV_R44B','DIST_0N4Q9','Medium','Limited',66.4,598.600,0.50,65.10,88.300,'Medium','Critical',71.300,'Available'
'ENV_ON36','DIST_IRJPC','Low','Critical',41.7,961.600,92.30,25.80,15.200,'Medium','Limited',75.100,'Available'
'ENV_Y699','DIST_3WY0H','High','Limited',97.3,856.700,15.00,79.70,82.900,'High','Limited',82.000,'Available'
'ENV_T23G','DIST_TKTOV','Low','Critical',58.8,526.500,56.40,53.50,17.800,'Medium','Adequate',19.300,'Available'
'ENV_GBGN','DIST_U9W2S','Medium','Limited',60.2,825.400,77.80,86.60,85.400,'Low','Adequate',56.500,'Available'
'ENV_1IQQ','DIST_94NMS','High','Adequate',47.0,225.200,30.20,73.60,24.700,'Medium','Critical',32.600,'Limited'
'ENV_C8BN','DIST_U2WJN','Low','Critical',94.7,617.400,19.70,76.00,94.600,'Low','Adequate',44.500,'Available'
'ENV_NTKG','DIST_ZY9GU','Low','Critical',96.5,490.700,79.50,10.30,23.500,'Medium','Limited',49.900,'Limited'
'ENV_MRHX','DIST_8ZK4T','Low','Critical',47.1,742.200,17.30,16.70,68.400,'Low','Adequate',36.600,'Available'
'ENV_KSD3','DIST_4D4RS','High','Critical',94.2,971.500,47.30,1.70,95.900,'Low','Critical',82.600,'Available'
'ENV_HW5I','DIST_GFKDT','Low','Critical',32.6,944.700,76.20,16.60,20.300,'High','Limited',94.500,'Limited'
'ENV_7RLI','DIST_YA8XD','Medium','Critical',22.2,689.200,33.50,58.90,23.100,'Medium','Critical',23.400,'Available'
'ENV_QOTC','DIST_DOGSQ','Medium','Limited',8.7,961.400,55.70,24.00,78.900,'Medium','Adequate',32.000,'Available'
'ENV_UGP8','DIST_Y58WG','High','Adequate',54.7,451.800,57.80,82.50,28.900,'Medium','Critical',54.800,'Limited'
'ENV_KORI','DIST_5YQMQ','Low','Critical',9.0,340.300,4.80,30.80,36.900,'Low','Limited',77.600,'Available'
'ENV_YEOL','DIST_PT0O8','High','Adequate',32.8,946.800,65.10,80.00,76.800,'Medium','Adequate',91.000,'Available'
'ENV_NJ5J','DIST_PKVQM','High','Limited',37.1,654.300,53.00,35.40,12.700,'Medium','Limited',39.400,'Limited'
'ENV_D28S','DIST_R97NP','Low','Limited',73.1,78.900,33.30,75.90,45.000,'Low','Adequate',71.600,'Available'
'ENV_LU0L','DIST_5STR2','Medium','Critical',65.3,101.800,36.10,18.20,30.800,'Low','Critical',35.400,'Limited'
'ENV_X9JN','DIST_WDDCO','High','Adequate',54.3,728.500,92.80,21.60,27.400,'Medium','Adequate',74.300,'Available'
'ENV_T2GT','DIST_6DN9T','Medium','Limited',15.6,763.100,99.80,91.30,73.400,'Medium','Adequate',14.700,'Limited'
'ENV_PS0X','DIST_SC2XH','Medium','Adequate',68.9,860.000,37.50,57.00,75.600,'Medium','Critical',15.800,'Limited'
'ENV_KVN1','DIST_ZG7ZD','High','Adequate',40.5,559.100,10.10,53.90,67.800,'High','Adequate',33.400,'Available'
'ENV_0HII','DIST_DZFIC','High','Adequate',73.4,869.400,46.10,52.40,98.300,'Medium','Limited',40.300,'Limited'
'ENV_U9HK','DIST_W0OQZ','High','Adequate',49.0,179.400,10.80,3.60,66.500,'High','Critical',52.300,'Limited'
'ENV_YBMT','DIST_NESJU','Medium','Adequate',49.3,825.300,7.70,65.40,58.200,'Low','Limited',7.900,'Available'
'ENV_LJ83','DIST_4L867','High','Critical',69.4,682.300,21.30,52.50,96.700,'Low','Limited',37.600,'Available'
'ENV_A6FX','DIST_YQ86X','Medium','Critical',92.6,480.500,24.90,83.10,60.500,'Low','Critical',59.100,'Available'
'ENV_NL5O','DIST_L8NG3','Medium','Critical',32.0,549.600,92.60,11.60,32.400,'Medium','Critical',81.300,'Limited'
'ENV_MCII','DIST_YPQV1','High','Critical',92.8,986.700,99.00,97.40,40.500,'Low','Limited',96.700,'Available'
'ENV_5IK9','DIST_HV9SH','Low','Adequate',59.4,726.800,97.70,98.50,89.700,'Low','Limited',70.600,'Available'
'ENV_HBOV','DIST_H7OAP','High','Adequate',19.5,607.700,97.50,78.80,9.100,'Medium','Limited',100.000,'Available'
'ENV_9WK8','DIST_SFRK8','Low','Limited',11.6,225.600,6.70,62.30,56.900,'High','Limited',78.900,'Limited'
'ENV_0ISS','DIST_YN1RG','Low','Adequate',86.0,916.000,67.10,85.60,12.300,'Low','Limited',30.200,'Available'
'ENV_N07Q','DIST_PYS7A','High','Critical',26.8,691.800,27.10,45.50,8.600,'High','Limited',16.600,'Available'
'ENV_K1Q3','DIST_H7GI5','Medium','Critical',10.9,257.700,50.90,75.60,10.200,'High','Limited',70.200,'Available'
'ENV_U2DV','DIST_GA3YS','Low','Critical',40.1,408.700,17.00,1.90,82.600,'Medium','Limited',10.800,'Limited'
'ENV_OP05','DIST_0QMND','Medium','Critical',18.3,80.900,76.20,72.70,93.400,'Medium','Limited',89.200,'Limited'
'ENV_QK6S','DIST_E4URQ','High','Critical',27.2,792.400,51.60,84.00,5.300,'Low','Critical',69.700,'Available'
'ENV_UOZ2','DIST_83IYM','Medium','Limited',33.4,767.200,99.60,51.40,77.200,'Low','Adequate',43.600,'Available'
'ENV_CQ1X','DIST_8RHIK','Low','Adequate',22.3,545.800,71.50,31.70,73.100,'Medium','Critical',42.800,'Available'
'ENV_W489','DIST_ZC1G8','Medium','Limited',91.7,510.700,16.90,73.00,32.400,'High','Critical',23.500,'Available'
'ENV_Q3VG','DIST_OK39O','High','Critical',55.3,542.000,87.50,18.80,76.000,'High','Critical',14.000,'Limited'
'ENV_Q5M2','DIST_APTPP','High','Critical',20.4,192.500,93.30,63.70,5.600,'High','Critical',67.800,'Limited'
'ENV_IYLX','DIST_C6EEH','Low','Critical',59.3,861.700,10.90,41.10,75.800,'Medium','Critical',97.600,'Available'
'ENV_C2E4','DIST_8VRTU','Low','Limited',14.3,96.600,33.50,55.40,72.300,'High','Limited',2.900,'Limited'
'ENV_L58I','DIST_AS2GA','High','Limited',57.8,419.900,52.30,81.20,35.800,'Low','Adequate',28.600,'Limited'
'ENV_S72X','DIST_7KLPH','Medium','Limited',98.2,740.800,53.10,56.10,8.000,'Low','Limited',29.900,'Available'
'ENV_A6GL','DIST_97TJP','Medium','Critical',29.5,835.600,64.00,24.60,45.400,'Low','Adequate',24.100,'Available'
'ENV_81WK','DIST_ZNJ45','High','Limited',18.0,39.300,57.60,24.10,98.100,'Medium','Limited',18.400,'Available'
'ENV_4MYB','DIST_04SJ3','Low','Limited',50.4,653.900,70.40,55.30,24.400,'Low','Adequate',62.500,'Available'
'ENV_QBM6','DIST_603ZP','High','Critical',84.4,915.300,22.00,63.00,32.200,'High','Adequate',7.700,'Available'
'ENV_OEXJ','DIST_DMF13','High','Critical',40.1,445.800,0.60,94.40,44.000,'Low','Limited',2.300,'Limited'
'ENV_7OYR','DIST_ZQ5W5','Medium','Critical',59.5,584.500,87.00,90.60,17.200,'Low','Adequate',28.200,'Available'
'ENV_K151','DIST_591Q0','Low','Limited',73.6,697.700,33.40,44.10,92.000,'High','Critical',91.400,'Available'
'ENV_EJWO','DIST_IKDB9','High','Adequate',56.3,531.200,49.30,71.00,69.800,'High','Limited',17.700,'Limited'
'ENV_FAZ3','DIST_Q8E9C','Medium','Limited',29.8,509.000,68.70,39.00,98.200,'High','Critical',83.400,'Available'
'ENV_Q9MS','DIST_KH54A','Low','Adequate',81.0,888.400,4.40,99.00,34.000,'High','Limited',90.600,'Available'
'ENV_3GQ3','DIST_TGCBZ','Medium','Adequate',89.2,94.500,78.80,98.80,2.400,'Low','Critical',95.900,'Available'
'ENV_GIYH','DIST_WIJ2T','Low','Adequate',13.9,591.400,52.40,35.50,76.300,'Low','Limited',0.200,'Available'
'ENV_2RZT','DIST_N75L7','Low','Critical',67.7,294.200,73.00,97.50,56.400,'Low','Adequate',46.500,'Available'
'ENV_7K7V','DIST_U2ZUT','High','Adequate',17.4,493.700,98.40,58.90,31.400,'Low','Limited',31.300,'Limited'
'ENV_9VEX','DIST_1X4KA','Medium','Adequate',29.0,147.200,58.50,48.80,67.300,'Low','Adequate',47.500,'Available'
'ENV_TLVC','DIST_N1ZQG','Medium','Critical',8.7,645.100,11.30,5.00,39.000,'Medium','Adequate',28.500,'Available'
'ENV_FPG4','DIST_2UD08','Low','Critical',52.0,869.000,78.80,41.80,77.400,'Low','Adequate',32.600,'Available'
'ENV_YW2H','DIST_WDZDX','High','Limited',63.5,255.300,11.10,28.20,98.400,'High','Critical',86.300,'Limited'
'ENV_NQ9J','DIST_XMA2V','Medium','Limited',33.1,453.600,86.00,85.80,76.600,'Low','Critical',24.700,'Available'
'ENV_5QTZ','DIST_P8FSV','High','Adequate',91.6,704.100,56.00,11.60,81.600,'Medium','Adequate',53.100,'Limited'
'ENV_K16N','DIST_WA10P','High','Critical',36.3,510.300,2.40,5.00,52.400,'High','Critical',36.700,'Limited'
'ENV_F46B','DIST_VGU43','Low','Limited',44.3,868.700,42.20,51.80,74.500,'Medium','Limited',66.400,'Limited'
'ENV_5N76','DIST_QH7GF','High','Critical',98.1,770.900,76.00,75.70,53.900,'Medium','Limited',46.200,'Available'
'ENV_9GDQ','DIST_Z0OQG','Medium','Adequate',53.7,159.500,82.30,45.20,58.900,'Medium','Adequate',19.000,'Limited'
'ENV_AZL6','DIST_2TDGG','Low','Adequate',16.3,711.800,82.00,26.50,9.200,'High','Adequate',76.800,'Limited'
