'HUB_DMJG','DIST_7V1GP',7436.00,3.500,53430.00,5004.000,380.000,2.2,'Fair',97.70,3.76
'HUB_814G','DIST_41NC7',4170.00,23.200,29404.00,9928.000,301.000,5.3,'Excellent',99.00,1.37
'HUB_URDO','DIST_FHTQ6',4135.00,12.800,10976.00,1520.000,235.000,5.9,'Excellent',95.00,2.04
'HUB_TUQZ','DIST_GXTK1',4922.00,17.300,22788.00,793.000,989.000,4.6,'Poor',96.20,1.95
'HUB_X6SE','DIST_ESEZH',2889.00,65.400,16628.00,8973.000,933.000,2.4,'Excellent',98.00,4.76
'HUB_KPSO','DIST_CAKP1',2758.00,58.000,45359.00,5435.000,440.000,4.2,'Good',90.10,1.86
'HUB_2CXD','DIST_V8Q25',4126.00,40.000,79704.00,7837.000,919.000,7.6,'Poor',96.20,3.08
'HUB_3N3F','DIST_EGZWW',8765.00,60.400,83864.00,9972.000,100.000,5.7,'Fair',94.30,2.70
'HUB_YD7X','DIST_BD7NA',8464.00,78.800,93259.00,2122.000,857.000,3.5,'Good',97.70,2.04
'HUB_TZMP','DIST_3PGF5',6003.00,40.300,12601.00,9095.000,946.000,5.3,'Good',92.10,0.81
'HUB_EDFH','DIST_F0X6S',6559.00,4.100,11253.00,7755.000,759.000,3.0,'Excellent',91.00,2.74
'HUB_VKTJ','DIST_QCH6E',5410.00,22.500,90396.00,9676.000,821.000,2.2,'Good',94.60,2.81
'HUB_IMGF','DIST_1SI5T',2071.00,70.200,94832.00,9103.000,683.000,5.2,'Poor',98.00,4.22
'HUB_DLPW','DIST_BOI50',5891.00,52.900,25403.00,5860.000,710.000,2.9,'Poor',91.60,3.83
'HUB_69G8','DIST_L5G62',2732.00,85.300,26984.00,8242.000,351.000,2.4,'Fair',90.90,3.48
'HUB_YL3M','DIST_5QCO2',1542.00,52.800,76463.00,6579.000,923.000,2.4,'Excellent',97.10,2.42
'HUB_MCO5','DIST_S91EA',7152.00,11.400,12906.00,3321.000,935.000,6.2,'Poor',96.00,2.61
'HUB_UODB','DIST_E5EJA',6604.00,22.800,93342.00,6910.000,541.000,7.0,'Fair',96.50,4.54
'HUB_D0UK','DIST_F1NBI',4012.00,98.800,81843.00,6188.000,406.000,5.9,'Good',90.90,1.08
'HUB_WWVF','DIST_E839I',3774.00,40.200,83758.00,4403.000,238.000,3.6,'Fair',97.80,4.26
'HUB_MSXX','DIST_CIOAA',1422.00,69.200,80514.00,8934.000,137.000,5.0,'Excellent',95.20,2.01
'HUB_4G8E','DIST_02996',4363.00,80.400,67246.00,2684.000,754.000,6.6,'Good',96.20,3.83
'HUB_8WV5','DIST_PY9N3',6351.00,70.800,27686.00,201.000,479.000,6.7,'Poor',94.30,0.46
'HUB_7MVO','DIST_A7RJZ',7372.00,62.800,37480.00,246.000,808.000,3.6,'Fair',99.30,3.06
'HUB_08XH','DIST_3STAV',8885.00,41.700,94759.00,4015.000,573.000,3.3,'Excellent',96.60,0.47
'HUB_D8WD','DIST_SQ7VD',5444.00,20.100,17794.00,2496.000,786.000,2.2,'Fair',91.20,1.20
'HUB_TR3M','DIST_CYQD8',1143.00,14.300,71951.00,206.000,520.000,3.5,'Good',98.70,4.07
'HUB_V11I','DIST_M662O',4719.00,39.700,91080.00,7062.000,946.000,2.9,'Good',90.30,2.89
'HUB_PD63','DIST_68DZ3',6641.00,45.600,71910.00,7791.000,177.000,7.2,'Good',98.70,1.28
'HUB_7H6N','DIST_GZFMH',2169.00,59.800,29111.00,9282.000,658.000,3.7,'Good',96.70,1.46
'HUB_V8FD','DIST_4PRK0',3086.00,31.500,73752.00,1550.000,825.000,4.9,'Good',94.70,2.56
'HUB_XWG1','DIST_LIN9D',785.00,76.200,35565.00,1128.000,610.000,6.9,'Fair',99.90,4.53
'HUB_O30R','DIST_1B0GE',416.00,22.100,20172.00,1187.000,850.000,3.7,'Poor',91.30,4.78
'HUB_3POK','DIST_XE505',2027.00,81.600,97569.00,3512.000,493.000,5.3,'Fair',93.50,0.66
'HUB_9R17','DIST_SJVXM',4925.00,8.700,77536.00,4699.000,545.000,2.3,'Fair',96.50,0.36
'HUB_JIBB','DIST_WQ7QL',8862.00,55.000,10451.00,8527.000,264.000,4.1,'Excellent',94.50,4.30
'HUB_JY16','DIST_45IDS',5998.00,82.900,96601.00,9914.000,964.000,6.8,'Good',96.70,1.82
'HUB_4A95','DIST_KWM69',5960.00,8.400,29125.00,2240.000,369.000,2.6,'Fair',91.10,3.86
'HUB_Z9QU','DIST_BBJZ1',5836.00,48.000,19860.00,7496.000,215.000,7.6,'Poor',91.70,2.90
'HUB_I437','DIST_84HUZ',7991.00,97.500,36466.00,4656.000,207.000,7.2,'Fair',98.10,1.75
'HUB_MXVV','DIST_AOLY4',9618.00,17.800,82549.00,3994.000,104.000,2.2,'Fair',92.90,2.80
'HUB_FM7T','DIST_09X15',6819.00,31.600,39448.00,6446.000,810.000,5.6,'Poor',96.00,4.03
'HUB_V9X5','DIST_R7ZSV',4599.00,0.500,37687.00,9625.000,283.000,2.1,'Good',94.10,0.33
'HUB_LQL0','DIST_CF5WQ',132.00,13.900,90496.00,888.000,237.000,2.2,'Fair',99.80,1.94
'HUB_8IVR','DIST_EHGGH',844.00,24.400,38872.00,1484.000,818.000,7.9,'Good',90.40,2.32
'HUB_VE9W','DIST_WTUAN',7331.00,17.300,31044.00,9763.000,224.000,7.8,'Poor',91.40,2.81
'HUB_YRWJ','DIST_NMUBB',418.00,64.400,12602.00,2582.000,471.000,5.3,'Excellent',99.40,3.86
'HUB_HR5F','DIST_WVF8Q',653.00,16.400,45815.00,8305.000,449.000,4.6,'Fair',95.10,4.17
'HUB_F4MO','DIST_9A0HK',856.00,53.400,18841.00,6585.000,774.000,7.4,'Good',97.40,1.24
'HUB_6N1Y','DIST_QCXVB',114.00,58.600,54441.00,7301.000,225.000,3.7,'Poor',97.50,2.27
'HUB_8DHS','DIST_YHR63',2308.00,58.400,31673.00,8748.000,930.000,6.1,'Good',99.40,4.29
'HUB_SHJ3','DIST_VXB2T',5609.00,86.100,79491.00,7234.000,664.000,3.5,'Excellent',92.30,3.11
'HUB_QX3H','DIST_ZZ7QZ',8440.00,97.700,75012.00,4163.000,794.000,4.2,'Fair',92.10,4.01
'HUB_7NZX','DIST_PSEGN',4452.00,79.200,10382.00,4445.000,321.000,4.4,'Good',99.50,4.11
'HUB_QLO7','DIST_3HWKF',861.00,14.100,13117.00,8228.000,312.000,4.2,'Poor',95.70,1.16
'HUB_DZIF','DIST_KT3DC',3738.00,80.400,36545.00,8454.000,358.000,7.3,'Poor',97.50,4.82
'HUB_VMTN','DIST_OPMPQ',1582.00,20.500,91606.00,5122.000,758.000,3.2,'Poor',99.90,4.62
'HUB_JJXJ','DIST_3GTPW',6424.00,91.700,55508.00,7914.000,186.000,3.8,'Fair',93.40,2.28
'HUB_7PKC','DIST_MATM4',1076.00,62.400,24009.00,5179.000,336.000,4.6,'Excellent',91.70,2.26
'HUB_4UXG','DIST_9OOG5',5817.00,27.600,44630.00,8418.000,425.000,7.5,'Excellent',91.80,1.25
'HUB_KI4B','DIST_3J5TY',7896.00,40.800,53855.00,304.000,613.000,4.8,'Fair',90.70,4.70
'HUB_JY4K','DIST_0ATJU',447.00,54.200,39114.00,8666.000,432.000,3.3,'Excellent',90.90,2.89
'HUB_XQN7','DIST_0CZB6',4037.00,51.700,84356.00,4965.000,932.000,3.2,'Poor',98.00,2.68
'HUB_3MG4','DIST_FAR1P',2758.00,67.800,2939.00,1183.000,864.000,2.7,'Excellent',99.20,3.88
'HUB_RTCQ','DIST_8BRF7',9600.00,69.900,85231.00,6284.000,315.000,3.1,'Poor',95.10,0.46
'HUB_DFMD','DIST_VU6CK',4420.00,36.800,22867.00,5827.000,132.000,4.0,'Poor',97.20,2.33
'HUB_K00F','DIST_IIQF5',6713.00,11.300,66446.00,141.000,344.000,4.6,'Excellent',95.90,3.78
'HUB_N0HA','DIST_TQ0SR',1682.00,72.000,64417.00,7405.000,725.000,7.6,'Excellent',99.40,2.53
'HUB_T9GZ','DIST_01N7D',7876.00,86.600,32428.00,4456.000,259.000,4.3,'Excellent',90.90,2.37
'HUB_PS9U','DIST_E1T4U',2632.00,5.400,25991.00,6906.000,874.000,3.3,'Good',90.60,4.32
'HUB_59XS','DIST_SFQV4',1452.00,81.800,81158.00,7571.000,760.000,5.1,'Fair',92.90,3.97
'HUB_739M','DIST_KM7NC',6760.00,30.000,24853.00,3026.000,972.000,6.0,'Good',99.10,1.61
'HUB_WM06','DIST_889OM',3876.00,2.700,25014.00,8461.000,929.000,4.5,'Excellent',91.30,1.33
'HUB_2WX7','DIST_OL9YD',4418.00,56.100,23527.00,4994.000,123.000,6.7,'Fair',100.00,0.98
'HUB_VYJK','DIST_AWQ67',9371.00,7.100,85593.00,4626.000,748.000,4.8,'Excellent',91.00,4.12
'HUB_MDF9','DIST_FAZJH',6141.00,46.600,17832.00,7486.000,544.000,6.5,'Poor',92.90,1.06
'HUB_5MXE','DIST_S7W03',6354.00,88.400,19073.00,2838.000,230.000,7.8,'Fair',92.30,3.90
'HUB_VSHO','DIST_FS6A5',2562.00,53.400,61804.00,9082.000,348.000,3.3,'Excellent',96.90,2.14
'HUB_S9ML','DIST_CNOCJ',601.00,8.700,98946.00,1451.000,253.000,7.9,'Good',96.30,4.46
'HUB_6AFU','DIST_JE6CU',2380.00,80.700,59737.00,1084.000,912.000,6.8,'Excellent',99.10,2.27
'HUB_ERAB','DIST_JUEU0',366.00,29.700,36155.00,701.000,996.000,7.4,'Good',95.90,1.58
'HUB_B8YA','DIST_NJBEO',2490.00,0.300,88685.00,2638.000,830.000,7.9,'Good',91.70,1.44
'HUB_BMBZ','DIST_GRVVR',6694.00,70.500,32123.00,265.000,594.000,7.7,'Poor',96.90,4.91
'HUB_O761','DIST_TGKF1',9709.00,20.500,84045.00,598.000,400.000,6.3,'Excellent',93.80,3.91
'HUB_7IX7','DIST_LGF99',9107.00,43.200,36579.00,439.000,802.000,2.6,'Good',95.60,1.40
'HUB_0U9A','DIST_LW4YY',3955.00,22.000,86273.00,3782.000,204.000,6.3,'Poor',98.90,4.61
'HUB_UBIH','DIST_OCH25',4848.00,45.800,94651.00,7008.000,939.000,7.7,'Excellent',91.60,0.19
'HUB_3MTA','DIST_WFD12',3058.00,12.000,53063.00,5748.000,121.000,6.5,'Good',97.70,1.30
'HUB_00DV','DIST_C5UHM',4062.00,13.900,25210.00,6426.000,519.000,7.5,'Good',92.90,1.63
'HUB_H5H3','DIST_1ILXF',2571.00,28.600,67205.00,9597.000,599.000,6.6,'Poor',96.90,2.36
'HUB_B0K7','DIST_II58W',7417.00,23.700,93100.00,7434.000,982.000,3.6,'Good',93.70,2.55
'HUB_NJYD','DIST_WF6W6',406.00,93.400,82198.00,9206.000,990.000,4.2,'Excellent',92.40,0.86
'HUB_ZF20','DIST_751UH',3807.00,12.000,82856.00,2405.000,647.000,3.2,'Excellent',93.80,0.59
'HUB_ZRM8','DIST_O6GEW',9509.00,63.300,7815.00,9046.000,874.000,4.2,'Good',93.40,2.12
'HUB_K7H3','DIST_1LS4P',9186.00,81.200,93916.00,4791.000,243.000,4.9,'Good',96.70,0.15
'HUB_SNQM','DIST_J2VSD',6790.00,89.100,59919.00,3497.000,799.000,4.6,'Poor',95.60,4.34
'HUB_U1HS','DIST_2784Q',192.00,42.800,31705.00,8177.000,855.000,5.8,'Poor',97.80,0.57
'HUB_YCMC','DIST_PAF87',4755.00,75.900,7614.00,6549.000,887.000,4.7,'Poor',97.90,4.36
'HUB_H3ZE','DIST_KTJFK',2369.00,88.400,49830.00,3833.000,719.000,4.3,'Fair',90.50,1.70
'HUB_ABMI','DIST_VUH3I',5142.00,3.400,38879.00,9372.000,750.000,3.5,'Fair',99.50,4.86
'HUB_SMXV','DIST_RXQQM',1287.00,81.900,9503.00,3219.000,371.000,2.5,'Good',97.70,4.34
'HUB_0HG7','DIST_GTFBD',4633.00,28.000,74195.00,6405.000,267.000,2.5,'Poor',99.40,0.22
'HUB_RJ60','DIST_V6KWQ',5956.00,22.200,90592.00,7000.000,1000.000,6.0,'Poor',92.30,2.08
'HUB_13M4','DIST_UUTAQ',486.00,95.600,3969.00,6966.000,146.000,6.4,'Excellent',91.10,0.37
'HUB_0BLT','DIST_MR8XG',5801.00,60.600,77870.00,4953.000,402.000,6.9,'Good',98.70,1.86
'HUB_CXWS','DIST_JXYKH',7999.00,99.700,49072.00,7845.000,645.000,6.2,'Fair',94.90,2.59
'HUB_M0CX','DIST_IXNM9',2896.00,63.200,40787.00,8932.000,438.000,7.5,'Poor',93.60,2.15
'HUB_7GK0','DIST_IZO2I',6644.00,92.800,43497.00,2604.000,906.000,7.0,'Good',94.40,0.17
'HUB_N2QH','DIST_2YP1L',3687.00,77.700,67905.00,611.000,467.000,3.5,'Good',96.00,4.69
'HUB_TZ62','DIST_M87US',9572.00,10.000,30791.00,8490.000,334.000,7.7,'Excellent',90.50,1.91
'HUB_SBT1','DIST_GFULS',4990.00,39.200,65388.00,4350.000,396.000,3.2,'Excellent',92.80,1.59
'HUB_EMIK','DIST_BD72Q',5596.00,21.100,51579.00,5182.000,617.000,5.9,'Poor',98.70,2.48
'HUB_JFNY','DIST_N9IJX',8119.00,18.300,38204.00,4915.000,583.000,3.4,'Good',99.80,4.19
'HUB_6NSW','DIST_8JKXX',8967.00,12.900,16605.00,8612.000,204.000,6.9,'Excellent',94.30,4.28
'HUB_F1Y2','DIST_IVHAY',7824.00,79.200,57228.00,5869.000,223.000,4.5,'Good',90.80,4.03
'HUB_JQF8','DIST_SIY3B',5851.00,71.300,9628.00,114.000,537.000,7.7,'Poor',95.90,2.62
'HUB_SNX3','DIST_X3DKS',5606.00,68.300,17891.00,523.000,337.000,3.5,'Poor',95.90,0.57
'HUB_RQB6','DIST_F4Q7I',6506.00,84.800,62145.00,8489.000,837.000,5.4,'Poor',98.50,2.08
'HUB_NKGU','DIST_WYKFG',4118.00,32.900,64022.00,322.000,180.000,4.9,'Excellent',92.30,3.12
'HUB_5U82','DIST_QKUY9',997.00,82.300,44096.00,8433.000,655.000,4.4,'Fair',96.40,4.54
'HUB_VRP0','DIST_ZB27P',3470.00,52.100,45475.00,7228.000,899.000,7.5,'Excellent',93.00,4.83
'HUB_F92Q','DIST_X4EIM',136.00,8.100,77138.00,4680.000,570.000,4.9,'Fair',95.20,1.78
'HUB_NXWS','DIST_IZOVX',7937.00,78.400,83950.00,763.000,746.000,7.0,'Fair',96.10,4.90
'HUB_YIBK','DIST_WALUU',1435.00,39.700,10833.00,8000.000,921.000,2.5,'Excellent',98.50,1.67
'HUB_ORE3','DIST_0N4Q9',2563.00,73.300,64604.00,2185.000,753.000,4.5,'Poor',98.90,0.22
'HUB_011M','DIST_IRJPC',6142.00,87.000,62730.00,6759.000,614.000,7.4,'Fair',96.70,2.08
'HUB_4PEI','DIST_3WY0H',2791.00,50.500,47844.00,5097.000,952.000,2.1,'Excellent',91.30,4.19
'HUB_63KH','DIST_TKTOV',7977.00,98.200,63247.00,1021.000,880.000,4.6,'Excellent',95.50,4.74
'HUB_UT46','DIST_U9W2S',2608.00,78.500,34071.00,2776.000,811.000,4.8,'Good',95.00,1.99
'HUB_IB2V','DIST_94NMS',5697.00,37.500,98618.00,2876.000,362.000,2.1,'Poor',94.00,1.62
'HUB_30XQ','DIST_U2WJN',5456.00,91.000,16471.00,2486.000,824.000,6.1,'Fair',92.40,0.40
'HUB_BD26','DIST_ZY9GU',5401.00,97.600,23511.00,5500.000,406.000,4.6,'Excellent',93.70,0.65
'HUB_ZMFS','DIST_8ZK4T',1170.00,15.300,19110.00,8878.000,291.000,3.0,'Fair',93.90,4.05
'HUB_0ELL','DIST_4D4RS',9784.00,16.500,94558.00,5523.000,399.000,6.6,'Poor',90.40,3.07
'HUB_LO6W','DIST_GFKDT',5323.00,92.000,37372.00,6518.000,153.000,7.2,'Fair',97.50,4.00
'HUB_7SVM','DIST_YA8XD',5432.00,70.900,54310.00,9943.000,711.000,4.9,'Excellent',94.90,4.75
'HUB_B94C','DIST_DOGSQ',7566.00,78.400,28061.00,7581.000,765.000,4.2,'Poor',97.70,3.57
'HUB_S2O2','DIST_Y58WG',925.00,5.900,93267.00,701.000,332.000,6.2,'Fair',95.00,1.93
'HUB_I643','DIST_5YQMQ',6969.00,24.200,29139.00,6633.000,604.000,5.1,'Fair',97.60,1.11
'HUB_GIDP','DIST_PT0O8',9636.00,16.700,31627.00,2578.000,548.000,2.8,'Good',98.60,0.14
'HUB_XTPO','DIST_PKVQM',7348.00,80.300,49161.00,7454.000,116.000,5.2,'Excellent',99.70,2.02
'HUB_PIS2','DIST_R97NP',752.00,14.200,55312.00,4862.000,320.000,2.9,'Good',92.80,3.64
'HUB_88YE','DIST_5STR2',7232.00,88.700,74418.00,5574.000,960.000,6.9,'Good',93.60,1.60
'HUB_2GWI','DIST_WDDCO',2528.00,31.000,16937.00,7867.000,799.000,6.7,'Poor',90.90,1.73
'HUB_SQM9','DIST_6DN9T',5658.00,5.200,1979.00,2919.000,709.000,6.0,'Fair',92.80,2.41
'HUB_WK2J','DIST_SC2XH',6011.00,82.300,26189.00,4415.000,431.000,8.0,'Fair',97.80,0.35
'HUB_I492','DIST_ZG7ZD',523.00,19.500,60060.00,2471.000,346.000,3.3,'Good',90.30,1.16
'HUB_OOL5','DIST_DZFIC',5541.00,88.000,37121.00,4911.000,615.000,3.2,'Good',93.40,3.99
'HUB_S4RY','DIST_W0OQZ',759.00,80.400,63215.00,2639.000,361.000,3.6,'Excellent',99.60,4.61
'HUB_UKW8','DIST_NESJU',9658.00,93.300,11586.00,1424.000,334.000,6.4,'Poor',98.60,0.67
'HUB_JV56','DIST_4L867',4515.00,86.400,28716.00,8037.000,443.000,3.7,'Excellent',98.20,2.89
'HUB_G11Y','DIST_YQ86X',3505.00,5.900,98831.00,5217.000,915.000,5.8,'Poor',94.80,2.19
'HUB_O794','DIST_L8NG3',4357.00,19.500,44303.00,8784.000,256.000,4.0,'Fair',91.70,0.55
'HUB_3R1Z','DIST_YPQV1',9868.00,55.800,9033.00,7984.000,301.000,6.3,'Fair',98.20,2.64
'HUB_IQ6D','DIST_HV9SH',8143.00,8.000,99711.00,6202.000,496.000,6.0,'Fair',90.30,0.32
'HUB_ENUC','DIST_H7OAP',4550.00,62.300,38016.00,1352.000,145.000,5.6,'Fair',94.20,1.58
'HUB_8GPI','DIST_SFRK8',5637.00,58.400,81525.00,5971.000,289.000,3.2,'Poor',95.20,0.18
'HUB_928Y','DIST_YN1RG',9565.00,48.700,61969.00,6307.000,376.000,4.4,'Excellent',99.00,2.12
'HUB_9VRI','DIST_PYS7A',3685.00,12.800,84344.00,1681.000,588.000,2.3,'Poor',93.40,4.24
'HUB_VTN5','DIST_H7GI5',2957.00,95.300,56694.00,7874.000,649.000,3.2,'Good',95.80,4.35
'HUB_VK0L','DIST_GA3YS',5962.00,47.900,67551.00,4992.000,298.000,4.7,'Fair',92.80,0.97
'HUB_7F97','DIST_0QMND',1523.00,41.100,10104.00,3135.000,583.000,4.4,'Good',91.10,0.99
'HUB_9RW5','DIST_E4URQ',6571.00,97.700,70757.00,5193.000,611.000,4.5,'Poor',90.20,0.17
'HUB_S7RW','DIST_83IYM',8229.00,52.100,87790.00,7578.000,876.000,3.8,'Good',93.90,0.97
'HUB_FQRW','DIST_8RHIK',4904.00,81.900,14897.00,5145.000,737.000,2.2,'Good',97.30,2.56
'HUB_IUKA','DIST_ZC1G8',7211.00,46.600,16288.00,1814.000,255.000,7.9,'Excellent',93.40,3.81
'HUB_5HOS','DIST_OK39O',130.00,62.400,50287.00,3399.000,581.000,2.5,'Excellent',91.60,2.51
'HUB_4A7K','DIST_APTPP',1636.00,11.400,87457.00,2911.000,476.000,6.6,'Excellent',98.50,1.13
'HUB_9K6H','DIST_C6EEH',4584.00,62.400,1910.00,7878.000,231.000,3.6,'Good',94.50,3.24
'HUB_KHJU','DIST_8VRTU',2050.00,23.800,58537.00,7416.000,230.000,5.2,'Good',96.20,1.96
'HUB_L95Q','DIST_AS2GA',6531.00,7.800,6362.00,5554.000,825.000,4.8,'Poor',90.40,1.01
'HUB_UFE1','DIST_7KLPH',2368.00,65.200,29414.00,6870.000,931.000,7.7,'Poor',98.30,1.66
'HUB_INEW','DIST_97TJP',8616.00,94.400,95401.00,5000.000,463.000,4.5,'Good',100.00,4.23
'HUB_VCX0','DIST_ZNJ45',2305.00,29.900,4601.00,8337.000,436.000,5.8,'Poor',99.40,2.44
'HUB_YXGW','DIST_04SJ3',6881.00,92.900,56454.00,8008.000,868.000,4.0,'Fair',98.40,1.00
'HUB_A0W9','DIST_603ZP',1692.00,6.500,20333.00,8109.000,976.000,2.0,'Excellent',96.80,4.98
'HUB_4BNJ','DIST_DMF13',9932.00,58.200,79542.00,5324.000,328.000,6.6,'Poor',98.70,0.77
'HUB_SVW2','DIST_ZQ5W5',5061.00,19.800,60784.00,8925.000,232.000,5.2,'Poor',92.70,3.22
'HUB_UY35','DIST_591Q0',1394.00,35.100,51551.00,6776.000,507.000,2.5,'Good',92.50,3.49
'HUB_F18V','DIST_IKDB9',266.00,90.800,66638.00,9401.000,699.000,7.4,'Excellent',96.30,3.81
'HUB_Z8JG','DIST_Q8E9C',5493.00,53.100,26289.00,8724.000,378.000,7.0,'Excellent',92.50,0.95
'HUB_BA6S','DIST_KH54A',2601.00,83.900,59500.00,5715.000,776.000,6.1,'Poor',93.30,1.67
'HUB_SUOQ','DIST_TGCBZ',9791.00,57.500,4687.00,5782.000,834.000,6.7,'Fair',99.80,2.52
'HUB_Q0J8','DIST_WIJ2T',6323.00,67.200,56094.00,1849.000,692.000,3.1,'Poor',94.30,1.64
'HUB_76QS','DIST_N75L7',2445.00,23.400,39967.00,1937.000,853.000,3.2,'Excellent',99.60,2.46
'HUB_G6YM','DIST_U2ZUT',4691.00,55.800,80799.00,3557.000,282.000,2.3,'Excellent',94.80,3.52
'HUB_41FO','DIST_1X4KA',1541.00,90.900,17987.00,4693.000,631.000,6.5,'Excellent',93.20,2.80
'HUB_H26U','DIST_N1ZQG',3557.00,69.000,24411.00,9653.000,737.000,2.3,'Excellent',99.50,0.36
'HUB_72BC','DIST_2UD08',1188.00,48.800,61825.00,5241.000,282.000,2.8,'Excellent',94.40,0.31
'HUB_BR89','DIST_WDZDX',9788.00,88.900,91844.00,8762.000,121.000,4.4,'Excellent',99.20,4.02
'HUB_9AAU','DIST_XMA2V',4861.00,17.900,3368.00,4992.000,416.000,4.8,'Excellent',91.50,1.13
'HUB_TTHF','DIST_P8FSV',6356.00,50.500,83941.00,5541.000,273.000,6.3,'Poor',94.70,3.20
'HUB_NN4O','DIST_WA10P',225.00,47.600,93847.00,5319.000,188.000,2.6,'Excellent',98.50,0.99
'HUB_BCLS','DIST_VGU43',1499.00,23.500,51479.00,1462.000,750.000,2.7,'Excellent',98.50,4.31
'HUB_LYSC','DIST_QH7GF',7164.00,95.700,66836.00,6083.000,472.000,4.6,'Excellent',94.30,2.06
'HUB_V3L8','DIST_Z0OQG',9834.00,58.700,46600.00,5394.000,221.000,5.3,'Good',92.30,4.06
'HUB_BOT2','DIST_2TDGG',8488.00,89.300,56492.00,667.000,629.000,7.9,'Poor',99.50,3.60
'HUB_AG7L','DIST_4QYU9',2728.00,41.700,83426.00,2560.000,590.000,6.0,'Poor',97.30,3.50
'HUB_NAWK','DIST_PMUOH',1994.00,64.500,86758.00,8328.000,577.000,6.4,'Excellent',95.60,3.28
'HUB_J29N','DIST_WIZJT',2718.00,54.600,27797.00,4548.000,514.000,6.4,'Excellent',96.10,1.07
'HUB_QMX8','DIST_5V46N',2022.00,81.700,65667.00,3483.000,658.000,7.1,'Good',91.10,3.00
'HUB_GJQV','DIST_USD56',6261.00,11.300,29705.00,1561.000,729.000,6.3,'Excellent',91.00,3.79
'HUB_VX7G','DIST_MBEXY',5230.00,75.500,22641.00,8499.000,857.000,7.4,'Fair',93.40,4.11
'HUB_GTP9','DIST_AHEGV',6582.00,76.700,39982.00,2365.000,305.000,7.1,'Poor',90.80,1.67
'HUB_395C','DIST_3V5LG',641.00,6.600,52947.00,2327.000,994.000,7.0,'Good',90.90,1.45
'HUB_0ZG0','DIST_E00IN',5738.00,75.900,45637.00,2586.000,263.000,2.6,'Excellent',96.00,2.02
'HUB_SROE','DIST_U813S',1025.00,74.200,94414.00,2168.000,390.000,6.0,'Excellent',97.80,3.72
'HUB_B9PO','DIST_AWR8K',2181.00,87.900,91367.00,9484.000,554.000,4.4,'Excellent',92.70,4.18
'HUB_L2ID','DIST_FEU5P',4796.00,2.600,73670.00,4355.000,733.000,6.7,'Good',95.40,3.61
'HUB_ZR34','DIST_PGV2D',4715.00,5.300,74255.00,9055.000,554.000,2.1,'Poor',95.60,2.20
'HUB_44NL','DIST_6Y4WH',2678.00,51.000,79684.00,9883.000,294.000,3.6,'Excellent',91.90,4.53
'HUB_WMPE','DIST_HNBON',7200.00,78.700,2737.00,6795.000,472.000,6.0,'Fair',90.60,2.00
'HUB_SWK8','DIST_69EUO',8121.00,80.700,92374.00,6841.000,289.000,3.9,'Good',96.70,1.19
'HUB_DCZB','DIST_ZYLZ0',5993.00,4.200,16486.00,1176.000,342.000,5.5,'Fair',94.20,4.98
'HUB_H2MV','DIST_VYOOT',6008.00,48.400,11465.00,6655.000,397.000,7.9,'Good',91.60,3.89
'HUB_99ZC','DIST_N4FFF',816.00,87.800,13893.00,3902.000,620.000,3.9,'Poor',92.40,1.99
'HUB_4KAO','DIST_VVXLW',6857.00,34.900,95296.00,3616.000,150.000,5.8,'Poor',94.80,1.27
'HUB_94LM','DIST_QMVSK',3327.00,76.400,94575.00,4611.000,725.000,4.1,'Good',99.60,0.52
'HUB_2WN5','DIST_8NO0E',9166.00,76.600,48834.00,3834.000,172.000,3.0,'Excellent',91.10,0.62
'HUB_WVD6','DIST_B2KI3',5270.00,49.900,46875.00,2531.000,719.000,4.7,'Excellent',96.90,4.92
'HUB_HHYB','DIST_LN89T',7802.00,10.000,77336.00,9854.000,353.000,7.3,'Poor',99.60,2.50
'HUB_S15K','DIST_HLA34',8536.00,64.700,38792.00,4696.000,316.000,3.1,'Good',98.80,0.16
'HUB_8P1I','DIST_E1HRY',8533.00,34.100,94011.00,8040.000,880.000,4.3,'Good',90.10,2.70
'HUB_GT74','DIST_L59QK',8644.00,5.400,80431.00,3147.000,848.000,5.2,'Poor',98.60,0.84
'HUB_DGLE','DIST_8P9EO',9727.00,28.900,8183.00,6046.000,696.000,2.8,'Excellent',97.30,2.40
'HUB_0151','DIST_MT60V',6244.00,41.700,9795.00,3681.000,849.000,3.6,'Fair',97.30,1.59
'HUB_AVMW','DIST_L2VTB',7380.00,1.100,24833.00,8864.000,373.000,6.4,'Fair',99.70,2.48
'HUB_AJXR','DIST_5DD2S',3915.00,21.800,20432.00,4753.000,968.000,6.0,'Fair',93.30,3.44
'HUB_GYI5','DIST_7ROX3',4886.00,37.900,1127.00,8607.000,745.000,3.8,'Fair',92.40,0.71
'HUB_MH5W','DIST_HLBO4',6105.00,17.300,48496.00,4693.000,582.000,4.8,'Fair',93.00,0.97
'HUB_MHV2','DIST_11W7X',7757.00,68.400,10649.00,2035.000,513.000,2.4,'Good',91.20,0.94
'HUB_Z3XW','DIST_YWJUU',887.00,75.100,36268.00,8143.000,290.000,3.4,'Good',96.00,1.31
'HUB_DPXZ','DIST_0I0FH',8134.00,49.600,83209.00,4335.000,183.000,7.5,'Good',90.90,0.63
'HUB_12EQ','DIST_V9QJT',2636.00,40.000,98271.00,3410.000,718.000,3.7,'Poor',97.90,1.10
'HUB_9CM0','DIST_FVYXT',6175.00,0.700,62558.00,3825.000,130.000,3.6,'Good',95.90,1.88
