'COORD_P7C7','DIST_L3JDN','OPS_1NTL1',51,'Moderate','Partial','Medium','29','Limited',71.0,2,'Weekly','Overdue','Documented','Overdue','Partial','Full','Partial','Due','Moderate',3.60,'Neutral',1.3,'Complete','37','15','24','2025-04-18','Color at also and owner street along option.'
'COORD_GE4C','DIST_C153I','OPS_KRE0S',95,'Moderate','Partial','High','5','Effective',96.7,4,'Daily','Due','Pending','Updated','Insufficient','Partial','Compliant','Due','Strong',4.30,'Neutral',1.7,'Complete','32','8','0','2025-03-05','Outside wind purpose collection smile nothing.'
'COORD_26XY','DIST_YZMPJ','OPS_QR0CN',80,'Moderate','Partial','Medium','44','Limited',81.0,5,'Daily','Due','In Progress','Due','Partial','Full','Partial','Completed','Moderate',4.80,'Neutral',3.1,'Partial','5','13','36','2025-04-15',''
'COORD_M8FI','DIST_4CT9D','OPS_E4RFE',83,'Moderate','Partial','High','8','Limited',76.8,2,'Daily','Due','In Progress','Overdue','Adequate','Partial','Partial','Overdue','Strong',1.90,'Positive',3.6,'Incomplete','29','9','16','2025-03-15','Everybody central threat ask husband store.'
'COORD_W3ZX','DIST_3LJ3S','OPS_M0Z1H',8,'Safe','Partial','Medium','31','Limited',99.7,4,'Weekly','Current','In Progress','Overdue','Partial','Partial','Partial','Due','Strong',4.80,'Positive',3.7,'Complete','23','22','3','2025-04-18','Term drug here pretty maybe.'
'COORD_L5QK','DIST_WQXDW','OPS_H5EPY',29,'Moderate','Severe','High','28','Effective',92.4,4,'Weekly','Due','In Progress','Due','Adequate','Full','Partial','Completed','Strong',2.20,'Neutral',2.6,'Complete','49','22','18','2025-08-11','Say say want a even military poor.'
'COORD_LV5F','DIST_0PLGM','OPS_L33H5',17,'High Risk','Partial','Medium','47','Limited',80.3,3,'Weekly','Current','In Progress','Updated','Adequate','Partial','Compliant','Overdue','Strong',3.40,'Negative',1.2,'Partial','10','6','6','2025-08-16','Suddenly election guess within street once great if.'
'COORD_AIFE','DIST_YD771','OPS_UNMOO',20,'Safe','Partial','Medium','23','Poor',90.3,4,'Daily','Due','In Progress','Updated','Insufficient','Partial','Compliant','Overdue','Strong',4.10,'Positive',1.3,'Complete','28','19','24','2025-03-12','Forward high most everyone know recently civil.'
'COORD_UFPB','DIST_Q8BUY','OPS_CTGKC',14,'Moderate','Severe','High','39','Limited',95.2,5,'Monthly','Overdue','In Progress','Due','Partial','Partial','Compliant','Due','Moderate',4.60,'Neutral',4.3,'Incomplete','40','0','10','2025-03-13',''
'COORD_3SVE','DIST_6W75V','OPS_BJ7YR',80,'Moderate','Partial','High','41','Poor',91.2,2,'Weekly','Due','Documented','Updated','Partial','Partial','Partial','Overdue','Weak',2.00,'Negative',3.6,'Complete','31','17','6','2025-03-18',''
'COORD_ZD0X','DIST_YEMSO','OPS_T72V1',79,'Moderate','Partial','Low','43','Poor',89.5,4,'Weekly','Current','Pending','Due','Partial','Full','Compliant','Completed','Strong',2.80,'Positive',2.3,'Partial','50','26','0','2025-06-09','Herself six protect send.'
'COORD_3EDF','DIST_QXBKZ','OPS_CM0DI',4,'Moderate','Partial','High','49','Poor',79.0,4,'Daily','Current','Documented','Due','Adequate','Full','Partial','Overdue','Strong',3.70,'Positive',3.7,'Complete','13','27','40','2025-03-07',''
'COORD_AQG6','DIST_NNXTH','OPS_8XNCY',39,'Safe','Partial','Low','39','Poor',84.8,1,'Daily','Current','In Progress','Overdue','Adequate','Partial','Compliant','Due','Weak',3.00,'Neutral',3.8,'Complete','21','9','32','2025-04-02',''
'COORD_IVTK','DIST_6ATB4','OPS_JIR20',49,'Moderate','Partial','Medium','15','Poor',73.7,5,'Monthly','Current','In Progress','Due','Partial','Partial','Compliant','Completed','Strong',4.50,'Neutral',3.4,'Complete','39','15','13','2025-07-03',''
'COORD_X8KK','DIST_YGVYJ','OPS_IW6JC',67,'High Risk','Severe','High','16','Effective',86.1,3,'Monthly','Current','Pending','Updated','Partial','Partial','Partial','Due','Weak',2.40,'Neutral',2.7,'Incomplete','3','18','15','2025-06-12','Cut morning senior into expert record guess property.'
'COORD_RN5Q','DIST_90GIZ','OPS_8OD48',22,'Safe','Partial','Medium','46','Poor',92.0,4,'Daily','Current','In Progress','Overdue','Insufficient','Full','Non-Compliant','Overdue','Strong',2.20,'Neutral',3.3,'Complete','50','21','14','2025-07-15',''
'COORD_QY14','DIST_GKE94','OPS_L5QSH',3,'Safe','Severe','Medium','10','Limited',85.8,2,'Monthly','Current','Pending','Updated','Adequate','Partial','Compliant','Due','Strong',4.50,'Neutral',3.1,'Complete','13','24','2','2025-04-11','Speak poor wish generation up believe important.'
'COORD_FSWG','DIST_GZAH0','OPS_RVBDF',13,'Safe','Severe','High','9','Limited',97.9,3,'Monthly','Overdue','Documented','Updated','Adequate','Partial','Non-Compliant','Overdue','Strong',1.40,'Neutral',3.7,'Complete','25','20','12','2025-04-24',''
'COORD_U5H7','DIST_83J7Y','OPS_5TKRD',37,'Safe','Severe','Low','23','Limited',72.5,3,'Monthly','Due','In Progress','Overdue','Partial','Partial','Non-Compliant','Due','Strong',1.50,'Neutral',1.0,'Partial','26','13','34','2025-04-22','Structure determine his wish thank few.'
'COORD_X5FL','DIST_M2CJ6','OPS_CPK2N',37,'Moderate','Partial','Medium','21','Limited',83.3,1,'Monthly','Overdue','Documented','Due','Adequate','Partial','Non-Compliant','Overdue','Moderate',3.00,'Positive',4.3,'Incomplete','8','12','31','2025-08-18',''
'COORD_F974','DIST_F3WNH','OPS_CPYA1',44,'Moderate','Partial','Low','7','Effective',86.6,3,'Weekly','Overdue','In Progress','Overdue','Insufficient','Partial','Partial','Overdue','Strong',4.20,'Negative',1.0,'Incomplete','13','28','6','2025-04-02',''
'COORD_B79Q','DIST_LCFOO','OPS_CKY8M',38,'Safe','Severe','Medium','18','Effective',70.6,4,'Weekly','Current','Documented','Updated','Partial','Full','Partial','Due','Strong',2.90,'Neutral',2.5,'Partial','3','24','1','2025-06-16',''
'COORD_DQ5C','DIST_7V1GP','OPS_J2SLX',38,'Safe','Partial','Medium','5','Effective',72.1,5,'Daily','Overdue','Pending','Updated','Insufficient','Full','Compliant','Completed','Moderate',2.80,'Negative',3.7,'Partial','8','7','16','2025-05-27','Specific yard give campaign sea western free.'
'COORD_VXPX','DIST_41NC7','OPS_BP78Y',35,'High Risk','Severe','Low','21','Effective',99.3,3,'Daily','Overdue','In Progress','Updated','Partial','Partial','Non-Compliant','Completed','Moderate',4.10,'Negative',4.5,'Complete','45','9','24','2025-07-18',''
'COORD_BNOL','DIST_FHTQ6','OPS_29S0M',50,'Moderate','Partial','Medium','49','Limited',72.9,4,'Daily','Due','In Progress','Due','Adequate','Partial','Non-Compliant','Overdue','Strong',1.20,'Negative',2.2,'Incomplete','44','29','34','2025-03-03',''
'COORD_M85V','DIST_GXTK1','OPS_UO57J',72,'Safe','Partial','High','42','Limited',86.3,4,'Weekly','Overdue','In Progress','Overdue','Partial','Partial','Compliant','Completed','Strong',3.90,'Negative',2.5,'Incomplete','3','7','8','2025-08-05','Simple boy able pick effort.'
'COORD_V3RQ','DIST_ESEZH','OPS_NSGO2',27,'High Risk','Partial','High','35','Limited',78.9,2,'Daily','Due','In Progress','Due','Insufficient','Full','Compliant','Due','Strong',1.60,'Positive',4.9,'Incomplete','9','23','25','2025-07-01','Can guess record feel such visit with east.'
'COORD_4YVB','DIST_CAKP1','OPS_14R7S',100,'High Risk','Severe','Low','28','Limited',84.8,4,'Weekly','Current','Documented','Due','Partial','Partial','Compliant','Overdue','Weak',1.20,'Negative',1.8,'Complete','40','10','32','2025-04-12',''
'COORD_34V8','DIST_V8Q25','OPS_ILC13',2,'Moderate','Partial','High','12','Limited',86.9,2,'Monthly','Overdue','Documented','Due','Partial','Full','Compliant','Due','Weak',3.80,'Negative',1.5,'Partial','13','18','11','2025-07-07',''
'COORD_39TO','DIST_EGZWW','OPS_IMEJ3',12,'Safe','Severe','Medium','40','Poor',84.8,3,'Daily','Due','Documented','Overdue','Partial','Partial','Non-Compliant','Due','Moderate',1.10,'Positive',4.4,'Complete','1','23','9','2025-07-09','Writer shoulder senior beautiful know.'
'COORD_E9L2','DIST_BD7NA','OPS_NQ13L',8,'High Risk','Partial','Low','31','Limited',79.6,3,'Daily','Current','In Progress','Overdue','Partial','Full','Partial','Due','Weak',2.80,'Negative',2.3,'Incomplete','45','11','11','2025-07-09',''
'COORD_9C8Q','DIST_3PGF5','OPS_8BOBR',77,'Moderate','Severe','High','21','Limited',99.5,2,'Monthly','Due','Pending','Updated','Adequate','Partial','Non-Compliant','Overdue','Strong',1.90,'Positive',4.8,'Complete','15','17','20','2025-02-21',''
'COORD_NIJ5','DIST_F0X6S','OPS_ZEJG6',90,'High Risk','Severe','Medium','16','Limited',73.8,3,'Monthly','Due','Pending','Due','Insufficient','Partial','Compliant','Overdue','Moderate',2.30,'Negative',2.4,'Partial','39','2','12','2025-04-26',''
'COORD_OBNS','DIST_QCH6E','OPS_4L1B7',0,'High Risk','Partial','Medium','32','Limited',80.5,3,'Weekly','Overdue','Documented','Overdue','Partial','Full','Partial','Overdue','Weak',1.10,'Neutral',4.5,'Partial','4','2','36','2025-03-29',''
'COORD_U5K0','DIST_1SI5T','OPS_VEKAV',67,'Moderate','Partial','Medium','18','Effective',72.8,2,'Weekly','Due','Pending','Overdue','Insufficient','Partial','Partial','Due','Weak',3.40,'Positive',2.7,'Partial','22','30','13','2025-04-30',''
'COORD_5USM','DIST_BOI50','OPS_5815C',79,'Moderate','Partial','Medium','43','Poor',76.2,3,'Monthly','Current','Documented','Updated','Insufficient','Partial','Compliant','Completed','Moderate',2.60,'Neutral',4.5,'Complete','14','7','31','2025-04-14',''
'COORD_AGZD','DIST_L5G62','OPS_0JVUU',78,'Safe','Severe','High','46','Poor',82.7,1,'Weekly','Overdue','Pending','Overdue','Partial','Partial','Compliant','Due','Weak',2.60,'Negative',4.3,'Incomplete','40','3','32','2025-02-24','Yes teach way quality network yes green born.'
'COORD_0DVS','DIST_5QCO2','OPS_CS2T8',35,'High Risk','Partial','High','24','Poor',83.3,2,'Weekly','Overdue','Documented','Due','Partial','Partial','Partial','Due','Strong',3.40,'Neutral',2.1,'Partial','39','26','13','2025-08-12',''
'COORD_3J7V','DIST_S91EA','OPS_QFP7A',85,'High Risk','Partial','Medium','5','Limited',70.2,2,'Daily','Current','Pending','Due','Partial','Partial','Compliant','Due','Moderate',1.00,'Negative',4.7,'Complete','8','11','3','2025-05-16','Imagine customer eight five type.'
'COORD_0VQN','DIST_E5EJA','OPS_EHRV8',93,'Safe','Partial','Low','24','Poor',97.3,4,'Daily','Due','Pending','Due','Partial','Partial','Non-Compliant','Completed','Strong',1.50,'Neutral',1.0,'Incomplete','44','11','18','2025-07-19',''
'COORD_TAOH','DIST_F1NBI','OPS_0SQD8',71,'Safe','Partial','High','14','Effective',88.0,2,'Weekly','Due','Pending','Updated','Partial','Partial','Non-Compliant','Overdue','Moderate',3.50,'Positive',2.9,'Complete','14','1','20','2025-03-23',''
'COORD_9CZN','DIST_E839I','OPS_3U44P',44,'High Risk','Partial','High','37','Effective',89.6,4,'Monthly','Due','Documented','Overdue','Adequate','Partial','Non-Compliant','Overdue','Strong',3.40,'Positive',2.0,'Complete','50','6','40','2025-07-21',''
'COORD_0F5M','DIST_CIOAA','OPS_MUQ7A',14,'Moderate','Severe','High','17','Effective',99.3,3,'Monthly','Due','Pending','Due','Partial','Partial','Non-Compliant','Overdue','Weak',1.20,'Negative',2.9,'Partial','49','1','8','2025-08-08',''
'COORD_HMN5','DIST_02996','OPS_Z483C',12,'High Risk','Severe','Medium','36','Limited',86.6,2,'Daily','Current','Pending','Updated','Adequate','Partial','Partial','Completed','Strong',1.10,'Negative',4.6,'Incomplete','15','28','40','2025-04-21',''
'COORD_ZJQ0','DIST_PY9N3','OPS_WUH0O',32,'Moderate','Partial','Medium','37','Limited',92.6,4,'Weekly','Current','In Progress','Overdue','Partial','Partial','Non-Compliant','Completed','Weak',1.50,'Negative',1.1,'Complete','41','17','23','2025-07-04',''
'COORD_SKOW','DIST_A7RJZ','OPS_4M9JM',95,'Safe','Partial','Medium','10','Effective',90.3,1,'Monthly','Current','Pending','Overdue','Insufficient','Full','Compliant','Due','Moderate',4.90,'Negative',2.6,'Incomplete','30','7','36','2025-04-28',''
'COORD_2Q34','DIST_3STAV','OPS_6PNO3',48,'Safe','Partial','Medium','8','Effective',81.3,3,'Weekly','Overdue','In Progress','Updated','Partial','Full','Compliant','Completed','Weak',3.40,'Negative',2.7,'Incomplete','15','10','9','2025-06-04','Member nation deal them.'
'COORD_TUHF','DIST_SQ7VD','OPS_GK2M6',72,'High Risk','Partial','High','6','Poor',72.1,4,'Monthly','Current','In Progress','Overdue','Partial','Partial','Partial','Due','Strong',4.90,'Neutral',1.9,'Incomplete','22','18','33','2025-07-04',''
'COORD_C92F','DIST_CYQD8','OPS_8XLWE',11,'High Risk','Severe','High','14','Effective',87.2,3,'Daily','Overdue','Pending','Overdue','Partial','Partial','Compliant','Completed','Weak',1.90,'Neutral',1.6,'Partial','44','20','17','2025-03-26','Democratic sense serious century process.'
'COORD_2BFV','DIST_M662O','OPS_WLXVG',11,'Safe','Partial','Low','18','Effective',89.7,3,'Daily','Due','Documented','Updated','Partial','Partial','Non-Compliant','Overdue','Strong',1.80,'Positive',4.3,'Partial','17','8','4','2025-05-04','Recognize quite and seat across memory yourself.'
'COORD_OCIY','DIST_68DZ3','OPS_2FOFZ',97,'High Risk','Partial','Medium','43','Poor',86.1,4,'Daily','Due','Pending','Overdue','Insufficient','Partial','Non-Compliant','Due','Weak',4.50,'Negative',1.4,'Complete','28','12','27','2025-07-31','Continue author big.'
'COORD_KG4O','DIST_GZFMH','OPS_SOIQA',46,'Safe','Severe','Low','24','Effective',84.0,4,'Daily','Due','In Progress','Overdue','Partial','Full','Compliant','Overdue','Strong',4.90,'Negative',4.3,'Incomplete','39','15','12','2025-07-10',''
'COORD_SZV2','DIST_4PRK0','OPS_1EL0E',97,'High Risk','Severe','Medium','6','Limited',94.5,2,'Monthly','Overdue','In Progress','Overdue','Partial','Partial','Compliant','Due','Weak',3.60,'Neutral',2.8,'Incomplete','28','20','16','2025-03-11','Many better month city.'
'COORD_26F1','DIST_LIN9D','OPS_FBTC5',55,'Safe','Partial','Low','21','Effective',96.4,4,'Monthly','Overdue','Documented','Due','Insufficient','Partial','Partial','Completed','Strong',3.10,'Positive',4.6,'Partial','14','3','19','2025-05-10',''
'COORD_4OVJ','DIST_1B0GE','OPS_ONGS3',41,'High Risk','Partial','Medium','8','Effective',97.9,3,'Monthly','Current','Documented','Overdue','Partial','Partial','Compliant','Completed','Weak',2.90,'Neutral',2.8,'Partial','4','7','34','2025-03-24','Bag here explain read full.'
'COORD_7NLV','DIST_XE505','OPS_P17H8',92,'Moderate','Partial','Low','29','Poor',70.8,2,'Daily','Overdue','Pending','Overdue','Adequate','Partial','Non-Compliant','Overdue','Strong',2.00,'Positive',2.6,'Complete','18','24','22','2025-07-19',''
'COORD_VLMG','DIST_SJVXM','OPS_8VB2F',56,'High Risk','Partial','Low','24','Effective',80.5,1,'Daily','Current','Documented','Updated','Adequate','Partial','Partial','Completed','Weak',2.10,'Negative',4.8,'Partial','50','26','23','2025-04-09',''
'COORD_R6RZ','DIST_WQ7QL','OPS_GKVQ4',42,'Moderate','Severe','High','42','Effective',86.3,1,'Weekly','Due','Documented','Updated','Insufficient','Full','Non-Compliant','Overdue','Moderate',4.70,'Neutral',1.9,'Complete','14','10','39','2025-04-06',''
'COORD_UNCB','DIST_45IDS','OPS_3H21L',75,'Safe','Partial','Medium','5','Effective',96.7,3,'Weekly','Overdue','In Progress','Overdue','Insufficient','Partial','Compliant','Due','Weak',4.80,'Positive',2.0,'Partial','23','20','9','2025-05-26','See according north understand.'
'COORD_6ZE3','DIST_KWM69','OPS_092II',5,'Moderate','Partial','Low','8','Limited',85.6,4,'Weekly','Overdue','Pending','Due','Adequate','Full','Partial','Overdue','Moderate',1.00,'Neutral',2.8,'Partial','22','11','21','2025-07-28','Whether human down reflect they response process.'
'COORD_S02P','DIST_BBJZ1','OPS_RXXP6',34,'Moderate','Partial','High','11','Limited',79.5,4,'Monthly','Due','In Progress','Updated','Adequate','Partial','Compliant','Overdue','Moderate',1.50,'Neutral',1.4,'Incomplete','49','26','0','2025-03-20',''
'COORD_KBV4','DIST_84HUZ','OPS_GQV9J',20,'Safe','Severe','Low','36','Effective',80.4,3,'Monthly','Current','Documented','Due','Partial','Partial','Non-Compliant','Completed','Moderate',3.20,'Neutral',2.0,'Complete','30','12','34','2025-03-29','Say car single author result former project.'
'COORD_U61B','DIST_AOLY4','OPS_5N22Q',12,'Moderate','Partial','Low','39','Limited',83.8,1,'Monthly','Current','Documented','Due','Partial','Partial','Non-Compliant','Due','Strong',5.00,'Positive',2.2,'Partial','36','4','8','2025-04-11',''
'COORD_7FHP','DIST_09X15','OPS_59WQ0',61,'Moderate','Severe','Medium','7','Poor',96.4,4,'Weekly','Overdue','Documented','Updated','Insufficient','Full','Non-Compliant','Due','Weak',4.90,'Positive',3.3,'Complete','7','1','23','2025-04-09','Us future culture key fly.'
'COORD_OU5D','DIST_R7ZSV','OPS_DS1R9',0,'Moderate','Partial','Medium','23','Poor',92.0,5,'Daily','Due','In Progress','Overdue','Adequate','Partial','Partial','Completed','Weak',3.00,'Negative',1.7,'Incomplete','3','14','11','2025-05-28',''
'COORD_7K99','DIST_CF5WQ','OPS_NGANP',60,'Moderate','Severe','Low','13','Limited',88.7,4,'Weekly','Current','Documented','Overdue','Insufficient','Partial','Non-Compliant','Completed','Weak',3.30,'Negative',3.8,'Complete','23','19','40','2025-07-30',''
'COORD_KJMC','DIST_EHGGH','OPS_6M3DU',87,'Safe','Partial','Medium','42','Limited',87.5,5,'Weekly','Overdue','In Progress','Due','Partial','Partial','Non-Compliant','Completed','Weak',4.70,'Neutral',3.4,'Partial','27','8','0','2025-08-17','Approach parent live stock across.'
'COORD_NK0A','DIST_WTUAN','OPS_DKA6P',64,'High Risk','Severe','Low','44','Poor',73.8,4,'Weekly','Due','Pending','Overdue','Adequate','Partial','Partial','Completed','Strong',2.80,'Neutral',3.7,'Partial','20','20','3','2025-06-19','Morning medical three media successful describe until.'
'COORD_6WMK','DIST_NMUBB','OPS_TBTPS',59,'Safe','Partial','Medium','8','Effective',80.5,2,'Daily','Current','Documented','Overdue','Adequate','Full','Non-Compliant','Completed','Weak',3.30,'Neutral',4.7,'Partial','27','25','16','2025-03-31',''
'COORD_EM1G','DIST_WVF8Q','OPS_8SOBK',10,'High Risk','Partial','Low','38','Limited',81.6,3,'Monthly','Due','Documented','Due','Adequate','Partial','Compliant','Due','Weak',3.30,'Positive',3.8,'Incomplete','46','26','23','2025-08-18','First record available exactly use community follow.'
'COORD_HF4I','DIST_9A0HK','OPS_RKTHX',10,'Moderate','Partial','High','5','Limited',85.7,3,'Monthly','Current','Pending','Due','Partial','Partial','Non-Compliant','Overdue','Moderate',4.40,'Positive',5.0,'Complete','0','12','6','2025-08-18',''
'COORD_CSQN','DIST_QCXVB','OPS_57ZZ2',67,'High Risk','Partial','Low','41','Poor',77.4,3,'Weekly','Overdue','Pending','Updated','Partial','Partial','Partial','Completed','Weak',4.40,'Positive',4.2,'Incomplete','45','21','21','2025-04-29','Quality kitchen hair performance others.'
'COORD_PN96','DIST_YHR63','OPS_Y5A2H',61,'Moderate','Partial','High','15','Poor',96.5,5,'Daily','Current','Pending','Overdue','Insufficient','Partial','Partial','Completed','Moderate',1.90,'Negative',5.0,'Incomplete','34','19','1','2025-04-18',''
'COORD_0NTJ','DIST_VXB2T','OPS_5NMUG',81,'Safe','Severe','Medium','28','Poor',83.0,3,'Daily','Due','Documented','Overdue','Insufficient','Partial','Partial','Overdue','Strong',1.90,'Positive',2.2,'Incomplete','3','2','20','2025-06-10','Yes chair voice.'
'COORD_SC84','DIST_ZZ7QZ','OPS_8FB56',46,'Moderate','Partial','Low','10','Poor',81.7,5,'Weekly','Overdue','Documented','Due','Partial','Partial','Compliant','Overdue','Strong',2.00,'Positive',4.7,'Incomplete','34','11','21','2025-02-20','Decade human imagine benefit beat choice safe.'
'COORD_ZDNW','DIST_PSEGN','OPS_UCUPX',39,'Moderate','Partial','Low','26','Limited',83.4,3,'Daily','Due','Documented','Updated','Adequate','Partial','Compliant','Completed','Strong',1.60,'Negative',2.5,'Complete','18','5','26','2025-03-08',''
'COORD_UXWC','DIST_3HWKF','OPS_ZX9YX',99,'Moderate','Partial','High','18','Effective',97.0,4,'Weekly','Overdue','In Progress','Overdue','Partial','Full','Partial','Completed','Strong',2.90,'Positive',1.2,'Partial','15','23','2','2025-04-21','What fill owner security pass important collection.'
'COORD_VI8J','DIST_KT3DC','OPS_FMNQF',89,'High Risk','Partial','High','24','Poor',77.2,3,'Weekly','Current','In Progress','Overdue','Partial','Full','Compliant','Overdue','Strong',4.00,'Negative',3.8,'Complete','37','26','29','2025-07-03',''
'COORD_TBG4','DIST_OPMPQ','OPS_MOOU4',75,'Moderate','Severe','Medium','30','Poor',88.9,3,'Daily','Overdue','In Progress','Due','Partial','Partial','Non-Compliant','Overdue','Moderate',3.30,'Negative',1.9,'Complete','10','30','23','2025-06-14',''
'COORD_X3E8','DIST_3GTPW','OPS_5UFUU',100,'Moderate','Partial','Medium','27','Limited',96.4,5,'Monthly','Current','Documented','Overdue','Adequate','Partial','Non-Compliant','Due','Strong',3.00,'Positive',4.3,'Complete','6','30','33','2025-04-30','Decision gun result event.'
'COORD_3GHM','DIST_MATM4','OPS_TLDVB',79,'High Risk','Severe','High','45','Effective',80.0,5,'Monthly','Due','Pending','Updated','Adequate','Partial','Partial','Completed','Weak',4.20,'Neutral',2.6,'Incomplete','23','29','27','2025-07-09',''
'COORD_EZTV','DIST_9OOG5','OPS_2VQQT',3,'Moderate','Partial','Medium','46','Poor',78.6,2,'Daily','Due','Documented','Overdue','Adequate','Partial','Compliant','Due','Moderate',4.50,'Neutral',4.8,'Incomplete','14','10','7','2025-08-08','Finally stock center experience ok growth.'
'COORD_AVL8','DIST_3J5TY','OPS_FUXX2',18,'High Risk','Partial','Medium','11','Limited',86.4,4,'Monthly','Due','In Progress','Due','Adequate','Partial','Non-Compliant','Completed','Weak',2.20,'Neutral',4.2,'Partial','17','14','23','2025-04-05',''
'COORD_PJF2','DIST_0ATJU','OPS_QOITM',26,'High Risk','Partial','Medium','48','Limited',95.4,3,'Daily','Current','Documented','Updated','Insufficient','Full','Compliant','Completed','Weak',1.70,'Neutral',4.1,'Partial','49','18','3','2025-03-06','Toward threat line story.'
'COORD_GKV8','DIST_0CZB6','OPS_X37CB',25,'Moderate','Partial','Low','5','Poor',87.7,4,'Weekly','Due','Documented','Due','Adequate','Partial','Compliant','Overdue','Moderate',2.70,'Positive',4.8,'Partial','0','18','30','2025-05-26','Lay act goal lawyer buy.'
'COORD_RGY3','DIST_FAR1P','OPS_CUFQR',39,'Moderate','Severe','High','22','Limited',93.1,4,'Daily','Current','In Progress','Updated','Partial','Partial','Compliant','Overdue','Weak',3.30,'Positive',3.5,'Incomplete','8','23','30','2025-07-26','Treat idea other heavy last value.'
'COORD_4SNL','DIST_8BRF7','OPS_IO6N2',74,'Safe','Severe','Medium','12','Effective',96.5,2,'Daily','Due','Pending','Due','Insufficient','Partial','Non-Compliant','Due','Strong',4.80,'Negative',1.9,'Incomplete','9','6','15','2025-05-05',''
'COORD_8SYJ','DIST_VU6CK','OPS_R9LZT',77,'High Risk','Partial','Low','42','Effective',78.9,5,'Weekly','Overdue','In Progress','Overdue','Insufficient','Partial','Non-Compliant','Overdue','Weak',4.40,'Negative',1.5,'Complete','19','9','7','2025-07-30',''
'COORD_XI1P','DIST_IIQF5','OPS_TG1RA',12,'Moderate','Partial','High','14','Limited',72.9,5,'Daily','Current','Pending','Updated','Partial','Partial','Compliant','Overdue','Weak',3.00,'Negative',4.1,'Complete','6','16','22','2025-07-12','Along only sport majority center much star.'
'COORD_DH38','DIST_TQ0SR','OPS_GQRXE',71,'High Risk','Partial','Medium','43','Poor',89.9,4,'Monthly','Current','In Progress','Due','Insufficient','Full','Non-Compliant','Due','Weak',2.50,'Negative',2.9,'Complete','16','2','22','2025-08-05','Son debate image along.'
'COORD_XJRV','DIST_01N7D','OPS_23R95',49,'High Risk','Severe','High','35','Poor',87.2,4,'Daily','Due','Pending','Overdue','Adequate','Full','Non-Compliant','Due','Weak',4.50,'Negative',2.8,'Incomplete','31','7','22','2025-06-13',''
'COORD_KYQM','DIST_E1T4U','OPS_TAUUA',67,'Moderate','Partial','Low','28','Poor',76.9,4,'Weekly','Due','Pending','Overdue','Insufficient','Partial','Compliant','Due','Moderate',4.10,'Positive',1.8,'Incomplete','43','22','21','2025-06-22',''
'COORD_BWPC','DIST_SFQV4','OPS_VRMCL',51,'High Risk','Severe','Medium','22','Limited',81.5,3,'Monthly','Overdue','Documented','Due','Partial','Partial','Non-Compliant','Completed','Strong',3.80,'Positive',1.2,'Complete','9','9','40','2025-03-05',''
'COORD_Z2JM','DIST_KM7NC','OPS_HI17E',90,'Moderate','Partial','Medium','50','Limited',90.2,2,'Weekly','Due','Documented','Updated','Partial','Partial','Non-Compliant','Overdue','Weak',1.50,'Neutral',2.8,'Incomplete','43','27','28','2025-03-19','Everything product eye example street.'
'COORD_SMR6','DIST_889OM','OPS_E793G',79,'Safe','Severe','Low','11','Effective',72.0,4,'Weekly','Due','Pending','Due','Adequate','Partial','Partial','Due','Moderate',4.60,'Positive',3.0,'Partial','33','0','26','2025-06-26',''
'COORD_HD4Z','DIST_OL9YD','OPS_4NE6T',65,'Safe','Partial','High','45','Poor',70.6,5,'Weekly','Overdue','Documented','Updated','Adequate','Partial','Non-Compliant','Overdue','Strong',4.20,'Positive',4.9,'Partial','19','5','35','2025-04-25','Source event fast question old.'
'COORD_2FC0','DIST_AWQ67','OPS_39SIK',99,'High Risk','Severe','High','9','Effective',85.3,5,'Monthly','Due','In Progress','Updated','Partial','Partial','Partial','Completed','Weak',1.60,'Positive',1.4,'Partial','3','9','40','2025-07-30',''
'COORD_UCOF','DIST_FAZJH','OPS_VOIPB',64,'Safe','Severe','Low','24','Limited',76.7,5,'Daily','Due','In Progress','Due','Adequate','Partial','Compliant','Overdue','Weak',3.70,'Positive',1.4,'Partial','25','29','15','2025-03-27',''
'COORD_4001','DIST_S7W03','OPS_OISMK',52,'High Risk','Severe','High','18','Limited',75.6,4,'Daily','Current','Documented','Updated','Insufficient','Partial','Partial','Completed','Strong',1.30,'Positive',2.1,'Complete','22','27','34','2025-08-14',''
'COORD_PD5B','DIST_FS6A5','OPS_R5V15',59,'High Risk','Partial','High','17','Poor',73.6,2,'Monthly','Due','Pending','Updated','Adequate','Full','Compliant','Due','Moderate',1.10,'Neutral',1.5,'Complete','49','29','25','2025-05-29','Eight within beyond collection ten music.'
'COORD_YAQM','DIST_CNOCJ','OPS_00LML',6,'Moderate','Partial','Medium','50','Poor',91.0,2,'Weekly','Due','Documented','Due','Adequate','Full','Compliant','Overdue','Strong',4.70,'Negative',4.8,'Incomplete','3','24','27','2025-06-16',''
'COORD_1280','DIST_JE6CU','OPS_BR5OK',62,'Moderate','Partial','Low','39','Poor',77.3,3,'Daily','Overdue','Pending','Updated','Partial','Partial','Compliant','Completed','Strong',4.20,'Positive',2.7,'Incomplete','43','23','28','2025-07-29',''
'COORD_KGIN','DIST_JUEU0','OPS_E1CCQ',79,'Moderate','Severe','High','33','Poor',70.2,4,'Daily','Due','Documented','Due','Adequate','Partial','Non-Compliant','Overdue','Strong',3.10,'Negative',1.5,'Incomplete','34','18','20','2025-04-01',''
