'SUP_S99ZC','DIST_BBJZ1','HUB_Z9QU','{"power": {"generators": 460, "fuel_liters": 45985.0}, "medical": 40673, "shelter": {"units": 4874, "blankets": 89079}, "essentials": {"food_tons": 929.700, "water_liters": 902838.000}, "hygiene_kits": 78966}'
'SUP_CS7NT','DIST_84HUZ','HUB_I437','{"power": {"generators": 544, "fuel_liters": 49535.0}, "medical": 72243, "shelter": {"units": 1976, "blankets": 70819}, "essentials": {"food_tons": 331.300, "water_liters": 427253.000}, "hygiene_kits": 9532}'
'SUP_D7VGK','DIST_AOLY4','HUB_MXVV','{"power": {"generators": 786, "fuel_liters": 11066.0}, "medical": 80848, "shelter": {"units": 803, "blankets": 5912}, "essentials": {"food_tons": 626.400, "water_liters": 521020.000}, "hygiene_kits": 71659}'
'SUP_5HMC0','DIST_09X15','HUB_FM7T','{"power": {"generators": 83, "fuel_liters": 8184.0}, "medical": 36611, "shelter": {"units": 9547, "blankets": 68159}, "essentials": {"food_tons": 966.700, "water_liters": 547464.000}, "hygiene_kits": 44613}'
'SUP_PWR9Q','DIST_R7ZSV','HUB_V9X5','{"power": {"generators": 979, "fuel_liters": 50430.0}, "medical": 79249, "shelter": {"units": 9413, "blankets": 34174}, "essentials": {"food_tons": 149.000, "water_liters": 491232.000}, "hygiene_kits": 92934}'
'SUP_YNI87','DIST_CF5WQ','HUB_LQL0','{"power": {"generators": 861, "fuel_liters": 69612.0}, "medical": 78374, "shelter": {"units": 9700, "blankets": 54068}, "essentials": {"food_tons": 784.500, "water_liters": 237340.000}, "hygiene_kits": 18756}'
'SUP_V4PUR','DIST_EHGGH','HUB_8IVR','{"power": {"generators": 829, "fuel_liters": 75834.0}, "medical": 5710, "shelter": {"units": 6744, "blankets": 42863}, "essentials": {"food_tons": 956.300, "water_liters": 592517.000}, "hygiene_kits": 8274}'
'SUP_8O961','DIST_WTUAN','HUB_VE9W','{"power": {"generators": 223, "fuel_liters": 33676.0}, "medical": 73479, "shelter": {"units": 2897, "blankets": 47587}, "essentials": {"food_tons": 455.000, "water_liters": 446843.000}, "hygiene_kits": 27506}'
'SUP_JCYRH','DIST_NMUBB','HUB_YRWJ','{"power": {"generators": 660, "fuel_liters": 48168.0}, "medical": 10884, "shelter": {"units": 9886, "blankets": 59675}, "essentials": {"food_tons": 876.500, "water_liters": 331745.000}, "hygiene_kits": 54861}'
'SUP_TCXNM','DIST_WVF8Q','HUB_HR5F','{"power": {"generators": 736, "fuel_liters": 68332.0}, "medical": 41520, "shelter": {"units": 4215, "blankets": 91506}, "essentials": {"food_tons": 115.100, "water_liters": 261315.000}, "hygiene_kits": 85599}'
'SUP_RLVEQ','DIST_9A0HK','HUB_F4MO','{"power": {"generators": 168, "fuel_liters": 20486.0}, "medical": 61195, "shelter": {"units": 2086, "blankets": 14567}, "essentials": {"food_tons": 344.200, "water_liters": 866786.000}, "hygiene_kits": 26151}'
'SUP_LG8P8','DIST_QCXVB','HUB_6N1Y','{"power": {"generators": 259, "fuel_liters": 17395.0}, "medical": 35445, "shelter": {"units": 3323, "blankets": 29823}, "essentials": {"food_tons": 718.900, "water_liters": 943780.000}, "hygiene_kits": 32580}'
'SUP_7RPQD','DIST_YHR63','HUB_8DHS','{"power": {"generators": 538, "fuel_liters": 85706.0}, "medical": 85677, "shelter": {"units": 1347, "blankets": 33792}, "essentials": {"food_tons": 451.200, "water_liters": 481671.000}, "hygiene_kits": 21509}'
'SUP_1PMNZ','DIST_VXB2T','HUB_SHJ3','{"power": {"generators": 693, "fuel_liters": 60177.0}, "medical": 60347, "shelter": {"units": 7655, "blankets": 37381}, "essentials": {"food_tons": 114.400, "water_liters": 773786.000}, "hygiene_kits": 37395}'
'SUP_Y65XD','DIST_ZZ7QZ','HUB_QX3H','{"power": {"generators": 249, "fuel_liters": 36247.0}, "medical": 21732, "shelter": {"units": 874, "blankets": 73477}, "essentials": {"food_tons": 814.000, "water_liters": 755691.000}, "hygiene_kits": 51484}'
'SUP_VM9FY','DIST_PSEGN','HUB_7NZX','{"power": {"generators": 621, "fuel_liters": 61134.0}, "medical": 16777, "shelter": {"units": 6457, "blankets": 82304}, "essentials": {"food_tons": 731.000, "water_liters": 964160.000}, "hygiene_kits": 5844}'
'SUP_VF26Y','DIST_3HWKF','HUB_QLO7','{"power": {"generators": 501, "fuel_liters": 23550.0}, "medical": 13951, "shelter": {"units": 891, "blankets": 28924}, "essentials": {"food_tons": 268.000, "water_liters": 713015.000}, "hygiene_kits": 64922}'
'SUP_WKAUN','DIST_KT3DC','HUB_DZIF','{"power": {"generators": 224, "fuel_liters": 95985.0}, "medical": 23058, "shelter": {"units": 3776, "blankets": 91489}, "essentials": {"food_tons": 904.400, "water_liters": 16367.000}, "hygiene_kits": 85100}'
'SUP_ZAGED','DIST_OPMPQ','HUB_VMTN','{"power": {"generators": 55, "fuel_liters": 53907.0}, "medical": 60049, "shelter": {"units": 1903, "blankets": 36844}, "essentials": {"food_tons": 740.300, "water_liters": 71944.000}, "hygiene_kits": 57603}'
'SUP_ZL9KP','DIST_3GTPW','HUB_JJXJ','{"power": {"generators": 296, "fuel_liters": 88734.0}, "medical": 74446, "shelter": {"units": 1757, "blankets": 80793}, "essentials": {"food_tons": 552.000, "water_liters": 50293.000}, "hygiene_kits": 9183}'
'SUP_ZD7T7','DIST_MATM4','HUB_7PKC','{"power": {"generators": 733, "fuel_liters": 47890.0}, "medical": 68227, "shelter": {"units": 9736, "blankets": 45214}, "essentials": {"food_tons": 184.300, "water_liters": 279817.000}, "hygiene_kits": 36363}'
'SUP_7302Q','DIST_9OOG5','HUB_4UXG','{"power": {"generators": 115, "fuel_liters": 1353.0}, "medical": 75771, "shelter": {"units": 888, "blankets": 58197}, "essentials": {"food_tons": 727.500, "water_liters": 119789.000}, "hygiene_kits": 59476}'
'SUP_H6LUI','DIST_3J5TY','HUB_KI4B','{"power": {"generators": 994, "fuel_liters": 24247.0}, "medical": 53925, "shelter": {"units": 5444, "blankets": 17376}, "essentials": {"food_tons": 491.100, "water_liters": 801622.000}, "hygiene_kits": 44850}'
'SUP_X4D5Z','DIST_0ATJU','HUB_JY4K','{"power": {"generators": 409, "fuel_liters": 68880.0}, "medical": 36914, "shelter": {"units": 1305, "blankets": 48649}, "essentials": {"food_tons": 13.800, "water_liters": 289824.000}, "hygiene_kits": 24955}'
'SUP_3ELEN','DIST_0CZB6','HUB_XQN7','{"power": {"generators": 117, "fuel_liters": 21591.0}, "medical": 27092, "shelter": {"units": 6564, "blankets": 73871}, "essentials": {"food_tons": 581.500, "water_liters": 710742.000}, "hygiene_kits": 95690}'
'SUP_KOL60','DIST_FAR1P','HUB_3MG4','{"power": {"generators": 196, "fuel_liters": 65649.0}, "medical": 82678, "shelter": {"units": 3746, "blankets": 90723}, "essentials": {"food_tons": 569.700, "water_liters": 928007.000}, "hygiene_kits": 4495}'
'SUP_Z7EI4','DIST_8BRF7','HUB_RTCQ','{"power": {"generators": 568, "fuel_liters": 67664.0}, "medical": 54066, "shelter": {"units": 627, "blankets": 44115}, "essentials": {"food_tons": 117.700, "water_liters": 196164.000}, "hygiene_kits": 93564}'
'SUP_MGW54','DIST_VU6CK','HUB_DFMD','{"power": {"generators": 598, "fuel_liters": 46011.0}, "medical": 83566, "shelter": {"units": 9522, "blankets": 7842}, "essentials": {"food_tons": 219.100, "water_liters": 297232.000}, "hygiene_kits": 46520}'
'SUP_NQ28M','DIST_IIQF5','HUB_K00F','{"power": {"generators": 756, "fuel_liters": 9943.0}, "medical": 76019, "shelter": {"units": 4134, "blankets": 62353}, "essentials": {"food_tons": 325.300, "water_liters": 364446.000}, "hygiene_kits": 11977}'
'SUP_GYCEE','DIST_TQ0SR','HUB_N0HA','{"power": {"generators": 217, "fuel_liters": 66883.0}, "medical": 74816, "shelter": {"units": 9672, "blankets": 83657}, "essentials": {"food_tons": 98.500, "water_liters": 151270.000}, "hygiene_kits": 96270}'
'SUP_8REE1','DIST_01N7D','HUB_T9GZ','{"power": {"generators": 733, "fuel_liters": 51088.0}, "medical": 61683, "shelter": {"units": 4058, "blankets": 89886}, "essentials": {"food_tons": 732.000, "water_liters": 764922.000}, "hygiene_kits": 8872}'
'SUP_CLA6C','DIST_E1T4U','HUB_PS9U','{"power": {"generators": 521, "fuel_liters": 79885.0}, "medical": 83239, "shelter": {"units": 2828, "blankets": 86067}, "essentials": {"food_tons": 646.300, "water_liters": 973286.000}, "hygiene_kits": 44517}'
'SUP_ILYDP','DIST_SFQV4','HUB_59XS','{"power": {"generators": 263, "fuel_liters": 80102.0}, "medical": 80712, "shelter": {"units": 1517, "blankets": 84838}, "essentials": {"food_tons": 307.700, "water_liters": 725125.000}, "hygiene_kits": 54626}'
'SUP_IZ1TI','DIST_KM7NC','HUB_739M','{"power": {"generators": 317, "fuel_liters": 32346.0}, "medical": 1025, "shelter": {"units": 1664, "blankets": 37074}, "essentials": {"food_tons": 354.500, "water_liters": 679498.000}, "hygiene_kits": 23457}'
'SUP_F3044','DIST_889OM','HUB_WM06','{"power": {"generators": 755, "fuel_liters": 44787.0}, "medical": 36815, "shelter": {"units": 3321, "blankets": 55873}, "essentials": {"food_tons": 185.400, "water_liters": 26328.000}, "hygiene_kits": 84860}'
'SUP_PZ6FO','DIST_OL9YD','HUB_2WX7','{"power": {"generators": 397, "fuel_liters": 80761.0}, "medical": 72547, "shelter": {"units": 9413, "blankets": 61658}, "essentials": {"food_tons": 20.000, "water_liters": 653517.000}, "hygiene_kits": 15288}'
'SUP_R1B5A','DIST_AWQ67','HUB_VYJK','{"power": {"generators": 68, "fuel_liters": 39376.0}, "medical": 39027, "shelter": {"units": 6088, "blankets": 81705}, "essentials": {"food_tons": 340.200, "water_liters": 308265.000}, "hygiene_kits": 20480}'
'SUP_UTSXN','DIST_FAZJH','HUB_MDF9','{"power": {"generators": 936, "fuel_liters": 27369.0}, "medical": 60321, "shelter": {"units": 8886, "blankets": 9016}, "essentials": {"food_tons": 808.700, "water_liters": 846942.000}, "hygiene_kits": 60907}'
'SUP_O36WJ','DIST_S7W03','HUB_5MXE','{"power": {"generators": 62, "fuel_liters": 84021.0}, "medical": 2876, "shelter": {"units": 4675, "blankets": 32991}, "essentials": {"food_tons": 572.800, "water_liters": 264764.000}, "hygiene_kits": 3488}'
'SUP_49044','DIST_FS6A5','HUB_VSHO','{"power": {"generators": 468, "fuel_liters": 92711.0}, "medical": 82556, "shelter": {"units": 1980, "blankets": 11990}, "essentials": {"food_tons": 44.300, "water_liters": 970323.000}, "hygiene_kits": 29240}'
'SUP_5UXKG','DIST_CNOCJ','HUB_S9ML','{"power": {"generators": 613, "fuel_liters": 37458.0}, "medical": 75364, "shelter": {"units": 5282, "blankets": 70129}, "essentials": {"food_tons": 305.200, "water_liters": 704140.000}, "hygiene_kits": 47782}'
'SUP_FXCI4','DIST_JE6CU','HUB_6AFU','{"power": {"generators": 211, "fuel_liters": 64794.0}, "medical": 78843, "shelter": {"units": 995, "blankets": 68961}, "essentials": {"food_tons": 414.300, "water_liters": 210858.000}, "hygiene_kits": 50796}'
'SUP_OCERF','DIST_JUEU0','HUB_ERAB','{"power": {"generators": 901, "fuel_liters": 1652.0}, "medical": 61739, "shelter": {"units": 5563, "blankets": 80935}, "essentials": {"food_tons": 358.000, "water_liters": 992601.000}, "hygiene_kits": 85663}'
'SUP_VFXQF','DIST_NJBEO','HUB_B8YA','{"power": {"generators": 287, "fuel_liters": 54799.0}, "medical": 39647, "shelter": {"units": 7038, "blankets": 88508}, "essentials": {"food_tons": 223.500, "water_liters": 687188.000}, "hygiene_kits": 31060}'
'SUP_5NRNE','DIST_GRVVR','HUB_BMBZ','{"power": {"generators": 53, "fuel_liters": 80441.0}, "medical": 9325, "shelter": {"units": 7006, "blankets": 88531}, "essentials": {"food_tons": 125.500, "water_liters": 802056.000}, "hygiene_kits": 70925}'
'SUP_VCODL','DIST_TGKF1','HUB_O761','{"power": {"generators": 913, "fuel_liters": 47191.0}, "medical": 34884, "shelter": {"units": 6591, "blankets": 68971}, "essentials": {"food_tons": 417.800, "water_liters": 972314.000}, "hygiene_kits": 11537}'
'SUP_0H2S9','DIST_LGF99','HUB_7IX7','{"power": {"generators": 99, "fuel_liters": 61360.0}, "medical": 21519, "shelter": {"units": 7090, "blankets": 53225}, "essentials": {"food_tons": 614.400, "water_liters": 274298.000}, "hygiene_kits": 49066}'
'SUP_C3MC8','DIST_LW4YY','HUB_0U9A','{"power": {"generators": 226, "fuel_liters": 89808.0}, "medical": 59611, "shelter": {"units": 8136, "blankets": 62715}, "essentials": {"food_tons": 685.800, "water_liters": 110749.000}, "hygiene_kits": 76723}'
'SUP_B8US6','DIST_OCH25','HUB_UBIH','{"power": {"generators": 301, "fuel_liters": 75324.0}, "medical": 57751, "shelter": {"units": 8588, "blankets": 73593}, "essentials": {"food_tons": 425.200, "water_liters": 626031.000}, "hygiene_kits": 79654}'
'SUP_0QI3E','DIST_WFD12','HUB_3MTA','{"power": {"generators": 540, "fuel_liters": 56193.0}, "medical": 69190, "shelter": {"units": 2920, "blankets": 12534}, "essentials": {"food_tons": 963.800, "water_liters": 996624.000}, "hygiene_kits": 75368}'
'SUP_3GR8I','DIST_C5UHM','HUB_00DV','{"power": {"generators": 315, "fuel_liters": 66273.0}, "medical": 45260, "shelter": {"units": 4838, "blankets": 74021}, "essentials": {"food_tons": 61.800, "water_liters": 765033.000}, "hygiene_kits": 88101}'
'SUP_W8D0F','DIST_1ILXF','HUB_H5H3','{"power": {"generators": 37, "fuel_liters": 30432.0}, "medical": 87696, "shelter": {"units": 7289, "blankets": 22113}, "essentials": {"food_tons": 999.600, "water_liters": 689373.000}, "hygiene_kits": 77532}'
'SUP_HYWAQ','DIST_II58W','HUB_B0K7','{"power": {"generators": 79, "fuel_liters": 87834.0}, "medical": 37347, "shelter": {"units": 9975, "blankets": 6316}, "essentials": {"food_tons": 339.200, "water_liters": 690440.000}, "hygiene_kits": 28949}'
'SUP_KVT58','DIST_WF6W6','HUB_NJYD','{"power": {"generators": 655, "fuel_liters": 10736.0}, "medical": 13499, "shelter": {"units": 7920, "blankets": 72998}, "essentials": {"food_tons": 220.800, "water_liters": 322938.000}, "hygiene_kits": 4847}'
'SUP_XI8MC','DIST_751UH','HUB_ZF20','{"power": {"generators": 113, "fuel_liters": 35011.0}, "medical": 76998, "shelter": {"units": 5838, "blankets": 7998}, "essentials": {"food_tons": 438.000, "water_liters": 912462.000}, "hygiene_kits": 14753}'
'SUP_NM1KU','DIST_O6GEW','HUB_ZRM8','{"power": {"generators": 23, "fuel_liters": 47981.0}, "medical": 60026, "shelter": {"units": 4002, "blankets": 24730}, "essentials": {"food_tons": 989.100, "water_liters": 766707.000}, "hygiene_kits": 13912}'
'SUP_B41HB','DIST_1LS4P','HUB_K7H3','{"power": {"generators": 444, "fuel_liters": 94675.0}, "medical": 77376, "shelter": {"units": 5450, "blankets": 25338}, "essentials": {"food_tons": 187.200, "water_liters": 179884.000}, "hygiene_kits": 59086}'
'SUP_SIXGA','DIST_J2VSD','HUB_SNQM','{"power": {"generators": 201, "fuel_liters": 82881.0}, "medical": 92111, "shelter": {"units": 3481, "blankets": 42349}, "essentials": {"food_tons": 542.000, "water_liters": 853559.000}, "hygiene_kits": 49270}'
'SUP_00CIT','DIST_2784Q','HUB_U1HS','{"power": {"generators": 369, "fuel_liters": 10638.0}, "medical": 20843, "shelter": {"units": 663, "blankets": 96494}, "essentials": {"food_tons": 30.800, "water_liters": 441987.000}, "hygiene_kits": 85419}'
'SUP_WZVML','DIST_PAF87','HUB_YCMC','{"power": {"generators": 709, "fuel_liters": 57010.0}, "medical": 93907, "shelter": {"units": 1225, "blankets": 7077}, "essentials": {"food_tons": 97.800, "water_liters": 414565.000}, "hygiene_kits": 36424}'
'SUP_CRMEU','DIST_KTJFK','HUB_H3ZE','{"power": {"generators": 690, "fuel_liters": 66767.0}, "medical": 40761, "shelter": {"units": 8139, "blankets": 76351}, "essentials": {"food_tons": 720.100, "water_liters": 46895.000}, "hygiene_kits": 22665}'
'SUP_7BTAL','DIST_VUH3I','HUB_ABMI','{"power": {"generators": 923, "fuel_liters": 70174.0}, "medical": 26772, "shelter": {"units": 648, "blankets": 78651}, "essentials": {"food_tons": 903.400, "water_liters": 355519.000}, "hygiene_kits": 9542}'
'SUP_CEUYO','DIST_RXQQM','HUB_SMXV','{"power": {"generators": 70, "fuel_liters": 56463.0}, "medical": 61268, "shelter": {"units": 4031, "blankets": 89131}, "essentials": {"food_tons": 114.500, "water_liters": 614048.000}, "hygiene_kits": 98200}'
'SUP_1U1JL','DIST_GTFBD','HUB_0HG7','{"power": {"generators": 310, "fuel_liters": 73164.0}, "medical": 50741, "shelter": {"units": 5060, "blankets": 96362}, "essentials": {"food_tons": 963.900, "water_liters": 680369.000}, "hygiene_kits": 71658}'
'SUP_DCNX7','DIST_V6KWQ','HUB_RJ60','{"power": {"generators": 106, "fuel_liters": 44861.0}, "medical": 37724, "shelter": {"units": 6772, "blankets": 96647}, "essentials": {"food_tons": 323.000, "water_liters": 668728.000}, "hygiene_kits": 77314}'
'SUP_HZOLL','DIST_UUTAQ','HUB_13M4','{"power": {"generators": 153, "fuel_liters": 2024.0}, "medical": 81375, "shelter": {"units": 1854, "blankets": 47227}, "essentials": {"food_tons": 48.700, "water_liters": 924982.000}, "hygiene_kits": 33528}'
'SUP_YG3W0','DIST_MR8XG','HUB_0BLT','{"power": {"generators": 14, "fuel_liters": 2626.0}, "medical": 91415, "shelter": {"units": 3108, "blankets": 94111}, "essentials": {"food_tons": 118.400, "water_liters": 749868.000}, "hygiene_kits": 25874}'
'SUP_78B0Y','DIST_JXYKH','HUB_CXWS','{"power": {"generators": 800, "fuel_liters": 27149.0}, "medical": 63899, "shelter": {"units": 2791, "blankets": 27350}, "essentials": {"food_tons": 811.500, "water_liters": 124355.000}, "hygiene_kits": 64614}'
'SUP_MGPM3','DIST_IXNM9','HUB_M0CX','{"power": {"generators": 399, "fuel_liters": 26786.0}, "medical": 66285, "shelter": {"units": 9058, "blankets": 99207}, "essentials": {"food_tons": 960.600, "water_liters": 955181.000}, "hygiene_kits": 91456}'
'SUP_KSJMA','DIST_IZO2I','HUB_7GK0','{"power": {"generators": 747, "fuel_liters": 73326.0}, "medical": 87131, "shelter": {"units": 5008, "blankets": 61557}, "essentials": {"food_tons": 458.000, "water_liters": 804634.000}, "hygiene_kits": 79983}'
'SUP_FFX05','DIST_2YP1L','HUB_N2QH','{"power": {"generators": 438, "fuel_liters": 75625.0}, "medical": 1216, "shelter": {"units": 8117, "blankets": 8443}, "essentials": {"food_tons": 224.900, "water_liters": 732910.000}, "hygiene_kits": 27578}'
'SUP_SE99G','DIST_M87US','HUB_TZ62','{"power": {"generators": 621, "fuel_liters": 95442.0}, "medical": 8592, "shelter": {"units": 6174, "blankets": 89832}, "essentials": {"food_tons": 219.600, "water_liters": 677268.000}, "hygiene_kits": 34580}'
'SUP_U3O0O','DIST_GFULS','HUB_SBT1','{"power": {"generators": 82, "fuel_liters": 60262.0}, "medical": 21998, "shelter": {"units": 426, "blankets": 27959}, "essentials": {"food_tons": 746.200, "water_liters": 250673.000}, "hygiene_kits": 2073}'
'SUP_LB38U','DIST_BD72Q','HUB_EMIK','{"power": {"generators": 486, "fuel_liters": 95747.0}, "medical": 74952, "shelter": {"units": 5586, "blankets": 43325}, "essentials": {"food_tons": 97.600, "water_liters": 373672.000}, "hygiene_kits": 90751}'
'SUP_ULVIH','DIST_N9IJX','HUB_JFNY','{"power": {"generators": 974, "fuel_liters": 44577.0}, "medical": 82896, "shelter": {"units": 2439, "blankets": 15154}, "essentials": {"food_tons": 146.400, "water_liters": 245937.000}, "hygiene_kits": 31312}'
'SUP_WA7G9','DIST_8JKXX','HUB_6NSW','{"power": {"generators": 772, "fuel_liters": 73335.0}, "medical": 62223, "shelter": {"units": 8829, "blankets": 42548}, "essentials": {"food_tons": 144.200, "water_liters": 940559.000}, "hygiene_kits": 91625}'
'SUP_FGRXG','DIST_IVHAY','HUB_F1Y2','{"power": {"generators": 766, "fuel_liters": 82460.0}, "medical": 64445, "shelter": {"units": 5148, "blankets": 84298}, "essentials": {"food_tons": 125.200, "water_liters": 655705.000}, "hygiene_kits": 54380}'
'SUP_6S04X','DIST_SIY3B','HUB_JQF8','{"power": {"generators": 818, "fuel_liters": 63478.0}, "medical": 78932, "shelter": {"units": 4900, "blankets": 58280}, "essentials": {"food_tons": 944.400, "water_liters": 659124.000}, "hygiene_kits": 84499}'
'SUP_EC7SN','DIST_X3DKS','HUB_SNX3','{"power": {"generators": 226, "fuel_liters": 15939.0}, "medical": 81782, "shelter": {"units": 7440, "blankets": 27320}, "essentials": {"food_tons": 218.500, "water_liters": 640273.000}, "hygiene_kits": 85670}'
'SUP_DH3MP','DIST_F4Q7I','HUB_RQB6','{"power": {"generators": 331, "fuel_liters": 21344.0}, "medical": 2375, "shelter": {"units": 3703, "blankets": 18997}, "essentials": {"food_tons": 675.800, "water_liters": 670777.000}, "hygiene_kits": 34640}'
'SUP_XP41V','DIST_WYKFG','HUB_NKGU','{"power": {"generators": 555, "fuel_liters": 10249.0}, "medical": 4285, "shelter": {"units": 5565, "blankets": 56826}, "essentials": {"food_tons": 33.200, "water_liters": 675130.000}, "hygiene_kits": 17519}'
'SUP_3TL3R','DIST_QKUY9','HUB_5U82','{"power": {"generators": 982, "fuel_liters": 11947.0}, "medical": 81969, "shelter": {"units": 294, "blankets": 23281}, "essentials": {"food_tons": 796.900, "water_liters": 334347.000}, "hygiene_kits": 96107}'
'SUP_ZCJ96','DIST_ZB27P','HUB_VRP0','{"power": {"generators": 896, "fuel_liters": 80882.0}, "medical": 83080, "shelter": {"units": 4379, "blankets": 49116}, "essentials": {"food_tons": 178.200, "water_liters": 728935.000}, "hygiene_kits": 22580}'
'SUP_1Q3C4','DIST_X4EIM','HUB_F92Q','{"power": {"generators": 294, "fuel_liters": 36917.0}, "medical": 6614, "shelter": {"units": 1808, "blankets": 81357}, "essentials": {"food_tons": 896.000, "water_liters": 549136.000}, "hygiene_kits": 39184}'
'SUP_ZAJPG','DIST_IZOVX','HUB_NXWS','{"power": {"generators": 241, "fuel_liters": 98846.0}, "medical": 94757, "shelter": {"units": 5271, "blankets": 51009}, "essentials": {"food_tons": 266.900, "water_liters": 282039.000}, "hygiene_kits": 88137}'
'SUP_FA4LF','DIST_WALUU','HUB_YIBK','{"power": {"generators": 875, "fuel_liters": 22129.0}, "medical": 85139, "shelter": {"units": 5069, "blankets": 23832}, "essentials": {"food_tons": 447.300, "water_liters": 824008.000}, "hygiene_kits": 49654}'
'SUP_I95VL','DIST_0N4Q9','HUB_ORE3','{"power": {"generators": 295, "fuel_liters": 90557.0}, "medical": 73615, "shelter": {"units": 289, "blankets": 1014}, "essentials": {"food_tons": 356.600, "water_liters": 395801.000}, "hygiene_kits": 30468}'
'SUP_Z3LT1','DIST_IRJPC','HUB_011M','{"power": {"generators": 516, "fuel_liters": 60751.0}, "medical": 6922, "shelter": {"units": 5416, "blankets": 46749}, "essentials": {"food_tons": 209.600, "water_liters": 64618.000}, "hygiene_kits": 11304}'
'SUP_IV9D3','DIST_3WY0H','HUB_4PEI','{"power": {"generators": 329, "fuel_liters": 87745.0}, "medical": 72740, "shelter": {"units": 9375, "blankets": 14784}, "essentials": {"food_tons": 259.200, "water_liters": 691203.000}, "hygiene_kits": 61005}'
'SUP_FVWTY','DIST_TKTOV','HUB_63KH','{"power": {"generators": 920, "fuel_liters": 99993.0}, "medical": 31837, "shelter": {"units": 4281, "blankets": 35359}, "essentials": {"food_tons": 65.800, "water_liters": 28564.000}, "hygiene_kits": 8588}'
'SUP_KFKS0','DIST_U9W2S','HUB_UT46','{"power": {"generators": 978, "fuel_liters": 54503.0}, "medical": 35865, "shelter": {"units": 1276, "blankets": 44581}, "essentials": {"food_tons": 616.500, "water_liters": 450422.000}, "hygiene_kits": 43397}'
'SUP_Z9N1D','DIST_94NMS','HUB_IB2V','{"power": {"generators": 804, "fuel_liters": 20316.0}, "medical": 97578, "shelter": {"units": 9065, "blankets": 31812}, "essentials": {"food_tons": 322.200, "water_liters": 803626.000}, "hygiene_kits": 54036}'
'SUP_IE5A6','DIST_U2WJN','HUB_30XQ','{"power": {"generators": 937, "fuel_liters": 5991.0}, "medical": 2395, "shelter": {"units": 6823, "blankets": 52681}, "essentials": {"food_tons": 358.300, "water_liters": 921049.000}, "hygiene_kits": 78852}'
'SUP_CD7QI','DIST_ZY9GU','HUB_BD26','{"power": {"generators": 188, "fuel_liters": 99294.0}, "medical": 66603, "shelter": {"units": 1817, "blankets": 11772}, "essentials": {"food_tons": 176.200, "water_liters": 521391.000}, "hygiene_kits": 78891}'
'SUP_NHR8W','DIST_8ZK4T','HUB_ZMFS','{"power": {"generators": 49, "fuel_liters": 95380.0}, "medical": 99901, "shelter": {"units": 4634, "blankets": 70239}, "essentials": {"food_tons": 330.600, "water_liters": 529179.000}, "hygiene_kits": 68265}'
'SUP_LLF6I','DIST_4D4RS','HUB_0ELL','{"power": {"generators": 894, "fuel_liters": 62447.0}, "medical": 41574, "shelter": {"units": 8431, "blankets": 52605}, "essentials": {"food_tons": 331.700, "water_liters": 404040.000}, "hygiene_kits": 89562}'
'SUP_ZIEXD','DIST_GFKDT','HUB_LO6W','{"power": {"generators": 356, "fuel_liters": 29895.0}, "medical": 63980, "shelter": {"units": 935, "blankets": 52111}, "essentials": {"food_tons": 159.300, "water_liters": 876146.000}, "hygiene_kits": 20691}'
'SUP_Z4V0P','DIST_YA8XD','HUB_7SVM','{"power": {"generators": 379, "fuel_liters": 76117.0}, "medical": 85300, "shelter": {"units": 672, "blankets": 87079}, "essentials": {"food_tons": 133.300, "water_liters": 586162.000}, "hygiene_kits": 77606}'
'SUP_S5DNI','DIST_DOGSQ','HUB_B94C','{"power": {"generators": 874, "fuel_liters": 28929.0}, "medical": 49094, "shelter": {"units": 887, "blankets": 82147}, "essentials": {"food_tons": 883.000, "water_liters": 591048.000}, "hygiene_kits": 64361}'
'SUP_UYEHG','DIST_Y58WG','HUB_S2O2','{"power": {"generators": 435, "fuel_liters": 4900.0}, "medical": 8885, "shelter": {"units": 4675, "blankets": 37704}, "essentials": {"food_tons": 515.600, "water_liters": 35954.000}, "hygiene_kits": 57178}'
'SUP_VE52F','DIST_5YQMQ','HUB_I643','{"power": {"generators": 243, "fuel_liters": 48682.0}, "medical": 13421, "shelter": {"units": 2092, "blankets": 18735}, "essentials": {"food_tons": 550.100, "water_liters": 167512.000}, "hygiene_kits": 26669}'
'SUP_G8QHA','DIST_PT0O8','HUB_GIDP','{"power": {"generators": 344, "fuel_liters": 56692.0}, "medical": 99065, "shelter": {"units": 7822, "blankets": 92249}, "essentials": {"food_tons": 826.900, "water_liters": 563908.000}, "hygiene_kits": 30595}'
'SUP_9LX6W','DIST_PKVQM','HUB_XTPO','{"power": {"generators": 995, "fuel_liters": 58492.0}, "medical": 43165, "shelter": {"units": 7580, "blankets": 18020}, "essentials": {"food_tons": 845.200, "water_liters": 434603.000}, "hygiene_kits": 15583}'
'SUP_JJQDQ','DIST_R97NP','HUB_PIS2','{"power": {"generators": 736, "fuel_liters": 88258.0}, "medical": 65304, "shelter": {"units": 349, "blankets": 98474}, "essentials": {"food_tons": 71.500, "water_liters": 64865.000}, "hygiene_kits": 47369}'
'SUP_APF24','DIST_5STR2','HUB_88YE','{"power": {"generators": 198, "fuel_liters": 56529.0}, "medical": 33506, "shelter": {"units": 3594, "blankets": 6736}, "essentials": {"food_tons": 868.700, "water_liters": 778878.000}, "hygiene_kits": 85077}'
