256,256,256,'CB486070  ','Contract','Expired','2024-07-10','2026-06-21','Specific','Compliance','Non-compliant','Non-compliant','Non-compliant','Non-compliant','Not Required','Completed','Fully Supported'
257,257,257,'CB457265  ','Contract','Not Required','2024-06-15','2026-12-20','Multiple','Research','Non-compliant','Partial','Partial','Non-compliant','Obtained','In Progress','Partial'
258,258,258,'CB295801  ','Consent','Expired','2024-11-08','2026-01-11','Specific','Business Operations','Non-compliant','Compliant','Non-compliant','Partial','Obtained','In Progress','Limited'
259,259,259,'CB458004  ','Contract','Pending','2024-03-09','2026-07-07','General','Business Operations','Partial','Compliant','Non-compliant','Compliant','Obtained','Required','Fully Supported'
260,260,260,'CB839247  ','Consent','Not Required','2024-02-24','2026-04-26','General','Business Operations','Partial','Non-compliant','Partial','Compliant','Pending','Completed','Limited'
261,261,261,'CB426536  ','Legal Obligation','Not Required','2024-05-13','2026-05-03','Multiple','Compliance','Compliant','Compliant','Compliant','Non-compliant','Obtained','Completed','Partial'
262,262,262,'CB740562  ','Contract','Pending','2024-11-17','2026-07-04','General','Research','Compliant','Partial','Partial','Non-compliant','Pending','Completed','Partial'
263,263,263,'CB214440  ','Contract','Not Required','2024-09-08','2027-01-05','General','Compliance','Compliant','Compliant','Partial','Partial','Obtained','In Progress','Fully Supported'
264,264,264,'CB245959  ','Legitimate Interest','Valid','2024-09-26','2025-12-15','Multiple','Compliance','Compliant','Non-compliant','Non-compliant','Partial','Pending','Completed','Fully Supported'
265,265,265,'CB121824  ','Consent','Not Required','2024-04-01','2027-01-19','General','Compliance','Non-compliant','Compliant','Non-compliant','Compliant','Obtained','Required','Partial'
266,266,266,'CB111176  ','Consent','Expired','2024-08-12','2025-10-11','Multiple','Marketing','Partial','Compliant','Compliant','Non-compliant','Not Required','Required','Limited'
267,267,267,'CB604907  ','Consent','Valid','2024-06-29','2025-11-08','General','Compliance','Non-compliant','Compliant','Partial','Non-compliant','Not Required','Completed','Limited'
268,268,268,'CB100138  ','Contract','Not Required','2025-02-09','2027-01-31','Multiple','Research','Compliant','Non-compliant','Partial','Compliant','Pending','In Progress','Limited'
269,269,269,'CB881840  ','Legitimate Interest','Valid','2024-07-08','2026-06-22','Specific','Research','Non-compliant','Partial','Non-compliant','Compliant','Not Required','In Progress','Fully Supported'
270,270,270,'CB249634  ','Legal Obligation','Valid','2024-10-26','2025-12-20','Specific','Research','Partial','Non-compliant','Non-compliant','Compliant','Not Required','Required','Fully Supported'
271,271,271,'CB207860  ','Consent','Expired','2024-06-26','2026-03-24','Multiple','Compliance','Partial','Compliant','Compliant','Partial','Pending','In Progress','Limited'
272,272,272,'CB957692  ','Legal Obligation','Pending','2025-01-14','2025-11-12','Specific','Marketing','Partial','Compliant','Partial','Partial','Obtained','Completed','Fully Supported'
273,273,273,'CB488883  ','Legitimate Interest','Valid','2025-02-06','2026-07-30','General','Business Operations','Non-compliant','Non-compliant','Compliant','Non-compliant','Obtained','In Progress','Limited'
274,274,274,'CB593318  ','Consent','Pending','2024-10-19','2026-04-18','Specific','Research','Partial','Compliant','Compliant','Compliant','Obtained','Required','Fully Supported'
275,275,275,'CB969365  ','Legitimate Interest','Pending','2024-10-13','2025-09-01','Specific','Business Operations','Compliant','Non-compliant','Non-compliant','Partial','Obtained','Completed','Limited'
276,276,276,'CB647353  ','Contract','Expired','2024-09-19','2026-08-19','Multiple','Research','Partial','Partial','Non-compliant','Non-compliant','Pending','In Progress','Fully Supported'
277,277,277,'CB740410  ','Legitimate Interest','Not Required','2024-09-02','2025-11-25','Multiple','Research','Partial','Partial','Partial','Non-compliant','Obtained','Completed','Fully Supported'
278,278,278,'CB415007  ','Legal Obligation','Valid','2024-09-06','2026-07-12','Specific','Business Operations','Non-compliant','Partial','Partial','Partial','Not Required','In Progress','Limited'
279,279,279,'CB705003  ','Legal Obligation','Expired','2025-02-07','2025-03-06','Specific','Marketing','Partial','Non-compliant','Non-compliant','Partial','Obtained','In Progress','Limited'
280,280,280,'CB175483  ','Contract','Not Required','2024-10-27','2025-07-30','Specific','Marketing','Partial','Partial','Non-compliant','Compliant','Obtained','In Progress','Partial'
281,281,281,'CB794660  ','Legitimate Interest','Not Required','2024-10-17','2027-02-01','Multiple','Business Operations','Partial','Non-compliant','Non-compliant','Partial','Not Required','Required','Fully Supported'
282,282,282,'CB122110  ','Contract','Not Required','2024-09-11','2025-06-02','General','Business Operations','Compliant','Non-compliant','Compliant','Compliant','Not Required','Required','Partial'
283,283,283,'CB605458  ','Contract','Pending','2024-05-10','2026-10-24','Specific','Research','Non-compliant','Non-compliant','Partial','Non-compliant','Pending','In Progress','Fully Supported'
284,284,284,'CB268528  ','Legal Obligation','Expired','2024-07-27','2027-01-19','Multiple','Compliance','Non-compliant','Partial','Partial','Compliant','Pending','In Progress','Limited'
285,285,285,'CB829905  ','Legal Obligation','Not Required','2024-10-20','2025-04-16','Specific','Marketing','Non-compliant','Compliant','Partial','Compliant','Obtained','Completed','Fully Supported'
286,286,286,'CB343831  ','Contract','Not Required','2024-08-12','2026-12-13','General','Compliance','Non-compliant','Compliant','Compliant','Partial','Not Required','Required','Partial'
287,287,287,'CB816834  ','Contract','Expired','2025-01-26','2025-12-13','General','Business Operations','Partial','Compliant','Non-compliant','Non-compliant','Not Required','Completed','Fully Supported'
288,288,288,'CB946894  ','Legal Obligation','Expired','2024-06-05','2025-11-27','Specific','Business Operations','Non-compliant','Non-compliant','Compliant','Compliant','Obtained','Required','Fully Supported'
289,289,289,'CB152835  ','Legal Obligation','Pending','2024-09-25','2025-08-20','General','Research','Non-compliant','Partial','Partial','Compliant','Obtained','In Progress','Limited'
290,290,290,'CB367978  ','Legal Obligation','Pending','2024-08-22','2025-04-07','Multiple','Compliance','Compliant','Non-compliant','Partial','Compliant','Obtained','In Progress','Fully Supported'
291,291,291,'CB150562  ','Consent','Expired','2025-02-09','2025-12-12','Specific','Business Operations','Non-compliant','Non-compliant','Partial','Non-compliant','Not Required','Required','Fully Supported'
292,292,292,'CB157625  ','Legitimate Interest','Not Required','2024-05-01','2025-12-20','Multiple','Compliance','Partial','Non-compliant','Non-compliant','Non-compliant','Pending','Required','Fully Supported'
293,293,293,'CB686103  ','Consent','Valid','2024-09-26','2026-11-22','Specific','Business Operations','Non-compliant','Partial','Compliant','Non-compliant','Not Required','Completed','Fully Supported'
294,294,294,'CB150278  ','Consent','Pending','2025-01-09','2026-08-16','Specific','Research','Non-compliant','Partial','Compliant','Partial','Not Required','Required','Fully Supported'
295,295,295,'CB646577  ','Legitimate Interest','Not Required','2024-09-13','2026-03-06','Multiple','Research','Compliant','Compliant','Partial','Non-compliant','Not Required','Completed','Fully Supported'
296,296,296,'CB293416  ','Legal Obligation','Valid','2024-09-05','2025-12-16','General','Compliance','Compliant','Non-compliant','Compliant','Compliant','Pending','In Progress','Limited'
297,297,297,'CB740893  ','Consent','Pending','2024-02-23','2026-07-21','Multiple','Compliance','Non-compliant','Compliant','Compliant','Partial','Obtained','Required','Fully Supported'
298,298,298,'CB304436  ','Legitimate Interest','Not Required','2024-12-12','2026-06-24','General','Marketing','Partial','Compliant','Compliant','Non-compliant','Pending','In Progress','Fully Supported'
299,299,299,'CB213942  ','Legal Obligation','Pending','2024-04-18','2026-01-08','General','Marketing','Non-compliant','Compliant','Compliant','Partial','Obtained','Completed','Partial'
300,300,300,'CB835988  ','Contract','Not Required','2024-07-11','2026-08-06','Specific','Business Operations','Partial','Partial','Compliant','Compliant','Not Required','Completed','Limited'
301,301,301,'CB181909  ','Legal Obligation','Valid','2025-02-18','2027-01-22','Specific','Compliance','Non-compliant','Non-compliant','Partial','Partial','Pending','Completed','Partial'
302,302,302,'CB652704  ','Consent','Expired','2025-02-05','2026-01-22','Multiple','Marketing','Partial','Partial','Non-compliant','Non-compliant','Obtained','In Progress','Partial'
303,303,303,'CB556070  ','Contract','Valid','2024-08-11','2026-05-28','General','Marketing','Non-compliant','Partial','Partial','Non-compliant','Pending','Required','Limited'
304,304,304,'CB336196  ','Legitimate Interest','Not Required','2025-02-18','2026-06-08','Specific','Research','Partial','Compliant','Partial','Partial','Pending','Required','Limited'
305,305,305,'CB971064  ','Contract','Pending','2024-12-04','2025-10-04','Multiple','Business Operations','Compliant','Partial','Non-compliant','Partial','Not Required','Required','Limited'
306,306,306,'CB821725  ','Legitimate Interest','Expired','2024-11-15','2026-11-14','Multiple','Business Operations','Partial','Compliant','Non-compliant','Partial','Obtained','In Progress','Fully Supported'
307,307,307,'CB614958  ','Contract','Expired','2024-03-13','2026-10-03','Specific','Business Operations','Non-compliant','Compliant','Partial','Compliant','Not Required','In Progress','Partial'
308,308,308,'CB524973  ','Legitimate Interest','Pending','2024-07-16','2026-07-30','General','Compliance','Partial','Partial','Compliant','Compliant','Not Required','Required','Fully Supported'
309,309,309,'CB390837  ','Legitimate Interest','Not Required','2024-12-24','2027-01-18','Multiple','Business Operations','Non-compliant','Compliant','Compliant','Compliant','Not Required','Required','Fully Supported'
310,310,310,'CB131484  ','Legitimate Interest','Valid','2024-05-04','2026-06-27','Multiple','Research','Non-compliant','Partial','Compliant','Non-compliant','Pending','Completed','Limited'
311,311,311,'CB865618  ','Contract','Not Required','2024-09-01','2026-03-06','Multiple','Compliance','Compliant','Compliant','Non-compliant','Compliant','Pending','Required','Limited'
312,312,312,'CB515240  ','Consent','Expired','2024-09-02','2026-08-19','Multiple','Business Operations','Partial','Compliant','Partial','Compliant','Pending','Required','Fully Supported'
313,313,313,'CB102272  ','Consent','Expired','2024-04-27','2025-12-03','Specific','Marketing','Compliant','Non-compliant','Non-compliant','Compliant','Not Required','Completed','Fully Supported'
314,314,314,'CB695928  ','Contract','Expired','2025-01-20','2025-06-07','Specific','Research','Compliant','Partial','Compliant','Non-compliant','Obtained','Required','Fully Supported'
315,315,315,'CB348577  ','Legal Obligation','Valid','2024-11-05','2027-02-15','General','Business Operations','Non-compliant','Partial','Partial','Non-compliant','Obtained','Completed','Partial'
316,316,316,'CB744131  ','Legitimate Interest','Expired','2024-07-15','2026-02-17','Multiple','Marketing','Partial','Non-compliant','Compliant','Partial','Pending','Required','Fully Supported'
317,317,317,'CB316179  ','Legal Obligation','Pending','2024-05-18','2026-05-27','Specific','Marketing','Partial','Non-compliant','Non-compliant','Partial','Obtained','In Progress','Partial'
318,318,318,'CB605606  ','Legal Obligation','Not Required','2024-11-09','2026-07-09','Multiple','Business Operations','Partial','Compliant','Partial','Compliant','Pending','In Progress','Partial'
319,319,319,'CB135909  ','Legitimate Interest','Pending','2024-11-29','2026-05-04','Specific','Business Operations','Compliant','Non-compliant','Compliant','Partial','Not Required','Completed','Limited'
320,320,320,'CB768504  ','Consent','Pending','2024-09-11','2025-06-24','Specific','Compliance','Non-compliant','Compliant','Compliant','Non-compliant','Obtained','Completed','Limited'
321,321,321,'CB323501  ','Contract','Pending','2024-06-21','2025-06-06','Multiple','Compliance','Compliant','Compliant','Compliant','Partial','Pending','In Progress','Partial'
322,322,322,'CB977025  ','Contract','Not Required','2024-11-30','2025-11-20','Multiple','Compliance','Compliant','Compliant','Non-compliant','Partial','Pending','Required','Partial'
323,323,323,'CB246509  ','Consent','Valid','2024-09-21','2026-04-28','General','Marketing','Partial','Non-compliant','Compliant','Compliant','Obtained','Required','Limited'
324,324,324,'CB222293  ','Contract','Pending','2024-04-08','2025-10-29','Specific','Marketing','Compliant','Non-compliant','Partial','Compliant','Pending','Completed','Limited'
325,325,325,'CB616647  ','Contract','Not Required','2024-04-21','2025-06-20','Specific','Research','Compliant','Compliant','Non-compliant','Partial','Obtained','In Progress','Fully Supported'
326,326,326,'CB251168  ','Contract','Pending','2025-02-15','2027-02-05','Specific','Marketing','Compliant','Partial','Compliant','Partial','Obtained','Completed','Partial'
327,327,327,'CB229170  ','Consent','Expired','2024-04-03','2026-08-08','Multiple','Compliance','Non-compliant','Partial','Partial','Partial','Pending','In Progress','Limited'
328,328,328,'CB818306  ','Legal Obligation','Not Required','2024-09-15','2025-11-02','Specific','Research','Partial','Partial','Non-compliant','Non-compliant','Obtained','Required','Limited'
329,329,329,'CB786991  ','Legal Obligation','Pending','2025-01-12','2026-07-01','Specific','Business Operations','Partial','Compliant','Compliant','Compliant','Not Required','Completed','Fully Supported'
330,330,330,'CB444512  ','Legal Obligation','Expired','2024-11-22','2026-05-27','General','Compliance','Compliant','Compliant','Compliant','Partial','Pending','In Progress','Fully Supported'
331,331,331,'CB790413  ','Legitimate Interest','Not Required','2024-06-19','2026-02-19','General','Business Operations','Partial','Partial','Compliant','Compliant','Not Required','Completed','Fully Supported'
332,332,332,'CB246735  ','Legal Obligation','Pending','2024-04-11','2026-12-28','Specific','Compliance','Partial','Partial','Non-compliant','Partial','Not Required','Required','Partial'
333,333,333,'CB291583  ','Contract','Pending','2024-10-09','2026-07-07','General','Marketing','Non-compliant','Compliant','Compliant','Partial','Obtained','Required','Partial'
334,334,334,'CB640170  ','Contract','Pending','2024-09-15','2026-07-01','Multiple','Marketing','Non-compliant','Compliant','Partial','Non-compliant','Obtained','In Progress','Limited'
335,335,335,'CB745089  ','Contract','Expired','2024-10-01','2026-05-23','General','Compliance','Partial','Partial','Partial','Partial','Not Required','Completed','Partial'
336,336,336,'CB293511  ','Contract','Pending','2025-01-09','2025-04-03','General','Marketing','Non-compliant','Partial','Partial','Compliant','Obtained','In Progress','Partial'
337,337,337,'CB999870  ','Contract','Pending','2025-01-01','2026-05-16','Multiple','Marketing','Non-compliant','Partial','Partial','Compliant','Obtained','Completed','Partial'
338,338,338,'CB472138  ','Legitimate Interest','Pending','2024-04-25','2025-04-06','Multiple','Marketing','Non-compliant','Non-compliant','Non-compliant','Partial','Not Required','In Progress','Partial'
339,339,339,'CB677542  ','Consent','Expired','2024-11-28','2026-04-09','General','Compliance','Partial','Partial','Non-compliant','Non-compliant','Obtained','In Progress','Fully Supported'
340,340,340,'CB256541  ','Contract','Valid','2024-12-01','2026-10-29','Multiple','Marketing','Non-compliant','Compliant','Non-compliant','Partial','Not Required','Required','Partial'
341,341,341,'CB354592  ','Legitimate Interest','Pending','2024-04-06','2027-01-09','General','Research','Compliant','Non-compliant','Non-compliant','Non-compliant','Obtained','In Progress','Partial'
342,342,342,'CB656131  ','Consent','Expired','2024-02-23','2026-06-05','Specific','Business Operations','Compliant','Compliant','Compliant','Compliant','Obtained','In Progress','Limited'
343,343,343,'CB206745  ','Legitimate Interest','Valid','2024-07-17','2026-10-21','General','Business Operations','Partial','Partial','Partial','Compliant','Pending','Required','Limited'
344,344,344,'CB885987  ','Legal Obligation','Not Required','2024-12-09','2026-09-20','Multiple','Research','Compliant','Partial','Partial','Partial','Obtained','In Progress','Limited'
345,345,345,'CB514758  ','Contract','Pending','2024-06-08','2026-03-29','Specific','Marketing','Compliant','Compliant','Non-compliant','Compliant','Pending','Completed','Fully Supported'
346,346,346,'CB396802  ','Contract','Expired','2024-08-23','2026-01-10','General','Marketing','Compliant','Non-compliant','Non-compliant','Partial','Pending','In Progress','Fully Supported'
347,347,347,'CB948987  ','Consent','Expired','2024-05-18','2025-08-17','Specific','Compliance','Compliant','Non-compliant','Compliant','Non-compliant','Pending','Required','Partial'
348,348,348,'CB718382  ','Legal Obligation','Pending','2024-10-17','2026-12-07','Multiple','Research','Partial','Partial','Partial','Partial','Not Required','Required','Fully Supported'
349,349,349,'CB994500  ','Contract','Not Required','2024-07-12','2025-06-22','Specific','Research','Non-compliant','Compliant','Partial','Compliant','Pending','Required','Partial'
350,350,350,'CB643347  ','Contract','Pending','2025-01-17','2026-10-05','Multiple','Business Operations','Partial','Compliant','Non-compliant','Non-compliant','Obtained','Required','Fully Supported'
351,351,351,'CB736273  ','Contract','Valid','2024-04-02','2026-04-04','Specific','Compliance','Partial','Non-compliant','Partial','Partial','Not Required','Completed','Partial'
352,352,352,'CB263492  ','Consent','Valid','2024-08-31','2026-08-26','Multiple','Business Operations','Non-compliant','Partial','Partial','Partial','Obtained','Completed','Fully Supported'
353,353,353,'CB806282  ','Legal Obligation','Pending','2025-01-28','2025-10-26','Specific','Marketing','Partial','Compliant','Partial','Partial','Pending','In Progress','Limited'
354,354,354,'CB601888  ','Contract','Pending','2024-07-17','2025-10-24','Specific','Business Operations','Non-compliant','Compliant','Non-compliant','Compliant','Not Required','Required','Fully Supported'
355,355,355,'CB516015  ','Legal Obligation','Not Required','2024-02-28','2026-06-05','Specific','Marketing','Compliant','Non-compliant','Non-compliant','Non-compliant','Pending','Required','Partial'
356,356,356,'CB578713  ','Legal Obligation','Not Required','2024-12-13','2026-10-14','General','Research','Partial','Partial','Compliant','Partial','Obtained','In Progress','Fully Supported'
357,357,357,'CB150931  ','Legitimate Interest','Not Required','2024-06-19','2026-12-09','Specific','Marketing','Non-compliant','Compliant','Compliant','Non-compliant','Obtained','In Progress','Partial'
358,358,358,'CB799487  ','Consent','Pending','2024-12-26','2026-03-01','General','Compliance','Non-compliant','Non-compliant','Non-compliant','Partial','Obtained','In Progress','Partial'
359,359,359,'CB809672  ','Legal Obligation','Pending','2024-04-05','2025-05-29','Multiple','Research','Non-compliant','Compliant','Partial','Partial','Obtained','In Progress','Fully Supported'
360,360,360,'CB330924  ','Consent','Not Required','2024-12-21','2026-11-14','Specific','Compliance','Compliant','Partial','Partial','Compliant','Obtained','Completed','Partial'
361,361,361,'CB117620  ','Legitimate Interest','Not Required','2024-09-21','2026-06-17','General','Marketing','Partial','Non-compliant','Non-compliant','Non-compliant','Pending','In Progress','Fully Supported'
362,362,362,'CB262793  ','Legitimate Interest','Expired','2025-01-23','2025-05-31','General','Business Operations','Partial','Compliant','Non-compliant','Partial','Not Required','In Progress','Fully Supported'
363,363,363,'CB911395  ','Consent','Pending','2024-12-25','2025-09-26','Multiple','Business Operations','Non-compliant','Non-compliant','Non-compliant','Compliant','Obtained','In Progress','Limited'
364,364,364,'CB353957  ','Legitimate Interest','Valid','2024-04-14','2025-10-12','Multiple','Research','Partial','Non-compliant','Partial','Compliant','Not Required','Completed','Limited'
365,365,365,'CB940271  ','Legal Obligation','Pending','2024-04-29','2026-02-06','Multiple','Compliance','Compliant','Non-compliant','Non-compliant','Compliant','Pending','Completed','Limited'
366,366,366,'CB191938  ','Legitimate Interest','Valid','2024-09-28','2026-04-30','General','Marketing','Compliant','Compliant','Non-compliant','Compliant','Pending','Completed','Partial'
367,367,367,'CB529847  ','Consent','Not Required','2024-12-29','2026-07-26','Specific','Compliance','Partial','Compliant','Partial','Partial','Not Required','In Progress','Fully Supported'
368,368,368,'CB359164  ','Consent','Expired','2024-02-29','2025-05-20','Specific','Research','Non-compliant','Partial','Partial','Compliant','Pending','In Progress','Partial'
369,369,369,'CB848725  ','Legal Obligation','Not Required','2024-10-21','2025-02-24','Specific','Research','Partial','Non-compliant','Non-compliant','Partial','Not Required','In Progress','Fully Supported'
370,370,370,'CB400159  ','Consent','Valid','2024-06-14','2027-01-08','General','Research','Non-compliant','Non-compliant','Partial','Partial','Not Required','Required','Partial'
371,371,371,'CB544297  ','Contract','Pending','2024-12-17','2025-03-30','Multiple','Research','Non-compliant','Partial','Partial','Compliant','Not Required','Required','Fully Supported'
372,372,372,'CB727455  ','Legal Obligation','Pending','2024-07-04','2026-07-26','Multiple','Marketing','Compliant','Compliant','Partial','Partial','Pending','In Progress','Fully Supported'
373,373,373,'CB132620  ','Consent','Not Required','2024-04-18','2026-10-17','Specific','Business Operations','Non-compliant','Partial','Compliant','Non-compliant','Not Required','In Progress','Fully Supported'
374,374,374,'CB821797  ','Legal Obligation','Expired','2024-04-19','2026-08-13','Specific','Compliance','Compliant','Compliant','Partial','Partial','Pending','Required','Partial'
375,375,375,'CB327518  ','Consent','Valid','2025-01-30','2025-03-13','General','Business Operations','Non-compliant','Partial','Partial','Compliant','Pending','Required','Limited'
376,376,376,'CB529173  ','Legitimate Interest','Pending','2024-05-30','2025-10-19','General','Marketing','Partial','Compliant','Compliant','Compliant','Obtained','Completed','Limited'
377,377,377,'CB828883  ','Legitimate Interest','Expired','2024-03-03','2025-03-08','Specific','Research','Non-compliant','Partial','Compliant','Non-compliant','Pending','In Progress','Limited'
378,378,378,'CB155094  ','Legal Obligation','Valid','2024-05-17','2026-10-24','Specific','Marketing','Non-compliant','Partial','Compliant','Compliant','Pending','Completed','Partial'
379,379,379,'CB213583  ','Legal Obligation','Pending','2025-01-08','2026-07-08','Multiple','Business Operations','Partial','Partial','Partial','Compliant','Pending','In Progress','Limited'
380,380,380,'CB429095  ','Consent','Pending','2024-04-26','2026-07-18','Multiple','Business Operations','Partial','Compliant','Compliant','Non-compliant','Not Required','In Progress','Fully Supported'
381,381,381,'CB700263  ','Legal Obligation','Expired','2024-08-27','2025-10-28','Specific','Compliance','Non-compliant','Partial','Compliant','Non-compliant','Pending','Completed','Fully Supported'
382,382,382,'CB639324  ','Legitimate Interest','Pending','2024-09-13','2025-06-06','Specific','Research','Non-compliant','Non-compliant','Partial','Partial','Obtained','In Progress','Fully Supported'
383,383,383,'CB117012  ','Consent','Pending','2024-08-28','2026-12-04','General','Marketing','Non-compliant','Compliant','Partial','Partial','Obtained','Completed','Limited'
384,384,384,'CB660990  ','Legal Obligation','Pending','2024-10-05','2025-05-21','General','Research','Partial','Partial','Non-compliant','Non-compliant','Obtained','Required','Fully Supported'
385,385,385,'CB470557  ','Legal Obligation','Expired','2025-01-27','2025-12-07','Multiple','Business Operations','Partial','Compliant','Non-compliant','Non-compliant','Not Required','Completed','Fully Supported'
386,386,386,'CB318473  ','Legitimate Interest','Pending','2025-01-20','2026-07-30','Multiple','Compliance','Partial','Non-compliant','Partial','Compliant','Not Required','In Progress','Limited'
387,387,387,'CB886818  ','Legal Obligation','Valid','2024-06-21','2027-02-12','General','Research','Partial','Compliant','Compliant','Partial','Pending','In Progress','Fully Supported'
388,388,388,'CB593953  ','Contract','Valid','2024-04-17','2025-04-08','Specific','Research','Non-compliant','Non-compliant','Non-compliant','Partial','Not Required','In Progress','Limited'
389,389,389,'CB536735  ','Consent','Pending','2024-06-08','2026-09-02','Multiple','Business Operations','Compliant','Compliant','Non-compliant','Partial','Not Required','In Progress','Limited'
390,390,390,'CB590137  ','Legitimate Interest','Valid','2024-09-07','2027-01-15','Specific','Marketing','Non-compliant','Partial','Partial','Non-compliant','Not Required','Completed','Limited'
391,391,391,'CB799732  ','Consent','Not Required','2024-09-20','2027-01-07','Specific','Business Operations','Non-compliant','Partial','Non-compliant','Partial','Not Required','Completed','Fully Supported'
392,392,392,'CB632990  ','Consent','Valid','2024-11-20','2025-08-18','General','Compliance','Compliant','Partial','Compliant','Non-compliant','Not Required','Completed','Limited'
393,393,393,'CB657397  ','Consent','Not Required','2024-08-20','2026-03-28','Specific','Marketing','Partial','Partial','Partial','Compliant','Not Required','In Progress','Fully Supported'
394,394,394,'CB143153  ','Legal Obligation','Valid','2024-12-03','2026-09-06','Multiple','Marketing','Non-compliant','Compliant','Non-compliant','Compliant','Pending','Required','Limited'
395,395,395,'CB639392  ','Legitimate Interest','Valid','2024-09-08','2026-02-19','Multiple','Research','Partial','Non-compliant','Non-compliant','Non-compliant','Obtained','Completed','Limited'
396,396,396,'CB511866  ','Legal Obligation','Expired','2024-09-01','2025-10-30','General','Research','Compliant','Partial','Non-compliant','Partial','Not Required','Completed','Limited'
397,397,397,'CB287342  ','Consent','Pending','2024-05-16','2026-09-07','Multiple','Marketing','Partial','Partial','Partial','Non-compliant','Obtained','In Progress','Fully Supported'
398,398,398,'CB245016  ','Consent','Not Required','2024-12-18','2025-09-16','Specific','Marketing','Compliant','Compliant','Compliant','Non-compliant','Not Required','In Progress','Limited'
399,399,399,'CB631529  ','Contract','Expired','2024-02-28','2026-01-01','General','Research','Non-compliant','Non-compliant','Partial','Partial','Obtained','Completed','Limited'
400,400,400,'CB670865  ','Contract','Not Required','2024-10-13','2025-02-23','Specific','Marketing','Partial','Compliant','Compliant','Partial','Pending','In Progress','Fully Supported'
401,401,401,'CB691372  ','Consent','Valid','2024-06-26','2025-12-06','Specific','Marketing','Non-compliant','Compliant','Non-compliant','Non-compliant','Obtained','In Progress','Limited'
402,402,402,'CB515190  ','Consent','Not Required','2024-08-03','2025-07-12','Multiple','Research','Partial','Non-compliant','Compliant','Partial','Not Required','Required','Fully Supported'
403,403,403,'CB100698  ','Legal Obligation','Valid','2025-02-03','2027-02-19','Specific','Marketing','Partial','Compliant','Partial','Partial','Not Required','Completed','Fully Supported'
404,404,404,'CB467097  ','Legal Obligation','Not Required','2024-07-02','2026-05-13','General','Business Operations','Compliant','Non-compliant','Compliant','Non-compliant','Not Required','In Progress','Fully Supported'
405,405,405,'CB427669  ','Legal Obligation','Valid','2024-08-01','2025-07-20','Multiple','Marketing','Partial','Partial','Partial','Compliant','Obtained','Required','Partial'
406,406,406,'CB913040  ','Legal Obligation','Expired','2024-10-03','2025-11-07','General','Business Operations','Partial','Partial','Partial','Partial','Obtained','Required','Fully Supported'
407,407,407,'CB148684  ','Contract','Expired','2024-04-27','2026-10-26','Specific','Compliance','Non-compliant','Compliant','Non-compliant','Non-compliant','Pending','In Progress','Fully Supported'
408,408,408,'CB394868  ','Contract','Not Required','2024-05-18','2026-05-08','Specific','Compliance','Non-compliant','Non-compliant','Non-compliant','Non-compliant','Not Required','Required','Fully Supported'
409,409,409,'CB922410  ','Consent','Not Required','2024-10-05','2026-08-21','Specific','Business Operations','Non-compliant','Non-compliant','Non-compliant','Compliant','Obtained','Completed','Fully Supported'
410,410,410,'CB668001  ','Legal Obligation','Not Required','2024-09-29','2025-10-17','Specific','Research','Compliant','Compliant','Partial','Non-compliant','Pending','Completed','Limited'
411,411,411,'CB450443  ','Legitimate Interest','Valid','2025-02-03','2026-07-31','General','Marketing','Partial','Compliant','Compliant','Partial','Obtained','Completed','Limited'
412,412,412,'CB404191  ','Legitimate Interest','Not Required','2024-12-19','2025-06-27','General','Compliance','Partial','Partial','Partial','Non-compliant','Not Required','Required','Partial'
413,413,413,'CB802299  ','Consent','Expired','2024-04-11','2026-01-19','General','Research','Compliant','Compliant','Partial','Compliant','Not Required','Completed','Limited'
414,414,414,'CB295845  ','Contract','Expired','2024-06-23','2026-03-02','General','Research','Compliant','Non-compliant','Partial','Non-compliant','Pending','In Progress','Limited'
415,415,415,'CB683547  ','Legitimate Interest','Valid','2024-10-02','2027-01-18','Multiple','Research','Compliant','Non-compliant','Partial','Compliant','Pending','Required','Fully Supported'
416,416,416,'CB992859  ','Contract','Expired','2024-08-28','2026-04-21','Specific','Compliance','Non-compliant','Partial','Partial','Partial','Not Required','Completed','Partial'
417,417,417,'CB965688  ','Legitimate Interest','Expired','2024-08-13','2025-08-22','General','Compliance','Non-compliant','Compliant','Compliant','Compliant','Not Required','Required','Partial'
418,418,418,'CB865764  ','Consent','Not Required','2024-11-02','2026-06-01','Multiple','Business Operations','Compliant','Compliant','Non-compliant','Partial','Not Required','In Progress','Partial'
419,419,419,'CB186550  ','Legal Obligation','Not Required','2024-11-10','2026-12-06','General','Marketing','Non-compliant','Partial','Non-compliant','Non-compliant','Obtained','Required','Partial'
420,420,420,'CB965106  ','Contract','Expired','2024-02-29','2026-09-15','Multiple','Compliance','Non-compliant','Compliant','Non-compliant','Compliant','Pending','Required','Limited'
421,421,421,'CB254190  ','Legal Obligation','Valid','2024-03-13','2026-02-02','Multiple','Compliance','Partial','Partial','Compliant','Partial','Pending','Required','Fully Supported'
422,422,422,'CB516991  ','Consent','Not Required','2024-08-08','2026-01-15','Specific','Marketing','Compliant','Non-compliant','Compliant','Non-compliant','Obtained','Required','Fully Supported'
423,423,423,'CB885963  ','Legitimate Interest','Expired','2024-09-26','2026-05-21','Multiple','Marketing','Compliant','Non-compliant','Partial','Non-compliant','Pending','In Progress','Limited'
