'MSG_T6NN5   ','CNT_I24XY   ','NET_GQKQW   ',0.784,6073.86,34.82,'Instant',0.695,0.2918,0.265,0.14,'KPM_ATZ',0.6349
'MSG_45LF9   ','CNT_T0Z96   ','NET_KOBZG   ',0.447,9710.58,38.68,'Natural',0.213,0.1623,0.271,0.49,'KPM_2GE',0.4831
'MSG_53VAX   ','CNT_PRU1A   ','NET_BY95D   ',0.220,2969.47,29.11,'Instant',0.417,0.7897,0.611,0.28,'KPM_QU1',0.5774
'MSG_AHPWM   ','CNT_EMY0Q   ','NET_IFVNT   ',0.661,7850.02,17.55,'Instant',0.171,0.0695,0.174,0.97,'KPM_B15',0.6188
'MSG_0LL8U   ','CNT_UFMSY   ','NET_ZRYZA   ',0.194,6597.34,9.48,'Natural',0.685,0.1984,0.076,0.76,'KPM_L5J',0.1727
'MSG_0UYOF   ','CNT_TLCK9   ','NET_7PL8N   ',0.791,3768.98,29.17,'Random',0.643,0.8156,0.933,0.63,'KPM_Z74',0.7656
'MSG_Z41O8   ','CNT_79ALG   ','NET_EI92E   ',0.393,8405.44,13.92,'Instant',0.222,0.7558,0.363,0.16,'KPM_RD3',0.1890
'MSG_9AY20   ','CNT_76A60   ','NET_WPWEV   ',0.371,6282.36,58.08,'Instant',0.239,0.3203,0.824,0.01,'KPM_IZ8',0.3398
'MSG_2RNW2   ','CNT_9HBIX   ','NET_AZ1AJ   ',0.467,1434.87,28.55,'Instant',0.597,0.0161,0.614,0.43,'KPM_XSF',0.7124
'MSG_DS2JY   ','CNT_I4TKE   ','NET_Q7Z75   ',0.968,4181.66,54.01,'Delayed',0.948,0.4611,0.077,0.77,'KPM_BM7',0.4944
'MSG_QPHS6   ','CNT_LW01J   ','NET_KF12W   ',0.777,5487.92,74.82,'Random',0.834,0.2978,0.374,0.40,'KPM_LT7',0.7031
'MSG_RX7VT   ','CNT_3EAUY   ','NET_Y6LCV   ',0.074,705.98,19.67,'Natural',0.225,0.2118,0.622,0.66,'KPM_D6E',0.2599
'MSG_MBCK7   ','CNT_BBZX0   ','NET_JJHZU   ',0.751,4963.47,71.32,'Random',0.289,0.2484,0.194,0.12,'KPM_17I',0.0638
'MSG_X7PUT   ','CNT_XCX9N   ','NET_QSBEV   ',0.377,1907.09,64.66,'Instant',0.890,0.7560,0.004,0.53,'KPM_G5R',0.5277
'MSG_69KT4   ','CNT_KYFC3   ','NET_JVLU8   ',0.407,7138.17,41.87,'Random',0.048,0.8992,0.140,0.68,'KPM_DDZ',0.8798
'MSG_U3GXC   ','CNT_5PV4W   ','NET_Q17SU   ',0.820,8338.92,35.55,'Instant',0.623,0.3902,0.332,0.41,'KPM_C1M',0.1480
'MSG_6YS8C   ','CNT_PZ9GR   ','NET_2ERJ1   ',0.929,9936.85,96.78,'Delayed',0.037,0.0819,0.189,0.08,'KPM_63J',0.8961
'MSG_BAHAA   ','CNT_8VRY7   ','NET_Y2MFB   ',0.421,354.77,57.34,'Random',0.004,0.9955,0.871,0.13,'KPM_167',0.2747
'MSG_LZ3N6   ','CNT_VUE2S   ','NET_F4B0W   ',0.458,6375.22,47.43,'Random',0.572,0.4976,0.889,0.38,'KPM_Q09',0.2005
'MSG_K3LID   ','CNT_PPQZA   ','NET_A2CFK   ',0.627,5050.01,31.57,'Natural',0.518,0.0102,0.650,0.96,'KPM_BQ1',0.3069
'MSG_ZASIP   ','CNT_WIXMK   ','NET_U16XT   ',0.806,1341.89,63.90,'Natural',0.790,0.6688,0.782,0.26,'KPM_QQD',0.5686
'MSG_FP0L8   ','CNT_8C5D9   ','NET_FYVXB   ',0.668,1604.12,38.73,'Instant',0.291,0.0218,0.557,0.93,'KPM_L5R',0.9736
'MSG_SASJ2   ','CNT_LFGBR   ','NET_3DB5H   ',0.389,3764.09,3.57,'Instant',0.650,0.6991,0.338,0.44,'KPM_R6P',0.1034
'MSG_M2V1K   ','CNT_XGZ85   ','NET_ISG53   ',0.829,738.54,40.62,'Random',0.495,0.0015,0.525,0.35,'KPM_UZT',0.7027
'MSG_SNSXY   ','CNT_KHJ67   ','NET_FPNG0   ',0.138,9420.46,49.48,'Random',0.715,0.2813,0.737,0.05,'KPM_3O8',0.4078
'MSG_21GR7   ','CNT_EFRHT   ','NET_TPZTT   ',0.567,4318.11,26.70,'Delayed',0.016,0.1862,0.841,0.36,'KPM_V16',0.9306
'MSG_J4HZ9   ','CNT_W4QPN   ','NET_TTW5E   ',0.558,8512.70,24.72,'Random',0.141,0.2344,0.382,0.21,'KPM_C3T',0.3944
'MSG_UNWXM   ','CNT_XUPWL   ','NET_GUW3F   ',0.963,9686.43,38.98,'Instant',0.243,0.7740,0.097,0.63,'KPM_X25',0.6249
'MSG_MDRK7   ','CNT_XRQW2   ','NET_923BP   ',0.931,2370.95,72.80,'Delayed',0.578,0.0506,0.350,0.29,'KPM_0KN',0.3894
'MSG_XUYOL   ','CNT_QE15Q   ','NET_D1SDW   ',0.806,5107.04,85.01,'Instant',0.385,0.2049,0.467,0.33,'KPM_0LD',0.3571
'MSG_8SVRP   ','CNT_2J0YM   ','NET_YQXNS   ',0.056,1121.60,4.63,'Delayed',0.175,0.4739,0.338,0.03,'KPM_7C1',0.5536
'MSG_DZ7OM   ','CNT_YJ47Q   ','NET_PGH05   ',0.094,2142.79,59.41,'Random',0.172,0.6644,0.273,0.79,'KPM_HVZ',0.6694
'MSG_IGDFL   ','CNT_A2SWZ   ','NET_9X3NV   ',0.961,3615.54,0.67,'Delayed',0.955,0.1457,0.935,0.62,'KPM_W5J',0.1291
'MSG_7PTTZ   ','CNT_INUVP   ','NET_Z9D2D   ',0.158,843.11,96.62,'Delayed',0.216,0.3071,0.245,0.86,'KPM_906',0.3066
'MSG_QVIUE   ','CNT_S1I19   ','NET_FCAWP   ',0.675,4933.67,2.71,'Instant',0.894,0.8275,0.314,0.16,'KPM_T79',0.4350
'MSG_0V6Y5   ','CNT_N0O5A   ','NET_ZPOTS   ',0.993,6634.63,78.91,'Natural',0.698,0.3410,0.953,0.85,'KPM_LQZ',0.4960
'MSG_KLRYX   ','CNT_ZAA2K   ','NET_OPLUR   ',0.152,7981.66,12.68,'Random',0.945,0.2971,0.384,0.76,'KPM_9BG',0.3980
'MSG_NX2IN   ','CNT_T3SZM   ','NET_TCQMI   ',0.344,6394.08,59.11,'Delayed',0.342,0.4080,0.145,0.78,'KPM_E6P',0.3957
'MSG_RIWCW   ','CNT_0CB27   ','NET_N2TV0   ',0.517,8664.07,97.90,'Natural',0.129,0.9793,0.794,0.66,'KPM_B8I',0.6080
'MSG_3RM6O   ','CNT_0U8EI   ','NET_8R1YJ   ',0.946,755.39,83.21,'Delayed',0.635,0.3232,0.907,0.66,'KPM_V9V',0.3398
'MSG_HS3BE   ','CNT_ZNEXG   ','NET_RTUCD   ',0.551,107.16,35.65,'Instant',0.247,0.4648,0.573,0.32,'KPM_TET',0.7754
'MSG_3W80H   ','CNT_VOW3T   ','NET_5ELP6   ',0.101,3886.49,35.34,'Instant',0.547,0.8281,0.614,0.21,'KPM_K2H',0.0438
'MSG_2IC7E   ','CNT_FIXWU   ','NET_KSAUG   ',0.041,3668.85,32.37,'Natural',0.905,0.8529,0.871,0.28,'KPM_GME',0.4395
'MSG_NE0AG   ','CNT_X3FB6   ','NET_DI9SB   ',0.529,5872.30,43.42,'Instant',0.539,0.8584,0.064,0.75,'KPM_0W9',0.0974
'MSG_0SDPC   ','CNT_SJ3IR   ','NET_YFYMD   ',0.323,5319.99,18.44,'Delayed',0.913,0.1566,0.856,0.34,'KPM_S84',0.0660
'MSG_XTXO4   ','CNT_RKDTJ   ','NET_KJGM6   ',0.729,996.64,56.32,'Natural',0.382,0.4834,0.598,0.41,'KPM_71L',0.6285
'MSG_K61OA   ','CNT_9BHDX   ','NET_6BHZA   ',0.779,5769.33,43.75,'Instant',0.112,0.1920,0.354,0.29,'KPM_TAR',0.1313
'MSG_5I250   ','CNT_J2JUC   ','NET_SDYY3   ',0.267,3725.11,69.80,'Random',0.425,0.6533,0.818,0.91,'KPM_G7M',0.2558
'MSG_MSKP0   ','CNT_RBA7V   ','NET_MYY2U   ',0.351,7853.07,7.94,'Natural',0.914,0.1590,0.373,0.47,'KPM_WIT',0.5017
'MSG_PORWF   ','CNT_4Y5X4   ','NET_P77HR   ',0.348,6955.63,60.08,'Random',0.502,0.3114,0.479,0.59,'KPM_3UN',0.8441
'MSG_U718U   ','CNT_ILTYX   ','NET_AQOT5   ',0.948,2633.46,64.72,'Random',0.139,0.3143,0.118,0.09,'KPM_DWR',0.6941
'MSG_2CYTR   ','CNT_QG9E8   ','NET_P7GNC   ',0.301,2499.13,98.02,'Random',0.322,0.8856,0.344,0.02,'KPM_E5J',0.6512
'MSG_AIGYN   ','CNT_S4790   ','NET_558WL   ',0.972,4425.21,53.19,'Delayed',0.624,0.9662,0.201,0.52,'KPM_TQT',0.1009
'MSG_9SRL0   ','CNT_DAYJ6   ','NET_SPHEH   ',0.429,2097.75,1.39,'Natural',0.751,0.1530,0.938,0.30,'KPM_28F',0.5071
'MSG_OEZWV   ','CNT_09WBW   ','NET_MBJEF   ',0.198,6388.58,15.30,'Instant',0.218,0.8992,0.935,0.58,'KPM_15L',0.4794
'MSG_N5B72   ','CNT_8HJ0D   ','NET_GW5KQ   ',0.989,3456.25,0.09,'Delayed',0.262,0.0680,0.956,0.72,'KPM_4IF',0.5771
'MSG_9THUN   ','CNT_JOG03   ','NET_JIBZ8   ',0.554,9583.22,65.43,'Instant',0.205,0.7341,0.651,0.37,'KPM_Y8P',0.5713
'MSG_34IAO   ','CNT_XY49I   ','NET_0736Z   ',0.208,5954.28,65.38,'Delayed',0.892,0.2717,0.215,0.73,'KPM_R7O',0.6861
'MSG_HVK7Z   ','CNT_MDNX6   ','NET_MKU9H   ',0.339,1208.82,73.44,'Natural',0.446,0.5581,0.472,0.73,'KPM_WM7',0.1950
'MSG_FU5R9   ','CNT_E7X12   ','NET_US8ZV   ',0.192,4989.72,12.72,'Natural',0.051,0.3086,0.315,0.98,'KPM_NYJ',0.1435
'MSG_BG8KM   ','CNT_3BBOJ   ','NET_SIUV8   ',0.947,1470.29,85.93,'Natural',0.895,0.6950,0.585,0.26,'KPM_J6S',0.2732
'MSG_F2TQI   ','CNT_2LQ71   ','NET_AT9CJ   ',0.502,5526.24,72.43,'Delayed',0.366,0.7307,0.834,0.99,'KPM_RWP',0.1154
'MSG_W9TMW   ','CNT_7ONCT   ','NET_H8A1W   ',0.107,4412.37,49.85,'Natural',0.159,0.7503,0.869,0.59,'KPM_C6P',0.3591
'MSG_9IOQF   ','CNT_EXAZ4   ','NET_WVFVN   ',0.722,2279.47,58.10,'Instant',0.373,0.4440,0.925,0.64,'KPM_J1E',0.2983
'MSG_EQN4O   ','CNT_GHSKU   ','NET_Y2H7U   ',0.166,7342.69,47.16,'Delayed',0.630,0.6966,0.087,0.02,'KPM_OV2',0.4365
'MSG_EXC9P   ','CNT_NHWWJ   ','NET_E13OP   ',0.399,2898.48,84.84,'Instant',0.192,0.0063,0.128,0.68,'KPM_0EX',0.1010
'MSG_EF1YK   ','CNT_Z9GOM   ','NET_XPWB1   ',0.361,8269.61,71.12,'Natural',0.998,0.2828,0.153,0.53,'KPM_HQ9',0.7916
'MSG_HNTFM   ','CNT_ER1I0   ','NET_6VVWM   ',0.271,211.15,10.25,'Natural',0.881,0.2711,0.728,0.61,'KPM_SFR',0.3478
'MSG_U7S28   ','CNT_GLCSL   ','NET_YAMVI   ',0.227,1957.39,43.94,'Random',0.361,0.7245,0.901,0.99,'KPM_9AB',0.9063
'MSG_W2I3L   ','CNT_AII4V   ','NET_5ZPGD   ',0.798,2722.80,44.13,'Delayed',0.071,0.5331,0.322,0.72,'KPM_P82',0.2150
'MSG_FQMPI   ','CNT_TA1XS   ','NET_OTPEP   ',0.989,1079.97,60.13,'Random',0.204,0.9896,0.563,0.75,'KPM_PDQ',0.9166
'MSG_ESQ5I   ','CNT_CZZWW   ','NET_TMN0R   ',0.643,469.22,35.58,'Random',0.990,0.5662,0.418,0.97,'KPM_MZ5',0.5390
'MSG_7LZ4L   ','CNT_HZXGG   ','NET_L4KNY   ',0.014,1507.48,54.80,'Random',0.037,0.4295,0.516,0.24,'KPM_1HC',0.4819
'MSG_WK2LE   ','CNT_K5ZK7   ','NET_KCULV   ',0.263,5132.33,29.11,'Delayed',0.002,0.6247,0.502,0.55,'KPM_6OJ',0.5758
'MSG_BLRM1   ','CNT_639M9   ','NET_9KDQC   ',0.223,4042.28,46.05,'Delayed',0.259,0.8267,0.680,0.34,'KPM_LLT',0.3443
'MSG_R20C5   ','CNT_9AELR   ','NET_25O5Y   ',0.237,9296.68,5.49,'Random',0.036,0.8756,0.617,0.86,'KPM_7PG',0.9853
'MSG_928UW   ','CNT_N3UKZ   ','NET_JAFEN   ',0.425,8917.55,50.88,'Instant',0.432,0.1982,0.116,0.21,'KPM_UJX',0.6098
'MSG_VDJD3   ','CNT_QNPA6   ','NET_9PV8K   ',0.163,7473.45,48.22,'Random',0.334,0.7953,0.191,0.57,'KPM_BEP',0.9650
'MSG_CNA74   ','CNT_0T7PR   ','NET_V21FC   ',0.765,4391.35,50.57,'Delayed',0.168,0.6330,0.569,0.50,'KPM_VF5',0.2173
'MSG_OYXZ0   ','CNT_KH9OE   ','NET_B3SH8   ',0.053,9235.96,3.39,'Random',0.508,0.6828,0.643,0.81,'KPM_JBO',0.0453
'MSG_9QRCV   ','CNT_3ZMON   ','NET_VMZ3O   ',0.389,6230.25,22.76,'Random',0.230,0.2887,0.007,0.94,'KPM_4CH',0.0168
'MSG_6MUHY   ','CNT_7ZR8X   ','NET_LFIO9   ',0.967,7048.00,60.56,'Delayed',0.256,0.7932,0.599,0.63,'KPM_GAZ',0.8372
'MSG_IG2L7   ','CNT_SEICI   ','NET_B7PX6   ',0.863,5369.34,58.19,'Delayed',0.940,0.9307,0.340,0.59,'KPM_X7Q',0.1698
'MSG_DM7IJ   ','CNT_KNW63   ','NET_IK3HT   ',0.534,737.91,38.92,'Random',0.242,0.0081,0.438,0.61,'KPM_LKA',0.4121
'MSG_2ZHNQ   ','CNT_CXATZ   ','NET_G35WO   ',0.149,2964.29,8.63,'Delayed',0.980,0.0512,0.820,0.57,'KPM_195',0.9611
'MSG_BZUHD   ','CNT_PC10B   ','NET_MDB3Z   ',0.178,6600.26,67.00,'Delayed',0.845,0.5994,0.496,0.85,'KPM_9N8',0.5315
'MSG_7VPSA   ','CNT_JKUPM   ','NET_3NX9Z   ',0.292,7947.19,3.29,'Instant',0.910,0.1851,0.185,0.23,'KPM_XEC',0.1118
'MSG_N2P7I   ','CNT_3CNBD   ','NET_IMI0N   ',0.804,7723.86,48.68,'Natural',0.702,0.8113,0.002,0.08,'KPM_RQ6',0.2856
'MSG_KEO6U   ','CNT_QQODK   ','NET_3XM90   ',0.454,8499.40,4.89,'Natural',0.019,0.8810,0.723,0.32,'KPM_9MH',0.1070
'MSG_UVV0Y   ','CNT_G6ZP5   ','NET_71NO9   ',0.550,2994.70,91.70,'Random',0.406,0.9872,0.348,0.60,'KPM_9HG',0.3102
'MSG_QUEF1   ','CNT_U6CLW   ','NET_9T2L7   ',0.757,9780.81,90.74,'Instant',0.676,0.5697,0.184,0.94,'KPM_SZ8',0.9606
'MSG_8L10X   ','CNT_2DP9M   ','NET_D0ZQ6   ',0.407,6915.17,2.30,'Random',0.695,0.8259,0.786,0.54,'KPM_1XF',0.3764
'MSG_8RV8C   ','CNT_309AJ   ','NET_WTBSH   ',0.838,8205.18,73.40,'Instant',0.568,0.5518,0.432,0.13,'KPM_ID0',0.3320
'MSG_AT6V9   ','CNT_C7JCA   ','NET_FC7MQ   ',0.985,9288.20,70.39,'Delayed',0.760,0.1467,0.169,0.42,'KPM_XJF',0.7773
'MSG_FJK3Q   ','CNT_H8C59   ','NET_SGCBW   ',0.818,9845.14,57.98,'Instant',0.353,0.7215,0.253,0.60,'KPM_576',0.8228
'MSG_PAZJ7   ','CNT_06KYP   ','NET_1D5SS   ',0.848,5602.49,99.94,'Delayed',0.936,0.2355,0.699,0.39,'KPM_W68',0.8754
'MSG_3ZOAR   ','CNT_6M80G   ','NET_23WL5   ',0.461,9047.42,19.49,'Natural',0.903,0.3809,0.107,0.93,'KPM_NDQ',0.4764
'MSG_9F2AP   ','CNT_AJS5D   ','NET_MRAN0   ',0.181,8190.34,76.89,'Instant',0.787,0.4459,0.089,0.35,'KPM_ATM',0.2010
'MSG_567GW   ','CNT_2HHF6   ','NET_UZIL1   ',0.401,6675.57,89.52,'Random',0.521,0.6834,0.807,0.81,'KPM_JGF',0.3110
'MSG_RECQ0   ','CNT_0XSL3   ','NET_D5GSK   ',0.456,1316.29,52.51,'Random',0.830,0.6587,0.137,0.44,'KPM_R39',0.6155
'MSG_FV83A   ','CNT_5D3TX   ','NET_GUNGX   ',0.101,9415.31,51.76,'Instant',0.255,0.0806,0.358,0.11,'KPM_SZ8',0.3354
'MSG_QEIGY   ','CNT_0SVCD   ','NET_1CMQN   ',0.304,2002.49,14.31,'Instant',0.561,0.8967,0.178,0.84,'KPM_N7T',0.1716
'MSG_A8M20   ','CNT_T7V83   ','NET_XB94R   ',0.366,2838.59,45.45,'Instant',0.777,0.6876,0.029,0.31,'KPM_YIQ',0.9571
'MSG_B9895   ','CNT_RHRQH   ','NET_JI13V   ',0.437,2328.24,15.23,'Natural',0.679,0.8709,0.564,0.38,'KPM_YCB',0.3996
'MSG_P8B52   ','CNT_47V70   ','NET_HD5O1   ',0.493,6667.09,66.89,'Delayed',0.914,0.0983,0.502,0.48,'KPM_CUK',0.8696
'MSG_90BYV   ','CNT_0K7JH   ','NET_BDOLS   ',0.047,8639.99,4.71,'Instant',0.064,0.0120,0.715,0.83,'KPM_9EM',0.2989
'MSG_553C3   ','CNT_PIANQ   ','NET_811HR   ',0.429,7327.51,61.72,'Delayed',0.036,0.2185,0.717,0.85,'KPM_L96',0.1976
'MSG_F2T4E   ','CNT_YK8CN   ','NET_VR5WI   ',0.854,8250.70,38.54,'Random',0.979,0.2974,0.281,0.14,'KPM_ERR',0.7546
'MSG_3TSCH   ','CNT_XKXDF   ','NET_NBPX4   ',0.798,9943.59,27.96,'Delayed',0.810,0.0818,0.921,0.83,'KPM_VNQ',0.8136
'MSG_OPDO1   ','CNT_V4PPL   ','NET_2KL6P   ',0.335,5476.33,83.15,'Random',0.534,0.7630,0.004,0.06,'KPM_DJD',0.3092
'MSG_MYR2S   ','CNT_1NY5F   ','NET_KQLH8   ',0.751,4624.82,94.91,'Natural',0.789,0.8870,0.237,0.50,'KPM_IU0',0.4570
'MSG_RXKUG   ','CNT_CCW2T   ','NET_IK5TE   ',0.574,7442.84,39.19,'Delayed',0.064,0.7246,0.253,0.91,'KPM_KBS',0.1683
'MSG_RG54K   ','CNT_VZG7E   ','NET_23W3N   ',0.666,5407.21,74.49,'Random',0.812,0.0636,0.710,0.52,'KPM_9HQ',0.6653
'MSG_EYXHX   ','CNT_95OOI   ','NET_20CW1   ',0.007,7737.47,3.79,'Instant',0.089,0.4827,0.685,0.90,'KPM_916',0.0562
'MSG_922EQ   ','CNT_E5Z4W   ','NET_VCLSY   ',0.329,2781.04,82.41,'Random',0.517,0.3764,0.161,0.71,'KPM_TU8',0.8881
'MSG_2S4CC   ','CNT_25TRE   ','NET_68VHQ   ',0.198,2916.99,56.29,'Random',0.761,0.5460,0.594,0.29,'KPM_2Z7',0.5545
'MSG_BRR4L   ','CNT_GIEAS   ','NET_QLANE   ',0.982,8259.84,25.76,'Delayed',0.385,0.9466,0.190,0.57,'KPM_W1V',0.2549
'MSG_ELW3K   ','CNT_B18UT   ','NET_4C0J8   ',0.848,9638.36,45.81,'Natural',0.986,0.5122,0.954,0.81,'KPM_ZKK',0.8495
'MSG_ML2OI   ','CNT_YBT1U   ','NET_FDPWS   ',0.659,6520.86,52.40,'Instant',0.636,0.7544,0.102,0.85,'KPM_XUV',0.5259
'MSG_EC3P3   ','CNT_J4JVU   ','NET_Q8QWH   ',0.392,3682.29,44.11,'Random',0.333,0.7578,0.546,0.43,'KPM_2AZ',0.4822
'MSG_YUXWX   ','CNT_JFO52   ','NET_HN354   ',0.085,8040.41,34.11,'Natural',0.756,0.3531,0.248,0.14,'KPM_ZO9',0.4712
'MSG_KYWDV   ','CNT_DC3H5   ','NET_3FOA5   ',0.746,7387.02,20.14,'Delayed',0.189,0.1745,0.930,0.48,'KPM_C6A',0.3853
'MSG_YDJTY   ','CNT_BCAFL   ','NET_1YV5H   ',0.649,4937.03,5.05,'Natural',0.400,0.8960,0.626,0.89,'KPM_NF0',0.6984
'MSG_WMI77   ','CNT_86H2P   ','NET_I2X6N   ',0.512,1551.96,20.01,'Delayed',0.448,0.1410,0.082,0.43,'KPM_ROF',0.3945
'MSG_I5SS8   ','CNT_PXU8V   ','NET_4YPFV   ',0.411,1375.12,0.43,'Instant',0.473,0.6061,0.548,0.47,'KPM_FW0',0.6824
'MSG_30MTW   ','CNT_40HES   ','NET_I2R40   ',0.472,9402.33,65.04,'Natural',0.609,0.7031,0.929,0.30,'KPM_1AU',0.8768
'MSG_91NQG   ','CNT_NOXKU   ','NET_NM6TW   ',0.704,2749.98,4.72,'Delayed',0.782,0.8384,0.150,0.65,'KPM_EZA',0.4788
'MSG_6KO3N   ','CNT_MHTPF   ','NET_EW5HG   ',0.905,2105.00,82.43,'Natural',0.188,0.9404,0.555,0.28,'KPM_4TE',0.8950
'MSG_Q92ET   ','CNT_QUVH2   ','NET_2PMGU   ',0.376,1406.71,27.65,'Random',0.306,0.5245,0.006,0.17,'KPM_3KU',0.6360
'MSG_MOG8Z   ','CNT_5RV9S   ','NET_5OJQE   ',0.269,5118.41,17.84,'Instant',0.797,0.8203,0.402,0.02,'KPM_TJ4',0.8342
'MSG_A0ERC   ','CNT_JCREC   ','NET_XQCQO   ',0.177,174.21,0.38,'Delayed',0.258,0.5362,0.031,0.93,'KPM_51M',0.3476
'MSG_E2IQ9   ','CNT_KO1KQ   ','NET_VRP7E   ',0.547,910.60,49.76,'Natural',0.287,0.7672,0.579,0.67,'KPM_3RJ',0.1179
'MSG_85FQ4   ','CNT_JGAGW   ','NET_NCEAE   ',0.908,1745.93,6.58,'Random',0.220,0.3785,0.042,0.06,'KPM_NXA',0.9634
'MSG_KO0H4   ','CNT_T3W80   ','NET_ZZZ27   ',0.485,7162.66,99.51,'Delayed',0.515,0.4538,0.696,0.08,'KPM_C4I',0.6936
'MSG_G9QG8   ','CNT_83SW3   ','NET_1BA1K   ',0.487,8710.78,31.76,'Random',0.355,0.6790,0.871,0.84,'KPM_S52',0.7327
'MSG_PD9UN   ','CNT_Y287U   ','NET_7Y9PD   ',0.810,4861.78,43.24,'Natural',0.683,0.5152,0.571,0.35,'KPM_G5F',0.9542
'MSG_9DDPP   ','CNT_TR3M6   ','NET_GUTHE   ',0.408,7675.24,18.29,'Natural',0.141,0.2569,0.954,0.57,'KPM_8L6',0.0357
'MSG_BY5HQ   ','CNT_GGVQE   ','NET_RXGL5   ',0.537,8751.42,30.85,'Instant',0.812,0.3285,0.087,0.04,'KPM_3A8',0.7022
'MSG_2AZWW   ','CNT_KAEK8   ','NET_CWFQJ   ',0.639,7961.58,59.31,'Natural',0.338,0.3398,0.630,0.18,'KPM_GE4',0.9443
'MSG_VDNU5   ','CNT_WDVP0   ','NET_UCPJ0   ',0.754,3641.93,74.53,'Instant',0.666,0.6926,0.596,0.09,'KPM_YYT',0.6030
'MSG_HC5WS   ','CNT_V3JZC   ','NET_6R5YX   ',0.422,4500.50,60.93,'Random',0.110,0.5586,0.456,0.07,'KPM_9YS',0.7462
'MSG_6TGPW   ','CNT_M3WS6   ','NET_XJGXH   ',0.430,8751.81,22.27,'Natural',0.203,0.5236,0.161,0.57,'KPM_E4V',0.0135
'MSG_V0OUS   ','CNT_NDZ8V   ','NET_8KC2N   ',0.307,4255.47,98.91,'Instant',0.898,0.9593,0.965,0.64,'KPM_KY5',0.3470
'MSG_IUJVW   ','CNT_P28SS   ','NET_87KF5   ',0.740,3395.10,45.33,'Delayed',0.819,0.8203,0.706,0.51,'KPM_KKV',0.6964
'MSG_7QKGQ   ','CNT_MVF8B   ','NET_RB6RW   ',0.048,5461.58,61.22,'Instant',0.149,0.9037,0.284,0.39,'KPM_8NV',0.1097
'MSG_OADA5   ','CNT_UK4GL   ','NET_9N8KT   ',0.382,5988.29,27.33,'Natural',0.133,0.1633,0.216,0.37,'KPM_ML7',0.2420
'MSG_PBOJX   ','CNT_NY25P   ','NET_X3PQ4   ',0.438,6026.44,75.36,'Delayed',0.264,0.6804,0.968,0.63,'KPM_LM1',0.8233
'MSG_26TCT   ','CNT_4EEPB   ','NET_H8TYN   ',0.398,915.21,17.92,'Delayed',0.228,0.4258,0.915,0.08,'KPM_VUX',0.5804
'MSG_0AA1U   ','CNT_6TFSO   ','NET_X4PK8   ',0.836,369.22,23.98,'Delayed',0.871,0.0557,0.487,0.92,'KPM_CCM',0.0472
'MSG_43RIQ   ','CNT_B2GC4   ','NET_KYMG0   ',0.494,1697.45,86.05,'Delayed',0.415,0.7885,0.000,0.92,'KPM_CQF',0.5897
'MSG_TQ096   ','CNT_KRJ7S   ','NET_HLMXR   ',0.370,6858.34,46.94,'Random',0.299,0.6661,0.051,0.35,'KPM_AL2',0.9182
'MSG_ME6S2   ','CNT_WHL2Q   ','NET_DJ9Z6   ',0.727,2119.97,98.57,'Instant',0.525,0.2096,0.210,0.64,'KPM_XGE',0.7143
'MSG_XI2M7   ','CNT_5JWE7   ','NET_8KYPR   ',0.425,6625.64,11.11,'Random',0.418,0.0409,0.102,0.95,'KPM_Z5A',0.5719
'MSG_OWGTT   ','CNT_83MT5   ','NET_BF7ZU   ',0.589,5856.90,81.31,'Natural',0.202,0.5044,0.518,0.26,'KPM_GRJ',0.0571
'MSG_BL93Q   ','CNT_BHOXZ   ','NET_QNEJZ   ',0.179,5764.60,64.41,'Natural',0.309,0.4939,0.751,0.66,'KPM_1SB',0.8914
'MSG_3UO64   ','CNT_66HZA   ','NET_A7125   ',0.130,7296.65,19.97,'Instant',0.213,0.7389,0.681,0.43,'KPM_69T',0.1667
'MSG_AMWU5   ','CNT_4S1J6   ','NET_BYAOE   ',0.119,3141.81,60.86,'Instant',0.042,0.7320,0.638,0.23,'KPM_D39',0.2258
'MSG_99K49   ','CNT_HO6S3   ','NET_2BONT   ',0.223,3415.31,40.89,'Delayed',0.473,0.0333,0.502,0.74,'KPM_5B7',0.0368
'MSG_WMS1U   ','CNT_X89TD   ','NET_UK5HW   ',0.447,1457.37,59.97,'Instant',0.317,0.7430,0.467,0.74,'KPM_QO2',0.7500
'MSG_A9BYI   ','CNT_CHND0   ','NET_99TGZ   ',0.660,2230.08,87.07,'Delayed',0.541,0.3471,0.775,0.88,'KPM_1F7',0.2235
'MSG_U7QEQ   ','CNT_JBVY2   ','NET_RL1LB   ',0.464,4760.44,1.72,'Instant',0.048,0.5840,0.320,0.24,'KPM_F97',0.9474
'MSG_GH5OD   ','CNT_IYND1   ','NET_TBLDE   ',0.336,3521.74,87.04,'Delayed',0.380,0.3186,0.723,0.56,'KPM_KAQ',0.2647
'MSG_0TJV4   ','CNT_LP982   ','NET_VMEEW   ',0.655,6575.23,46.86,'Random',0.201,0.6499,0.012,0.41,'KPM_5U5',0.7622
'MSG_446V2   ','CNT_JSYPP   ','NET_5R01D   ',0.417,7135.29,81.37,'Delayed',0.439,0.8954,0.625,0.51,'KPM_Y72',0.5794
'MSG_ON337   ','CNT_VTMPS   ','NET_C35AA   ',0.588,2163.01,37.80,'Delayed',0.314,0.9057,0.112,0.18,'KPM_1TB',0.4194
