'CNT_BS79W   ','SESS_6P727  ',16731,57.868,62.687,2.79,0.4879,56.372,'1',9.685,'Spam',9.91,'Targeted',0.246,'SomeRate_IST',4.13,0.194,0.5789
'CNT_SRPS2   ','SESS_MXLN9  ',22935,30.491,33.134,3.74,0.5007,90.549,'2',7.811,'Normal',1.39,'Random',0.908,'SomeRate_LY0',4.63,0.795,0.4710
'CNT_HH215   ','SESS_DX7CY  ',16744,24.930,17.713,8.83,0.4129,71.775,'1',8.123,'Spam',4.24,'Normal',0.048,'SomeRate_5V8',2.74,0.912,0.1237
'CNT_X0BAT   ','SESS_CUIZ1  ',47534,58.552,12.982,5.98,0.8602,46.595,'3',5.355,'Random',2.06,'Spam',0.655,'SomeRate_YX3',9.12,0.722,0.7220
'CNT_LXPM4   ','SESS_TQZU4  ',4615,27.392,2.518,6.69,0.3785,15.794,'2',3.880,'Spam',6.13,'Targeted',0.686,'SomeRate_1EN',7.60,0.361,0.9697
'CNT_AEHCY   ','SESS_AZN21  ',3457,25.415,84.870,0.18,0.1610,22.291,'2',6.480,'Spam',4.46,'Targeted',0.450,'SomeRate_O7G',7.21,0.607,0.7293
'CNT_QK3YW   ','SESS_RPJIT  ',25568,29.891,27.952,8.44,0.1745,76.737,'1',1.686,'Spam',6.10,'Targeted',0.642,'SomeRate_EBE',0.35,0.857,0.3164
'CNT_46ZAN   ','SESS_5MDPM  ',27684,94.473,15.599,0.20,0.0743,66.352,'2',3.205,'Trending',9.80,'Spam',0.564,'SomeRate_4T0',9.30,0.972,0.7777
'CNT_P0QL1   ','SESS_D190F  ',1528,68.218,41.426,7.95,0.7108,63.214,'4',4.573,'Spam',4.93,'Random',0.974,'SomeRate_U1S',8.55,0.683,0.4425
'CNT_2YBWG   ','SESS_B5MBQ  ',36507,66.663,58.858,0.14,0.5685,99.483,'3',0.360,'Random',6.21,'Random',0.140,'SomeRate_EW0',7.23,0.926,0.9242
'CNT_ZWFOC   ','SESS_2AF33  ',19037,33.332,15.811,5.24,0.2896,19.537,'3',8.530,'Spam',3.47,'Random',0.137,'SomeRate_027',2.51,0.586,0.7625
'CNT_A9UWE   ','SESS_6Y6BG  ',18936,13.614,25.832,5.43,0.6668,2.939,'5',3.523,'Spam',0.98,'Normal',0.482,'SomeRate_AMD',4.53,0.206,0.5724
'CNT_ANO3H   ','SESS_Z7Z73  ',38290,5.292,99.459,3.95,0.2333,99.931,'3',8.197,'Spam',0.45,'Normal',0.739,'SomeRate_S8S',9.51,0.760,0.5689
'CNT_KSJOQ   ','SESS_0DZ3S  ',12120,8.611,88.771,9.12,0.5638,38.159,'5',4.574,'Normal',1.77,'Targeted',0.408,'SomeRate_UHL',1.47,0.811,0.7154
'CNT_UVN4I   ','SESS_GLS15  ',22798,24.670,79.144,2.72,0.3217,23.947,'2',4.939,'Random',5.19,'Spam',0.562,'SomeRate_E2K',2.59,0.456,0.1035
'CNT_HY0J5   ','SESS_2A753  ',5353,57.188,27.579,9.41,0.7234,8.065,'2',3.792,'Trending',0.59,'Targeted',0.248,'SomeRate_40F',3.41,0.850,0.1292
'CNT_JTMNI   ','SESS_SJXT6  ',8831,0.802,40.372,2.64,0.3745,10.540,'2',0.433,'Random',9.84,'Normal',0.774,'SomeRate_MBN',0.54,0.538,0.8251
'CNT_IOTZQ   ','SESS_98LWR  ',41437,7.469,15.124,8.64,0.1191,17.957,'3',5.480,'Trending',3.86,'Spam',0.136,'SomeRate_5Y9',0.67,0.511,0.5683
'CNT_3VDLZ   ','SESS_B4P1Q  ',35195,12.545,89.640,2.67,0.4449,94.582,'3',0.317,'Random',7.37,'Targeted',0.661,'SomeRate_UHJ',8.05,0.817,0.9906
'CNT_GWCS3   ','SESS_AIVNQ  ',18004,14.218,30.298,7.64,0.8286,54.740,'4',7.073,'Random',7.55,'Targeted',0.539,'SomeRate_9X9',7.11,0.664,0.5903
'CNT_O5HHM   ','SESS_B4O3W  ',32854,62.952,1.794,2.71,0.8314,18.427,'2',0.622,'Normal',1.55,'Normal',0.775,'SomeRate_MLZ',9.65,0.698,0.1334
'CNT_DSLRF   ','SESS_N3SDG  ',30213,91.016,4.340,6.36,0.7825,24.621,'3',6.732,'Trending',1.57,'Targeted',0.387,'SomeRate_EB1',0.37,0.827,0.3790
'CNT_I24XY   ','SESS_RIPPF  ',112,36.863,66.345,9.09,0.1400,92.944,'2',5.770,'Random',4.24,'Spam',0.827,'SomeRate_UBH',0.56,0.770,0.2847
'CNT_T0Z96   ','SESS_29A2V  ',42000,98.426,27.657,6.32,0.0724,86.639,'1',8.199,'Normal',8.17,'Targeted',0.053,'SomeRate_24G',0.07,0.767,0.7845
'CNT_PRU1A   ','SESS_MBP28  ',22707,63.407,11.641,8.15,0.7221,76.953,'3',6.131,'Normal',2.53,'Spam',0.682,'SomeRate_4P2',9.94,0.050,0.7597
'CNT_EMY0Q   ','SESS_STY4C  ',36577,65.428,2.493,4.02,0.9684,72.871,'3',9.962,'Spam',8.62,'Normal',0.781,'SomeRate_U6U',9.72,0.836,0.9528
'CNT_UFMSY   ','SESS_44NHP  ',11039,18.729,63.090,0.74,0.2969,16.897,'2',9.041,'Random',3.40,'Normal',0.667,'SomeRate_89E',9.80,0.404,0.4658
'CNT_TLCK9   ','SESS_I6G7P  ',47046,89.872,75.961,0.70,0.7527,86.860,'5',3.366,'Random',7.57,'Random',0.869,'SomeRate_ME8',3.50,0.619,0.5181
'CNT_79ALG   ','SESS_QUCWV  ',15108,59.636,88.941,0.50,0.8605,32.112,'2',7.534,'Normal',5.54,'Targeted',0.530,'SomeRate_XT5',0.92,0.559,0.7286
'CNT_76A60   ','SESS_HPYO3  ',45589,14.032,35.260,8.88,0.1521,24.761,'4',8.470,'Normal',9.41,'Targeted',0.064,'SomeRate_93O',9.63,0.459,0.8832
'CNT_9HBIX   ','SESS_1AC9F  ',11386,92.179,60.618,4.67,0.4090,61.381,'3',3.981,'Random',5.59,'Normal',0.322,'SomeRate_DU3',6.50,0.263,0.5589
'CNT_I4TKE   ','SESS_72CLD  ',28875,97.771,8.474,0.34,0.5968,62.354,'5',8.648,'Spam',8.55,'Spam',0.763,'SomeRate_6QD',6.40,0.744,0.1419
'CNT_LW01J   ','SESS_ADY2Y  ',30135,81.691,13.428,2.84,0.0992,64.925,'1',7.357,'Normal',5.79,'Targeted',0.850,'SomeRate_GWK',3.26,0.387,0.6336
'CNT_3EAUY   ','SESS_RTJFE  ',739,52.483,14.110,6.43,0.7654,1.964,'4',2.098,'Random',0.11,'Spam',0.315,'SomeRate_UPM',2.46,0.426,0.4914
'CNT_BBZX0   ','SESS_B5EHG  ',26579,54.557,47.105,2.45,0.2957,65.498,'5',6.833,'Normal',7.07,'Spam',0.780,'SomeRate_DUX',9.16,0.532,0.3722
'CNT_XCX9N   ','SESS_3P0Q3  ',45520,71.911,69.198,3.28,0.2740,27.025,'1',9.215,'Normal',5.83,'Normal',0.739,'SomeRate_9BV',4.80,0.738,0.9471
'CNT_KYFC3   ','SESS_XQ8JG  ',33740,97.402,72.438,6.10,0.1033,49.918,'1',8.843,'Spam',2.98,'Targeted',0.467,'SomeRate_8YV',5.09,0.858,0.5292
'CNT_5PV4W   ','SESS_Z0XMD  ',25775,46.166,96.264,4.85,0.8130,0.515,'4',4.759,'Trending',1.09,'Spam',0.508,'SomeRate_O3R',6.70,0.095,0.9617
'CNT_PZ9GR   ','SESS_6FWXV  ',35871,7.708,12.506,5.81,0.9070,54.009,'3',2.187,'Random',1.70,'Random',0.656,'SomeRate_NHZ',5.69,0.103,0.1702
'CNT_8VRY7   ','SESS_KPN8S  ',23896,89.925,34.068,5.65,0.2236,28.135,'3',7.772,'Random',6.71,'Spam',0.984,'SomeRate_KND',6.14,0.829,0.7606
'CNT_VUE2S   ','SESS_DH0NI  ',1775,94.204,74.144,2.97,0.5319,94.584,'3',3.175,'Trending',1.80,'Random',0.261,'SomeRate_G8T',5.00,0.197,0.3615
'CNT_PPQZA   ','SESS_7XQ3D  ',16000,60.535,44.078,7.76,0.0782,80.102,'5',6.605,'Random',7.84,'Random',0.502,'SomeRate_KNX',10.00,0.529,0.9449
'CNT_WIXMK   ','SESS_0KTAZ  ',21005,57.604,8.425,2.07,0.8718,11.333,'2',7.739,'Trending',8.27,'Normal',0.067,'SomeRate_5SJ',6.41,0.062,0.1489
'CNT_8C5D9   ','SESS_L3OR2  ',12170,42.393,75.845,8.60,0.6994,55.315,'4',5.261,'Random',5.37,'Spam',0.418,'SomeRate_A0Y',9.83,0.367,0.7577
'CNT_LFGBR   ','SESS_OD893  ',13151,18.021,41.079,0.33,0.5694,79.720,'1',2.244,'Random',3.19,'Normal',0.759,'SomeRate_MQV',1.70,0.097,0.4470
'CNT_XGZ85   ','SESS_QQOE9  ',37251,29.547,30.580,6.21,0.6851,19.384,'5',4.370,'Trending',7.93,'Targeted',0.262,'SomeRate_0F6',4.85,0.881,0.5673
'CNT_KHJ67   ','SESS_9EAOX  ',35549,25.417,57.749,7.07,0.7885,59.479,'1',0.569,'Trending',9.72,'Random',0.715,'SomeRate_Y9V',2.23,0.313,0.2747
'CNT_EFRHT   ','SESS_AVIIR  ',9591,6.366,30.252,9.68,0.1204,83.648,'5',9.465,'Spam',2.58,'Random',0.742,'SomeRate_MMK',9.84,0.731,0.3132
'CNT_W4QPN   ','SESS_CN3MK  ',12247,32.683,0.152,8.02,0.9733,29.316,'4',4.880,'Normal',7.63,'Targeted',0.767,'SomeRate_81B',8.88,0.440,0.8846
'CNT_XUPWL   ','SESS_M1S8H  ',25521,45.254,64.187,5.30,0.9469,16.419,'3',3.719,'Normal',3.59,'Spam',0.842,'SomeRate_7KD',5.89,0.604,0.7162
'CNT_XRQW2   ','SESS_R374H  ',43095,3.601,98.652,8.54,0.0266,94.629,'3',9.710,'Trending',1.23,'Random',0.090,'SomeRate_IJU',8.60,0.243,0.3751
'CNT_QE15Q   ','SESS_KIXOE  ',27634,9.041,70.244,5.17,0.7626,28.243,'3',5.285,'Trending',1.32,'Random',0.113,'SomeRate_Y06',2.82,0.646,0.6039
'CNT_2J0YM   ','SESS_USNSG  ',19942,65.708,46.549,8.62,0.2951,48.908,'2',6.141,'Trending',8.88,'Random',0.511,'SomeRate_3YL',1.01,0.628,0.5639
'CNT_YJ47Q   ','SESS_GLW1G  ',44380,0.654,55.981,2.45,0.2175,20.846,'2',2.641,'Random',5.72,'Random',0.359,'SomeRate_TK6',8.28,0.495,0.3703
'CNT_A2SWZ   ','SESS_PEU1W  ',18613,30.713,46.019,9.53,0.6775,22.831,'2',1.656,'Random',1.27,'Spam',0.123,'SomeRate_LC7',9.53,0.415,0.1387
'CNT_INUVP   ','SESS_ERF7L  ',29412,0.260,64.212,2.05,0.5579,1.813,'4',2.616,'Spam',4.11,'Random',0.866,'SomeRate_OL9',2.30,0.719,0.2459
'CNT_S1I19   ','SESS_LUTEF  ',31065,32.544,80.178,8.85,0.2279,62.761,'4',1.388,'Random',5.24,'Normal',0.892,'SomeRate_F0G',3.05,0.807,0.9436
'CNT_N0O5A   ','SESS_4SOEO  ',40433,36.236,46.595,3.73,0.4336,58.779,'1',5.789,'Normal',1.33,'Spam',0.098,'SomeRate_1OB',9.20,0.159,0.8525
'CNT_ZAA2K   ','SESS_KT0MZ  ',47103,94.520,87.049,0.38,0.4222,94.851,'3',4.638,'Spam',7.09,'Normal',0.137,'SomeRate_ZTE',3.11,0.360,0.1357
'CNT_T3SZM   ','SESS_OINRR  ',11109,9.191,22.709,7.79,0.9691,14.807,'2',0.955,'Trending',4.96,'Random',0.821,'SomeRate_BZC',8.59,0.037,0.2467
'CNT_0CB27   ','SESS_JEUC1  ',24723,96.714,20.759,7.69,0.5700,22.152,'4',5.261,'Random',8.05,'Spam',0.638,'SomeRate_JYK',7.22,0.034,0.6710
'CNT_0U8EI   ','SESS_V949U  ',5081,14.486,75.607,0.38,0.8264,17.912,'1',9.023,'Trending',6.77,'Spam',0.049,'SomeRate_IN3',5.80,0.389,0.7613
'CNT_ZNEXG   ','SESS_AW39B  ',17468,47.877,18.846,3.60,0.0338,6.524,'4',6.605,'Trending',6.11,'Random',0.903,'SomeRate_TXR',9.69,0.912,0.6174
'CNT_VOW3T   ','SESS_ZZJDH  ',23058,42.959,7.179,1.53,0.5444,43.746,'1',0.909,'Trending',2.32,'Targeted',0.962,'SomeRate_4RC',1.43,0.336,0.8150
'CNT_FIXWU   ','SESS_PU03W  ',42349,65.314,35.071,5.77,0.7024,20.608,'4',3.451,'Normal',9.55,'Spam',0.176,'SomeRate_JXQ',7.04,0.705,0.6373
'CNT_X3FB6   ','SESS_3I4I3  ',1197,96.299,17.320,7.45,0.9304,78.002,'5',4.365,'Trending',1.37,'Spam',0.468,'SomeRate_9RM',2.91,0.761,0.7623
'CNT_SJ3IR   ','SESS_CAF6B  ',3749,78.566,94.335,3.99,0.8420,34.101,'3',1.880,'Spam',8.65,'Normal',0.563,'SomeRate_COB',0.61,0.202,0.0090
'CNT_RKDTJ   ','SESS_WF55Q  ',34640,65.026,92.747,2.23,0.1637,73.832,'3',2.026,'Random',2.69,'Normal',0.459,'SomeRate_0CR',4.03,0.012,0.8056
'CNT_9BHDX   ','SESS_MK2RE  ',27455,16.230,76.489,8.08,0.2226,3.654,'3',7.150,'Spam',7.52,'Targeted',0.815,'SomeRate_RMC',0.66,0.950,0.6715
'CNT_J2JUC   ','SESS_SU508  ',41204,26.455,42.236,3.59,0.9108,97.224,'3',5.312,'Trending',7.30,'Targeted',0.006,'SomeRate_KV7',9.19,0.235,0.6410
'CNT_RBA7V   ','SESS_JO2W1  ',17840,93.724,19.186,8.91,0.9104,16.057,'3',3.296,'Trending',9.71,'Targeted',0.880,'SomeRate_NLO',2.93,0.044,0.0399
'CNT_4Y5X4   ','SESS_FELQJ  ',3076,95.998,55.400,9.69,0.5858,20.249,'2',2.965,'Trending',9.07,'Normal',0.390,'SomeRate_QPE',7.16,0.448,0.9688
'CNT_ILTYX   ','SESS_N209E  ',19236,23.625,90.682,9.82,0.6715,16.726,'5',0.031,'Trending',0.92,'Targeted',0.283,'SomeRate_PA4',5.17,0.648,0.6101
'CNT_QG9E8   ','SESS_QWNCQ  ',49603,75.516,54.649,3.82,0.1844,51.812,'5',2.523,'Random',7.48,'Random',0.927,'SomeRate_8BQ',7.34,0.599,0.0218
'CNT_S4790   ','SESS_0CDAC  ',14267,4.488,86.859,5.97,0.7684,12.694,'2',0.525,'Trending',5.95,'Spam',0.487,'SomeRate_SKB',6.73,0.542,0.1814
'CNT_DAYJ6   ','SESS_9TS8R  ',13860,31.447,18.324,6.63,0.2185,25.914,'3',5.625,'Trending',8.65,'Normal',0.896,'SomeRate_2KX',4.81,0.994,0.0838
'CNT_09WBW   ','SESS_52IRQ  ',43584,1.964,73.657,6.48,0.7794,7.454,'5',6.048,'Spam',7.68,'Targeted',0.653,'SomeRate_W86',7.14,0.697,0.5467
'CNT_8HJ0D   ','SESS_VH8GH  ',16664,72.095,93.404,2.47,0.0406,16.729,'3',1.213,'Random',7.90,'Normal',0.402,'SomeRate_DM3',0.95,0.863,0.2738
'CNT_JOG03   ','SESS_W03QY  ',32588,40.069,36.668,8.75,0.3386,1.221,'3',8.139,'Normal',3.93,'Normal',0.924,'SomeRate_RSW',4.59,0.201,0.5245
'CNT_XY49I   ','SESS_9C3XZ  ',23076,15.394,21.892,0.46,0.6961,82.390,'3',9.406,'Spam',8.13,'Normal',0.488,'SomeRate_1F2',1.73,0.106,0.7750
'CNT_MDNX6   ','SESS_F8BM8  ',32625,71.150,9.615,1.95,0.5181,44.842,'4',1.327,'Spam',7.66,'Targeted',0.017,'SomeRate_1FC',7.19,0.895,0.7959
'CNT_E7X12   ','SESS_OUXGG  ',43562,90.458,49.440,6.31,0.0618,16.179,'5',4.180,'Normal',5.53,'Normal',0.758,'SomeRate_543',5.11,0.346,0.2406
'CNT_3BBOJ   ','SESS_DTYC1  ',18427,79.451,72.946,1.18,0.4244,22.310,'2',6.229,'Trending',1.16,'Spam',0.732,'SomeRate_YSB',2.87,0.398,0.8952
'CNT_2LQ71   ','SESS_7QNTT  ',46747,5.232,71.377,7.90,0.9148,8.940,'4',1.191,'Random',6.84,'Random',0.837,'SomeRate_X81',3.01,0.604,0.2736
'CNT_7ONCT   ','SESS_Z9AOH  ',6815,92.928,34.036,3.16,0.2133,49.444,'5',8.115,'Normal',0.65,'Random',0.309,'SomeRate_IIQ',8.09,0.732,0.6844
'CNT_EXAZ4   ','SESS_WQPIR  ',4890,52.997,83.543,3.16,0.0624,67.375,'1',1.909,'Spam',2.61,'Normal',0.666,'SomeRate_D8T',3.91,0.878,0.2276
'CNT_GHSKU   ','SESS_A3WQI  ',15634,11.674,87.501,7.04,0.6353,23.643,'2',9.964,'Normal',5.64,'Targeted',0.154,'SomeRate_M03',6.09,0.864,0.3195
'CNT_NHWWJ   ','SESS_J0DOA  ',34881,24.178,59.220,1.01,0.8404,83.631,'4',8.996,'Normal',5.70,'Spam',0.239,'SomeRate_NRF',2.82,0.872,0.2454
'CNT_Z9GOM   ','SESS_3O75D  ',2030,89.961,8.033,1.91,0.8182,78.700,'5',3.399,'Spam',3.26,'Random',0.599,'SomeRate_XT5',0.26,0.137,0.8894
'CNT_ER1I0   ','SESS_6061P  ',18694,0.306,11.382,6.66,0.8561,28.552,'3',3.404,'Trending',7.82,'Random',0.966,'SomeRate_3P6',4.24,0.445,0.8706
'CNT_GLCSL   ','SESS_D0SVH  ',28506,18.497,72.277,7.95,0.1652,89.343,'2',2.701,'Spam',2.64,'Random',0.288,'SomeRate_KNA',8.21,0.994,0.7697
'CNT_AII4V   ','SESS_S4PWN  ',41227,15.565,50.870,7.49,0.1398,25.048,'3',7.229,'Random',6.35,'Normal',0.015,'SomeRate_2S1',6.25,0.326,0.8149
'CNT_TA1XS   ','SESS_TJY9U  ',1295,84.183,49.286,6.50,0.0889,14.804,'5',0.412,'Random',8.46,'Targeted',0.811,'SomeRate_Q92',0.33,0.664,0.4634
'CNT_CZZWW   ','SESS_5AYVI  ',9175,42.904,21.475,1.44,0.3859,52.189,'1',5.900,'Spam',6.91,'Normal',0.665,'SomeRate_K8R',5.38,0.158,0.5652
'CNT_HZXGG   ','SESS_6VHL7  ',3209,92.066,4.795,0.71,0.3090,13.551,'3',4.816,'Spam',2.97,'Spam',0.797,'SomeRate_NJM',8.43,0.734,0.4556
'CNT_K5ZK7   ','SESS_0H1P1  ',46874,18.236,80.957,5.36,0.0736,76.210,'4',9.484,'Trending',8.27,'Spam',0.586,'SomeRate_U29',1.28,0.755,0.0290
'CNT_639M9   ','SESS_7VNLV  ',20204,49.271,99.314,8.79,0.4629,73.913,'2',8.041,'Trending',2.52,'Spam',0.973,'SomeRate_UV3',8.11,0.858,0.2597
'CNT_9AELR   ','SESS_U2THE  ',46937,99.714,0.731,6.59,0.5873,55.354,'5',6.852,'Normal',9.76,'Spam',0.426,'SomeRate_ZDV',9.53,0.848,0.6244
'CNT_N3UKZ   ','SESS_IFT3X  ',40422,98.973,52.457,2.68,0.9219,90.261,'4',7.025,'Normal',0.18,'Spam',0.935,'SomeRate_X78',8.19,0.824,0.9301
'CNT_QNPA6   ','SESS_C4BGW  ',9271,63.094,87.884,9.71,0.4740,95.679,'5',2.820,'Trending',9.54,'Targeted',0.679,'SomeRate_PBQ',3.16,0.413,0.2382
'CNT_0T7PR   ','SESS_C9338  ',5824,20.611,89.506,7.88,0.2729,90.307,'1',2.619,'Normal',7.53,'Spam',0.613,'SomeRate_ORC',0.02,0.517,0.1260
'CNT_KH9OE   ','SESS_CW3QO  ',32944,79.885,45.456,9.61,0.2742,62.713,'2',9.326,'Random',3.41,'Random',0.141,'SomeRate_20H',1.26,0.670,0.1843
'CNT_3ZMON   ','SESS_IB8WF  ',13306,27.986,62.959,8.90,0.9059,53.704,'4',1.563,'Trending',3.26,'Spam',0.156,'SomeRate_ZGP',3.69,0.573,0.4146
'CNT_7ZR8X   ','SESS_EK3RR  ',8094,55.095,76.616,4.08,0.8313,59.749,'1',6.585,'Trending',7.58,'Targeted',0.951,'SomeRate_5YT',1.06,0.806,0.7753
'CNT_SEICI   ','SESS_0XKWZ  ',27605,53.929,15.818,1.60,0.6177,42.882,'1',3.587,'Random',9.89,'Spam',0.661,'SomeRate_Q7G',5.44,0.667,0.1811
'CNT_KNW63   ','SESS_813E9  ',3662,59.466,60.467,1.45,0.7558,26.916,'2',6.858,'Random',8.98,'Random',0.337,'SomeRate_U94',2.03,0.687,0.7697
'CNT_CXATZ   ','SESS_Z2SEE  ',43848,29.026,11.187,3.40,0.3915,38.401,'4',8.011,'Trending',2.13,'Normal',0.126,'SomeRate_KEP',1.84,0.096,0.5290
'CNT_PC10B   ','SESS_MALTB  ',40621,38.434,77.370,8.16,0.1688,3.877,'1',1.647,'Random',5.28,'Targeted',0.789,'SomeRate_SUN',0.84,0.646,0.6478
'CNT_JKUPM   ','SESS_6LMYK  ',27481,46.567,56.429,4.21,0.2218,68.800,'3',9.163,'Trending',8.98,'Random',0.050,'SomeRate_XA7',6.29,0.776,0.2461
'CNT_3CNBD   ','SESS_9SV5O  ',25842,22.057,24.760,2.31,0.3221,96.546,'1',3.238,'Spam',2.33,'Spam',0.181,'SomeRate_KMX',0.53,0.753,0.5978
'CNT_QQODK   ','SESS_JI74D  ',41441,79.522,3.850,7.16,0.3697,73.118,'4',7.063,'Trending',6.18,'Spam',0.452,'SomeRate_S91',5.10,0.066,0.0281
'CNT_G6ZP5   ','SESS_TEHX4  ',40328,56.067,80.604,4.65,0.7194,73.472,'2',9.637,'Spam',0.14,'Spam',0.375,'SomeRate_R59',0.95,0.674,0.2132
'CNT_U6CLW   ','SESS_J7POI  ',26946,45.691,48.714,0.11,0.6567,36.222,'3',8.008,'Random',6.11,'Targeted',0.097,'SomeRate_K89',1.05,0.800,0.8817
'CNT_2DP9M   ','SESS_Q1H6S  ',49213,83.382,0.336,5.42,0.4993,55.346,'5',0.768,'Spam',2.51,'Normal',0.788,'SomeRate_DB5',8.00,0.291,0.3262
'CNT_309AJ   ','SESS_USAJX  ',13360,43.210,15.009,3.13,0.0755,71.453,'4',9.741,'Trending',1.30,'Targeted',0.922,'SomeRate_NG9',9.52,0.623,0.2495
'CNT_C7JCA   ','SESS_AY0V4  ',49717,14.765,81.348,2.80,0.5436,33.467,'1',9.387,'Random',4.47,'Targeted',0.663,'SomeRate_CZO',6.63,0.656,0.3927
'CNT_H8C59   ','SESS_ZWRMN  ',2847,7.677,87.468,8.69,0.6532,80.853,'1',6.150,'Trending',6.69,'Targeted',0.285,'SomeRate_67D',1.15,0.508,0.4985
'CNT_06KYP   ','SESS_9KEN8  ',28856,67.174,54.398,8.56,0.0681,97.257,'4',6.182,'Random',8.63,'Spam',0.512,'SomeRate_3S3',5.36,0.782,0.7699
'CNT_6M80G   ','SESS_J9PV6  ',44584,49.912,8.745,4.06,0.7220,81.813,'3',7.636,'Spam',5.72,'Spam',0.713,'SomeRate_JL5',5.82,0.306,0.3277
'CNT_AJS5D   ','SESS_66U7S  ',49108,51.886,59.202,3.13,0.3276,83.568,'3',5.740,'Trending',6.61,'Normal',0.096,'SomeRate_BVG',2.99,0.274,0.3232
'CNT_2HHF6   ','SESS_JAEKT  ',7405,82.841,15.799,5.98,0.6361,84.523,'3',0.872,'Trending',0.77,'Targeted',0.043,'SomeRate_4W4',4.51,0.667,0.7324
'CNT_0XSL3   ','SESS_IHJI8  ',46943,39.359,81.603,3.83,0.4885,77.226,'2',6.456,'Trending',3.88,'Normal',0.362,'SomeRate_9CM',6.35,0.319,0.1612
'CNT_5D3TX   ','SESS_W9FQ8  ',29265,22.502,1.343,0.88,0.0879,46.182,'3',7.157,'Normal',1.75,'Spam',0.654,'SomeRate_BNM',9.22,0.800,0.1638
'CNT_0SVCD   ','SESS_BADRQ  ',20978,50.558,12.926,6.21,0.8139,59.201,'4',6.990,'Trending',3.31,'Targeted',0.485,'SomeRate_EDE',3.12,0.980,0.8430
'CNT_T7V83   ','SESS_UD6EP  ',46957,87.362,59.702,4.09,0.6654,21.688,'1',7.604,'Spam',9.53,'Random',0.741,'SomeRate_0HR',9.50,0.349,0.3294
'CNT_RHRQH   ','SESS_PQA9R  ',6353,43.585,21.290,4.52,0.6771,68.839,'4',6.868,'Normal',0.92,'Spam',0.081,'SomeRate_A93',3.09,0.518,0.9715
'CNT_47V70   ','SESS_Y5EOM  ',33445,58.800,19.161,6.69,0.1993,9.489,'2',0.157,'Random',9.42,'Normal',0.045,'SomeRate_AYA',4.11,0.738,0.6691
'CNT_0K7JH   ','SESS_YHDWV  ',32407,10.189,68.227,9.17,0.1601,72.487,'3',0.830,'Random',5.98,'Normal',0.374,'SomeRate_JQ4',2.86,0.868,0.2446
'CNT_PIANQ   ','SESS_DT0H8  ',30381,26.759,42.958,8.40,0.3959,82.110,'4',2.877,'Trending',7.90,'Targeted',0.713,'SomeRate_U6M',0.21,0.049,0.6321
'CNT_YK8CN   ','SESS_T4Z2W  ',30153,90.849,19.247,0.33,0.1531,38.583,'2',5.440,'Trending',4.33,'Spam',0.548,'SomeRate_BFY',6.45,0.234,0.4626
'CNT_XKXDF   ','SESS_Q00FU  ',42381,78.300,39.514,3.81,0.8267,7.149,'4',4.680,'Normal',4.22,'Targeted',0.436,'SomeRate_N6K',9.52,0.553,0.1617
'CNT_V4PPL   ','SESS_R99B8  ',38284,35.747,15.650,6.10,0.2565,42.028,'1',9.845,'Trending',7.53,'Random',0.304,'SomeRate_PAR',9.51,0.592,0.8619
'CNT_1NY5F   ','SESS_IQI3U  ',48915,31.446,84.729,2.70,0.0363,91.052,'1',8.199,'Spam',3.43,'Random',0.511,'SomeRate_NUH',4.48,0.168,0.2049
'CNT_CCW2T   ','SESS_J4A3K  ',28887,95.978,93.865,7.67,0.8777,31.412,'5',9.009,'Trending',4.64,'Spam',0.964,'SomeRate_CVK',3.52,0.680,0.9006
'CNT_VZG7E   ','SESS_3PJ8B  ',592,70.480,34.195,5.17,0.5216,75.585,'5',7.114,'Random',2.76,'Normal',0.400,'SomeRate_KEA',6.05,0.290,0.1121
'CNT_95OOI   ','SESS_BJJ1G  ',22217,83.601,11.404,5.31,0.3189,30.707,'2',6.510,'Trending',2.38,'Targeted',0.218,'SomeRate_AFV',2.61,0.635,0.1340
'CNT_E5Z4W   ','SESS_U6YIE  ',21296,86.590,83.426,3.38,0.6785,81.927,'5',1.309,'Normal',8.30,'Normal',0.735,'SomeRate_2XB',1.70,0.920,0.0443
'CNT_25TRE   ','SESS_FSIWG  ',20136,88.020,33.485,0.17,0.3179,55.783,'4',9.769,'Spam',8.71,'Normal',0.543,'SomeRate_29P',1.91,0.137,0.6922
'CNT_GIEAS   ','SESS_FEUA3  ',14640,99.633,15.253,2.41,0.7091,9.406,'1',4.056,'Random',2.43,'Targeted',0.939,'SomeRate_QYA',6.68,0.794,0.1783
'CNT_B18UT   ','SESS_K0RY8  ',47039,15.465,17.894,5.21,0.4241,22.657,'5',7.348,'Normal',1.77,'Random',0.420,'SomeRate_JG4',6.36,0.594,0.0742
'CNT_YBT1U   ','SESS_MUJD6  ',24856,96.306,64.842,4.69,0.7286,49.592,'2',7.088,'Random',0.64,'Random',0.849,'SomeRate_1T4',2.31,0.289,0.1781
'CNT_J4JVU   ','SESS_OIBXP  ',28945,62.451,98.655,3.08,0.8577,44.946,'4',3.935,'Trending',3.31,'Spam',0.891,'SomeRate_DIX',8.99,0.604,0.6102
'CNT_JFO52   ','SESS_MK2OA  ',46356,54.976,75.922,2.88,0.7591,5.780,'2',0.882,'Normal',1.12,'Normal',0.483,'SomeRate_CO0',1.69,0.431,0.7721
