'TECH_XOM48  ','NET_F4B0W   ','MSG_LZ3N6   ','192.168.164.100',0.864,2,0.9215,10,'Yes',9,NULL,0.806,0.78940
'TECH_A6H2U  ','NET_A2CFK   ','MSG_K3LID   ','192.168.38.1',0.440,23,0.1855,1,'Suspected',13,NULL,0.322,0.82813
'TECH_ROBKE  ','NET_U16XT   ','MSG_ZASIP   ','192.168.25.125',0.786,43,0.8748,5,'No',3,NULL,0.898,0.38069
'TECH_P2TWE  ','NET_FYVXB   ','MSG_FP0L8   ','192.168.7.197',0.273,50,0.5605,2,'Yes',9,NULL,0.155,0.95491
'TECH_QEFWO  ','NET_3DB5H   ','MSG_SASJ2   ','192.168.174.252',0.740,41,0.0804,6,'Yes',10,NULL,0.188,0.60142
'TECH_GQL3F  ','NET_ISG53   ','MSG_M2V1K   ','192.168.4.193',0.901,11,0.4307,7,'Suspected',13,NULL,0.949,0.14883
'TECH_HOQGP  ','NET_FPNG0   ','MSG_SNSXY   ','192.168.193.140',0.088,39,0.9573,1,'Yes',4,NULL,0.033,0.40472
'TECH_P6IO6  ','NET_TPZTT   ','MSG_21GR7   ','192.168.242.61',0.048,29,0.0559,1,'No',11,NULL,0.937,0.10032
'TECH_88CDE  ','NET_TTW5E   ','MSG_J4HZ9   ','192.168.71.181',0.244,9,0.3535,1,'Suspected',4,NULL,0.270,0.14942
'TECH_JCV8Y  ','NET_GUW3F   ','MSG_UNWXM   ','192.168.198.76',0.818,39,0.7475,4,'Suspected',19,NULL,0.141,0.78306
'TECH_HUY7Y  ','NET_923BP   ','MSG_MDRK7   ','192.168.251.33',0.313,27,0.0047,6,'Yes',4,NULL,0.198,0.98727
'TECH_2V1VZ  ','NET_D1SDW   ','MSG_XUYOL   ','192.168.91.86',0.365,45,0.0160,0,'No',3,NULL,0.804,0.74127
'TECH_M26T4  ','NET_YQXNS   ','MSG_8SVRP   ','192.168.55.50',0.911,25,0.3392,3,'Suspected',15,NULL,0.163,0.23579
'TECH_J0LVE  ','NET_PGH05   ','MSG_DZ7OM   ','192.168.192.38',0.146,13,0.3382,0,'No',4,NULL,0.278,0.53953
'TECH_RQD1O  ','NET_9X3NV   ','MSG_IGDFL   ','192.168.229.246',0.420,10,0.8916,10,'No',11,NULL,0.272,0.57857
'TECH_G4YOI  ','NET_Z9D2D   ','MSG_7PTTZ   ','192.168.190.224',0.980,49,0.2077,0,'Suspected',16,NULL,0.952,0.21736
'TECH_ZEEFQ  ','NET_FCAWP   ','MSG_QVIUE   ','192.168.169.233',0.428,44,0.5320,2,'No',18,NULL,0.017,0.03602
'TECH_9QUSS  ','NET_ZPOTS   ','MSG_0V6Y5   ','192.168.134.25',0.591,44,0.4793,0,'Suspected',9,NULL,0.876,0.51845
'TECH_3YJJ3  ','NET_OPLUR   ','MSG_KLRYX   ','192.168.157.225',0.144,19,0.9961,5,'Yes',18,NULL,0.408,0.73861
'TECH_J4NK9  ','NET_TCQMI   ','MSG_NX2IN   ','192.168.91.47',0.374,30,0.8855,7,'Suspected',6,NULL,0.650,0.90407
'TECH_ETQEL  ','NET_N2TV0   ','MSG_RIWCW   ','192.168.226.198',0.465,40,0.7589,5,'Yes',6,NULL,0.494,0.74058
'TECH_N2MEN  ','NET_8R1YJ   ','MSG_3RM6O   ','192.168.5.139',0.688,2,0.5858,5,'Suspected',20,NULL,0.597,0.61628
'TECH_R7JO5  ','NET_RTUCD   ','MSG_HS3BE   ','192.168.102.96',0.596,23,0.6203,0,'Suspected',19,NULL,0.093,0.42943
'TECH_VXO2I  ','NET_5ELP6   ','MSG_3W80H   ','192.168.133.152',0.242,19,0.4038,3,'Suspected',1,NULL,0.681,0.26610
'TECH_MRBLZ  ','NET_KSAUG   ','MSG_2IC7E   ','192.168.82.240',0.924,38,0.7366,8,'Yes',12,NULL,0.173,0.28315
'TECH_K899M  ','NET_DI9SB   ','MSG_NE0AG   ','192.168.123.238',0.903,19,0.6915,6,'Suspected',1,NULL,0.584,0.23624
'TECH_K7S6H  ','NET_YFYMD   ','MSG_0SDPC   ','192.168.76.225',0.256,17,0.1681,5,'No',8,NULL,0.003,0.96620
'TECH_UMBEN  ','NET_KJGM6   ','MSG_XTXO4   ','192.168.188.42',0.950,5,0.4086,4,'Yes',15,NULL,0.750,0.81855
'TECH_EIA80  ','NET_6BHZA   ','MSG_K61OA   ','192.168.195.238',0.260,35,0.9377,0,'Yes',20,NULL,0.017,0.35480
'TECH_ZWFDS  ','NET_SDYY3   ','MSG_5I250   ','192.168.58.52',0.480,42,0.1890,9,'No',10,NULL,0.940,0.25524
'TECH_CJLKL  ','NET_MYY2U   ','MSG_MSKP0   ','192.168.152.1',0.175,37,0.8343,2,'No',14,NULL,0.755,0.80760
'TECH_DEIMK  ','NET_P77HR   ','MSG_PORWF   ','192.168.245.132',0.467,7,0.4622,7,'No',6,NULL,0.443,0.86379
'TECH_O2TIK  ','NET_AQOT5   ','MSG_U718U   ','192.168.133.2',0.909,37,0.0992,5,'Yes',11,NULL,0.396,0.08529
'TECH_8WMWW  ','NET_P7GNC   ','MSG_2CYTR   ','192.168.156.239',0.776,0,0.5451,1,'Suspected',9,NULL,0.280,0.87291
'TECH_CA5M8  ','NET_558WL   ','MSG_AIGYN   ','192.168.121.24',0.239,0,0.8686,10,'Suspected',5,NULL,0.756,0.96999
'TECH_JZG37  ','NET_SPHEH   ','MSG_9SRL0   ','192.168.167.131',0.887,32,0.2560,0,'Suspected',10,NULL,0.437,0.21916
'TECH_8C0HL  ','NET_MBJEF   ','MSG_OEZWV   ','192.168.26.159',0.920,5,0.5315,7,'Yes',6,NULL,0.346,0.37465
'TECH_EUOH8  ','NET_GW5KQ   ','MSG_N5B72   ','192.168.87.114',0.087,10,0.5847,7,'Yes',3,NULL,0.266,0.46027
'TECH_WKR7Y  ','NET_JIBZ8   ','MSG_9THUN   ','192.168.114.156',0.042,37,0.3605,9,'Suspected',20,NULL,0.472,0.63323
'TECH_9G9T1  ','NET_0736Z   ','MSG_34IAO   ','192.168.3.227',0.707,26,0.8904,8,'Suspected',6,NULL,0.734,0.13230
'TECH_BTSOG  ','NET_MKU9H   ','MSG_HVK7Z   ','192.168.8.219',0.229,49,0.1452,4,'No',2,NULL,0.900,0.77703
'TECH_YDNHL  ','NET_US8ZV   ','MSG_FU5R9   ','192.168.0.229',0.707,19,0.3818,1,'Yes',11,NULL,0.427,0.73298
'TECH_CH3KF  ','NET_SIUV8   ','MSG_BG8KM   ','192.168.56.84',0.567,37,0.8528,0,'No',6,NULL,0.592,0.54455
'TECH_EKWUF  ','NET_AT9CJ   ','MSG_F2TQI   ','192.168.231.112',0.913,6,0.6511,8,'No',1,NULL,0.676,0.72572
'TECH_3P62R  ','NET_H8A1W   ','MSG_W9TMW   ','192.168.90.169',0.463,50,0.8065,10,'Suspected',17,NULL,0.687,0.17187
'TECH_HXK1Y  ','NET_WVFVN   ','MSG_9IOQF   ','192.168.4.72',0.530,45,0.0966,7,'No',7,NULL,0.309,0.18691
'TECH_N3TQ9  ','NET_Y2H7U   ','MSG_EQN4O   ','192.168.101.196',0.908,20,0.0346,3,'Suspected',11,NULL,0.303,0.67694
'TECH_YX1ZB  ','NET_E13OP   ','MSG_EXC9P   ','192.168.33.15',0.485,40,0.9302,0,'No',12,NULL,0.543,0.53580
'TECH_MJX5X  ','NET_XPWB1   ','MSG_EF1YK   ','192.168.123.152',0.849,47,0.7824,10,'No',1,NULL,0.781,0.76379
'TECH_UDI3H  ','NET_6VVWM   ','MSG_HNTFM   ','192.168.16.11',0.568,47,0.8465,0,'Yes',3,NULL,0.475,0.93556
'TECH_PJE5S  ','NET_YAMVI   ','MSG_U7S28   ','192.168.116.28',0.503,0,0.1537,6,'Suspected',9,NULL,0.438,0.57393
'TECH_ICV1V  ','NET_5ZPGD   ','MSG_W2I3L   ','192.168.124.121',0.007,49,0.2798,3,'Suspected',5,NULL,0.832,0.79776
'TECH_9MFOB  ','NET_OTPEP   ','MSG_FQMPI   ','192.168.34.57',0.521,16,0.4390,1,'No',11,NULL,0.497,0.16148
'TECH_8XYYS  ','NET_TMN0R   ','MSG_ESQ5I   ','192.168.176.14',0.557,42,0.8059,0,'Yes',4,NULL,0.166,0.60176
'TECH_6ZZ8G  ','NET_L4KNY   ','MSG_7LZ4L   ','192.168.103.37',0.514,43,0.4732,7,'No',13,NULL,0.967,0.97688
'TECH_GZLGK  ','NET_KCULV   ','MSG_WK2LE   ','192.168.163.152',0.203,25,0.8854,8,'No',16,NULL,0.973,0.94937
'TECH_KTZAV  ','NET_9KDQC   ','MSG_BLRM1   ','192.168.172.118',0.920,37,0.0042,5,'Yes',4,NULL,0.418,0.71356
'TECH_NCQNG  ','NET_25O5Y   ','MSG_R20C5   ','192.168.39.115',0.027,27,0.0242,9,'Yes',10,NULL,0.010,0.73669
'TECH_B2HSW  ','NET_JAFEN   ','MSG_928UW   ','192.168.77.191',0.007,2,0.5233,1,'Suspected',7,NULL,0.112,0.27360
'TECH_DAW6L  ','NET_9PV8K   ','MSG_VDJD3   ','192.168.237.21',0.233,34,0.6589,0,'Yes',18,NULL,0.887,0.42766
'TECH_VM03D  ','NET_V21FC   ','MSG_CNA74   ','192.168.226.231',0.795,31,0.3351,7,'Yes',11,NULL,0.268,0.58512
'TECH_OW0DK  ','NET_B3SH8   ','MSG_OYXZ0   ','192.168.146.81',0.537,12,0.5348,8,'Suspected',8,NULL,0.241,0.31602
'TECH_4W4HI  ','NET_VMZ3O   ','MSG_9QRCV   ','192.168.255.244',0.472,38,0.6596,1,'No',18,NULL,0.940,0.22823
'TECH_MVL5R  ','NET_LFIO9   ','MSG_6MUHY   ','192.168.38.89',0.597,17,0.8626,10,'Suspected',4,NULL,0.748,0.79980
'TECH_GYA2H  ','NET_B7PX6   ','MSG_IG2L7   ','192.168.119.249',0.243,5,0.4234,0,'Suspected',5,NULL,0.345,0.16498
'TECH_UOB9O  ','NET_IK3HT   ','MSG_DM7IJ   ','192.168.123.139',0.416,25,0.8910,2,'No',4,NULL,0.379,0.09992
'TECH_CG2M9  ','NET_G35WO   ','MSG_2ZHNQ   ','192.168.176.30',0.970,50,0.9397,3,'Suspected',5,NULL,0.949,0.81812
'TECH_5JT63  ','NET_MDB3Z   ','MSG_BZUHD   ','192.168.185.222',0.818,33,0.8325,5,'Suspected',17,NULL,0.615,0.07562
'TECH_8ZWDY  ','NET_3NX9Z   ','MSG_7VPSA   ','192.168.255.157',0.411,22,0.1250,1,'Yes',6,NULL,0.519,0.99070
'TECH_4Y6HI  ','NET_IMI0N   ','MSG_N2P7I   ','192.168.1.93',0.623,25,0.7722,8,'Suspected',5,NULL,0.793,0.51265
'TECH_2MEAH  ','NET_3XM90   ','MSG_KEO6U   ','192.168.197.13',0.370,20,0.0183,1,'Yes',8,NULL,0.568,0.43265
'TECH_3GVP5  ','NET_71NO9   ','MSG_UVV0Y   ','192.168.204.193',0.157,3,0.6016,7,'Suspected',2,NULL,0.315,0.54150
'TECH_881E0  ','NET_9T2L7   ','MSG_QUEF1   ','192.168.122.110',0.028,15,0.9749,6,'Suspected',6,NULL,0.398,0.00429
'TECH_O63NK  ','NET_D0ZQ6   ','MSG_8L10X   ','192.168.127.105',0.733,48,0.6331,7,'No',19,NULL,0.646,0.63753
'TECH_0UW4U  ','NET_WTBSH   ','MSG_8RV8C   ','192.168.53.176',0.810,35,0.7870,2,'Yes',19,NULL,0.200,0.45628
'TECH_M4S97  ','NET_FC7MQ   ','MSG_AT6V9   ','192.168.44.140',0.892,22,0.7967,6,'Yes',20,NULL,0.767,0.81204
'TECH_ZR1YA  ','NET_SGCBW   ','MSG_FJK3Q   ','192.168.251.238',0.626,20,0.0885,8,'No',17,NULL,0.036,0.02285
'TECH_6S0JI  ','NET_1D5SS   ','MSG_PAZJ7   ','192.168.70.95',0.926,44,0.5397,9,'Yes',7,NULL,0.764,0.15818
'TECH_ZKI4W  ','NET_23WL5   ','MSG_3ZOAR   ','192.168.103.50',0.466,3,0.9444,9,'No',20,NULL,0.530,0.54657
'TECH_GWK4G  ','NET_MRAN0   ','MSG_9F2AP   ','192.168.34.248',0.917,24,0.9606,7,'Suspected',15,NULL,0.331,0.82467
'TECH_53UM0  ','NET_UZIL1   ','MSG_567GW   ','192.168.221.138',0.669,45,0.0214,6,'Yes',12,NULL,0.984,0.76391
'TECH_PMKU1  ','NET_D5GSK   ','MSG_RECQ0   ','192.168.207.60',0.208,29,0.4606,7,'Yes',3,NULL,0.407,0.15246
'TECH_861IF  ','NET_GUNGX   ','MSG_FV83A   ','192.168.6.96',0.853,41,0.3925,2,'Suspected',15,NULL,0.126,0.22022
'TECH_9J0DX  ','NET_1CMQN   ','MSG_QEIGY   ','192.168.212.202',0.102,33,0.8673,8,'Suspected',17,NULL,0.115,0.64030
'TECH_T04XE  ','NET_XB94R   ','MSG_A8M20   ','192.168.192.3',0.547,23,0.2522,2,'Yes',17,NULL,0.009,0.56147
'TECH_6YT69  ','NET_JI13V   ','MSG_B9895   ','192.168.179.246',0.997,39,0.8025,4,'No',4,NULL,0.952,0.80777
'TECH_HI664  ','NET_HD5O1   ','MSG_P8B52   ','192.168.172.52',0.372,23,0.0113,7,'Yes',4,NULL,0.286,0.92738
'TECH_LL6XP  ','NET_BDOLS   ','MSG_90BYV   ','192.168.5.252',0.483,49,0.2660,6,'Suspected',1,NULL,0.878,0.65726
'TECH_SZIN3  ','NET_811HR   ','MSG_553C3   ','192.168.84.212',0.747,18,0.7975,10,'Yes',4,NULL,0.990,0.37042
'TECH_VO00K  ','NET_VR5WI   ','MSG_F2T4E   ','192.168.85.89',0.123,32,0.6818,7,'Suspected',18,NULL,0.115,0.60948
'TECH_DP8XF  ','NET_NBPX4   ','MSG_3TSCH   ','192.168.137.209',0.975,27,0.3784,5,'Suspected',2,NULL,0.257,0.71050
'TECH_GLC6M  ','NET_2KL6P   ','MSG_OPDO1   ','192.168.208.227',0.715,14,0.6364,7,'Suspected',14,NULL,0.576,0.88042
'TECH_QMVLI  ','NET_KQLH8   ','MSG_MYR2S   ','192.168.145.33',0.231,40,0.9611,3,'Suspected',7,NULL,0.043,0.15734
'TECH_FJU67  ','NET_IK5TE   ','MSG_RXKUG   ','192.168.132.21',0.999,13,0.7351,9,'No',15,NULL,0.298,0.50737
'TECH_266V1  ','NET_23W3N   ','MSG_RG54K   ','192.168.30.149',0.572,16,0.0790,4,'No',18,NULL,0.553,0.53062
'TECH_RLYOV  ','NET_20CW1   ','MSG_EYXHX   ','192.168.163.7',0.591,10,0.2741,2,'No',15,NULL,0.496,0.68308
'TECH_LII2P  ','NET_VCLSY   ','MSG_922EQ   ','192.168.231.175',0.561,11,0.2437,6,'No',1,NULL,0.986,0.92697
'TECH_0RWAR  ','NET_68VHQ   ','MSG_2S4CC   ','192.168.205.180',0.539,50,0.1735,4,'Yes',6,NULL,0.519,0.28194
'TECH_WUG6B  ','NET_QLANE   ','MSG_BRR4L   ','192.168.239.180',0.663,26,0.6157,9,'Suspected',17,NULL,0.873,0.28033
'TECH_EX03I  ','NET_4C0J8   ','MSG_ELW3K   ','192.168.62.2',0.462,31,0.0325,9,'Suspected',9,NULL,0.006,0.92154
'TECH_CPH1G  ','NET_FDPWS   ','MSG_ML2OI   ','192.168.74.144',0.772,18,0.6976,2,'Yes',5,NULL,0.709,0.50296
'TECH_31AKZ  ','NET_Q8QWH   ','MSG_EC3P3   ','192.168.133.177',0.166,28,0.6327,10,'No',1,NULL,0.549,0.85052
'TECH_3WRAT  ','NET_HN354   ','MSG_YUXWX   ','192.168.101.135',0.964,0,0.5032,6,'Suspected',4,NULL,0.214,0.37401
'TECH_Z2WTS  ','NET_3FOA5   ','MSG_KYWDV   ','192.168.135.54',0.580,47,0.6249,8,'No',18,NULL,0.233,0.05646
'TECH_BSLCK  ','NET_1YV5H   ','MSG_YDJTY   ','192.168.38.194',0.439,11,0.5620,9,'Yes',4,NULL,0.775,0.52920
'TECH_HK9A2  ','NET_I2X6N   ','MSG_WMI77   ','192.168.7.221',0.475,5,0.8574,3,'Yes',16,NULL,0.829,0.53724
'TECH_PCHV6  ','NET_4YPFV   ','MSG_I5SS8   ','192.168.27.238',0.604,25,0.3213,1,'Suspected',11,NULL,0.116,0.91411
'TECH_YB4GW  ','NET_I2R40   ','MSG_30MTW   ','192.168.164.227',0.393,27,0.1719,6,'Yes',13,NULL,0.162,0.44563
'TECH_8V0LP  ','NET_NM6TW   ','MSG_91NQG   ','192.168.249.57',0.837,15,0.5434,10,'Suspected',19,NULL,0.993,0.74618
'TECH_OH07G  ','NET_EW5HG   ','MSG_6KO3N   ','192.168.166.162',0.646,19,0.5274,4,'Suspected',4,NULL,0.494,0.86003
'TECH_GMKFC  ','NET_2PMGU   ','MSG_Q92ET   ','192.168.128.29',0.023,38,0.4542,5,'Suspected',17,NULL,0.240,0.77777
'TECH_KZLJR  ','NET_5OJQE   ','MSG_MOG8Z   ','192.168.154.197',0.755,24,0.5404,9,'No',20,NULL,0.639,0.72755
'TECH_O9NRW  ','NET_XQCQO   ','MSG_A0ERC   ','192.168.211.114',0.821,23,0.6270,10,'Suspected',7,NULL,0.717,0.88232
'TECH_409WS  ','NET_VRP7E   ','MSG_E2IQ9   ','192.168.55.99',0.256,8,0.7499,6,'No',17,NULL,0.952,0.72626
'TECH_JQW4Y  ','NET_NCEAE   ','MSG_85FQ4   ','192.168.35.5',0.802,5,0.4640,6,'No',5,NULL,0.656,0.56127
'TECH_H3F7P  ','NET_ZZZ27   ','MSG_KO0H4   ','192.168.128.243',0.393,42,0.7437,5,'Yes',17,NULL,0.814,0.29524
'TECH_XOQAE  ','NET_1BA1K   ','MSG_G9QG8   ','192.168.124.220',0.714,2,0.6248,5,'Suspected',10,NULL,0.829,0.70599
'TECH_2GR77  ','NET_7Y9PD   ','MSG_PD9UN   ','192.168.195.151',0.184,47,0.4508,9,'Yes',4,NULL,0.625,0.76031
'TECH_KE7PN  ','NET_GUTHE   ','MSG_9DDPP   ','192.168.157.82',0.349,0,0.5452,6,'No',1,NULL,0.623,0.42051
'TECH_LEVXC  ','NET_RXGL5   ','MSG_BY5HQ   ','192.168.245.231',0.834,18,0.4769,5,'Yes',1,NULL,0.612,0.03393
'TECH_F9OLK  ','NET_CWFQJ   ','MSG_2AZWW   ','192.168.108.183',0.350,9,0.3860,3,'No',4,NULL,0.506,0.56650
'TECH_7RUC1  ','NET_UCPJ0   ','MSG_VDNU5   ','192.168.211.17',0.189,12,0.5036,5,'Suspected',2,NULL,0.540,0.58795
'TECH_5X4C8  ','NET_6R5YX   ','MSG_HC5WS   ','192.168.114.163',0.735,19,0.6342,2,'Suspected',11,NULL,0.755,0.52397
'TECH_VN3E2  ','NET_XJGXH   ','MSG_6TGPW   ','192.168.199.177',0.556,31,0.7623,4,'Suspected',2,NULL,0.061,0.42818
'TECH_0GTLR  ','NET_8KC2N   ','MSG_V0OUS   ','192.168.168.55',0.742,22,0.4327,5,'Suspected',14,NULL,0.456,0.83653
'TECH_L3R0V  ','NET_87KF5   ','MSG_IUJVW   ','192.168.75.159',0.282,21,0.2908,8,'Suspected',18,NULL,0.691,0.15484
'TECH_07N8K  ','NET_RB6RW   ','MSG_7QKGQ   ','192.168.44.209',0.679,49,0.5546,4,'Suspected',9,NULL,0.535,0.53592
'TECH_C0TLF  ','NET_9N8KT   ','MSG_OADA5   ','192.168.13.104',0.040,24,0.2764,2,'No',4,NULL,0.263,0.27706
'TECH_Z4DVQ  ','NET_X3PQ4   ','MSG_PBOJX   ','192.168.152.182',0.229,24,0.9005,6,'Yes',10,NULL,0.436,0.22051
'TECH_SEIY8  ','NET_H8TYN   ','MSG_26TCT   ','192.168.50.53',0.679,21,0.6786,10,'Yes',20,NULL,0.876,0.22932
'TECH_EAWA9  ','NET_X4PK8   ','MSG_0AA1U   ','192.168.166.244',0.363,9,0.3531,2,'No',11,NULL,0.193,0.67415
'TECH_WO9FT  ','NET_KYMG0   ','MSG_43RIQ   ','192.168.41.207',0.086,3,0.4830,5,'Suspected',9,NULL,0.522,0.70911
'TECH_IVPVW  ','NET_HLMXR   ','MSG_TQ096   ','192.168.52.110',0.156,39,0.9689,5,'No',13,NULL,0.978,0.34638
'TECH_M4E62  ','NET_DJ9Z6   ','MSG_ME6S2   ','192.168.115.161',0.874,12,0.5749,4,'No',2,NULL,0.152,0.80879
'TECH_V3Z8L  ','NET_8KYPR   ','MSG_XI2M7   ','192.168.21.79',0.227,18,0.1706,4,'No',19,NULL,0.835,0.41688
'TECH_J643S  ','NET_BF7ZU   ','MSG_OWGTT   ','192.168.38.14',0.757,50,0.4784,0,'No',9,NULL,0.761,0.79277
'TECH_0SP7S  ','NET_QNEJZ   ','MSG_BL93Q   ','192.168.36.241',0.162,18,0.8327,4,'Yes',19,NULL,0.612,0.38769
'TECH_XKPQO  ','NET_A7125   ','MSG_3UO64   ','192.168.22.90',0.177,49,0.2494,3,'No',7,NULL,0.480,0.02626
'TECH_3IV4K  ','NET_BYAOE   ','MSG_AMWU5   ','192.168.29.39',0.983,41,0.6770,7,'Yes',12,NULL,0.954,0.81923
'TECH_JQG9X  ','NET_2BONT   ','MSG_99K49   ','192.168.139.130',0.596,3,0.4212,8,'Yes',8,NULL,0.610,0.80609
'TECH_83U06  ','NET_UK5HW   ','MSG_WMS1U   ','192.168.108.146',0.622,40,0.6853,1,'Yes',12,NULL,0.705,0.73225
'TECH_9DOLB  ','NET_99TGZ   ','MSG_A9BYI   ','192.168.31.144',0.877,5,0.0016,9,'Suspected',14,NULL,0.830,0.94487
'TECH_JCZLL  ','NET_RL1LB   ','MSG_U7QEQ   ','192.168.103.104',0.711,47,0.1738,3,'No',18,NULL,0.051,0.89404
'TECH_5BNKD  ','NET_TBLDE   ','MSG_GH5OD   ','192.168.195.103',0.863,25,0.5426,9,'No',18,NULL,0.236,0.34011
'TECH_DUBQ4  ','NET_VMEEW   ','MSG_0TJV4   ','192.168.61.253',0.715,23,0.4182,3,'Yes',16,NULL,0.470,0.32445
'TECH_DHMTA  ','NET_5R01D   ','MSG_446V2   ','192.168.12.131',0.987,12,0.4838,10,'No',19,NULL,0.555,0.05984
'TECH_16YYZ  ','NET_C35AA   ','MSG_ON337   ','192.168.104.33',0.981,19,0.2982,0,'Yes',13,NULL,0.184,0.04329
'TECH_O08XO  ','NET_CJG0M   ','MSG_4TUNF   ','192.168.125.124',0.168,38,0.9254,6,'Yes',11,NULL,0.236,0.76192
'TECH_JYXL2  ','NET_2U778   ','MSG_9OIJP   ','192.168.19.92',0.976,2,0.9523,9,'No',3,NULL,0.018,0.68246
'TECH_9X7Q8  ','NET_ZJ1DA   ','MSG_UNGOE   ','192.168.248.240',0.050,3,0.9307,4,'No',6,NULL,0.168,0.54028
'TECH_239O3  ','NET_AYZRZ   ','MSG_PFQOO   ','192.168.141.183',0.469,30,0.7374,10,'No',3,NULL,0.303,0.02184
'TECH_SRLX5  ','NET_8VXYO   ','MSG_F2B40   ','192.168.149.106',0.602,14,0.2525,5,'Yes',4,NULL,0.109,0.97854
'TECH_3FOPE  ','NET_2AVQU   ','MSG_GCZNW   ','192.168.80.72',0.281,34,0.3120,7,'No',13,NULL,0.634,0.25530
'TECH_LHQ2H  ','NET_F2MVT   ','MSG_XU9JB   ','192.168.7.112',0.749,49,0.3899,2,'Suspected',2,NULL,0.859,0.52640
'TECH_LJ1MF  ','NET_6FDEE   ','MSG_FR197   ','192.168.182.35',0.003,12,0.2186,6,'Suspected',16,NULL,0.343,0.75628
'TECH_UD8WC  ','NET_YSVJ9   ','MSG_BF5AI   ','192.168.179.135',0.376,34,0.4849,3,'No',4,NULL,0.553,0.18150
'TECH_2A6C8  ','NET_1M35B   ','MSG_GX31Y   ','192.168.29.2',0.805,18,0.9778,0,'No',3,NULL,0.559,0.82057
'TECH_PX7JE  ','NET_K2GCC   ','MSG_TXXG8   ','192.168.118.122',0.513,49,0.5241,8,'Yes',1,NULL,0.110,0.37636
'TECH_AXNSW  ','NET_8C0P5   ','MSG_2CATP   ','192.168.49.150',0.495,16,0.4735,5,'Suspected',15,NULL,0.838,0.63670
'TECH_RVXBO  ','NET_SILOH   ','MSG_YSOJV   ','192.168.136.100',0.413,15,0.8016,10,'Suspected',6,NULL,0.878,0.66849
'TECH_JJZF0  ','NET_BIEX5   ','MSG_WUKAB   ','192.168.54.159',0.642,43,0.8278,10,'Suspected',4,NULL,0.234,0.74283
'TECH_BYD7T  ','NET_ZEP3T   ','MSG_PD9EO   ','192.168.153.245',0.799,27,0.4355,8,'Yes',7,NULL,0.188,0.01979
'TECH_NXG7O  ','NET_LLCEC   ','MSG_33HVD   ','192.168.231.1',0.846,23,0.9928,4,'Suspected',14,NULL,0.514,0.91130
'TECH_60HCO  ','NET_V2BO0   ','MSG_OHNDS   ','192.168.100.183',0.648,22,0.2923,0,'Suspected',1,NULL,0.969,0.72838
'TECH_4T4WS  ','NET_VO3D2   ','MSG_Z8V6F   ','192.168.250.54',0.024,29,0.6227,1,'Yes',12,NULL,0.018,0.27038
'TECH_1Y1FK  ','NET_410VW   ','MSG_C6441   ','192.168.181.234',0.456,31,0.0207,9,'Suspected',2,NULL,0.868,0.30373
'TECH_XWKIO  ','NET_J0W0B   ','MSG_GOR2S   ','192.168.230.155',0.765,6,0.8361,8,'Yes',14,NULL,0.322,0.99128
'TECH_IJGWQ  ','NET_78ZUK   ','MSG_JQ55F   ','192.168.193.10',0.533,1,0.1303,7,'Suspected',8,NULL,0.472,0.53435
'TECH_UG1K4  ','NET_ODBYQ   ','MSG_MRUAZ   ','192.168.211.226',0.978,34,0.4443,4,'Suspected',8,NULL,0.803,0.90661
'TECH_EYTEZ  ','NET_40TUP   ','MSG_51DC4   ','192.168.240.196',0.504,50,0.2465,0,'Suspected',11,NULL,0.898,0.80143
'TECH_26DNN  ','NET_IXZVR   ','MSG_AVOGU   ','192.168.8.242',0.830,12,0.1226,10,'Suspected',10,NULL,0.343,0.89361
'TECH_PBCJX  ','NET_Y3RB2   ','MSG_LSKPA   ','192.168.51.172',0.686,37,0.1437,7,'Suspected',20,NULL,0.355,0.44787
'TECH_UPOQZ  ','NET_X9TQV   ','MSG_DSUSI   ','192.168.189.195',0.015,40,0.0757,0,'No',12,NULL,0.454,0.64328
'TECH_YMMV1  ','NET_PBQVU   ','MSG_4PPTL   ','192.168.110.140',0.831,45,0.0540,1,'No',2,NULL,0.004,0.86297
'TECH_0M8Q6  ','NET_N36XM   ','MSG_IFTCQ   ','192.168.17.160',0.666,5,0.4807,7,'Yes',11,NULL,0.996,0.93157
'TECH_MYJCI  ','NET_5MMUZ   ','MSG_N2LU9   ','192.168.174.16',0.960,16,0.7501,2,'No',13,NULL,0.238,0.60170
'TECH_F7YYR  ','NET_UG2JY   ','MSG_WQTQ3   ','192.168.108.10',0.718,37,0.7641,1,'No',7,NULL,0.414,0.84481
'TECH_X7YWF  ','NET_455WD   ','MSG_Y8GH6   ','192.168.253.244',0.585,1,0.0584,9,'Yes',16,NULL,0.778,0.25200
'TECH_ERSF3  ','NET_D7MS0   ','MSG_HOZ1C   ','192.168.153.97',0.876,26,0.1038,8,'No',1,NULL,0.731,0.47283
'TECH_N8MNJ  ','NET_BQM91   ','MSG_2FJG0   ','192.168.53.7',0.516,35,0.0231,3,'Yes',2,NULL,0.348,0.05964
'TECH_ROCJE  ','NET_FOA77   ','MSG_CA4IL   ','192.168.75.74',0.399,7,0.9938,3,'No',9,NULL,0.702,0.42707
'TECH_ZF3VU  ','NET_N7JS9   ','MSG_ZTOWW   ','192.168.65.39',0.703,22,0.9736,9,'Suspected',6,NULL,0.563,0.42173
