'RGB_2AH7KH','MECH_3H5KKL','AUD_6JCUGN',70,87.6,368,'18',2,14352625
'RGB_TSB7TL','MECH_SHIPYG','AUD_ETC2A3',46,83.7,874,'11',2,2813156
'RGB_OVGDVC','MECH_MYCTZ2','AUD_Z7LRVA',11,91.5,369,'17',8,10949241
'RGB_6QJDDU','MECH_IL1DY7','AUD_RHQ17L',36,83.6,804,'19',6,8499653
'RGB_3INMNI','MECH_40TUU9','AUD_2DG6QL',77,80.1,893,'19',1,14620186
'RGB_068IP2','MECH_4BEDLU','AUD_NYR8XP',78,91.5,805,'20',6,7817839
'RGB_OX8UIB','MECH_YQH6NF','AUD_47855J',90,90.7,669,'11',4,13714194
'RGB_KBM6MV','MECH_6FG9UN','AUD_KQT5KO',4,84.2,321,'13',1,11000089
'RGB_IEHFV6','MECH_5I7C7M','AUD_K8XL46',64,93.2,724,'20',1,13326897
'RGB_X95YFR','MECH_HSOASE','AUD_ONB7VP',79,83.3,129,'5',9,1125728
'RGB_ER0ZQ2','MECH_WRCNUS','AUD_AECVZG',26,83.0,744,'6',5,12302644
'RGB_U6E7ZU','MECH_M0Q69Y','AUD_Y9O99G',28,90.9,404,'20',8,12450875
'RGB_4AJCJK','MECH_734JO3','AUD_7SU5ZC',100,98.1,959,'6',1,12210321
'RGB_M2LAA1','MECH_FO711Y','AUD_WSSCKD',96,83.8,212,'15',2,8654716
'RGB_82OCFD','MECH_EY8PZ1','AUD_JCDVB7',0,87.7,633,'10',6,6513824
'RGB_BNCIGN','MECH_OP4H7E','AUD_C267CI',76,98.4,393,'17',9,11822795
'RGB_4F6L32','MECH_SPO4EH','AUD_M3KIYP',18,89.6,676,'5',8,13617522
'RGB_A80HGL','MECH_DA4EEO','AUD_ENKH7S',97,93.6,119,'8',1,14761883
'RGB_Q6M8WB','MECH_60706R','AUD_LI3LGM',27,83.7,914,'19',9,9614119
'RGB_MEWZBB','MECH_0VEB4D','AUD_3UHH2U',21,92.0,460,'12',5,6654969
'RGB_VJX02A','MECH_U6X4N2','AUD_ZMCJ3X',29,89.7,417,'17',9,10794598
'RGB_VTQXM2','MECH_XQ8XRP','AUD_5YJSXJ',100,98.8,956,'11',3,12147389
'RGB_XOL16W','MECH_W89ANI','AUD_KPWQOP',51,90.5,253,'5',2,886933
'RGB_SWHU7H','MECH_HXXLUU','AUD_YX9DA3',42,81.4,906,'16',7,12658696
'RGB_4C9JXU','MECH_3109OC','AUD_OTGZFL',83,90.3,775,'18',9,1201042
'RGB_E2QHN8','MECH_E53Z2W','AUD_L2HLJ3',44,99.4,273,'10',2,8993326
'RGB_LWFQTP','MECH_LQTQ6L','AUD_ISAOBU',5,91.1,161,'8',1,5783211
'RGB_2TAQNL','MECH_AT2QCN','AUD_5L8T1R',68,87.3,150,'14',6,14429706
'RGB_ZZ8YN1','MECH_SRSRD2','AUD_F05XK4',6,83.0,718,'10',4,2479659
'RGB_S5MQ9M','MECH_0SATSC','AUD_2M5NC4',86,91.0,639,'12',9,1779678
'RGB_5RMD3N','MECH_I2WJTQ','AUD_PTXX0P',96,89.7,640,'6',4,12531211
'RGB_Y4OG68','MECH_2F119B','AUD_PKVUK3',1,81.9,485,'12',5,15695137
'RGB_Z6THDZ','MECH_WLC7J4','AUD_Q8FTDW',77,83.8,407,'20',1,11708736
'RGB_L6BGFD','MECH_59BPTZ','AUD_1X33EP',14,81.1,773,'20',2,9511444
'RGB_J0ABAO','MECH_S8RV78','AUD_85CXV9',87,93.3,306,'18',2,11931418
'RGB_SZ0Y3K','MECH_8CK2X9','AUD_GH6ZEX',65,97.6,165,'15',3,11600173
'RGB_YCJBQH','MECH_DZJF0O','AUD_38TLG4',52,98.3,750,'14',2,13434003
'RGB_N1D059','MECH_2XXHGC','AUD_6VHSZQ',76,93.2,119,'9',10,136678
'RGB_86CNML','MECH_C3TJE7','AUD_K0XDFD',28,84.3,300,'13',7,7551551
'RGB_H7BR55','MECH_SA1WTT','AUD_A7CF0G',92,97.6,411,'6',9,286800
'RGB_B5M2PU','MECH_S92SB6','AUD_5P7P9N',14,89.1,389,'12',10,1460643
'RGB_1ODFGW','MECH_CRQ07X','AUD_77FNIE',96,80.5,702,'9',6,7615783
'RGB_K9VSYE','MECH_1L7TUP','AUD_UCVRMU',67,94.2,932,'15',9,1879489
'RGB_AM6D5L','MECH_G6GG26','AUD_GFVAJE',16,85.8,787,'12',6,16555902
'RGB_M1C3Z3','MECH_8RVSKX','AUD_VN5A10',13,85.0,515,'6',5,11544421
'RGB_7NFOB4','MECH_QJ7MA2','AUD_UV59BH',96,81.8,570,'11',5,770420
'RGB_3OP7Q5','MECH_NL8LB8','AUD_N715WL',97,85.5,422,'13',2,11903535
'RGB_SUQH7V','MECH_2PXR4P','AUD_8V7SUA',100,94.9,544,'8',6,4296157
'RGB_NUGZ4D','MECH_9TLPMA','AUD_CVUW1X',56,86.9,579,'9',4,5564402
'RGB_XS1MH9','MECH_ZMN6AW','AUD_D8FJ53',25,89.4,788,'12',3,7794457
'RGB_GMCMHR','MECH_CIBMRE','AUD_UQWHLM',66,83.6,441,'10',10,3860526
'RGB_4BJU0X','MECH_WE0E2Z','AUD_LEJ8Z6',48,97.6,434,'14',9,9338613
'RGB_4HBZL2','MECH_DDU9YR','AUD_745G1V',22,86.0,932,'10',10,853180
'RGB_UV9OOM','MECH_SNB28W','AUD_I0932Y',48,86.7,457,'11',10,11787684
'RGB_DT8EB5','MECH_TFIEB3','AUD_X4KEW4',16,89.0,947,'8',3,10311441
'RGB_KQ7V8Z','MECH_I98KDY','AUD_Y8N97P',7,85.0,570,'17',6,3657472
'RGB_Q3ZQRT','MECH_Z3KKHK','AUD_QRI1YO',74,99.4,368,'7',3,7932750
'RGB_HINE9A','MECH_MUC1FM','AUD_FOZX1O',34,91.1,355,'7',4,15056023
'RGB_TIT3DY','MECH_LDSFPO','AUD_CDVJZK',95,96.1,765,'8',4,4255997
'RGB_FYA2KV','MECH_MKN44O','AUD_GCUYDK',42,84.9,606,'6',8,6517487
'RGB_DW0YHP','MECH_BI8NIC','AUD_VHI808',74,84.4,104,'20',3,6368637
'RGB_XISLI8','MECH_FAEM02','AUD_SJ9F6K',90,81.0,222,'12',1,5028968
'RGB_EWC6JM','MECH_AUB42T','AUD_T13FHR',13,83.3,284,'13',8,8992799
'RGB_ZKZ8XP','MECH_83UVU1','AUD_OK44VC',56,93.0,870,'19',6,7357368
'RGB_AF7NXR','MECH_OOVIHA','AUD_SDQS26',35,98.2,703,'14',10,5795220
'RGB_K4NI94','MECH_TLSUHI','AUD_QI4ZY9',27,80.2,440,'9',3,3175581
'RGB_SK7VKC','MECH_6VZHXY','AUD_765QHN',0,99.7,895,'14',9,2877510
'RGB_2YHIB8','MECH_T0LEMO','AUD_Y65BHZ',69,90.8,516,'9',3,12882357
'RGB_FFXO39','MECH_QCUTKT','AUD_VWZIWW',20,83.6,587,'18',4,4970023
'RGB_WUSSKX','MECH_AAE5RZ','AUD_5L775M',90,94.0,181,'18',10,2160774
'RGB_8DPG9J','MECH_8TXXRO','AUD_S3EA07',84,87.9,895,'11',7,3354760
'RGB_NOJ2NF','MECH_3XRPUO','AUD_MCQ4G7',89,100.0,493,'6',8,9120656
'RGB_G79TN6','MECH_89RAEL','AUD_FZLZWU',80,93.9,244,'6',6,2094970
'RGB_KT7S36','MECH_5P8RIH','AUD_OA64IA',36,83.0,553,'19',6,5706997
'RGB_5F3257','MECH_5UR7LZ','AUD_0BKWAX',94,95.7,514,'13',1,2179470
'RGB_WGXT03','MECH_N2ADKL','AUD_CGYDOX',37,84.7,558,'20',9,4741820
'RGB_ITC7YW','MECH_1UPBI3','AUD_MW3CT3',63,95.3,363,'16',7,8186965
'RGB_T4WMIP','MECH_7PQZ81','AUD_SYB2ID',53,80.9,735,'15',7,10889452
'RGB_V80CXD','MECH_BBGGL2','AUD_BCL5AH',52,91.9,458,'13',2,2220879
'RGB_GBCTIK','MECH_HRM3T1','AUD_8UOUVM',81,91.1,824,'16',1,12972737
'RGB_VD9AW9','MECH_FO4Q8H','AUD_NVGZQT',68,80.2,476,'13',1,11975050
'RGB_ZAS0JQ','MECH_W938WU','AUD_Z7MHVP',49,88.6,423,'15',8,13927399
'RGB_7QV2JU','MECH_A004FP','AUD_WPVJ9T',97,81.5,612,'6',5,10423138
'RGB_DPZFB6','MECH_L010QC','AUD_U8ZCZ5',60,90.8,277,'16',9,14075244
'RGB_VMQQG3','MECH_3X0SO0','AUD_YKONB1',40,91.7,364,'11',1,2164320
'RGB_3C166F','MECH_PN6AH9','AUD_N5ICVW',66,98.3,473,'9',9,15364855
'RGB_PDEMV8','MECH_NGN4ZI','AUD_GRUX0A',39,92.4,492,'9',6,8270775
'RGB_WOM65Z','MECH_D97Y40','AUD_8M8JNM',44,91.8,339,'20',8,3055072
'RGB_L3KT9C','MECH_5U42P4','AUD_8JM90Y',45,89.0,322,'14',10,4357354
'RGB_QBVUND','MECH_8P8AJC','AUD_1OKPM7',7,84.4,916,'19',2,16471816
'RGB_OTZDXF','MECH_XUDXNI','AUD_LPMZ0E',50,88.0,696,'15',4,12967832
'RGB_Q7SHQP','MECH_MY12IR','AUD_9BEMDK',82,97.0,533,'7',10,5685795
'RGB_E3NTQK','MECH_85HXXX','AUD_QNN292',17,89.0,516,'5',6,3741712
'RGB_4L45KP','MECH_22SD8W','AUD_6XOMQR',5,97.4,664,'20',1,13407642
'RGB_PFE9LX','MECH_ZSJ8ZJ','AUD_KUKNF4',98,80.4,973,'20',7,477822
'RGB_QSBF7K','MECH_WFKPI9','AUD_GP9XU5',64,92.9,306,'10',7,6397332
'RGB_67V7FX','MECH_KZXJHX','AUD_CFPH9M',2,91.1,783,'11',3,7601564
'RGB_WTY81D','MECH_5DMKKD','AUD_CVUNI6',89,87.6,501,'14',6,985532
'RGB_S4NYCM','MECH_CKG4D9','AUD_UTWVWH',87,97.7,904,'10',1,25672
'RGB_T56DTW','MECH_1T9AYB','AUD_UXETE2',56,82.0,778,'9',4,3986537
'RGB_8RQHG3','MECH_5GTIGW','AUD_RSXVAO',51,94.0,337,'10',3,7505926
'RGB_Z4W91Z','MECH_6ZPBRL','AUD_CTI4MX',53,94.6,301,'10',6,3877186
'RGB_QFTSSI','MECH_VPEGL6','AUD_I7SVCH',17,90.9,313,'14',9,12830799
'RGB_BWZNKJ','MECH_Y73CX1','AUD_A4EJEC',31,82.8,753,'15',1,4702135
'RGB_IY3E0K','MECH_BZIBIU','AUD_TS76UF',46,83.0,580,'11',6,4585764
'RGB_O5LVDT','MECH_THU5RC','AUD_WMBWFV',18,86.8,297,'10',9,12988398
'RGB_P4QZEW','MECH_HJF85X','AUD_05XDXM',11,97.0,844,'16',3,13107825
'RGB_NMRBBK','MECH_R6255F','AUD_BQ95DV',1,87.8,192,'8',3,9819990
'RGB_AS4OI3','MECH_V2JT4N','AUD_PVN7BT',100,93.4,534,'11',10,4777116
'RGB_9OAQVK','MECH_ACGW4B','AUD_4L9MCS',93,92.5,776,'13',4,11116084
'RGB_0UHLSY','MECH_AP1MTF','AUD_BHU545',45,93.8,798,'13',2,1759823
'RGB_IWE19T','MECH_LLUU84','AUD_TJ9K0C',27,89.7,575,'17',3,4478778
'RGB_1J0OIN','MECH_7EARQ7','AUD_NXSY5E',38,93.8,419,'20',4,3094156
'RGB_IL89RA','MECH_PAPUGD','AUD_2E0ECK',40,84.0,879,'16',10,15705861
'RGB_A8Y4SH','MECH_1031FG','AUD_X818EN',38,83.2,722,'15',1,6519200
'RGB_0M1Z2B','MECH_N06116','AUD_GDM96Y',48,90.9,453,'13',7,15586006
'RGB_UR3HIG','MECH_P2T789','AUD_KGGJIQ',21,82.2,404,'20',3,12144331
'RGB_1VH2VG','MECH_KC5YWS','AUD_2EBJOB',90,94.6,243,'18',2,4771321
'RGB_WX8TZK','MECH_R9W06W','AUD_6Z31ZE',93,83.7,714,'5',4,16015155
'RGB_4HBWMF','MECH_L9SDZE','AUD_W24EKA',4,93.0,726,'8',10,1403717
'RGB_3J6S3S','MECH_96WY0R','AUD_GWHPUX',26,94.8,322,'20',4,8777577
'RGB_NAUP66','MECH_WEMLLW','AUD_FQPZMU',100,87.4,157,'10',4,15386741
'RGB_YZZG3M','MECH_RKW331','AUD_MSKEI2',70,96.0,460,'17',3,1596995
'RGB_N1EJQJ','MECH_MKNN45','AUD_4Y37BI',83,91.8,222,'15',6,12058037
'RGB_59PR6Q','MECH_EWAK26','AUD_ZAFLX3',22,98.6,596,'13',9,4044340
'RGB_HHN3HA','MECH_EOTKY4','AUD_X3FLI4',22,97.9,899,'5',6,10510422
'RGB_NKOAM7','MECH_TUVFGL','AUD_KTDOTO',87,88.7,893,'14',10,2761999
'RGB_VI392M','MECH_MNABQE','AUD_JDTTZE',90,80.8,192,'9',10,1785768
'RGB_V7HG07','MECH_4NB34Z','AUD_K7U4WH',11,92.8,731,'18',7,8729225
'RGB_2ZSFNU','MECH_UB42YN','AUD_Q1J7BI',63,93.9,134,'19',4,6053559
'RGB_Q63LEO','MECH_SFUVQR','AUD_BVE7F9',93,95.2,308,'19',1,6024686
'RGB_V17BWK','MECH_CMEM23','AUD_5M8KL6',77,89.6,535,'20',7,10437666
'RGB_V4NZII','MECH_XRG540','AUD_TCV5V2',38,97.0,672,'14',5,11282791
'RGB_NXR6L8','MECH_OOXA7C','AUD_LK3ZF4',65,88.0,513,'10',8,6912864
'RGB_ISO9K7','MECH_JR5L5D','AUD_RIXBKG',71,89.5,730,'7',2,1480577
'RGB_UTS3GS','MECH_KQOL8C','AUD_KPVWQX',66,96.7,282,'20',2,15122087
'RGB_LCOD93','MECH_OJHAMW','AUD_VGQDW4',31,80.7,157,'9',5,9241426
'RGB_D1WCOJ','MECH_18T3FZ','AUD_K0A570',64,86.0,956,'8',7,12129118
'RGB_9N5YWI','MECH_8DNSCI','AUD_3XWKT0',32,86.2,219,'18',6,328543
'RGB_POHV1I','MECH_JVT2V0','AUD_A3WTNM',5,97.0,216,'14',1,3610057
'RGB_6CVN2U','MECH_WSOZQC','AUD_TUW4TL',90,97.2,656,'16',1,6219792
'RGB_ZFEGY5','MECH_DR3DBF','AUD_QV82WT',84,88.1,387,'20',1,15526415
'RGB_3U9W6Z','MECH_BZO2U2','AUD_2WL293',1,93.8,455,'9',1,5122488
'RGB_IJHZQC','MECH_LX1GMK','AUD_WJUAQ7',69,83.4,197,'5',10,14373693
'RGB_RC2Y09','MECH_OFD8V2','AUD_XN29NH',22,89.2,160,'11',4,4348282
'RGB_HN7J1A','MECH_QUFM45','AUD_9XEI2P',61,94.7,826,'16',2,9445433
'RGB_T3WG0J','MECH_28MGIC','AUD_7OQP59',60,87.5,194,'6',9,239005
'RGB_2WQ9I3','MECH_NCQQA6','AUD_Y5UWVY',9,92.6,363,'11',3,15413150
'RGB_BH811I','MECH_4DTF06','AUD_MTLSEK',17,92.7,869,'12',2,14056290
'RGB_FI8YKZ','MECH_DVZ0CZ','AUD_QI2PSL',11,80.3,378,'16',1,11968385
'RGB_W57MSP','MECH_1KS24C','AUD_OIUXK0',75,93.3,702,'6',5,16471005
'RGB_498ITW','MECH_WIL4BW','AUD_PEMU4F',83,95.2,644,'14',6,15551947
'RGB_TFOE31','MECH_HK7ALF','AUD_A8YLT7',71,89.2,976,'20',10,14333737
'RGB_Y43DQ3','MECH_P0A8QQ','AUD_9B58JM',68,85.2,129,'19',9,1862716
'RGB_YOZ6SI','MECH_YA7QCT','AUD_9SCMAF',34,99.8,244,'19',2,6213942
'RGB_MZ6Q20','MECH_KJGF2Y','AUD_YE28EI',71,92.3,283,'12',9,12020087
'RGB_C4X3TS','MECH_CP2BYC','AUD_LFSOO4',47,80.4,669,'18',5,16049015
'RGB_DMLL33','MECH_84ZJFD','AUD_5W27UD',62,80.6,687,'9',3,1756423
'RGB_I6RD6P','MECH_4FCQX0','AUD_C7D6MP',4,80.0,363,'10',4,3375958
'RGB_500T54','MECH_26F4P3','AUD_F51ULZ',94,80.0,852,'18',3,8543417
'RGB_FSO3GJ','MECH_M5KUSD','AUD_PDP2IO',72,84.4,493,'6',1,1162915
'RGB_RLKBBK','MECH_ZPVPJW','AUD_A9OM1V',7,84.3,983,'13',8,15440002
'RGB_B71LTT','MECH_RKO59H','AUD_NHHBVQ',80,95.4,705,'15',6,14948140
'RGB_G3MGKA','MECH_8XRZ1C','AUD_ZM5AGT',27,85.5,991,'20',3,13576496
'RGB_Z6U7H6','MECH_O1U4F1','AUD_I869Z0',75,82.7,466,'20',10,12499019
'RGB_684NVU','MECH_PDXG4D','AUD_J82BPU',88,93.8,324,'11',9,959904
'RGB_YIE4TK','MECH_2BQYF6','AUD_0GO300',79,89.9,844,'9',7,6468451
'RGB_ML5U3Q','MECH_W4MZZ0','AUD_X4KGA7',0,83.7,851,'7',6,14303463
'RGB_XVDBUS','MECH_5R3MU6','AUD_QQ8Q44',43,98.3,876,'6',2,9401491
'RGB_QVCDPO','MECH_O2EJMO','AUD_HD2V38',2,93.2,571,'7',1,4485810
'RGB_OW0NQD','MECH_N5KAOR','AUD_B2YML1',77,97.2,947,'10',9,2231185
'RGB_7470NY','MECH_ZU25VW','AUD_M00AJ6',0,87.9,342,'8',6,13422691
'RGB_XW6AI9','MECH_QNY6AQ','AUD_WKRKSG',65,89.2,344,'11',6,15742516
'RGB_TONRKP','MECH_P1XWKD','AUD_SNYEOG',54,93.7,550,'20',4,5314405
'RGB_L1LPR3','MECH_TLGXF0','AUD_HJWLJF',84,87.4,402,'10',2,2698036
'RGB_GZOTW9','MECH_QL522S','AUD_8G2INN',80,81.8,821,'20',2,13488095
'RGB_D91DVE','MECH_JFOXVJ','AUD_5YWSXU',36,89.5,131,'5',5,9350633
'RGB_0UFFSH','MECH_8D5ZWT','AUD_JR458Y',5,94.4,175,'17',1,7591788
'RGB_I5U417','MECH_HDQ4VT','AUD_AL3WFU',41,86.4,416,'20',6,6642077
'RGB_8L4IT0','MECH_CTWB8P','AUD_RLN4NV',94,97.5,740,'19',6,10548919
'RGB_LTXENW','MECH_QDRUX1','AUD_UD4T5U',84,93.4,624,'16',3,16686750
'RGB_O6RNER','MECH_D4K498','AUD_BW1JOJ',79,83.5,896,'6',4,13289453
'RGB_44LTC3','MECH_CE61Y6','AUD_GY9PUA',38,98.7,400,'18',9,11563998
'RGB_QFXKCS','MECH_LK8RNS','AUD_H1X7L5',8,83.3,618,'20',10,5297291
'RGB_0UH0PL','MECH_7S2RSZ','AUD_765H1C',96,81.3,591,'13',6,5170713
'RGB_ZHT4X3','MECH_SA49D7','AUD_1WY29P',97,99.7,139,'12',8,7723876
'RGB_E068FK','MECH_DJ1JDJ','AUD_57U7CS',88,94.1,285,'13',2,1576441
'RGB_FOZLKZ','MECH_DB4RL7','AUD_H9XPX1',98,81.2,945,'15',6,264387
'RGB_ECO1SS','MECH_K39HC8','AUD_OAT3IH',30,84.9,627,'9',1,12358338
'RGB_NF839B','MECH_C2DQDM','AUD_H5IZDS',87,95.8,489,'7',1,4200749
'RGB_P3191I','MECH_K6S6OQ','AUD_A5857C',78,80.6,483,'13',8,3640454
'RGB_CXGOX6','MECH_K8FJOR','AUD_H2MFO9',34,85.4,573,'11',5,6692448
'RGB_C0PVEL','MECH_DVXANR','AUD_A2SU71',47,82.9,378,'12',6,3652592
'RGB_9U8GKX','MECH_UGIXE1','AUD_SKFOYD',39,94.6,248,'9',6,5868802
'RGB_W3R6H7','MECH_7OX4AF','AUD_1F7Z7D',75,88.9,547,'17',1,8320897
'RGB_W8XG4X','MECH_QGVK7O','AUD_GBXFVD',93,95.9,671,'6',8,10753284
'RGB_XEYW4F','MECH_07SA1M','AUD_P1L5JM',53,94.9,686,'18',4,60030
'RGB_PQHJDN','MECH_X34932','AUD_ZMXBKU',16,97.7,915,'12',4,8481402
'RGB_5QO749','MECH_Y67JJX','AUD_OEF17E',30,86.8,394,'10',4,2798358
'RGB_M2CEL4','MECH_331KPQ','AUD_MXQ68W',39,89.7,604,'7',8,10805142
'RGB_2T9KYF','MECH_072CT9','AUD_VRNNGH',49,88.1,951,'17',10,14942490
'RGB_4DFMCX','MECH_BTW6EN','AUD_GPH8TH',75,87.9,406,'5',4,11424880
'RGB_Z5PUQ6','MECH_33KLP2','AUD_I92CHQ',51,84.4,123,'15',1,396659
'RGB_MUSDFR','MECH_JLHFXZ','AUD_ZTTC7U',53,84.9,379,'8',2,12742081
'RGB_5J6ASY','MECH_S6X5D3','AUD_619NUS',51,88.2,664,'19',8,45025
'RGB_1N6GAJ','MECH_BDNJ4T','AUD_7J02QC',29,91.5,856,'6',10,16542878
'RGB_TXPQER','MECH_WRM5EC','AUD_7HDE5Y',90,89.2,188,'6',6,2558025
'RGB_FW4CP9','MECH_HA8558','AUD_QCROGI',82,82.2,981,'11',1,8143481
'RGB_A90NM3','MECH_JVTWWJ','AUD_8GFKM9',75,98.2,344,'18',7,10647197
'RGB_G8K5J5','MECH_4XNEDI','AUD_YCKLIS',63,86.4,535,'9',2,6683666
'RGB_RE5I4K','MECH_IUGFC9','AUD_LTMYSF',40,89.0,907,'11',7,14572724
'RGB_PR3LC3','MECH_FPQ001','AUD_ZHGT8S',48,80.1,747,'10',8,10834812
'RGB_H4NUX3','MECH_VY1DN7','AUD_5XDBUK',54,89.3,709,'13',6,5648934
'RGB_9NZ8S6','MECH_9Y77FC','AUD_O8P1SW',20,82.0,933,'18',2,16137344
'RGB_CPNPEP','MECH_V6HINH','AUD_VO65FS',85,95.5,473,'9',10,1916883
'RGB_AL02TQ','MECH_IZD1QP','AUD_AVRG6N',28,80.7,649,'11',2,4606859
'RGB_KWN25Q','MECH_7UKDBF','AUD_94II5Q',2,84.3,991,'20',7,12357915
'RGB_9JNQA2','MECH_68RTEM','AUD_CSDX4J',79,96.8,971,'10',9,4146628
'RGB_GRT2WO','MECH_87PTWQ','AUD_69QIHE',18,91.2,527,'12',10,12874883
'RGB_K4B6TB','MECH_AB369O','AUD_KJ02F3',74,89.1,201,'10',5,1367735
'RGB_Z38HTA','MECH_9W8HGK','AUD_SLSZF1',3,89.3,991,'13',6,2445971
'RGB_J6XA2Q','MECH_P7H2JA','AUD_F9TA4I',46,87.6,268,'19',1,5990258
'RGB_4774GL','MECH_2IMS1E','AUD_JYZKZ0',96,81.6,366,'15',8,774053
'RGB_8AIZAD','MECH_JN4SBI','AUD_YAWNJ5',1,80.5,835,'8',8,13392258
'RGB_PMFEUF','MECH_PLOR3J','AUD_WXMILI',78,95.2,155,'9',8,7531921
'RGB_XYO783','MECH_YI8FE2','AUD_AXUWJS',91,87.9,712,'15',1,16493041
'RGB_Y61Y2D','MECH_Q1W6SW','AUD_GC6MJC',54,89.8,916,'17',5,9780204
'RGB_JQTESH','MECH_TGCQLY','AUD_1P4I77',9,87.8,738,'8',4,4902733
'RGB_YFJ15S','MECH_ZF5EW2','AUD_U5X625',96,95.1,447,'9',7,4374162
'RGB_6WYFZZ','MECH_0DLHV8','AUD_GWD0TD',69,96.8,536,'9',8,10837625
'RGB_X52WX1','MECH_QQ1YBZ','AUD_CV5SW0',45,93.7,438,'10',4,12148423
'RGB_E2R1XL','MECH_4I1FJA','AUD_BZ9V9C',44,81.6,403,'7',3,3936994
'RGB_JZHJ37','MECH_CIY57Y','AUD_CKPBER',46,85.4,742,'15',8,12008609
'RGB_2FX9UZ','MECH_WTHIQC','AUD_ZLI7ZE',78,95.2,142,'7',9,12223446
'RGB_UOUTLB','MECH_6O009A','AUD_FU8DA4',63,81.5,902,'5',1,10363904
'RGB_AHDVD9','MECH_QFLQ7M','AUD_1HLP64',92,93.0,677,'17',1,13390487
'RGB_H5B51B','MECH_54RMTB','AUD_C8TRC6',62,96.5,549,'14',3,4463651
'RGB_5J594T','MECH_IRD2BZ','AUD_AO7RUK',89,99.5,767,'5',2,5992866
'RGB_7MZMHA','MECH_V2NERZ','AUD_1OAFRA',43,90.3,501,'9',1,977486
'RGB_K2OKNM','MECH_BTI3FR','AUD_DVIVS1',78,80.2,378,'15',9,5386462
'RGB_H3PWT8','MECH_XMY1OW','AUD_3YU18K',38,94.6,442,'20',1,6189793
'RGB_H45ZO5','MECH_ICW7VR','AUD_UESFZW',59,91.9,326,'14',10,13184860
'RGB_7GB9IC','MECH_0BCPMQ','AUD_BQ4C9T',65,89.0,147,'9',4,9575216
'RGB_HDYBBX','MECH_SQ023A','AUD_C6DTAK',64,87.5,842,'6',8,11738965
'RGB_CRBX0O','MECH_S1VB4I','AUD_SA7RY3',91,95.5,590,'7',8,11055357
'RGB_B39GJY','MECH_P8MLMU','AUD_G0TSDV',32,91.1,786,'9',6,1364589
'RGB_S5G671','MECH_8EFDAI','AUD_WWDAM2',94,82.4,131,'5',8,14013195
'RGB_J8F4MD','MECH_RMMC8J','AUD_XKDMCW',44,97.7,563,'9',4,14809028
'RGB_Y7O47B','MECH_QRCENI','AUD_MJ1OU1',56,90.8,855,'14',1,4802511
'RGB_2FC7FD','MECH_BWG45O','AUD_T0XASQ',5,95.2,848,'20',4,13479323
'RGB_VLWJ66','MECH_D0JVDR','AUD_CRX073',35,94.0,749,'16',7,10865126
'RGB_H1UXGD','MECH_7E16TN','AUD_E5SNXT',89,92.8,720,'11',1,9988594
'RGB_Z7EOGX','MECH_T4A0ZA','AUD_SI1WS2',26,89.8,299,'20',3,8390147
'RGB_8HZ80T','MECH_91RFH9','AUD_EJ37U1',92,84.0,734,'10',3,8872729
'RGB_OH00GP','MECH_UWATG5','AUD_BSKRRX',28,95.7,588,'17',8,8339180
'RGB_BP0D0Y','MECH_NF8SHZ','AUD_G3GGKQ',93,81.7,243,'6',8,3774616
'RGB_CSJJ3I','MECH_32SU05','AUD_59XFNB',33,95.6,690,'12',2,4767635
'RGB_0J4B8F','MECH_BQZGUO','AUD_Y4XKDU',79,99.7,187,'17',6,6377738
'RGB_8YEM6T','MECH_USTXA3','AUD_JQZBTZ',1,82.9,624,'16',6,10100087
'RGB_J6V31X','MECH_WAGQZB','AUD_B50LCN',15,88.6,349,'15',5,1447860
'RGB_BNCRXW','MECH_UQZ599','AUD_PD8F75',27,84.0,402,'20',5,6655578
'RGB_J9QH7T','MECH_EOWP6Q','AUD_R5EHN0',26,85.9,163,'10',3,15466167
'RGB_0Q43CW','MECH_L7XXZT','AUD_HXIHQP',40,94.0,614,'14',9,16586348
'RGB_SKIJ53','MECH_3JY5FQ','AUD_7SH2TW',75,81.4,764,'15',10,14939141
'RGB_DYNJPW','MECH_U9H18H','AUD_KM9VR2',58,85.4,239,'17',2,3205988
'RGB_0O01WA','MECH_AQCG6Y','AUD_Y6GQJN',86,91.0,669,'16',6,6001728
'RGB_XKQ601','MECH_BMAFG7','AUD_GE5ORJ',79,85.1,413,'19',1,11628988
'RGB_5E8OW8','MECH_TV3YTX','AUD_8WU97L',36,82.5,790,'6',3,9559903
'RGB_NCZIG7','MECH_XAN61C','AUD_MHKUBY',24,80.4,787,'12',3,8099317
'RGB_Z31SMI','MECH_K7OTCI','AUD_V8S5AD',10,81.2,530,'12',3,1021757
'RGB_E0HGZ6','MECH_46QRK9','AUD_OTJGZ7',100,80.6,115,'8',7,10353660
'RGB_ODUXER','MECH_JU3MA1','AUD_6O25VJ',22,91.6,154,'20',5,5820692
'RGB_CF8Q4D','MECH_TW3O6N','AUD_2NHTJZ',77,82.0,103,'5',10,8399970
'RGB_PBF1PM','MECH_9V5EXE','AUD_GDK5EM',61,90.8,892,'16',7,11536510
'RGB_YLCIK4','MECH_C1NE9Z','AUD_60KGQU',30,89.2,579,'18',9,3537314
'RGB_K6AV8E','MECH_JLXCN6','AUD_93VWTU',9,97.5,463,'5',9,13392263
'RGB_9J3HBD','MECH_F7RFXS','AUD_KV44SD',79,99.4,796,'10',5,10735662
